replication,seed,mechanismID,mechanismLabel,scenarioID,scenarioName,finalFitness,finalRisk,finalTrade,finalRecoveringLinks,totalSwitches,localSwitches,globalSwitches
20,20,M4_regulation,M4 + Regulation,baseline,Baseline,126.861910201648,310.340888496358,2262.77821406191,131,2821,1054,1767
20,20,M4_regulation,M4 + Regulation,coordinated,Coordinated,111.293629735632,247.128610362685,1829.63465769045,213,4147,1526,2621
20,20,M5_timing,M5 + Policy timing,baseline,Baseline,126.861910201648,310.340888496358,2262.77821406191,131,2821,1054,1767
20,20,M5_timing,M5 + Policy timing,early_mover,Early Mover,115.41694757565,252.998742588382,1760.42979959504,218,4230,1533,2697
20,20,M5_timing,M5 + Policy timing,sequential,Sequential,116.874152390422,242.899553646424,1694.8649928392,239,4391,1581,2810
20,20,M5_timing,M5 + Policy timing,coordinated,Coordinated,111.293629735632,247.128610362685,1829.63465769045,213,4147,1526,2621
20,20,M5_timing,M5 + Policy timing,delayed_coordination,Delayed Coordination,111.169463564367,252.633765381094,1762.88248436162,204,4231,1525,2706
21,21,M0_minimal,M0 Minimal adaptation,baseline,Baseline,101.587995484184,446.48311777859,3001.68221692076,0,2801,1428,1373
21,21,M1_choice,M1 + Softmax choice,baseline,Baseline,93.074282925928,446.483117778591,3001.68221692076,0,3942,1185,2757
21,21,M2_frictions,M2 + Switching costs,baseline,Baseline,101.85045502244,446.48311777859,3001.68221692076,0,2578,1170,1408
21,21,M3_recovery,M3 + Recovery,baseline,Baseline,128.487459123983,362.53227067901,2285.12336014409,115,2694,1117,1577
21,21,M4_regulation,M4 + Regulation,baseline,Baseline,128.487459123983,362.53227067901,2285.12336014409,115,2694,1117,1577
21,21,M4_regulation,M4 + Regulation,coordinated,Coordinated,126.839353019573,244.690135789813,1641.59899470168,275,4914,1695,3219
21,21,M5_timing,M5 + Policy timing,baseline,Baseline,128.487459123983,362.53227067901,2285.12336014409,115,2694,1117,1577
21,21,M5_timing,M5 + Policy timing,early_mover,Early Mover,123.359407272466,250.999366464473,1718.60108181476,254,4737,1618,3119
21,21,M5_timing,M5 + Policy timing,sequential,Sequential,123.096609793362,257.66224037207,1677.33135153327,261,4757,1671,3086
21,21,M5_timing,M5 + Policy timing,coordinated,Coordinated,126.839353019573,244.690135789813,1641.59899470168,275,4914,1695,3219
21,21,M5_timing,M5 + Policy timing,delayed_coordination,Delayed Coordination,121.41591258917,259.702536546819,1684.71592154965,254,4753,1625,3128
22,22,M0_minimal,M0 Minimal adaptation,baseline,Baseline,100.01193225866,457.795099964947,2978.28212896226,0,2641,1244,1397
22,22,M1_choice,M1 + Softmax choice,baseline,Baseline,91.0495590820595,457.795099964947,2978.28212896226,0,3783,1131,2652
22,22,M2_frictions,M2 + Switching costs,baseline,Baseline,99.9579435415016,457.795099964947,2978.28212896226,0,2321,915,1406
22,22,M3_recovery,M3 + Recovery,baseline,Baseline,125.689183739616,343.3258849747,2304.51529165853,119,2881,1001,1880
22,22,M4_regulation,M4 + Regulation,baseline,Baseline,125.689183739616,343.3258849747,2304.51529165853,119,2881,1001,1880
22,22,M4_regulation,M4 + Regulation,coordinated,Coordinated,122.416971794152,227.028332575388,1510.90429480214,280,5323,1721,3602
22,22,M5_timing,M5 + Policy timing,baseline,Baseline,125.689183739616,343.3258849747,2304.51529165853,119,2881,1001,1880
22,22,M5_timing,M5 + Policy timing,early_mover,Early Mover,123.628942814499,230.676130838091,1543.73377365419,284,5189,1602,3587
22,22,M5_timing,M5 + Policy timing,sequential,Sequential,122.466499675534,232.717442960467,1519.6904032341,293,5285,1645,3640
22,22,M5_timing,M5 + Policy timing,coordinated,Coordinated,122.416971794152,227.028332575388,1510.90429480214,280,5323,1721,3602
22,22,M5_timing,M5 + Policy timing,delayed_coordination,Delayed Coordination,122.831006153996,226.127904047342,1495.7932110711,295,5277,1668,3609
23,23,M0_minimal,M0 Minimal adaptation,baseline,Baseline,104.530040245589,447.509718304859,2917.2792102211,0,2776,1462,1314
23,23,M1_choice,M1 + Softmax choice,baseline,Baseline,95.3021685738444,447.509718304859,2917.2792102211,0,3661,1267,2394
23,23,M2_frictions,M2 + Switching costs,baseline,Baseline,105.907919072786,447.509718304859,2917.2792102211,0,2179,1076,1103
23,23,M3_recovery,M3 + Recovery,baseline,Baseline,126.104459901276,353.827448914929,2335.50769572057,95,2571,1057,1514
23,23,M4_regulation,M4 + Regulation,baseline,Baseline,126.104459901276,353.827448914929,2335.50769572057,95,2571,1057,1514
23,23,M4_regulation,M4 + Regulation,coordinated,Coordinated,120.392879493685,268.353567415466,1628.56594172943,234,4732,1764,2968
23,23,M5_timing,M5 + Policy timing,baseline,Baseline,126.104459901276,353.827448914929,2335.50769572057,95,2571,1057,1514
23,23,M5_timing,M5 + Policy timing,early_mover,Early Mover,121.286658852214,284.950928485509,1688.17619312633,233,4721,1652,3069
23,23,M5_timing,M5 + Policy timing,sequential,Sequential,122.398192900964,274.357155891843,1612.56003089967,247,4773,1727,3046
23,23,M5_timing,M5 + Policy timing,coordinated,Coordinated,120.392879493685,268.353567415466,1628.56594172943,234,4732,1764,2968
23,23,M5_timing,M5 + Policy timing,delayed_coordination,Delayed Coordination,121.990159362183,274.019459355991,1610.2313656607,262,4805,1728,3077
24,24,M0_minimal,M0 Minimal adaptation,baseline,Baseline,97.2916716454509,463.380883366956,3013.00261573062,0,2973,1212,1761
24,24,M1_choice,M1 + Softmax choice,baseline,Baseline,87.1056446412117,463.380883366956,3013.00261573062,0,4176,953,3223
24,24,M2_frictions,M2 + Switching costs,baseline,Baseline,97.9630573459489,463.380883366956,3013.00261573062,0,2744,1059,1685
24,24,M3_recovery,M3 + Recovery,baseline,Baseline,126.359680396224,336.682415289483,2253.38097018101,136,3093,1127,1966
24,24,M4_regulation,M4 + Regulation,baseline,Baseline,126.359680396224,336.682415289483,2253.38097018101,136,3093,1127,1966
24,24,M4_regulation,M4 + Regulation,coordinated,Coordinated,114.558249313657,245.95400447285,1663.86185943907,243,4639,1698,2941
24,24,M5_timing,M5 + Policy timing,baseline,Baseline,126.359680396224,336.682415289483,2253.38097018101,136,3093,1127,1966
24,24,M5_timing,M5 + Policy timing,early_mover,Early Mover,122.368893741589,236.980494461625,1613.29923121466,277,5109,1823,3286
24,24,M5_timing,M5 + Policy timing,sequential,Sequential,119.8135993694,233.744944761451,1572.78381488757,251,4917,1714,3203
24,24,M5_timing,M5 + Policy timing,coordinated,Coordinated,114.558249313657,245.95400447285,1663.86185943907,243,4639,1698,2941
24,24,M5_timing,M5 + Policy timing,delayed_coordination,Delayed Coordination,120.053199779659,226.604580379117,1554.61323419467,271,5066,1810,3256
25,25,M0_minimal,M0 Minimal adaptation,baseline,Baseline,95.6063387012835,470.157252335109,3056.27527508909,0,3329,1386,1943
25,25,M1_choice,M1 + Softmax choice,baseline,Baseline,87.7812931182713,470.15725233511,3056.27527508909,0,4382,1098,3284
25,25,M2_frictions,M2 + Switching costs,baseline,Baseline,97.1300515441057,470.15725233511,3056.27527508909,0,2673,976,1697
25,25,M3_recovery,M3 + Recovery,baseline,Baseline,125.003551274217,358.053103657288,2274.83984381401,137,3119,1052,2067
25,25,M4_regulation,M4 + Regulation,baseline,Baseline,125.003551274217,358.053103657288,2274.83984381401,137,3119,1052,2067
25,25,M4_regulation,M4 + Regulation,coordinated,Coordinated,118.376375197177,298.300583314569,1712.36995155742,245,4627,1476,3151
25,25,M5_timing,M5 + Policy timing,baseline,Baseline,125.003551274217,358.053103657288,2274.83984381401,137,3119,1052,2067
25,25,M5_timing,M5 + Policy timing,early_mover,Early Mover,117.127407957176,296.561690578924,1777.19938696453,241,4558,1533,3025
25,25,M5_timing,M5 + Policy timing,sequential,Sequential,116.824001790003,287.940969156219,1689.11254899481,262,4680,1589,3091
25,25,M5_timing,M5 + Policy timing,coordinated,Coordinated,118.376375197177,298.300583314569,1712.36995155742,245,4627,1476,3151
25,25,M5_timing,M5 + Policy timing,delayed_coordination,Delayed Coordination,113.615823804865,293.730326051253,1749.07959242579,217,4466,1489,2977
26,26,M0_minimal,M0 Minimal adaptation,baseline,Baseline,104.345488168936,462.169072373853,2992.99810247405,0,2608,1362,1246
26,26,M1_choice,M1 + Softmax choice,baseline,Baseline,97.7431052427688,462.169072373853,2992.99810247405,0,3350,1096,2254
26,26,M2_frictions,M2 + Switching costs,baseline,Baseline,105.317672848265,462.169072373853,2992.99810247405,0,2162,1037,1125
26,26,M3_recovery,M3 + Recovery,baseline,Baseline,126.589364306853,357.457657755834,2404.22428334785,107,2616,1040,1576
26,26,M4_regulation,M4 + Regulation,baseline,Baseline,126.589364306853,357.457657755834,2404.22428334785,107,2616,1040,1576
26,26,M4_regulation,M4 + Regulation,coordinated,Coordinated,122.276480674746,238.223071479237,1665.90865436315,261,4606,1682,2924
26,26,M5_timing,M5 + Policy timing,baseline,Baseline,126.589364306853,357.457657755834,2404.22428334785,107,2616,1040,1576
26,26,M5_timing,M5 + Policy timing,early_mover,Early Mover,123.932669079424,254.94347426154,1711.75538128727,246,4551,1659,2892
26,26,M5_timing,M5 + Policy timing,sequential,Sequential,123.844012931589,234.614772413392,1618.11114364675,274,4735,1682,3053
26,26,M5_timing,M5 + Policy timing,coordinated,Coordinated,122.276480674746,238.223071479237,1665.90865436315,261,4606,1682,2924
26,26,M5_timing,M5 + Policy timing,delayed_coordination,Delayed Coordination,126.214547936605,239.235772188226,1615.37422035245,281,4793,1672,3121
27,27,M0_minimal,M0 Minimal adaptation,baseline,Baseline,99.1672516047452,451.713259076205,2988.69198316063,0,2921,1409,1512
27,27,M1_choice,M1 + Softmax choice,baseline,Baseline,93.0260693261109,451.713259076205,2988.69198316063,0,4021,1199,2822
27,27,M2_frictions,M2 + Switching costs,baseline,Baseline,99.641161396046,451.713259076205,2988.69198316063,0,2813,1092,1721
27,27,M3_recovery,M3 + Recovery,baseline,Baseline,127.218542208159,337.484915938539,2260.76550796118,125,3134,1037,2097
27,27,M4_regulation,M4 + Regulation,baseline,Baseline,127.218542208159,337.484915938539,2260.76550796118,125,3134,1037,2097
27,27,M4_regulation,M4 + Regulation,coordinated,Coordinated,116.461788228904,245.122828206648,1626.06125054267,263,5001,1721,3280
27,27,M5_timing,M5 + Policy timing,baseline,Baseline,127.218542208159,337.484915938539,2260.76550796118,125,3134,1037,2097
27,27,M5_timing,M5 + Policy timing,early_mover,Early Mover,124.942508454319,233.079592442313,1625.23261335279,275,5202,1744,3458
27,27,M5_timing,M5 + Policy timing,sequential,Sequential,119.536976880294,229.318130369392,1599.32288858309,258,5031,1770,3261
27,27,M5_timing,M5 + Policy timing,coordinated,Coordinated,116.461788228904,245.122828206648,1626.06125054267,263,5001,1721,3280
27,27,M5_timing,M5 + Policy timing,delayed_coordination,Delayed Coordination,119.476320303329,231.309154838792,1591.45491273148,273,5155,1724,3431
28,28,M0_minimal,M0 Minimal adaptation,baseline,Baseline,100.726286757759,451.415239095047,2976.27263496748,0,2773,1215,1558
28,28,M1_choice,M1 + Softmax choice,baseline,Baseline,94.5066359248228,451.415239095047,2976.27263496748,0,3843,1176,2667
28,28,M2_frictions,M2 + Switching costs,baseline,Baseline,101.608778905003,451.415239095047,2976.27263496748,0,2450,1060,1390
28,28,M3_recovery,M3 + Recovery,baseline,Baseline,124.742255646002,353.986643361903,2353.77302576447,104,2500,989,1511
28,28,M4_regulation,M4 + Regulation,baseline,Baseline,124.742255646002,353.986643361903,2353.77302576447,104,2500,989,1511
28,28,M4_regulation,M4 + Regulation,coordinated,Coordinated,114.696181704681,252.35026380957,1677.90604791742,252,4499,1573,2926
28,28,M5_timing,M5 + Policy timing,baseline,Baseline,124.742255646002,353.986643361903,2353.77302576447,104,2500,989,1511
28,28,M5_timing,M5 + Policy timing,early_mover,Early Mover,119.361318350245,256.844619232172,1674.036246878,259,4498,1570,2928
28,28,M5_timing,M5 + Policy timing,sequential,Sequential,119.839597635881,244.924963745588,1584.72421649941,279,4698,1594,3104
28,28,M5_timing,M5 + Policy timing,coordinated,Coordinated,114.696181704681,252.35026380957,1677.90604791742,252,4499,1573,2926
28,28,M5_timing,M5 + Policy timing,delayed_coordination,Delayed Coordination,117.322186732693,250.657033646103,1640.39616520006,259,4484,1569,2915
29,29,M0_minimal,M0 Minimal adaptation,baseline,Baseline,98.8800315871529,435.102709339274,3025.33478933206,0,3251,1359,1892
29,29,M1_choice,M1 + Softmax choice,baseline,Baseline,92.7852147605418,435.102709339274,3025.33478933206,0,3869,1133,2736
29,29,M2_frictions,M2 + Switching costs,baseline,Baseline,100.03365294038,435.102709339274,3025.33478933206,0,2714,980,1734
29,29,M3_recovery,M3 + Recovery,baseline,Baseline,129.037066993585,305.010777454786,2233.56764127595,136,3327,1044,2283
29,29,M4_regulation,M4 + Regulation,baseline,Baseline,129.037066993585,305.010777454786,2233.56764127595,136,3327,1044,2283
29,29,M4_regulation,M4 + Regulation,coordinated,Coordinated,123.26176108053,219.180351517578,1568.42567592571,303,5291,1851,3440
29,29,M5_timing,M5 + Policy timing,baseline,Baseline,129.037066993585,305.010777454786,2233.56764127595,136,3327,1044,2283
29,29,M5_timing,M5 + Policy timing,early_mover,Early Mover,126.45907570253,216.3795932513,1611.51876896182,274,5280,1816,3464
29,29,M5_timing,M5 + Policy timing,sequential,Sequential,125.846834172199,214.674722493752,1522.86560168508,285,5306,1862,3444
29,29,M5_timing,M5 + Policy timing,coordinated,Coordinated,123.26176108053,219.180351517578,1568.42567592571,303,5291,1851,3440
29,29,M5_timing,M5 + Policy timing,delayed_coordination,Delayed Coordination,123.006195486447,214.864852685979,1560.37550662005,284,5318,1872,3446
30,30,M0_minimal,M0 Minimal adaptation,baseline,Baseline,104.862793423641,446.934182115847,2987.57086286214,0,2521,1438,1083
30,30,M1_choice,M1 + Softmax choice,baseline,Baseline,94.2951904295061,446.934182115847,2987.57086286214,0,3675,1229,2446
30,30,M2_frictions,M2 + Switching costs,baseline,Baseline,106.386241385415,446.934182115847,2987.57086286214,0,2088,1007,1081
30,30,M3_recovery,M3 + Recovery,baseline,Baseline,127.372537620076,340.704187610911,2342.85360275288,110,2599,1111,1488
30,30,M4_regulation,M4 + Regulation,baseline,Baseline,127.372537620076,340.704187610911,2342.85360275288,110,2599,1111,1488
30,30,M4_regulation,M4 + Regulation,coordinated,Coordinated,116.010398661441,257.564145489519,1807.1542031432,236,4293,1636,2657
30,30,M5_timing,M5 + Policy timing,baseline,Baseline,127.372537620076,340.704187610911,2342.85360275288,110,2599,1111,1488
30,30,M5_timing,M5 + Policy timing,early_mover,Early Mover,120.08014978389,259.165409040523,1823.18651812331,210,4222,1584,2638
30,30,M5_timing,M5 + Policy timing,sequential,Sequential,118.227195897057,257.037926909716,1750.54922048735,240,4308,1685,2623
30,30,M5_timing,M5 + Policy timing,coordinated,Coordinated,116.010398661441,257.564145489519,1807.1542031432,236,4293,1636,2657
30,30,M5_timing,M5 + Policy timing,delayed_coordination,Delayed Coordination,121.307935273761,248.853383655047,1705.17607756443,248,4475,1676,2799
