replication,seed,scenario_id,scenario_name,final_fitness,final_risk_original,final_risk_permuted,delta_risk_permutation_minus_original,final_trade,total_switches
49,49,early_mover,Early Mover,118.019399161941,270.432970992969,236.032067969531,-34.4009030234384,1783.19354832472,4609
49,49,sequential,Sequential,113.626924960128,261.636155476576,228.295373783257,-33.3407816933194,1740.43760410002,4637
49,49,coordinated,Coordinated,118.721467905686,244.367313287725,245.318487994367,0.95117470664286,1674.71277709794,4883
49,49,delayed_coordination,Delayed Coordination,115.492022924607,262.970802779823,228.998239913729,-33.9725628660934,1732.00116378368,4646
50,50,baseline,Baseline,130.381406558249,340.685880711269,355.826507798356,15.140627087087,2303.1016133192,2837
50,50,early_mover,Early Mover,122.685026383699,252.497852227799,255.945806393738,3.44795416593905,1761.14831960603,4621
50,50,sequential,Sequential,122.397372162163,243.422502719079,247.490999205716,4.0684964866368,1715.93377359052,4636
50,50,coordinated,Coordinated,123.525932997287,234.178604333378,224.831366971898,-9.34723736147942,1645.2996556242,4723
50,50,delayed_coordination,Delayed Coordination,123.163505641,246.171231501847,242.473731336204,-3.69750016564279,1689.710052409,4708
51,51,baseline,Baseline,125.843304782672,342.839677896512,315.750093877106,-27.0895840194063,2276.83657088594,2899
51,51,early_mover,Early Mover,123.529812559311,236.593361946058,238.128727005874,1.53536505981543,1578.30859302858,5188
51,51,sequential,Sequential,120.39897944015,217.045361146043,242.222461138872,25.1770999928291,1542.00635197977,5110
51,51,coordinated,Coordinated,116.432739043091,227.701701710324,246.111214772482,18.4095130621579,1606.86062827199,5007
51,51,delayed_coordination,Delayed Coordination,120.040058530398,216.162700628897,234.294458653203,18.131758024306,1531.62515923338,5132
52,52,baseline,Baseline,130.165878720761,340.070599456272,322.502787818291,-17.5678116379809,2198.36338775026,2953
52,52,early_mover,Early Mover,127.087028240428,259.712642319403,244.974407410468,-14.7382349089352,1674.73559162379,4843
52,52,sequential,Sequential,125.76282097934,240.638254205152,227.101016209228,-13.5372379959238,1624.03480852133,4900
52,52,coordinated,Coordinated,128.451634535954,260.238687837819,232.59828635272,-27.6404014850986,1624.80039505572,4900
52,52,delayed_coordination,Delayed Coordination,125.817597196932,251.569130395301,235.585310612908,-15.9838197823929,1624.72812719948,4951
53,53,baseline,Baseline,128.310662389756,329.62551288519,337.55060792015,7.92509503495961,2187.86232108825,3428
53,53,early_mover,Early Mover,118.739216942037,235.338882147784,237.5542702453,2.21538809751587,1589.84535296756,4978
53,53,sequential,Sequential,114.484718642324,222.787619780668,226.834667088058,4.04704730739036,1564.85402784433,4954
53,53,coordinated,Coordinated,116.881833511347,238.792141073269,231.862234482888,-6.92990659038077,1549.4782113945,5064
53,53,delayed_coordination,Delayed Coordination,114.869021311387,233.369581316453,242.85161766206,9.48203634560758,1584.69282251832,5004
54,54,baseline,Baseline,126.557749298156,325.550146550457,324.739436212141,-0.810710338315687,2255.5992215181,2834
54,54,early_mover,Early Mover,118.766529122511,235.863384097836,256.592728116793,20.7293440189566,1691.0237292056,4367
54,54,sequential,Sequential,117.972656445952,222.250145346605,246.235970578126,23.9858252315205,1596.80764614656,4464
54,54,coordinated,Coordinated,109.969691687864,241.959893083904,260.904096152248,18.9442030683446,1732.07667234513,4040
54,54,delayed_coordination,Delayed Coordination,115.744830192119,236.994249933935,253.119331779196,16.1250818452611,1638.35631012504,4417
55,55,baseline,Baseline,125.017222919555,378.854960264567,342.338028999823,-36.5169312647442,2415.55419347491,2516
55,55,early_mover,Early Mover,117.30868897672,318.704196041617,288.459325815539,-30.2448702260775,1829.07969139259,4086
55,55,sequential,Sequential,112.783239371723,307.449494927205,280.321783409084,-27.1277115181215,1801.22806160855,4151
55,55,coordinated,Coordinated,109.336150037215,308.576083527864,280.417160149528,-28.1589233783358,1858.71595046836,4043
55,55,delayed_coordination,Delayed Coordination,114.978297489882,305.012121704474,278.291231065817,-26.720890638657,1767.05145477029,4249
56,56,baseline,Baseline,125.82605566247,338.120850739712,357.66090387661,19.5400531368978,2343.19582184402,2781
56,56,early_mover,Early Mover,118.894024637824,259.080187081341,260.20227514342,1.12208806207877,1712.30830612301,4609
56,56,sequential,Sequential,120.123804749355,246.417748794345,253.949303759566,7.53155496522149,1627.98757256083,4832
56,56,coordinated,Coordinated,117.403214839928,249.001182245468,261.31942808704,12.3182458415721,1688.61341352212,4558
56,56,delayed_coordination,Delayed Coordination,115.694679633053,265.728025562824,262.891027287733,-2.83699827509116,1705.32012513699,4627
57,57,baseline,Baseline,127.186206630957,353.600489961529,352.288482216637,-1.31200774489247,2328.7384949167,2834
57,57,early_mover,Early Mover,118.359616879603,273.125486414058,235.732087482689,-37.3933989313688,1807.00728205218,4104
57,57,sequential,Sequential,114.839776787536,266.800337963158,233.518369312767,-33.2819686503906,1771.8520087124,4188
57,57,coordinated,Coordinated,115.421512635722,253.635505894798,241.359797293558,-12.2757086012398,1744.76568654549,4217
57,57,delayed_coordination,Delayed Coordination,116.242145141332,270.018007420769,233.53535835983,-36.4826490609399,1770.66038409542,4220
58,58,baseline,Baseline,127.771293062479,343.870365330567,328.300892053478,-15.5694732770894,2312.96110054085,2953
58,58,early_mover,Early Mover,123.506658402411,245.559734224482,246.983920639992,1.42418641551058,1648.44780778472,5226
58,58,sequential,Sequential,124.74311754892,233.294627828183,246.115379589743,12.8207517615602,1584.95701342649,5214
58,58,coordinated,Coordinated,124.318756705004,232.624389650813,228.343661825503,-4.28072782530987,1579.56160806846,5233
58,58,delayed_coordination,Delayed Coordination,124.287011565048,234.134935985685,246.030289032183,11.8953530464983,1582.55571270462,5237
59,59,baseline,Baseline,125.778996196107,324.079678029232,354.390522775063,30.3108447458303,2233.70694513084,3114
59,59,early_mover,Early Mover,121.69367222093,230.378138630236,233.011404655043,2.63326602480728,1567.68045558995,4990
59,59,sequential,Sequential,113.659717945504,231.870807055988,244.057252630845,12.1864455748566,1658.23533480522,4731
59,59,coordinated,Coordinated,106.948613563832,250.076271149248,262.46084620772,12.3845750584723,1821.94140473475,4011
59,59,delayed_coordination,Delayed Coordination,113.44453742323,226.603635023021,240.901756628888,14.2981216058675,1621.62890968324,4754
60,60,baseline,Baseline,126.01595063283,331.356266474178,333.474871714179,2.11860524000036,2274.73382275555,2968
60,60,early_mover,Early Mover,125.63613529153,222.519828733552,228.549327168932,6.02949843537994,1619.74248413243,4882
60,60,sequential,Sequential,119.194567699247,219.549449964681,228.455798408039,8.90634844335835,1624.28788521886,4790
60,60,coordinated,Coordinated,115.844277053154,241.204721086027,241.151540885903,-0.053180200124018,1670.20264395134,4787
60,60,delayed_coordination,Delayed Coordination,119.904837523854,222.892520848092,233.431478895977,10.5389580478847,1609.55344643893,4793
61,61,baseline,Baseline,126.132333780753,330.983134055259,341.90945096871,10.9263169134509,2199.47998928173,3297
61,61,early_mover,Early Mover,119.852255105004,228.950065994357,250.58237732107,21.632311326713,1519.72010323528,5138
61,61,sequential,Sequential,114.569592201034,222.579537067718,223.227382774792,0.647845707073401,1482.89405694006,4987
61,61,coordinated,Coordinated,107.297314571322,244.793238753184,241.134143017594,-3.65909573559003,1606.5499900173,4612
61,61,delayed_coordination,Delayed Coordination,117.530111876182,229.502164863769,234.803165983296,5.30100111952729,1463.34124581778,5121
62,62,baseline,Baseline,126.273651838265,325.121400624675,344.560344386291,19.4389437616161,2280.88596363227,2963
62,62,early_mover,Early Mover,122.670319594141,226.142024835928,243.84650931794,17.7044844820113,1611.87520189525,4985
62,62,sequential,Sequential,119.494615894805,229.012316560619,244.261074577992,15.248758017373,1577.33527743317,4911
62,62,coordinated,Coordinated,117.021196233283,224.008397191113,247.282139029753,23.2737418386398,1655.35350722285,4597
62,62,delayed_coordination,Delayed Coordination,123.499230633114,211.013179888056,242.395169175159,31.3819892871024,1540.01893445877,5039
63,63,baseline,Baseline,128.347541292319,326.977547156539,321.568681790413,-5.40886536612601,2253.74743165021,2993
63,63,early_mover,Early Mover,117.364006861221,244.30377503534,252.813680164992,8.50990512965188,1720.64445376824,4369
63,63,sequential,Sequential,114.126906864854,243.350744291705,256.165936848663,12.8151925569582,1697.38762683018,4380
63,63,coordinated,Coordinated,113.936432629339,235.741386118123,251.616665219998,15.875279101875,1720.61770960805,4346
63,63,delayed_coordination,Delayed Coordination,114.165483257238,240.437557012649,246.578360444221,6.14080343157195,1700.40478243818,4350
64,64,baseline,Baseline,128.919066505797,344.118010929682,347.411990582093,3.2939796524102,2233.63074780723,3005
64,64,early_mover,Early Mover,127.956292758566,228.031831031073,250.213777534652,22.1819465035794,1569.71670160314,5249
64,64,sequential,Sequential,125.660010022582,221.013398610489,246.729265422029,25.7158668115401,1527.9913667195,5040
64,64,coordinated,Coordinated,119.026245126002,241.991545636537,271.758436382126,29.766890745589,1623.4657309076,4793
64,64,delayed_coordination,Delayed Coordination,125.688776931976,228.7228127528,246.83996565855,18.1171529057496,1518.28759716169,5123
65,65,baseline,Baseline,128.498998844477,318.434281709077,320.884928929985,2.45064722090734,2267.48495884897,2748
65,65,early_mover,Early Mover,119.628360001414,235.145773745129,231.861134849799,-3.28463889533023,1751.43266279793,4515
65,65,sequential,Sequential,120.458348237522,213.943750075232,225.825446201831,11.881696126599,1674.89341410012,4628
65,65,coordinated,Coordinated,119.409060538428,218.826762052162,221.856719690585,3.0299576384233,1646.14519531001,4664
65,65,delayed_coordination,Delayed Coordination,120.190262837661,221.594872409065,221.978974236854,0.384101827789323,1689.48876376254,4619
66,66,baseline,Baseline,127.992854798817,340.215522873062,335.265415973784,-4.95010689927801,2258.89164886515,2919
66,66,early_mover,Early Mover,128.570614532768,217.462606985144,224.758161154916,7.29555416977215,1539.46836498555,5137
66,66,sequential,Sequential,126.520242762497,213.844947931396,223.896115989987,10.0511680585909,1501.52799233787,5142
66,66,coordinated,Coordinated,124.252262644135,228.144124869585,229.1583426317,1.01421776211473,1595.10969236669,4971
66,66,delayed_coordination,Delayed Coordination,126.935752947326,213.121102899915,222.633538730869,9.51243583095405,1500.32809640328,5191
67,67,baseline,Baseline,127.861703897445,345.893795789167,361.489249181232,15.5954533920649,2305.32682691829,2856
67,67,early_mover,Early Mover,121.712784209318,231.972784463403,254.49253879196,22.5197543285571,1674.89954340697,4795
67,67,sequential,Sequential,118.880177611401,228.946455958124,245.014500055164,16.0680440970393,1629.56041825091,4943
67,67,coordinated,Coordinated,120.99171103104,231.051553705904,237.774245236116,6.72269153021193,1591.35930981959,5193
67,67,delayed_coordination,Delayed Coordination,119.245709946477,230.781649093403,252.021911234606,21.2402621412029,1632.5724626998,4954
68,68,baseline,Baseline,128.128151548551,365.075224164116,339.308987927362,-25.7662362367544,2327.08739164736,3085
68,68,early_mover,Early Mover,119.304911442839,264.268434104163,253.938752774579,-10.3296813295838,1689.33013196711,4985
68,68,sequential,Sequential,120.020281823635,259.788679222789,245.28067683214,-14.5080023906485,1583.95064427974,5171
68,68,coordinated,Coordinated,116.530702478651,254.155009531613,243.13426981636,-11.0207397152533,1637.19722939424,5134
68,68,delayed_coordination,Delayed Coordination,119.067625709488,241.838319643183,238.66282221078,-3.17549743240258,1586.0934353416,5069
69,69,baseline,Baseline,124.245507055188,330.243537976667,341.06076204597,10.8172240693031,2321.17881420034,2750
69,69,early_mover,Early Mover,113.536172427305,284.346544188148,280.182441008457,-4.16410317969115,1774.18057921416,4497
69,69,sequential,Sequential,112.076299091713,242.160972193044,236.093742053475,-6.06723013956847,1654.65626886619,4617
69,69,coordinated,Coordinated,111.912988375005,255.60947810441,245.634086752038,-9.97539135237162,1727.17827449122,4643
69,69,delayed_coordination,Delayed Coordination,114.853682136355,243.078393772899,234.820709977926,-8.25768379497313,1615.69888481213,4763
70,70,baseline,Baseline,126.346622741794,318.896347803404,350.101512002153,31.2051641987495,2273.34960346686,2869
70,70,early_mover,Early Mover,117.177587880673,244.225193334034,261.17135910021,16.9461657661764,1734.45954963038,4690
70,70,sequential,Sequential,117.273685309167,241.611380321548,251.952650108878,10.3412697873294,1648.96934439769,4664
70,70,coordinated,Coordinated,112.842236705081,245.573051416833,253.250178278789,7.67712686195586,1709.78237567098,4427
70,70,delayed_coordination,Delayed Coordination,116.859650113144,239.985913586502,254.232569829462,14.2466562429604,1651.63634404567,4831
71,71,baseline,Baseline,125.862705654613,324.901339886355,322.977005292916,-1.92433459343812,2251.67718548051,3026
71,71,early_mover,Early Mover,109.947449266301,277.679387707053,268.830281249745,-8.84910645730787,1760.20327644415,4377
71,71,sequential,Sequential,110.913797672467,262.718949850691,264.307963449262,1.58901359857066,1678.82073078657,4634
71,71,coordinated,Coordinated,112.511693526488,229.462087992177,239.607131309129,10.1450433169519,1621.19711046032,4734
71,71,delayed_coordination,Delayed Coordination,110.895363453502,264.234797427056,263.812506306091,-0.422291120965099,1694.44803458851,4393
72,72,baseline,Baseline,123.845704012393,336.581453609743,335.032401742466,-1.54905186727723,2317.53325706197,2773
72,72,early_mover,Early Mover,123.153928198805,242.788018390571,230.594718557618,-12.1932998329537,1651.96958329569,4965
72,72,sequential,Sequential,122.421724524452,233.608761064958,236.539043621187,2.93028255622991,1621.35803730345,5018
72,72,coordinated,Coordinated,119.519047568491,239.599059982089,243.016335826423,3.41727584433343,1693.46928478462,4867
72,72,delayed_coordination,Delayed Coordination,121.589213277231,238.408551774011,231.656799063539,-6.75175271047198,1628.87461908611,5031
73,73,baseline,Baseline,126.374695912779,322.884162871444,341.994161639794,19.1099987683497,2223.52029825189,3100
73,73,early_mover,Early Mover,122.316452753919,208.946372305209,228.114822996826,19.1684506916169,1529.67404914403,5205
73,73,sequential,Sequential,120.696075960451,200.765724638996,224.038506176985,23.2727815379899,1479.28537221778,5080
73,73,coordinated,Coordinated,114.615024300113,219.931073698586,242.04994451005,22.1188708114637,1582.94384946882,5042
73,73,delayed_coordination,Delayed Coordination,119.4963258266,202.386426661432,224.060402692887,21.6739760314554,1478.63019754043,5129
74,74,baseline,Baseline,126.133605858431,345.71876898972,347.454474278095,1.73570528837524,2308.21235240263,2870
74,74,early_mover,Early Mover,121.133117288077,246.245030885406,248.841193333068,2.59616244766232,1697.51624709755,4546
74,74,sequential,Sequential,115.177398094044,246.634736092799,236.607604803607,-10.0271312891921,1701.56305921093,4353
74,74,coordinated,Coordinated,118.105332651391,253.607218048359,236.739832070307,-16.8673859780524,1688.27964763198,4604
74,74,delayed_coordination,Delayed Coordination,116.332335045021,243.096336808096,238.680078266221,-4.4162585418751,1687.44763096601,4398
75,75,baseline,Baseline,126.32782829087,358.578138592762,344.183516664716,-14.3946219280465,2318.8713944417,2852
75,75,early_mover,Early Mover,127.893447362717,231.641778539476,214.306957543197,-17.3348209962789,1511.43855757589,5275
75,75,sequential,Sequential,119.293463459211,237.525600345412,226.234642521633,-11.2909578237797,1526.56944656,5155
75,75,coordinated,Coordinated,114.219520697031,277.082347666018,247.491726539257,-29.5906211267612,1763.29931080609,4446
75,75,delayed_coordination,Delayed Coordination,121.870026905628,237.124751222295,212.936272233192,-24.1884789891034,1503.77471811301,5172
76,76,baseline,Baseline,128.242778124162,325.329242065042,336.710628190723,11.3813861256809,2224.70404931631,2926
76,76,early_mover,Early Mover,122.569065614063,237.284094809611,251.328109777882,14.0440149682702,1625.84660582734,4878
76,76,sequential,Sequential,119.63495057532,231.879110875517,240.223744688716,8.34463381319904,1533.88364852324,4955
76,76,coordinated,Coordinated,121.093772755779,217.115677478892,233.530701405383,16.4150239264912,1556.18058589402,5056
76,76,delayed_coordination,Delayed Coordination,121.124565712848,215.991133900601,237.035792511268,21.0446586106674,1528.8807396122,5004
77,77,baseline,Baseline,124.860795409587,339.122877649518,325.874972680333,-13.2479049691856,2189.2503443395,2814
77,77,early_mover,Early Mover,118.970729937188,258.541006232899,228.444919349083,-30.0960868838165,1642.49329934277,4713
77,77,sequential,Sequential,120.615142905336,240.068855886503,215.068114691954,-25.0007411945489,1528.61553005987,4937
77,77,coordinated,Coordinated,116.984048059412,243.188312040313,221.631717650027,-21.5565943902868,1560.07089718054,4955
77,77,delayed_coordination,Delayed Coordination,118.539750522212,247.760493266184,223.385838054815,-24.3746552113695,1545.90052925572,4828
78,78,baseline,Baseline,125.696616220622,333.514849145044,326.674709894519,-6.84013925052523,2195.68039973526,3060
78,78,early_mover,Early Mover,121.290576922391,238.206636939313,249.137517555741,10.9308806164277,1607.93759303914,5034
78,78,sequential,Sequential,112.143968074728,247.228276454709,253.856047021628,6.62777056691885,1643.77447121813,4572
78,78,coordinated,Coordinated,113.921739782561,232.238816725221,231.667682581159,-0.571134144062057,1644.18156674529,4398
78,78,delayed_coordination,Delayed Coordination,116.995997967951,237.133622645885,247.307141013504,10.1735183676184,1585.85527983993,4790
79,79,baseline,Baseline,128.345591040156,357.162178323347,367.41795522626,10.255776902913,2363.59223663414,2783
79,79,early_mover,Early Mover,131.331913267298,248.175215468646,235.576776032972,-12.598439435674,1601.2758946366,5075
79,79,sequential,Sequential,127.349118758609,247.331550520215,237.139970464033,-10.1915800561823,1586.96107213491,4900
79,79,coordinated,Coordinated,125.815794364647,246.544928356259,242.35755440909,-4.18737394716868,1603.48352121933,4876
79,79,delayed_coordination,Delayed Coordination,129.523747775341,239.089020383512,233.272585011542,-5.8164353719697,1556.90116901394,5098
80,80,baseline,Baseline,126.926565386611,354.947439768137,320.597097369959,-34.3503423981778,2330.52136132821,2906
80,80,early_mover,Early Mover,119.619578206471,252.666034297387,251.418237809957,-1.24779648742958,1711.78667092789,4885
80,80,sequential,Sequential,115.740244375147,258.973277448061,259.486483493579,0.513206045518189,1732.31420869435,4526
80,80,coordinated,Coordinated,120.390325318508,239.535465723083,242.367153109091,2.83168738600779,1651.84232425466,4875
80,80,delayed_coordination,Delayed Coordination,120.690159981552,248.096694257973,245.162026809441,-2.93466744853163,1635.8033088634,4919
81,81,baseline,Baseline,126.934084635469,321.723380183053,353.14590314068,31.4225229576268,2259.00688793039,2625
81,81,early_mover,Early Mover,123.731004024301,258.67815915266,254.283071995622,-4.39508715703721,1639.31527645364,4696
81,81,sequential,Sequential,122.016723422541,248.151241010054,245.410139918706,-2.74110109134853,1562.305619888,4775
81,81,coordinated,Coordinated,121.110858579628,273.200728607171,280.50278406313,7.30205545595896,1643.76297374723,4647
81,81,delayed_coordination,Delayed Coordination,121.866631283936,245.380616090808,244.296563987624,-1.08405210318475,1577.58114404589,4679
82,82,baseline,Baseline,129.772832911237,321.155728928794,344.072039021179,22.9163100923852,2199.38803900144,3221
82,82,early_mover,Early Mover,126.504308426397,206.840635771164,228.23330483737,21.3926690662062,1543.11739958663,5181
82,82,sequential,Sequential,126.047480878333,203.763806724773,222.102186415364,18.338379690591,1488.78064705184,5211
82,82,coordinated,Coordinated,125.643553024239,213.751443147457,221.454446957797,7.70300381033974,1559.76755470526,5157
82,82,delayed_coordination,Delayed Coordination,124.004488169806,206.440733726957,216.538248067696,10.0975143407396,1517.73743924813,5067
83,83,baseline,Baseline,127.414422963093,336.387554449941,320.983869011973,-15.4036854379677,2308.43758027422,3012
83,83,early_mover,Early Mover,123.280859916959,245.516582030839,250.312669694337,4.7960876634979,1637.20505881576,4985
83,83,sequential,Sequential,120.681825496463,236.563727331751,229.084247627136,-7.47947970461581,1587.5285444423,4857
83,83,coordinated,Coordinated,115.90993860562,241.699582553986,239.54147863296,-2.15810392102571,1661.76093555362,4636
83,83,delayed_coordination,Delayed Coordination,124.115730265746,223.520120053881,233.81878509821,10.2986650443293,1551.8342992474,5143
84,84,baseline,Baseline,127.701072898507,345.30393317854,336.793402771627,-8.51053040691249,2296.16985269946,2931
84,84,early_mover,Early Mover,119.300096650997,255.557366249554,242.086694538955,-13.4706717105996,1732.91772913351,4427
84,84,sequential,Sequential,121.865696537732,237.708397371152,234.999068065137,-2.70932930601413,1644.97389190047,4604
84,84,coordinated,Coordinated,119.966138531548,254.915690756953,232.815244444986,-22.1004463119672,1705.46932134239,4607
84,84,delayed_coordination,Delayed Coordination,118.596287521243,243.745448559411,232.056356504149,-11.6890920552614,1686.90673068527,4478
85,85,baseline,Baseline,126.520890513997,357.646692106764,324.780001324144,-32.8666907826191,2303.5094842432,3079
85,85,early_mover,Early Mover,124.721032636959,245.742247262046,236.019434609401,-9.72281265264482,1610.83132551872,5211
85,85,sequential,Sequential,121.500988264728,233.761730010688,229.77665670076,-3.98507330992854,1578.08961996131,5169
85,85,coordinated,Coordinated,117.029692742018,255.644971159852,239.066161419481,-16.5788097403713,1699.88533814773,4774
85,85,delayed_coordination,Delayed Coordination,122.549780881228,236.870725563424,225.783455786987,-11.0872697764373,1555.12073569814,5259
86,86,baseline,Baseline,128.31238019019,361.734177701982,330.133558032284,-31.6006196696978,2410.11445140015,2447
86,86,early_mover,Early Mover,125.22805881719,262.805931546295,261.771517769032,-1.03441377726313,1723.86473025307,4474
86,86,sequential,Sequential,121.393364500225,236.662432091395,252.925107770527,16.2626756791319,1672.74626398992,4521
86,86,coordinated,Coordinated,123.230440017311,236.384069456314,252.22939525938,15.8453258030663,1671.32908433281,4788
86,86,delayed_coordination,Delayed Coordination,121.098386010465,267.383092771063,261.937888453668,-5.44520431739471,1702.10620972618,4450
87,87,baseline,Baseline,128.696307149414,360.236499075954,360.629814550882,0.393315474928158,2407.979031658,2659
87,87,early_mover,Early Mover,118.779410584132,248.03855055493,257.555945750931,9.51739519600176,1810.25034333334,4385
87,87,sequential,Sequential,116.357680530748,242.018297131812,239.873066989955,-2.14523014185667,1743.17966436679,4379
87,87,coordinated,Coordinated,113.590087982073,268.737154003267,257.410487825964,-11.3266661773034,1837.32227796729,4109
87,87,delayed_coordination,Delayed Coordination,114.493728767007,244.497659595626,249.675632490272,5.17797289464554,1783.08721480752,4171
88,88,baseline,Baseline,128.723868827,326.727984338266,337.777569606535,11.0495852682694,2240.1831869929,2966
88,88,early_mover,Early Mover,123.400076914301,232.40018886907,251.985897483087,19.5857086140165,1653.55924650738,4859
88,88,sequential,Sequential,121.098773713361,232.649343323941,252.897183525257,20.247840201316,1619.31669918315,4934
88,88,coordinated,Coordinated,115.368948952275,241.142597450528,266.390408944602,25.2478114940737,1702.79059547615,4624
88,88,delayed_coordination,Delayed Coordination,122.378822444593,226.248989008403,239.186361639812,12.9373726314082,1582.3106622705,5014
89,89,baseline,Baseline,128.637312907326,339.831805394849,334.789942084377,-5.04186331047168,2194.16419275097,3135
89,89,early_mover,Early Mover,121.050040776043,237.282065414233,251.593325927128,14.3112605128949,1622.8185419257,4920
89,89,sequential,Sequential,120.028401896946,234.351764140511,246.017009497457,11.6652453569455,1571.76240209384,5083
89,89,coordinated,Coordinated,118.154814625165,232.381959013011,244.533755002783,12.1517959897715,1566.31017252548,5102
89,89,delayed_coordination,Delayed Coordination,117.766955746343,232.53491921991,242.925906762621,10.390987542711,1580.84602053082,4989
90,90,baseline,Baseline,130.7030572918,311.510185673167,326.705466638414,15.195280965247,2243.69946111994,2971
90,90,early_mover,Early Mover,122.214369803265,241.284811576197,261.035593434044,19.750781857847,1705.74220030759,4675
90,90,sequential,Sequential,120.866602185446,232.077741933541,255.237710824891,23.1599688913502,1672.51138805385,4683
90,90,coordinated,Coordinated,120.701893880232,241.241295722468,254.551108401663,13.3098126791953,1656.24218400783,4775
90,90,delayed_coordination,Delayed Coordination,121.431378690833,225.036211809215,249.922032845751,24.8858210365356,1623.04250642207,4766
91,91,baseline,Baseline,127.088856664865,356.966649848134,361.78204493677,4.81539508863614,2334.25671340763,2829
91,91,early_mover,Early Mover,127.59569582588,255.025752371968,231.819427635616,-23.2063247363521,1642.28341215302,4795
91,91,sequential,Sequential,123.863586757081,258.229603384855,237.767598416142,-20.462004968713,1626.33902206256,4603
91,91,coordinated,Coordinated,113.963970467662,280.337139153646,260.934940655288,-19.402198498358,1840.32022568044,3933
91,91,delayed_coordination,Delayed Coordination,126.221967527291,249.404928645763,229.311693611075,-20.0932350346884,1585.85789453486,4772
92,92,baseline,Baseline,127.952714177954,302.559492566228,324.242982793575,21.6834902273474,2138.38943931166,3228
92,92,early_mover,Early Mover,118.323532529875,234.106593057153,237.387265685579,3.28067262842657,1626.12363204318,4765
92,92,sequential,Sequential,116.061052410172,239.508068469712,226.779096963596,-12.728971506116,1597.41668751361,4675
92,92,coordinated,Coordinated,119.412395534182,216.815629873726,218.81509655821,1.99946668448334,1519.31235942258,5104
92,92,delayed_coordination,Delayed Coordination,113.991339751544,233.413573391264,229.302981803298,-4.11059158796678,1609.76872603839,4696
93,93,baseline,Baseline,125.90162476327,312.706701219941,325.046442398319,12.3397411783782,2196.33618964086,2841
93,93,early_mover,Early Mover,117.057793395713,237.642270836251,239.020933825634,1.37866298938295,1629.45152811789,4515
93,93,sequential,Sequential,112.932587170552,235.762483478046,257.469576374775,21.7070928967298,1636.72827254102,4457
93,93,coordinated,Coordinated,106.811675251637,250.840921500825,273.486795771937,22.6458742711122,1799.09373058993,3976
93,93,delayed_coordination,Delayed Coordination,113.231754691531,235.910023753745,253.352583258516,17.4425595047708,1645.39323607484,4394
94,94,baseline,Baseline,128.84753831711,343.823575774795,339.459141805842,-4.36443396895339,2320.7223778631,2901
94,94,early_mover,Early Mover,128.567337603104,250.656714505628,247.666899032934,-2.98981547269392,1619.0421328139,4673
94,94,sequential,Sequential,120.342923620711,247.282383077599,246.122016698705,-1.1603663788938,1637.69329274359,4490
94,94,coordinated,Coordinated,119.690013697703,255.802657337823,254.063765578685,-1.73889175913862,1666.00035966111,4406
94,94,delayed_coordination,Delayed Coordination,122.52546387293,251.767752172765,237.597986101411,-14.1697660713541,1606.38780707724,4559
95,95,baseline,Baseline,129.187768417116,334.48451975624,358.638354907179,24.1538351509386,2292.7065808812,2828
95,95,early_mover,Early Mover,125.415019321623,256.389148456044,248.624383672721,-7.76476478332253,1663.37416037317,4861
95,95,sequential,Sequential,124.131271700326,241.568262347703,232.61605934058,-8.95220300712253,1585.44293499763,4908
95,95,coordinated,Coordinated,118.314717563062,254.479314849544,259.86068300196,5.381368152416,1723.61670144335,4584
95,95,delayed_coordination,Delayed Coordination,124.487845847021,239.113780902396,228.088528055081,-11.0252528473149,1574.53172369565,4963
96,96,baseline,Baseline,125.595496905701,335.057610597599,337.509730732393,2.45212013479397,2302.58019719822,2906
96,96,early_mover,Early Mover,121.448708212479,230.660301834802,235.460734599935,4.80043276513274,1692.47828768518,4680
96,96,sequential,Sequential,118.270728469233,227.254094078405,229.669902358008,2.41580827960308,1647.87430939248,4760
96,96,coordinated,Coordinated,119.81968315431,221.566725803975,222.916814883084,1.35008907910819,1593.74181462236,4859
96,96,delayed_coordination,Delayed Coordination,120.610797734646,213.682888569348,231.836601297652,18.1537127283046,1605.13087532384,4788
97,97,baseline,Baseline,126.439624908298,331.61341163635,332.601161034753,0.987749398403423,2270.29273002287,2991
97,97,early_mover,Early Mover,115.288819885089,270.406640153378,263.490332037687,-6.91630811569121,1733.80022432061,4533
97,97,sequential,Sequential,108.899927917466,271.150620145213,260.370908782857,-10.7797113623569,1745.65424990072,4366
97,97,coordinated,Coordinated,107.623505393828,290.231313258443,284.027749465931,-6.20356379251166,1825.43850030802,3911
97,97,delayed_coordination,Delayed Coordination,107.991279296156,275.693094426735,267.009555497926,-8.68353892880918,1771.64929608285,4369
98,98,baseline,Baseline,125.761100372773,342.794276395447,343.115134336828,0.320857941380893,2260.92028365152,2915
98,98,early_mover,Early Mover,120.233271428071,239.994582056623,231.179452428346,-8.81512962827711,1606.28858870871,4781
98,98,sequential,Sequential,115.240571855163,250.292204476273,233.502641737399,-16.7895627388747,1624.71524689756,4606
98,98,coordinated,Coordinated,116.682882168192,236.094920829176,228.150475792539,-7.94444503663652,1604.48836465843,4819
98,98,delayed_coordination,Delayed Coordination,119.809012654712,228.257267922251,217.346009165312,-10.9112587569396,1545.38821372959,4876
