replication,seed,beta,scenario_id,scenario_name,final_fitness,final_risk,final_trade,final_recovering_links,total_switches,local_switches,global_switches
19,19,2,sequential,Sequential,124.953114409925,236.387414993769,1676.8920805277,272,4590,1154,3436
19,19,2,coordinated,Coordinated,126.759548460393,231.662030937306,1673.88762413912,271,4717,1224,3493
19,19,2,delayed_coordination,Delayed Coordination,125.003335637656,237.239849201012,1679.57243999124,268,4567,1108,3459
19,19,4,baseline,Baseline,123.762129921536,352.624674775641,2498.6291195112,102,2007,555,1452
19,19,4,early_mover,Early Mover,117.849598980091,268.42598095807,1877.79458047444,207,3637,1036,2601
19,19,4,sequential,Sequential,117.480791502563,262.842568317618,1810.66281029064,245,3803,1116,2687
19,19,4,coordinated,Coordinated,116.986586807054,248.364990738939,1805.44186786609,225,3919,1089,2830
19,19,4,delayed_coordination,Delayed Coordination,115.099228467207,268.975833243601,1881.61942944642,213,3695,1087,2608
19,19,8,baseline,Baseline,121.585367229709,366.059228392299,2548.9884968474,84,1829,489,1340
19,19,8,early_mover,Early Mover,117.541670465533,265.856293896716,1846.5470363806,228,3689,968,2721
19,19,8,sequential,Sequential,113.415283137857,265.549551115591,1825.39209277727,230,3705,1052,2653
19,19,8,coordinated,Coordinated,112.641377248362,248.80861023956,1805.52561124351,240,3831,1198,2633
19,19,8,delayed_coordination,Delayed Coordination,112.69245131235,266.070295008821,1811.00830240145,228,3710,1005,2705
20,20,2,baseline,Baseline,126.580127720568,333.978918518485,2384.14105391434,125,2441,586,1855
20,20,2,early_mover,Early Mover,127.301157955987,251.371678163021,1677.2628901251,257,4588,943,3645
20,20,2,sequential,Sequential,123.306666396306,245.719984641549,1675.91952432305,253,4497,952,3545
20,20,2,coordinated,Coordinated,127.390247447761,237.083219569891,1635.26190897617,266,4676,945,3731
20,20,2,delayed_coordination,Delayed Coordination,124.305499500757,246.575162955971,1654.60147563293,260,4564,911,3653
20,20,4,baseline,Baseline,124.905690147808,340.092483468099,2417.11303483285,125,2322,558,1764
20,20,4,early_mover,Early Mover,128.024132176978,239.588289406905,1634.8416520532,276,4550,1004,3546
20,20,4,sequential,Sequential,123.002720365693,239.811331460789,1627.52536763852,260,4489,1027,3462
20,20,4,coordinated,Coordinated,115.206110396705,259.708541397764,1843.2588076616,214,3921,911,3010
20,20,4,delayed_coordination,Delayed Coordination,122.404290330145,251.341994297433,1666.10371202958,263,4466,1004,3462
20,20,8,baseline,Baseline,122.976362705774,368.536212070466,2483.62252809552,112,2176,566,1610
20,20,8,early_mover,Early Mover,106.850320299131,288.721960585697,2011.23234112248,176,3243,891,2352
20,20,8,sequential,Sequential,101.581297203699,292.716707223645,2031.77086295361,172,3155,881,2274
20,20,8,coordinated,Coordinated,105.607046028239,265.222755003768,1909.68378240831,201,3364,882,2482
20,20,8,delayed_coordination,Delayed Coordination,103.657350107736,290.965289376326,2004.58218787953,170,3255,876,2379
21,21,2,baseline,Baseline,122.28121204934,386.662490776207,2567.47500420604,90,1977,525,1452
21,21,2,early_mover,Early Mover,129.532128672147,262.662148482122,1734.07986061889,256,4550,980,3570
21,21,2,sequential,Sequential,128.941617840333,246.179415178022,1658.45599899348,257,4446,992,3454
21,21,2,coordinated,Coordinated,126.549848715656,283.526120182951,1696.04467354932,254,4421,1082,3339
21,21,2,delayed_coordination,Delayed Coordination,130.965074377345,246.969065760705,1610.6329146396,283,4633,1037,3596
21,21,4,baseline,Baseline,122.069413653323,392.819814427912,2569.53673767079,89,1936,565,1371
21,21,4,early_mover,Early Mover,117.512501605939,298.793053907179,1904.18351828957,233,3879,1052,2827
21,21,4,sequential,Sequential,116.830416830135,285.28397737668,1815.80279194973,233,3942,1030,2912
21,21,4,coordinated,Coordinated,119.139359869121,275.181757246019,1800.73561008454,233,4125,1217,2908
21,21,4,delayed_coordination,Delayed Coordination,117.145906206166,285.663424171632,1812.63515303371,245,4022,1015,3007
21,21,8,baseline,Baseline,121.425144979219,390.100828413946,2589.4408883381,88,1860,568,1292
21,21,8,early_mover,Early Mover,112.823170354956,286.355920673093,1919.39954513218,235,3645,1117,2528
21,21,8,sequential,Sequential,109.596141253553,285.086692559648,1881.05922600157,231,3637,1130,2507
21,21,8,coordinated,Coordinated,103.15496483675,335.310669944787,2088.36722595242,141,2896,1004,1892
21,21,8,delayed_coordination,Delayed Coordination,109.330361447464,287.726308929169,1879.45665387321,203,3578,1166,2412
22,22,2,baseline,Baseline,125.232884003142,366.836560018727,2365.32844667147,129,2484,684,1800
22,22,2,early_mover,Early Mover,130.594550266018,248.653542422902,1557.88506755094,295,4950,1067,3883
22,22,2,sequential,Sequential,131.330798864646,238.01809880324,1474.8834811041,317,5126,1080,4046
22,22,2,coordinated,Coordinated,121.541710960901,260.152456747643,1719.25429669953,266,4654,985,3669
22,22,2,delayed_coordination,Delayed Coordination,129.170806726012,230.347000812568,1487.57878988674,313,5037,1089,3948
22,22,4,baseline,Baseline,123.838041390419,374.045860159719,2412.9909957533,117,2313,571,1742
22,22,4,early_mover,Early Mover,116.472124410815,260.098263089054,1807.4775106658,218,3970,914,3056
22,22,4,sequential,Sequential,111.352977136558,260.99535340219,1825.9855847871,205,3708,935,2773
22,22,4,coordinated,Coordinated,115.335883381478,254.241738133646,1767.79857213825,222,4169,1001,3168
22,22,4,delayed_coordination,Delayed Coordination,115.700391876891,242.936026985303,1757.74750649891,231,4025,921,3104
22,22,8,baseline,Baseline,121.881814518507,378.764500421331,2453.89280469471,101,2034,543,1491
22,22,8,early_mover,Early Mover,112.629789178872,274.429041636147,1856.81674677814,227,3490,1094,2396
22,22,8,sequential,Sequential,107.807352756665,277.353516025565,1865.47473119218,211,3450,1056,2394
22,22,8,coordinated,Coordinated,108.38022114065,272.821438670895,1864.71523022717,212,3536,1002,2534
22,22,8,delayed_coordination,Delayed Coordination,110.059104341123,271.74657140717,1828.7440672382,220,3514,1061,2453
23,23,2,baseline,Baseline,126.232470869232,368.353129583143,2414.29225520963,114,2239,667,1572
23,23,2,early_mover,Early Mover,123.914550933001,251.926259486365,1730.44750881002,246,4247,1157,3090
23,23,2,sequential,Sequential,124.632122037531,244.166616511504,1647.84690802483,262,4346,1191,3155
23,23,2,coordinated,Coordinated,129.068152722514,236.515704179557,1552.35853281667,287,4733,1346,3387
23,23,2,delayed_coordination,Delayed Coordination,125.348221094349,236.300266692281,1627.30029639623,266,4371,1232,3139
23,23,4,baseline,Baseline,124.430330110819,383.570648273512,2492.86880677941,98,2000,705,1295
23,23,4,early_mover,Early Mover,120.716132685015,264.807329242934,1705.96467808458,261,4236,1270,2966
23,23,4,sequential,Sequential,121.261171851284,248.968470540011,1607.34906394029,282,4382,1365,3017
23,23,4,coordinated,Coordinated,120.013522684445,254.392294395647,1686.39328910855,253,4079,1296,2783
23,23,4,delayed_coordination,Delayed Coordination,118.717481797913,252.967442198565,1641.74248333344,260,4288,1284,3004
23,23,8,baseline,Baseline,123.549383221586,380.037232881515,2496.19976818789,98,1915,668,1247
23,23,8,early_mover,Early Mover,113.706554806447,275.125194013345,1817.4975581142,243,3703,1236,2467
23,23,8,sequential,Sequential,109.821978926139,271.348756663597,1778.105982413,238,3698,1257,2441
23,23,8,coordinated,Coordinated,111.262029408825,268.340667889819,1789.63031808204,203,3532,1224,2308
23,23,8,delayed_coordination,Delayed Coordination,111.416080230711,267.371698506554,1791.6018988981,226,3646,1262,2384
24,24,2,baseline,Baseline,123.643341144501,343.961651880474,2401.86102562772,119,2425,502,1923
24,24,2,early_mover,Early Mover,130.941514705902,221.702023069367,1554.53895431069,300,5218,972,4246
24,24,2,sequential,Sequential,134.504605608442,204.736082267115,1430.63791540405,321,5360,1077,4283
24,24,2,coordinated,Coordinated,132.047739322961,207.676575721679,1465.96626037254,309,5292,1080,4212
24,24,2,delayed_coordination,Delayed Coordination,134.864260130611,203.671598307914,1435.7819934204,311,5379,1079,4300
24,24,4,baseline,Baseline,123.234960931557,342.156953752131,2406.73077717014,114,2367,497,1870
24,24,4,early_mover,Early Mover,123.914065154766,233.824034288651,1617.17725683468,273,4692,1075,3617
24,24,4,sequential,Sequential,125.192003037116,222.536025941022,1535.76162642467,289,4754,1181,3573
24,24,4,coordinated,Coordinated,120.317175440524,225.125720564626,1644.10851416603,268,4579,1163,3416
24,24,4,delayed_coordination,Delayed Coordination,125.030777397505,220.573103991188,1526.84861824271,299,4779,1165,3614
24,24,8,baseline,Baseline,123.026931199836,338.393474163604,2411.05360347792,110,2260,470,1790
24,24,8,early_mover,Early Mover,111.567833621322,245.070961798031,1789.00626572272,245,4109,1087,3022
24,24,8,sequential,Sequential,111.986464925423,234.349183488713,1697.4509763755,254,4168,1194,2974
24,24,8,coordinated,Coordinated,106.225512386828,254.935186087899,1779.63458704536,242,4052,1185,2867
24,24,8,delayed_coordination,Delayed Coordination,115.123155403804,228.181948990864,1616.19117348116,267,4303,1213,3090
25,25,2,baseline,Baseline,126.364947847856,341.014023847841,2390.36773235553,138,2692,651,2041
25,25,2,early_mover,Early Mover,127.884421601822,216.245932722875,1661.03158101851,279,4439,1060,3379
25,25,2,sequential,Sequential,125.656292270219,206.814560332105,1584.26929331198,305,4557,1076,3481
25,25,2,coordinated,Coordinated,128.763418907443,198.317404537442,1552.910149108,290,4775,1027,3748
25,25,2,delayed_coordination,Delayed Coordination,128.632033987149,202.96621238526,1538.65119836117,317,4645,1098,3547
25,25,4,baseline,Baseline,124.267889561608,344.914842392407,2409.57083030262,131,2539,588,1951
25,25,4,early_mover,Early Mover,120.666515085244,242.74650289454,1762.71765969719,242,4155,1141,3014
25,25,4,sequential,Sequential,117.509546209534,252.756931033016,1738.4664660267,245,4157,1152,3005
25,25,4,coordinated,Coordinated,115.129149118304,257.062582481129,1798.849625135,241,4123,1110,3013
25,25,4,delayed_coordination,Delayed Coordination,118.136605810193,243.397319565104,1724.3367488196,245,4183,1093,3090
25,25,8,baseline,Baseline,120.994252232143,366.586062235049,2511.29093840764,99,2154,553,1601
25,25,8,early_mover,Early Mover,110.277209710234,265.708741678807,1924.12945186849,213,3590,1149,2441
25,25,8,sequential,Sequential,107.884956201962,252.086477613449,1841.44123700498,222,3635,1168,2467
25,25,8,coordinated,Coordinated,108.601195463029,255.778600183822,1831.75885461604,228,3760,1178,2582
25,25,8,delayed_coordination,Delayed Coordination,110.013413188919,248.781668871178,1809.80180799831,240,3757,1183,2574
26,26,2,baseline,Baseline,124.053372015457,389.10688721146,2599.13710073471,87,1817,472,1345
26,26,2,early_mover,Early Mover,125.350963576214,263.609565868581,1834.2867447191,235,3929,975,2954
26,26,2,sequential,Sequential,129.623691213819,247.469361319779,1626.43054785292,292,4397,1079,3318
26,26,2,coordinated,Coordinated,131.622359589638,244.679289432327,1616.02867567066,293,4458,1212,3246
26,26,2,delayed_coordination,Delayed Coordination,125.71601115951,253.910134760695,1763.90976703621,247,4106,1019,3087
26,26,4,baseline,Baseline,122.794667434974,394.835168064089,2632.75547953005,91,1776,462,1314
26,26,4,early_mover,Early Mover,121.517838671557,262.378847755485,1815.70653118003,246,3896,1129,2767
26,26,4,sequential,Sequential,122.798194575647,259.606907364545,1714.72164813565,271,4015,1157,2858
26,26,4,coordinated,Coordinated,120.58788056317,265.596671420771,1743.93101829442,258,4002,1094,2908
26,26,4,delayed_coordination,Delayed Coordination,123.54893461304,259.134875224235,1734.85502583269,271,4074,1142,2932
26,26,8,baseline,Baseline,123.284293190266,376.822033089011,2618.17631306803,82,1798,493,1305
26,26,8,early_mover,Early Mover,116.124325178655,260.701536197825,1930.04129876818,236,3402,1105,2297
26,26,8,sequential,Sequential,116.144800883594,261.071665926802,1870.74983658113,223,3434,1099,2335
26,26,8,coordinated,Coordinated,109.566611562109,267.212803219892,1976.13391509368,200,3315,1117,2198
26,26,8,delayed_coordination,Delayed Coordination,115.105171642641,265.479600007278,1876.24077787782,227,3483,1097,2386
27,27,2,baseline,Baseline,126.473274092666,350.841921847711,2416.14834676685,116,2513,473,2040
27,27,2,early_mover,Early Mover,137.606915441204,210.487513414249,1499.48073766503,300,5341,1104,4237
27,27,2,sequential,Sequential,133.262977355876,216.398558193311,1439.69669189837,312,5354,1225,4129
27,27,2,coordinated,Coordinated,131.006032289705,217.718855241118,1462.76777029361,306,5353,1201,4152
27,27,2,delayed_coordination,Delayed Coordination,136.246075794192,204.162879197871,1409.36587357448,326,5466,1164,4302
27,27,4,baseline,Baseline,123.484148831971,354.950461734877,2485.3260833099,106,2314,395,1919
27,27,4,early_mover,Early Mover,125.822505915966,226.755769144439,1643.15696288158,265,4796,1093,3703
27,27,4,sequential,Sequential,126.282287868792,222.486083379042,1533.59727158169,283,4771,1177,3594
27,27,4,coordinated,Coordinated,121.628337103572,251.132860819633,1625.54520729583,249,4419,1139,3280
27,27,4,delayed_coordination,Delayed Coordination,122.084769490352,233.801518788864,1580.9092070057,284,4811,1167,3644
27,27,8,baseline,Baseline,121.758251701884,369.366654394495,2513.2049062161,97,2237,368,1869
27,27,8,early_mover,Early Mover,120.275148060279,248.38249722049,1713.14435772273,266,4341,1149,3192
27,27,8,sequential,Sequential,114.929834146286,240.768050137988,1690.16852168606,248,4286,1176,3110
27,27,8,coordinated,Coordinated,108.265424173572,268.837849746173,1811.46357445309,222,3962,1081,2881
27,27,8,delayed_coordination,Delayed Coordination,114.367362965379,248.037903237317,1700.53346571359,254,4274,1187,3087
28,28,2,baseline,Baseline,125.439052218761,335.598436777855,2495.61291082158,107,2232,491,1741
28,28,2,early_mover,Early Mover,129.495680266556,187.437711555775,1557.40498953596,278,4974,1129,3845
28,28,2,sequential,Sequential,128.794753347878,185.909891274682,1483.29658666746,296,5077,1197,3880
28,28,2,coordinated,Coordinated,132.692058789993,194.627956465667,1461.24699879067,319,5292,1236,4056
28,28,2,delayed_coordination,Delayed Coordination,129.400900832679,182.192991764485,1459.10201133971,309,5179,1169,4010
28,28,4,baseline,Baseline,123.934316562996,348.346477928763,2507.68635842833,103,2183,443,1740
28,28,4,early_mover,Early Mover,117.963015996936,248.577210867119,1786.75182866457,260,4312,1085,3227
28,28,4,sequential,Sequential,119.437686011607,240.785502165615,1662.06855899733,279,4483,1134,3349
28,28,4,coordinated,Coordinated,114.560932939789,247.461441826165,1721.14770249242,272,4190,1014,3176
28,28,4,delayed_coordination,Delayed Coordination,117.179516268576,238.387391703469,1687.72083657792,282,4434,1088,3346
28,28,8,baseline,Baseline,121.88470842897,356.300575226919,2559.05082316813,89,1982,457,1525
28,28,8,early_mover,Early Mover,109.03761049324,266.666827965421,1876.1150148137,252,3832,1063,2769
28,28,8,sequential,Sequential,108.512789455228,256.185577176243,1806.61398843863,243,3906,1081,2825
28,28,8,coordinated,Coordinated,110.516138111469,258.861412399608,1805.75792406499,245,4037,1093,2944
28,28,8,delayed_coordination,Delayed Coordination,107.816874637018,261.465027279826,1850.44868794025,227,3867,1072,2795
29,29,2,baseline,Baseline,124.350229935817,339.071006067768,2416.22897457061,112,2249,532,1717
29,29,2,early_mover,Early Mover,119.603919222052,276.341183629873,1821.51763590255,211,3762,917,2845
29,29,2,sequential,Sequential,121.12696920671,261.249855257843,1732.20755136575,221,3845,983,2862
29,29,2,coordinated,Coordinated,125.375198500441,235.147104259969,1650.5012919709,260,4292,1138,3154
29,29,2,delayed_coordination,Delayed Coordination,121.106725316002,254.659139044653,1720.21715620696,231,3882,1044,2838
29,29,4,baseline,Baseline,122.311664000477,352.660497117094,2472.58628109562,98,2055,474,1581
29,29,4,early_mover,Early Mover,121.926515644545,273.315203268911,1750.78190722369,240,3969,1074,2895
29,29,4,sequential,Sequential,120.005624472645,254.226210134687,1672.26842107193,252,3991,1148,2843
29,29,4,coordinated,Coordinated,116.278263180047,243.583476351812,1710.64853864346,257,3907,1194,2713
29,29,4,delayed_coordination,Delayed Coordination,120.46769158865,249.058979702184,1687.22340086963,270,4057,1125,2932
29,29,8,baseline,Baseline,121.959128085589,355.415627126863,2473.97800360144,97,2011,530,1481
29,29,8,early_mover,Early Mover,112.029641158641,276.45433819682,1891.696332241,207,3487,1019,2468
29,29,8,sequential,Sequential,109.860135874159,255.663491439414,1813.60685657334,234,3515,1070,2445
29,29,8,coordinated,Coordinated,109.708707983661,255.795078764061,1851.68457152301,217,3481,1141,2340
29,29,8,delayed_coordination,Delayed Coordination,113.364387382387,241.927883078278,1708.7574062639,280,3787,1136,2651
30,30,2,baseline,Baseline,128.633325359579,350.875125805885,2368.29424388798,116,2329,644,1685
30,30,2,early_mover,Early Mover,132.340889214464,229.804168763086,1591.81596435491,277,4885,1117,3768
30,30,2,sequential,Sequential,134.428826092501,210.732109635282,1468.79572544552,309,5094,1222,3872
30,30,2,coordinated,Coordinated,133.337832065759,211.972477989966,1497.8992297959,298,5252,1207,4045
30,30,2,delayed_coordination,Delayed Coordination,132.967168040296,215.362772794276,1493.1648507959,300,5043,1159,3884
30,30,4,baseline,Baseline,127.051171193614,343.379555524151,2442.23337820158,102,2148,613,1535
30,30,4,early_mover,Early Mover,122.006903811516,257.245291121238,1816.46388029038,235,3976,1088,2888
30,30,4,sequential,Sequential,121.07997686861,238.809366144557,1730.17580956723,257,4089,1209,2880
30,30,4,coordinated,Coordinated,122.792371990847,234.784855554986,1691.38527252803,262,4351,1247,3104
30,30,4,delayed_coordination,Delayed Coordination,121.368591433473,241.958278976926,1732.64972213599,236,4022,1171,2851
30,30,8,baseline,Baseline,122.689907993479,374.424340078214,2528.60090072336,98,1847,510,1337
30,30,8,early_mover,Early Mover,115.73380927826,263.829901372509,1839.00910231078,229,3939,1087,2852
30,30,8,sequential,Sequential,112.072106018787,261.27359251456,1784.0067058356,230,3918,1147,2771
30,30,8,coordinated,Coordinated,117.219092816492,248.993392405325,1728.01532972681,257,4218,1215,3003
30,30,8,delayed_coordination,Delayed Coordination,114.415889823708,252.281527107415,1751.09965658475,258,4022,1173,2849
31,31,2,baseline,Baseline,126.29150160095,363.109059220853,2508.89819254374,109,2142,477,1665
31,31,2,early_mover,Early Mover,133.285873180852,254.86486031023,1651.29969420325,281,4848,1026,3822
31,31,2,sequential,Sequential,133.586646404433,237.742306653713,1508.4518904004,314,5176,1055,4121
31,31,2,coordinated,Coordinated,130.404627570286,240.955078983515,1549.51586909088,296,5026,1198,3828
31,31,2,delayed_coordination,Delayed Coordination,131.319163411138,239.946290388774,1586.16134152966,295,4990,1070,3920
31,31,4,baseline,Baseline,123.758900905518,383.774031746938,2588.60387813359,93,1801,434,1367
31,31,4,early_mover,Early Mover,128.125673158697,275.094887933357,1696.79425533014,285,4420,1028,3392
31,31,4,sequential,Sequential,123.412772301216,263.640616369215,1665.08832988836,278,4436,1077,3359
31,31,4,coordinated,Coordinated,122.960789650408,266.249974032033,1673.88390830761,286,4621,1141,3480
31,31,4,delayed_coordination,Delayed Coordination,124.94669834021,256.996811148948,1641.12700268894,279,4411,1132,3279
31,31,8,baseline,Baseline,122.65321958723,376.776801068858,2611.16138893551,86,1757,424,1333
31,31,8,early_mover,Early Mover,120.435753432075,273.430807878283,1803.76769912718,253,4034,1064,2970
31,31,8,sequential,Sequential,116.459642759953,263.707853946628,1751.36926909711,273,4088,1179,2909
31,31,8,coordinated,Coordinated,112.890228928629,290.028711234204,1871.6883619318,245,3918,1158,2760
31,31,8,delayed_coordination,Delayed Coordination,116.169620051174,267.273827941209,1773.31454564978,257,4019,1115,2904
32,32,2,baseline,Baseline,124.220459118633,368.239707003578,2463.38985484088,116,2358,506,1852
32,32,2,early_mover,Early Mover,129.806962128307,240.329453132155,1582.95702913416,297,4955,1020,3935
32,32,2,sequential,Sequential,131.433753264279,236.100405630027,1528.09943004157,286,4881,1067,3814
32,32,2,coordinated,Coordinated,129.832769661864,249.857847126581,1581.65308241129,300,4967,1169,3798
32,32,2,delayed_coordination,Delayed Coordination,132.525925209504,231.338359014154,1507.4913837613,299,5070,1092,3978
32,32,4,baseline,Baseline,123.918006068336,359.156379924508,2469.56518852925,106,2301,475,1826
32,32,4,early_mover,Early Mover,121.403012633456,267.796400823115,1711.10336178357,271,4330,1098,3232
32,32,4,sequential,Sequential,120.686054560295,258.315472912402,1644.09993733405,285,4416,1186,3230
32,32,4,coordinated,Coordinated,114.830872553886,278.02579630049,1759.1098035002,226,4068,1189,2879
32,32,4,delayed_coordination,Delayed Coordination,121.242349522779,255.547368523813,1638.43348358277,262,4402,1206,3196
32,32,8,baseline,Baseline,123.289632035687,365.694915841197,2503.45873681332,98,2203,478,1725
32,32,8,early_mover,Early Mover,113.985463237191,284.756138957088,1847.04247637094,239,3820,1054,2766
32,32,8,sequential,Sequential,109.847910267786,274.696779848714,1811.24843321904,237,3708,1088,2620
32,32,8,coordinated,Coordinated,107.987981653472,285.96059537706,1856.47855519475,224,3753,1078,2675
32,32,8,delayed_coordination,Delayed Coordination,109.987833942117,276.784588983859,1818.48637610478,230,3742,1117,2625
33,33,2,baseline,Baseline,123.770638072521,351.433352660727,2527.50517901943,94,2048,602,1446
33,33,2,early_mover,Early Mover,124.350884968737,248.397661391038,1702.99820289498,268,4519,1224,3295
33,33,2,sequential,Sequential,127.421237254012,231.817170220311,1607.62159020844,292,4677,1252,3425
33,33,2,coordinated,Coordinated,127.276231961974,222.636755128534,1646.33112670136,277,4775,1179,3596
33,33,2,delayed_coordination,Delayed Coordination,124.852871508,238.829045166968,1634.40934895353,283,4679,1268,3411
33,33,4,baseline,Baseline,124.189427074348,357.401105600908,2517.63038189174,104,2092,607,1485
33,33,4,early_mover,Early Mover,119.214875188275,260.334712654563,1785.3706922904,218,3983,1134,2849
33,33,4,sequential,Sequential,120.490979060846,249.118615986281,1667.50857968144,282,4295,1192,3103
33,33,4,coordinated,Coordinated,115.740411258082,254.819287164821,1793.07348934572,252,4220,1152,3068
33,33,4,delayed_coordination,Delayed Coordination,118.818173063701,250.232496948461,1715.05330712472,255,4144,1157,2987
33,33,8,baseline,Baseline,122.214969099597,384.854350111719,2599.94247550706,88,1785,538,1247
33,33,8,early_mover,Early Mover,108.027419397763,299.119734102622,2030.31478370939,200,3155,1070,2085
33,33,8,sequential,Sequential,107.179128822026,281.544692441633,1968.06957638111,199,3236,1118,2118
33,33,8,coordinated,Coordinated,108.919455070586,274.874672836492,1901.56338762207,210,3703,1109,2594
33,33,8,delayed_coordination,Delayed Coordination,108.182262441921,283.980322720671,1941.42651653583,218,3353,1112,2241
34,34,2,baseline,Baseline,127.567642625936,377.529024018728,2463.78479050155,121,2378,733,1645
34,34,2,early_mover,Early Mover,138.431207073271,242.155005268419,1608.05358329398,293,5077,1004,4073
34,34,2,sequential,Sequential,138.534801553748,226.966903825415,1524.82870049465,314,5167,1151,4016
34,34,2,coordinated,Coordinated,127.434126443691,236.531525018399,1669.72868615293,253,4545,1138,3407
34,34,2,delayed_coordination,Delayed Coordination,139.320197516577,221.964655708804,1520.09580956791,316,5205,1109,4096
34,34,4,baseline,Baseline,126.037768596746,381.451362974249,2507.78705760914,112,2224,648,1576
34,34,4,early_mover,Early Mover,129.640703242244,245.420724218592,1694.25929063948,269,4716,1123,3593
34,34,4,sequential,Sequential,128.955740538696,248.502981995967,1624.44980629283,281,4782,1239,3543
34,34,4,coordinated,Coordinated,131.569368736889,224.294586238702,1607.17909166184,280,4778,1296,3482
34,34,4,delayed_coordination,Delayed Coordination,127.901182034766,250.565852632208,1643.52912259674,281,4764,1216,3548
34,34,8,baseline,Baseline,123.023354703239,385.642113836691,2554.10663738243,101,2010,580,1430
34,34,8,early_mover,Early Mover,121.415941087379,252.341564375032,1797.31622220847,247,4163,1173,2990
34,34,8,sequential,Sequential,115.919879799523,263.802018911112,1791.68660796225,243,4053,1204,2849
34,34,8,coordinated,Coordinated,111.532652790258,283.764676000853,1884.04079420594,234,3739,1128,2611
34,34,8,delayed_coordination,Delayed Coordination,115.852601343564,260.921948286972,1773.81154858935,249,4141,1187,2954
35,35,2,baseline,Baseline,123.199762339457,314.944983708237,2374.66892275907,126,2563,598,1965
35,35,2,early_mover,Early Mover,118.833540141207,229.015817379474,1712.94242889123,238,4375,940,3435
35,35,2,sequential,Sequential,119.529903814714,218.66783988443,1628.17886080205,253,4562,946,3616
35,35,2,coordinated,Coordinated,114.780925582732,219.61582116553,1689.22185502647,251,4635,983,3652
35,35,2,delayed_coordination,Delayed Coordination,117.38623379858,218.294526851445,1637.55102142842,258,4547,960,3587
35,35,4,baseline,Baseline,122.203400557974,317.438713879936,2443.41639706945,125,2358,468,1890
35,35,4,early_mover,Early Mover,115.79921097368,239.623065940737,1772.31057094365,258,4203,1107,3096
35,35,4,sequential,Sequential,113.323299066658,233.785882690197,1706.23907204881,271,4334,1128,3206
35,35,4,coordinated,Coordinated,114.245101512383,241.18511374903,1680.26083587959,272,4443,1194,3249
35,35,4,delayed_coordination,Delayed Coordination,114.250876758107,237.532714064181,1682.79136241123,258,4363,1138,3225
35,35,8,baseline,Baseline,118.902703310144,342.877814162895,2548.38395472704,100,1972,446,1526
35,35,8,early_mover,Early Mover,106.498523937053,262.520351991084,1983.91388825485,209,3319,951,2368
35,35,8,sequential,Sequential,103.418975895361,256.604708115318,1893.58657211603,208,3389,1043,2346
35,35,8,coordinated,Coordinated,104.276875943403,255.720813427256,1940.80029457686,227,3662,1142,2520
35,35,8,delayed_coordination,Delayed Coordination,101.788656141278,257.787173821146,1958.33578264498,203,3397,1020,2377
36,36,2,baseline,Baseline,124.369635192615,363.852914521374,2395.34309099218,126,2561,589,1972
36,36,2,early_mover,Early Mover,129.374779275378,240.140257919228,1578.42197182661,283,5038,1111,3927
36,36,2,sequential,Sequential,126.391846938676,233.597481973431,1521.24541751991,283,4900,1159,3741
36,36,2,coordinated,Coordinated,128.451125514235,234.756289474591,1529.16025776945,294,5022,1218,3804
36,36,2,delayed_coordination,Delayed Coordination,130.909134209256,223.60773901817,1472.11768086256,309,5196,1187,4009
36,36,4,baseline,Baseline,123.181266346022,366.845130165577,2422.66650620485,122,2474,503,1971
36,36,4,early_mover,Early Mover,121.42783059204,266.670324149878,1705.73282346968,275,4406,1218,3188
36,36,4,sequential,Sequential,118.364351917689,249.895566546648,1651.02590492376,273,4391,1234,3157
36,36,4,coordinated,Coordinated,114.813338979095,255.925922826244,1689.28181872114,267,4295,1188,3107
36,36,4,delayed_coordination,Delayed Coordination,118.176270428458,247.128080847031,1614.44883872328,292,4364,1287,3077
36,36,8,baseline,Baseline,121.606785610306,378.872485230683,2467.07732719934,109,2303,471,1832
36,36,8,early_mover,Early Mover,111.99528266855,286.45267429854,1842.97355844394,236,3813,1162,2651
36,36,8,sequential,Sequential,108.65649373226,295.850752427041,1819.52646175522,223,3753,1205,2548
36,36,8,coordinated,Coordinated,105.245750228874,295.314625661542,1898.37893398661,203,3627,1095,2532
36,36,8,delayed_coordination,Delayed Coordination,108.826408245199,285.75543747842,1793.77992273028,238,3833,1256,2577
37,37,2,baseline,Baseline,123.998840144684,340.111736324447,2553.8747176544,99,1947,503,1444
37,37,2,early_mover,Early Mover,133.234759915996,244.656455742753,1650.34567552425,279,4685,964,3721
37,37,2,sequential,Sequential,132.771722683887,232.37562383726,1561.39281024334,308,4786,1056,3730
37,37,2,coordinated,Coordinated,128.927518447241,234.113006303237,1692.17946029858,277,4590,1090,3500
37,37,2,delayed_coordination,Delayed Coordination,134.547856847195,223.301044446592,1552.73205154607,299,4831,1075,3756
37,37,4,baseline,Baseline,120.995397386235,367.487287669611,2622.66849804464,73,1613,368,1245
37,37,4,early_mover,Early Mover,117.516855382807,275.443904869321,1946.33542987968,210,3677,968,2709
37,37,4,sequential,Sequential,115.410818834227,263.222249280135,1879.74183028804,231,3773,1035,2738
37,37,4,coordinated,Coordinated,116.744726998338,266.253992560534,1905.07836661321,228,3632,990,2642
37,37,4,delayed_coordination,Delayed Coordination,115.722756959546,268.851777891778,1883.33018653267,229,3738,1021,2717
