replication,seed,beta,scenario_id,delta_final_fitness_vs_baseline,delta_final_risk_vs_baseline,delta_final_trade_vs_baseline,delta_total_switches_vs_baseline
26,26,8,coordinated,-13.7176816281567,-109.609229869119,-642.042397974358,1517
26,26,8,delayed_coordination,-8.17912154762489,-111.342433081734,-741.935535190215,1685
27,27,2,baseline,0,0,0,0
27,27,2,early_mover,11.1336413485377,-140.354408433462,-916.667609101818,2828
27,27,2,sequential,6.78970326321007,-134.4433636544,-976.451654868475,2841
27,27,2,coordinated,4.5327581970385,-133.123066606593,-953.380576473236,2840
27,27,2,delayed_coordination,9.77280170152594,-146.67904264984,-1006.78247319237,2953
27,27,4,baseline,0,0,0,0
27,27,4,early_mover,2.33835708399501,-128.194692590438,-842.169120428317,2482
27,27,4,sequential,2.79813903682157,-132.464378355835,-951.728811728211,2457
27,27,4,coordinated,-1.85581172839845,-103.817600915244,-859.78087601407,2105
27,27,4,delayed_coordination,-1.39937934161838,-121.148942946013,-904.4168763042,2497
27,27,8,baseline,0,0,0,0
27,27,8,early_mover,-1.48310364160542,-120.984157174004,-800.060548493376,2104
27,27,8,sequential,-6.82841755559832,-128.598604256506,-823.036384530042,2049
27,27,8,coordinated,-13.4928275283126,-100.528804648322,-701.741331763016,1725
27,27,8,delayed_coordination,-7.39088873650572,-121.328751157177,-812.67144050251,2037
28,28,2,baseline,0,0,0,0
28,28,2,early_mover,4.05662804779413,-148.16072522208,-938.207921285627,2742
28,28,2,sequential,3.35570112911702,-149.688545503172,-1012.31632415412,2845
28,28,2,coordinated,7.25300657123162,-140.970480312187,-1034.36591203092,3060
28,28,2,delayed_coordination,3.96184861391785,-153.40544501337,-1036.51089948188,2947
28,28,4,baseline,0,0,0,0
28,28,4,early_mover,-5.97130056605934,-99.7692670616436,-720.93452976376,2129
28,28,4,sequential,-4.49663055138893,-107.560975763147,-845.617799430998,2300
28,28,4,coordinated,-9.37338362320719,-100.885036102597,-786.538655935906,2007
28,28,4,delayed_coordination,-6.75480029441994,-109.959086225293,-819.965521850409,2251
28,28,8,baseline,0,0,0,0
28,28,8,early_mover,-12.8470979357298,-89.6337472614977,-682.93580835443,1850
28,28,8,sequential,-13.3719189737417,-100.114998050675,-752.436834729502,1924
28,28,8,coordinated,-11.3685703175001,-97.4391628273104,-753.292899103148,2055
28,28,8,delayed_coordination,-14.0678337919515,-94.8355479470924,-708.602135227886,1885
29,29,2,baseline,0,0,0,0
29,29,2,early_mover,-4.74631071376506,-62.7298224378951,-594.711338668062,1513
29,29,2,sequential,-3.22326072910673,-77.8211508099242,-684.021423204866,1596
29,29,2,coordinated,1.02496856462476,-103.923901807798,-765.727682599713,2043
29,29,2,delayed_coordination,-3.24350461981497,-84.4118670231146,-696.011818363655,1633
29,29,4,baseline,0,0,0,0
29,29,4,early_mover,-0.385148355932159,-79.3452938481832,-721.804373871925,1914
29,29,4,sequential,-2.30603952783217,-98.4342869824077,-800.317860023684,1936
29,29,4,coordinated,-6.03340082043066,-109.077020765282,-761.937742452155,1852
29,29,4,delayed_coordination,-1.84397241182751,-103.60151741491,-785.362880225986,2002
29,29,8,baseline,0,0,0,0
29,29,8,early_mover,-9.92948692694871,-78.9612889300431,-582.281671360439,1476
29,29,8,sequential,-12.0989922114302,-99.7521356874489,-660.371147028097,1504
29,29,8,coordinated,-12.2504201019282,-99.6205483628016,-622.293432078424,1470
29,29,8,delayed_coordination,-8.59474070320233,-113.487744048585,-765.22059733754,1776
30,30,2,baseline,0,0,0,0
30,30,2,early_mover,3.707563854885,-121.070957042799,-776.478279533073,2556
30,30,2,sequential,5.79550073292248,-140.143016170603,-899.498518442467,2765
30,30,2,coordinated,4.70450670618033,-138.90264781592,-870.39501409208,2923
30,30,2,delayed_coordination,4.33384268071779,-135.51235301161,-875.129393092086,2714
30,30,4,baseline,0,0,0,0
30,30,4,early_mover,-5.04426738209787,-86.1342644029136,-625.769497911205,1828
30,30,4,sequential,-5.97119432500381,-104.570189379594,-712.05756863435,1941
30,30,4,coordinated,-4.25879920276705,-108.594699969165,-750.848105673558,2203
30,30,4,delayed_coordination,-5.68257976014149,-101.421276547226,-709.583656065595,1874
30,30,8,baseline,0,0,0,0
30,30,8,early_mover,-6.95609871521887,-110.594438705704,-689.591798412578,2092
30,30,8,sequential,-10.6178019746918,-113.150747563654,-744.594194887758,2071
30,30,8,coordinated,-5.47081517698706,-125.430947672888,-800.58557099655,2371
30,30,8,delayed_coordination,-8.27401816977061,-122.142812970799,-777.501244138608,2175
31,31,2,baseline,0,0,0,0
31,31,2,early_mover,6.99437157990215,-108.244198910623,-857.598498340492,2706
31,31,2,sequential,7.29514480348288,-125.36675256714,-1000.44630214334,3034
31,31,2,coordinated,4.11312596933615,-122.153980237338,-959.382323452859,2884
31,31,2,delayed_coordination,5.02766181018777,-123.162768832078,-922.736851014088,2848
31,31,4,baseline,0,0,0,0
31,31,4,early_mover,4.36677225317911,-108.679143813581,-891.809622803454,2619
31,31,4,sequential,-0.346128604301299,-120.133415377722,-923.515548245231,2635
31,31,4,coordinated,-0.798111255110101,-117.524057714905,-914.719969825985,2820
31,31,4,delayed_coordination,1.18779743469274,-126.77722059799,-947.476875444656,2610
31,31,8,baseline,0,0,0,0
31,31,8,early_mover,-2.2174661551548,-103.345993190575,-807.39368980833,2277
31,31,8,sequential,-6.19357682727703,-113.06894712223,-859.792119838399,2331
31,31,8,coordinated,-9.76299065860174,-86.7480898346536,-739.473027003706,2161
31,31,8,delayed_coordination,-6.4835995360567,-109.502973127649,-837.84684328573,2262
32,32,2,baseline,0,0,0,0
32,32,2,early_mover,5.58650300967358,-127.910253871423,-880.432825706722,2597
32,32,2,sequential,7.21329414564522,-132.13930137355,-935.290424799307,2523
32,32,2,coordinated,5.61231054323065,-118.381859876996,-881.736772429591,2609
32,32,2,delayed_coordination,8.30546609087054,-136.901347989424,-955.89847107958,2712
32,32,4,baseline,0,0,0,0
32,32,4,early_mover,-2.51499343488014,-91.3599791013933,-758.461826745681,2029
32,32,4,sequential,-3.23195150804096,-100.840907012106,-825.465251195201,2115
32,32,4,coordinated,-9.08713351445,-81.1305836240177,-710.455385029053,1767
32,32,4,delayed_coordination,-2.67565654555743,-103.609011400695,-831.131704946478,2101
32,32,8,baseline,0,0,0,0
32,32,8,early_mover,-9.30416879849659,-80.9387768841094,-656.41626044238,1617
32,32,8,sequential,-13.4417217679017,-90.998135992483,-692.210303594279,1505
32,32,8,coordinated,-15.3016503822151,-79.7343204641376,-646.980181618566,1550
32,32,8,delayed_coordination,-13.3017980935703,-88.9103268573389,-684.972360708538,1539
33,33,2,baseline,0,0,0,0
33,33,2,early_mover,0.580246896215996,-103.035691269689,-824.506976124444,2471
33,33,2,sequential,3.65059918149061,-119.616182440416,-919.88358881099,2629
33,33,2,coordinated,3.50559388945267,-128.796597532193,-881.174052318065,2727
33,33,2,delayed_coordination,1.08223343547931,-112.604307493759,-893.095830065895,2631
33,33,4,baseline,0,0,0,0
33,33,4,early_mover,-4.97455188607391,-97.0663929463452,-732.259689601337,1891
33,33,4,sequential,-3.69844801350278,-108.282489614627,-850.121802210297,2203
33,33,4,coordinated,-8.44901581626607,-102.581818436087,-724.556892546023,2128
33,33,4,delayed_coordination,-5.37125401064731,-107.168608652447,-802.577074767023,2052
33,33,8,baseline,0,0,0,0
33,33,8,early_mover,-14.1875497018348,-85.7346160090972,-569.627691797669,1370
33,33,8,sequential,-15.0358402775713,-103.309657670086,-631.872899125943,1451
33,33,8,coordinated,-13.2955140290111,-109.979677275226,-698.379087884986,1918
33,33,8,delayed_coordination,-14.0327066576763,-100.874027391048,-658.515958971227,1568
34,34,2,baseline,0,0,0,0
34,34,2,early_mover,10.8635644473344,-135.374018750308,-855.731207207566,2699
34,34,2,sequential,10.9671589278122,-150.562120193313,-938.956090006903,2789
34,34,2,coordinated,-0.133516182245074,-140.997499000329,-794.056104348618,2167
34,34,2,delayed_coordination,11.7525548906405,-155.564368309923,-943.688980933643,2827
34,34,4,baseline,0,0,0,0
34,34,4,early_mover,3.6029346454976,-136.030638755658,-813.527766969661,2492
34,34,4,sequential,2.91797194194957,-132.948380978282,-883.337251316309,2558
34,34,4,coordinated,5.53160014014323,-157.156776735547,-900.607965947303,2554
34,34,4,delayed_coordination,1.86341343801962,-130.885510342041,-864.2579350124,2540
34,34,8,baseline,0,0,0,0
34,34,8,early_mover,-1.60741361585944,-133.300549461659,-756.790415173961,2153
34,34,8,sequential,-7.10347490371566,-121.840094925579,-762.420029420181,2043
34,34,8,coordinated,-11.4907019129801,-101.877437835838,-670.065843176494,1729
34,34,8,delayed_coordination,-7.17075335967465,-124.720165549719,-780.295088793084,2131
35,35,2,baseline,0,0,0,0
35,35,2,early_mover,-4.3662221982494,-85.9291663287631,-661.726493867844,1812
35,35,2,sequential,-3.66985852474291,-96.277143823807,-746.490061957016,1999
35,35,2,coordinated,-8.41883675672521,-95.3291625427066,-685.447067732603,2072
35,35,2,delayed_coordination,-5.8135285408765,-96.6504568567918,-737.117901330647,1984
35,35,4,baseline,0,0,0,0
35,35,4,early_mover,-6.40418958429397,-77.8156479391996,-671.105826125806,1845
35,35,4,sequential,-8.88010149131658,-83.6528311897393,-737.177325020647,1976
35,35,4,coordinated,-7.95829904559172,-76.2536001309064,-763.155561189862,2085
35,35,4,delayed_coordination,-7.95252379986684,-79.9059998157553,-760.625034658219,2005
35,35,8,baseline,0,0,0,0
35,35,8,early_mover,-12.4041793730912,-80.3574621718108,-564.470066472186,1347
35,35,8,sequential,-15.4837274147831,-86.2731060475766,-654.79738261101,1417
35,35,8,coordinated,-14.6258273667412,-87.1570007356384,-607.583660150179,1690
35,35,8,delayed_coordination,-17.1140471688659,-85.0906403417487,-590.048172082055,1425
36,36,2,baseline,0,0,0,0
36,36,2,early_mover,5.00514408276263,-123.712656602146,-816.92111916557,2477
36,36,2,sequential,2.02221174606143,-130.255432547942,-874.097673472276,2339
36,36,2,coordinated,4.08149032162049,-129.096625046782,-866.182833222735,2461
36,36,2,delayed_coordination,6.53949901664134,-140.245175503204,-923.225410129619,2635
36,36,4,baseline,0,0,0,0
36,36,4,early_mover,-1.75343575398267,-100.174806015699,-716.933682735174,1932
36,36,4,sequential,-4.81691442833328,-116.949563618928,-771.640601281094,1917
36,36,4,coordinated,-8.36792736692706,-110.919207339333,-733.384687483716,1821
36,36,4,delayed_coordination,-5.00499591756412,-119.717049318545,-808.217667481574,1890
36,36,8,baseline,0,0,0,0
36,36,8,early_mover,-9.61150294175644,-92.4198109321435,-624.103768755403,1510
36,36,8,sequential,-12.9502918780462,-83.021732803642,-647.550865444124,1450
36,36,8,coordinated,-16.3610353814325,-83.5578595691406,-568.698393212735,1324
36,36,8,delayed_coordination,-12.7803773651069,-93.1170477522629,-673.297404469059,1530
37,37,2,baseline,0,0,0,0
37,37,2,early_mover,9.23591977131248,-95.4552805816944,-903.529042130152,2738
37,37,2,sequential,8.77288253920285,-107.736112487187,-992.481907411068,2839
37,37,2,coordinated,4.9286783025574,-105.99873002121,-861.695257355826,2643
37,37,2,delayed_coordination,10.5490167025105,-116.810691877855,-1001.14266610833,2884
37,37,4,baseline,0,0,0,0
37,37,4,early_mover,-3.47854200342822,-92.0433828002897,-676.333068164955,2064
37,37,4,sequential,-5.58457855200751,-104.265038389476,-742.926667756598,2160
37,37,4,coordinated,-4.25067038789724,-101.233295109077,-717.590131431428,2019
37,37,4,delayed_coordination,-5.27264042668908,-98.6355097778327,-739.338311511963,2125
37,37,8,baseline,0,0,0,0
37,37,8,early_mover,-2.80055497865041,-96.4435306166997,-740.701929557908,2171
37,37,8,sequential,-5.58725275716064,-107.437893180711,-806.592267103715,2203
37,37,8,coordinated,-6.60159549129941,-102.217001303013,-758.870500300861,2072
37,37,8,delayed_coordination,-8.26919590132205,-95.5855029658956,-767.132828397364,2130
38,38,2,baseline,0,0,0,0
38,38,2,early_mover,4.8538596438114,-109.826837631464,-789.638687849135,2430
38,38,2,sequential,3.64365953579809,-117.992704588034,-853.057054170546,2477
38,38,2,coordinated,-3.39122336902093,-91.4932794345348,-746.353088823281,2155
38,38,2,delayed_coordination,5.08338270179593,-120.84475008796,-869.827703205159,2512
38,38,4,baseline,0,0,0,0
38,38,4,early_mover,-8.01051191377171,-72.9326953260812,-596.802826086559,1345
38,38,4,sequential,-6.91537147092518,-83.6227210621925,-695.427096022678,1448
38,38,4,coordinated,-8.17497714529632,-77.1664823604959,-646.706798720592,1482
38,38,4,delayed_coordination,-5.78350568473859,-84.1101917164833,-714.182149883382,1417
38,38,8,baseline,0,0,0,0
38,38,8,early_mover,-3.39172098464852,-102.853082589715,-743.767729636116,1963
38,38,8,sequential,-11.0749566340957,-94.5638171292337,-674.602822891618,1714
38,38,8,coordinated,-13.1975148547727,-89.5191173302075,-626.450720762856,1453
38,38,8,delayed_coordination,-5.35729092525088,-107.572398212905,-764.542724793832,1892
39,39,2,baseline,0,0,0,0
39,39,2,early_mover,-7.13881996060083,-117.168572349325,-642.976212833937,1859
39,39,2,sequential,-6.64216836057409,-134.038886355766,-713.137779691591,2001
39,39,2,coordinated,-6.68933613305764,-133.448985321595,-716.482180140173,2015
39,39,2,delayed_coordination,-6.53309049435853,-130.336582291524,-703.736477841066,1907
39,39,4,baseline,0,0,0,0
39,39,4,early_mover,-4.18792664354379,-116.535837883839,-742.20102792821,2135
39,39,4,sequential,-7.7752377800233,-123.800195958982,-768.871676373,2027
39,39,4,coordinated,-13.5222710939411,-110.763813371578,-685.716453585711,1827
39,39,4,delayed_coordination,-6.13737762979687,-128.108046347445,-795.015976365294,2079
39,39,8,baseline,0,0,0,0
39,39,8,early_mover,-13.7351425851447,-95.8911956464075,-608.581812782124,1579
39,39,8,sequential,-18.1297042941735,-97.8373860421037,-635.079862888342,1645
39,39,8,coordinated,-18.2401832562903,-107.165110519556,-599.526366031884,1584
39,39,8,delayed_coordination,-15.4332491049565,-104.285465307956,-666.904411229737,1654
40,40,2,baseline,0,0,0,0
40,40,2,early_mover,6.05556922077524,-103.098347774643,-826.686457372034,2542
40,40,2,sequential,4.90731954680091,-118.07794936943,-925.426238264616,2612
40,40,2,coordinated,4.51911823989001,-116.017375339221,-894.597071399805,2648
40,40,2,delayed_coordination,2.88137458565917,-113.795251424028,-875.803494794849,2532
40,40,4,baseline,0,0,0,0
40,40,4,early_mover,-0.261249974408003,-106.908735339202,-813.723374474147,2209
40,40,4,sequential,-4.31790035563938,-114.27335621979,-849.163109765927,2168
40,40,4,coordinated,-6.56581298930112,-105.552809425879,-822.741008732843,2078
40,40,4,delayed_coordination,-5.15200458407303,-114.516301843737,-856.601830887377,2160
40,40,8,baseline,0,0,0,0
40,40,8,early_mover,-4.47039292166014,-86.1496484728949,-734.485153515328,2005
40,40,8,sequential,-12.7017587391493,-90.8674765911693,-691.938538136376,1737
40,40,8,coordinated,-10.9617177668153,-87.6196548645412,-716.953711485954,1742
40,40,8,delayed_coordination,-11.1345677863115,-83.4283128849385,-725.851906301532,1743
41,41,2,baseline,0,0,0,0
41,41,2,early_mover,10.6472913464573,-118.660470651885,-926.151455462632,2585
41,41,2,sequential,8.58256781803351,-132.986264523605,-909.541701411391,2457
41,41,2,coordinated,4.69925964603254,-114.011547652145,-815.210470454846,2331
41,41,2,delayed_coordination,11.8064534832862,-139.282058065327,-1002.12796644313,2661
41,41,4,baseline,0,0,0,0
41,41,4,early_mover,-1.40305593289227,-95.2824841118219,-728.838484350134,2089
41,41,4,sequential,-0.840961171851447,-100.299088566342,-778.643413509851,2039
41,41,4,coordinated,-2.30923414784496,-103.933374723369,-716.162468917541,1893
41,41,4,delayed_coordination,1.52384366300481,-113.020424029924,-866.61046873926,2140
41,41,8,baseline,0,0,0,0
41,41,8,early_mover,-9.3597967773656,-82.6638917633481,-605.33250166225,1449
41,41,8,sequential,-15.8249155597661,-73.1341734768864,-585.757894132418,1278
41,41,8,coordinated,-13.5009249216881,-77.3054113369484,-574.358324480361,1447
41,41,8,delayed_coordination,-11.9318599447925,-89.4962367436431,-607.862340765907,1422
42,42,2,baseline,0,0,0,0
42,42,2,early_mover,4.38923302372919,-132.614560153812,-870.954727030778,2557
42,42,2,sequential,-1.37196676311919,-135.337732270378,-894.330207248047,2209
42,42,2,coordinated,3.37597686927867,-133.754183907346,-887.610496487122,2325
42,42,2,delayed_coordination,1.990876612986,-144.660171333079,-924.169590742446,2509
42,42,4,baseline,0,0,0,0
42,42,4,early_mover,-4.68381904444018,-115.786965033559,-673.91408027436,1883
42,42,4,sequential,-12.173324357172,-105.416880353617,-608.931275211133,1380
42,42,4,coordinated,-11.0220332826401,-92.756989878141,-555.44139236798,1393
42,42,4,delayed_coordination,-12.0649507727594,-114.231695831749,-611.095860583264,1417
42,42,8,baseline,0,0,0,0
42,42,8,early_mover,-7.88231751694755,-103.926918480784,-665.970941245134,1677
42,42,8,sequential,-12.7847991713979,-92.0150924246614,-643.13516072397,1501
42,42,8,coordinated,-17.088562955414,-75.1288968198319,-544.075102266291,1210
42,42,8,delayed_coordination,-12.5893205078679,-111.157943800408,-671.079498181995,1584
43,43,2,baseline,0,0,0,0
43,43,2,early_mover,-1.85692138164488,-101.442471656285,-714.482233376716,2156
43,43,2,sequential,-4.50249565232158,-100.98382817634,-753.65377364703,1982
43,43,2,coordinated,2.59459141597794,-105.463852193412,-868.826884908058,2416
43,43,2,delayed_coordination,-4.16525943993572,-110.407900673103,-777.526615278906,2107
43,43,4,baseline,0,0,0,0
43,43,4,early_mover,-2.39249863586942,-107.659394329667,-782.026725558908,2148
43,43,4,sequential,-3.38984142599858,-116.452685511388,-840.090477645685,2199
43,43,4,coordinated,-5.23084929002022,-111.85089231659,-794.508365419066,2084
43,43,4,delayed_coordination,-4.94943520720082,-106.816383326123,-838.28441967252,2192
43,43,8,baseline,0,0,0,0
43,43,8,early_mover,-9.25756566702208,-85.6712447656236,-694.338364153983,1788
43,43,8,sequential,-14.1155847055393,-82.5824641052222,-665.240122319622,1608
43,43,8,coordinated,-13.4907336957658,-81.1725763277225,-680.009904709528,1635
43,43,8,delayed_coordination,-12.4169936370002,-89.8209253201704,-707.199973804027,1715
44,44,2,baseline,0,0,0,0
44,44,2,early_mover,-2.79060630220344,-92.6376395653389,-630.392228292108,1994
44,44,2,sequential,-1.47209093597681,-109.242500589614,-774.565455311734,2243
44,44,2,coordinated,-2.34435023637116,-114.303689933353,-761.059319442329,2231
44,44,2,delayed_coordination,-6.0314341502728,-93.3669782452197,-656.380639699119,2057
44,44,4,baseline,0,0,0,0
44,44,4,early_mover,-5.31596312199622,-88.3088397178983,-650.477933116741,1679
44,44,4,sequential,-10.7830374909758,-92.2055475853096,-648.391369594379,1638
44,44,4,coordinated,-5.61649022634255,-102.481541228561,-724.697020478309,1997
44,44,4,delayed_coordination,-10.1104488527914,-89.8687169576383,-656.435198873764,1654
44,44,8,baseline,0,0,0,0
44,44,8,early_mover,-3.77172380950844,-112.471055420695,-718.279129172608,2178
44,44,8,sequential,-9.20418098757183,-106.216229198142,-696.024016046503,1987
44,44,8,coordinated,-8.53240122549452,-102.347924397584,-696.652490883266,2087
44,44,8,delayed_coordination,-7.18934465521788,-115.082214143514,-757.931621068125,2166
45,45,2,baseline,0,0,0,0
45,45,2,early_mover,4.43150462730893,-124.34127844479,-849.701667605494,2673
45,45,2,sequential,-1.07472396994589,-130.55235460671,-905.576422313286,2722
45,45,2,coordinated,-3.08229039365321,-135.926649587119,-835.913046083103,2486
45,45,2,delayed_coordination,1.91350840275354,-138.303390748854,-933.67028703109,2778
45,45,4,baseline,0,0,0,0
45,45,4,early_mover,-3.12216281156908,-121.565856902713,-768.615919523835,2065
45,45,4,sequential,-8.5686729972645,-116.514060847399,-808.893600615979,2060
45,45,4,coordinated,-10.1588410921649,-103.235978870484,-775.505265150699,2142
45,45,4,delayed_coordination,-6.28700812722883,-121.683709002939,-852.552403531262,2153
45,45,8,baseline,0,0,0,0
45,45,8,early_mover,-9.02493872132888,-113.061966481289,-681.727538227729,1857
45,45,8,sequential,-12.2627352055524,-121.518538756353,-787.826685007708,1941
45,45,8,coordinated,-14.4918247035447,-102.093293053829,-740.811423536014,1910
45,45,8,delayed_coordination,-12.1621397735277,-113.865973016108,-768.887632224702,1893
46,46,2,baseline,0,0,0,0
46,46,2,early_mover,-1.36253251034415,-115.335498175455,-759.988721477799,2262
46,46,2,sequential,2.32508832692039,-120.050702568331,-823.615402439432,2305
46,46,2,coordinated,6.36597937528475,-123.821547242311,-898.969256661749,2687
46,46,2,delayed_coordination,1.50200150708113,-124.027734443142,-840.576504310211,2251
46,46,4,baseline,0,0,0,0
46,46,4,early_mover,-2.90383701170066,-91.940998533652,-733.52048375894,2034
46,46,4,sequential,-2.09786487060765,-112.740749720259,-849.983227649294,2120
46,46,4,coordinated,-9.56313535719336,-81.1225792708073,-645.134648409492,1816
46,46,4,delayed_coordination,-3.76965436141742,-103.414259307201,-807.018848601253,2080
46,46,8,baseline,0,0,0,0
46,46,8,early_mover,-10.0195223335727,-96.0514722712206,-666.86431990682,1706
46,46,8,sequential,-14.4503070757215,-90.2550786481753,-634.179298201588,1552
46,46,8,coordinated,-14.4736773471709,-94.191793774498,-632.528110832567,1510
46,46,8,delayed_coordination,-10.6456699397458,-95.5167498787093,-713.89041836847,1809
47,47,2,baseline,0,0,0,0
47,47,2,early_mover,2.25855583783627,-113.289788715898,-757.221343666615,2385
47,47,2,sequential,5.64718389220852,-127.929977585194,-895.045386290963,2585
47,47,2,coordinated,3.5174753941894,-105.482686879441,-849.998476652595,2605
47,47,2,delayed_coordination,2.15493220300922,-123.802253082684,-846.022851106372,2438
47,47,4,baseline,0,0,0,0
47,47,4,early_mover,3.97276877569426,-118.223477972983,-802.027221126044,2428
47,47,4,sequential,2.28115323060815,-117.019000566159,-893.958412651721,2482
47,47,4,coordinated,-4.66010167245969,-98.6714500720465,-791.923119048181,2212
47,47,4,delayed_coordination,2.89138231167148,-111.982535983083,-885.083383849373,2435
47,47,8,baseline,0,0,0,0
47,47,8,early_mover,-9.14055839618274,-82.2925034692358,-652.337262908692,1793
47,47,8,sequential,-10.3453408836451,-86.526393940512,-715.363560615075,1790
47,47,8,coordinated,-7.25416533907897,-88.1824186512765,-749.077162324007,2081
47,47,8,delayed_coordination,-9.77599192797611,-86.3784990528391,-717.617049118349,1810
48,48,2,baseline,0,0,0,0
48,48,2,early_mover,6.23841816752619,-135.062832559246,-947.085024481378,2869
48,48,2,sequential,4.69537500409646,-140.923240225984,-1015.48001850105,2842
48,48,2,coordinated,-0.747555068528555,-96.9926182707451,-876.230851153306,2129
48,48,2,delayed_coordination,5.67834895428346,-141.241892748682,-1023.09167352013,2860
48,48,4,baseline,0,0,0,0
48,48,4,early_mover,-4.62037020549481,-107.800832711731,-782.929948472607,2136
48,48,4,sequential,-9.31236192563127,-97.1766600755375,-778.10464745787,1895
48,48,4,coordinated,-11.4380285280405,-80.0984295071521,-687.104973821239,1456
48,48,4,delayed_coordination,-6.16371127402363,-109.264535731667,-830.478019837785,2066
48,48,8,baseline,0,0,0,0
48,48,8,early_mover,-11.5685657067136,-82.0198555795994,-666.249599493211,1760
48,48,8,sequential,-13.1332138613476,-79.4784403083331,-688.320634003348,1583
48,48,8,coordinated,-13.1061428698117,-93.4383134889341,-702.122002998443,1749
48,48,8,delayed_coordination,-13.598420928013,-80.1500892898298,-699.689173795647,1635
49,49,2,baseline,0,0,0,0
49,49,2,early_mover,2.96054303864443,-73.157383296665,-688.677499153087,2079
49,49,2,sequential,-1.43844938297417,-71.0822022501445,-710.67767412142,2105
49,49,2,coordinated,-0.720055948050387,-73.0882076279134,-737.82565343978,2106
49,49,2,delayed_coordination,1.93237658906992,-83.2550308524624,-776.554071873491,2210
49,49,4,baseline,0,0,0,0
49,49,4,early_mover,-7.36671803138046,-49.9226057671134,-548.791873295525,1354
49,49,4,sequential,-11.2381602432441,-54.0901654635004,-587.519216045077,1291
49,49,4,coordinated,-11.5800112210626,-55.5193412026797,-584.218827170076,1540
49,49,4,delayed_coordination,-11.5705316781118,-53.5251732174683,-554.014442846894,1367
49,49,8,baseline,0,0,0,0
49,49,8,early_mover,-13.4115125691047,-37.0047521631178,-417.896997716887,1067
49,49,8,sequential,-16.9149449624206,-45.496774443669,-462.98472531365,1119
49,49,8,coordinated,-16.4505983675275,-58.6134998480879,-432.856706170001,1161
49,49,8,delayed_coordination,-18.5840190134321,-41.1396811842931,-426.507609932472,1028
50,50,2,baseline,0,0,0,0
50,50,2,early_mover,3.30051361986786,-112.227459922,-756.353610961412,2136
50,50,2,sequential,3.40847769110472,-124.094985380495,-813.823384499949,2373
50,50,2,coordinated,-3.32443450059459,-105.022641162058,-731.835440981836,2088
50,50,2,delayed_coordination,2.22315900262619,-119.359260747491,-796.433247291443,2228
50,50,4,baseline,0,0,0,0
50,50,4,early_mover,-3.9235196660355,-111.028167696467,-670.225400923184,1877
50,50,4,sequential,-7.13156449052967,-114.18081573892,-687.676189157257,1826
50,50,4,coordinated,-9.95301290837521,-103.184506169309,-590.906594996369,1665
50,50,4,delayed_coordination,-5.99700966942258,-120.86764471861,-717.553313516884,1869
50,50,8,baseline,0,0,0,0
50,50,8,early_mover,-11.7456923349462,-80.8546155496107,-556.309816546379,1468
50,50,8,sequential,-15.1471760277215,-81.2386568719885,-559.76137801188,1448
50,50,8,coordinated,-18.1464558474106,-69.500925004047,-479.618778844485,1262
50,50,8,delayed_coordination,-14.5052062693008,-78.3691934808895,-556.49297751194,1399
51,51,2,baseline,0,0,0,0
51,51,2,early_mover,8.07327609992421,-155.527068548484,-892.587581174536,2679
51,51,2,sequential,7.04969781983186,-170.277359797158,-999.917504867929,2823
51,51,2,coordinated,2.97763710203026,-164.222701226741,-889.272780622242,2464
51,51,2,delayed_coordination,6.40138233915258,-162.573592449597,-977.125803550686,2787
51,51,4,baseline,0,0,0,0
51,51,4,early_mover,-5.73395627372375,-118.017268336432,-674.890044466484,1885
51,51,4,sequential,-6.93203385464659,-140.297413825707,-730.6391440259,1852
51,51,4,coordinated,2.10197683274791,-165.736769953287,-914.490271911052,2495
51,51,4,delayed_coordination,-6.54154169760666,-140.369590677152,-743.220641008076,1950
51,51,8,baseline,0,0,0,0
51,51,8,early_mover,-10.0867093847157,-109.595955252408,-590.822335070485,1663
51,51,8,sequential,-8.45494143473813,-127.611731630154,-731.218759209978,1766
51,51,8,coordinated,-6.29709042229017,-139.71834013603,-793.492772014561,2250
51,51,8,delayed_coordination,-12.0526707597869,-113.307987736508,-660.562026567059,1654
52,52,2,baseline,0,0,0,0
52,52,2,early_mover,4.20726883720016,-117.07033362586,-765.159712591915,2252
52,52,2,sequential,1.11637348236997,-124.283357357562,-806.174099968753,2124
52,52,2,coordinated,0.465153660808198,-106.223439067437,-757.547561211245,1972
52,52,2,delayed_coordination,0.736088653029583,-122.377719206913,-800.224823286424,2166
52,52,4,baseline,0,0,0,0
52,52,4,early_mover,-7.12069807453057,-102.967235371506,-594.219750702168,1608
52,52,4,sequential,-11.6083915740191,-92.8729530390548,-594.976884807097,1464
52,52,4,coordinated,-14.3470357323173,-85.9851276493117,-573.565462764081,1165
52,52,4,delayed_coordination,-10.8621594711569,-102.055831130141,-620.011443313667,1504
52,52,8,baseline,0,0,0,0
52,52,8,early_mover,-11.6355720331142,-89.2218252540086,-527.902508385964,1186
52,52,8,sequential,-19.4920594976972,-84.5698850051003,-473.803097262822,899
52,52,8,coordinated,-24.3228694819741,-53.384557620957,-376.55295850208,607
52,52,8,delayed_coordination,-19.4566844604086,-86.1681673619674,-489.275929724001,904
53,53,2,baseline,0,0,0,0
53,53,2,early_mover,2.27392950160413,-106.687989023013,-757.984217815079,2237
53,53,2,sequential,0.25409497386191,-108.801729764032,-789.030217815694,2262
