replication,seed,scenarioID,scenarioName,finalFitness,finalRisk,finalTrade,finalRecoveringLinks,totalSwitches,localSwitches,globalSwitches
57,57,sequential,Sequential,122.025885465516,249.206467415775,1662.28719807723,271,4328,1201,3127
57,57,coordinated,Coordinated,121.832098792421,248.401730422892,1685.10443028838,278,4360,1223,3137
57,57,delayed_coordination,Delayed Coordination,122.582490890687,260.659943171863,1641.2604203553,275,4399,1172,3227
58,58,baseline,Baseline,124.668455530396,347.798210249246,2480.97145333531,104,2125,462,1663
58,58,early_mover,Early Mover,122.231763887987,229.877834454465,1678.71945509008,248,4469,1047,3422
58,58,sequential,Sequential,120.455045289273,215.635157961391,1588.01780555195,262,4518,1139,3379
58,58,coordinated,Coordinated,120.287723720729,227.540364330766,1634.53927398229,273,4469,1083,3386
58,58,delayed_coordination,Delayed Coordination,119.745139411581,222.311045230974,1603.63629461614,270,4543,1149,3394
59,59,baseline,Baseline,123.239344067742,359.915174216756,2395.31713185643,122,2429,570,1859
59,59,early_mover,Early Mover,120.391921412271,242.112821428552,1691.60954701447,271,4279,1213,3066
59,59,sequential,Sequential,121.72493178895,215.695518544416,1575.0000839833,280,4274,1393,2881
59,59,coordinated,Coordinated,123.657947285998,231.601527693443,1608.13108066154,271,4324,1398,2926
59,59,delayed_coordination,Delayed Coordination,117.166351423763,222.68400029307,1610.24527216016,267,4252,1276,2976
60,60,baseline,Baseline,121.214190982886,374.836436712824,2552.32998897754,102,2118,472,1646
60,60,early_mover,Early Mover,119.076287779493,254.073908821125,1743.65934580523,264,4338,1090,3248
60,60,sequential,Sequential,117.118090229236,240.58929903968,1710.93865320481,267,4264,1187,3077
60,60,coordinated,Coordinated,108.633351454861,277.874183186816,1859.54649287938,214,3612,1009,2603
60,60,delayed_coordination,Delayed Coordination,113.790352326248,254.381429920142,1750.12639706244,252,4269,1158,3111
61,61,baseline,Baseline,123.06487274691,343.897694927733,2368.63974280316,126,2664,476,2188
61,61,early_mover,Early Mover,120.574431144819,232.65717165032,1602.06291744855,282,4863,1223,3640
61,61,sequential,Sequential,121.754074286549,213.897202291304,1532.86482026623,291,4968,1255,3713
61,61,coordinated,Coordinated,118.02703424633,218.706724476628,1608.4349795526,272,4741,1233,3508
61,61,delayed_coordination,Delayed Coordination,119.735079733688,231.76950765619,1563.99623538927,277,4898,1302,3596
62,62,baseline,Baseline,124.993593815148,337.484797323248,2390.89790928518,123,2460,484,1976
62,62,early_mover,Early Mover,121.082649305696,246.017157299307,1713.73881787054,239,4264,1085,3179
62,62,sequential,Sequential,117.74753891757,243.833918001976,1688.57221835314,245,4292,1081,3211
62,62,coordinated,Coordinated,114.342542613264,275.55860684426,1773.6650245062,255,4082,1052,3030
62,62,delayed_coordination,Delayed Coordination,117.080212524753,241.712116627199,1721.4720965591,244,4236,1099,3137
63,63,baseline,Baseline,122.196611871315,360.991759284303,2481.09017600919,98,2086,381,1705
63,63,early_mover,Early Mover,115.660863454671,241.638999341479,1753.64985738232,259,4222,1044,3178
63,63,sequential,Sequential,114.62663564416,228.585332706094,1684.49712054997,265,4235,1107,3128
63,63,coordinated,Coordinated,115.398586237619,231.112916896744,1747.90046874112,259,4355,1145,3210
63,63,delayed_coordination,Delayed Coordination,116.695453301433,224.672695843958,1631.70835543757,286,4426,1105,3321
64,64,baseline,Baseline,125.442163520397,368.535873589824,2449.41737307218,102,2106,676,1430
64,64,early_mover,Early Mover,119.026670333063,264.561564768625,1872.10667172178,211,3413,1078,2335
64,64,sequential,Sequential,113.907181291304,264.934951611581,1863.09540051881,182,3201,1026,2175
64,64,coordinated,Coordinated,111.222730764318,273.989781744671,1928.56225727973,169,3073,992,2081
64,64,delayed_coordination,Delayed Coordination,113.195402101701,257.611496833967,1874.1737667825,180,3247,1001,2246
65,65,baseline,Baseline,122.781354871532,391.278525139383,2531.45910782441,95,1949,384,1565
65,65,early_mover,Early Mover,122.011746617047,241.178460213714,1671.51768409484,260,4260,987,3273
65,65,sequential,Sequential,115.993674517108,250.507094019297,1640.35666670548,228,4019,1050,2969
65,65,coordinated,Coordinated,112.74113593715,261.278383571164,1730.95346352,211,3850,1014,2836
65,65,delayed_coordination,Delayed Coordination,121.123254944373,225.244075690062,1569.13201691359,261,4245,1067,3178
66,66,baseline,Baseline,122.122966190991,345.120175692554,2450.64675561296,103,2162,566,1596
66,66,early_mover,Early Mover,127.124098034739,207.231497125994,1603.09472799822,262,4689,1166,3523
66,66,sequential,Sequential,121.92110301393,201.687375357161,1562.48590571758,263,4567,1187,3380
66,66,coordinated,Coordinated,117.154961890565,224.133939248207,1698.15026011194,251,4344,1286,3058
66,66,delayed_coordination,Delayed Coordination,121.960460163706,206.100551406701,1581.85280638237,253,4651,1216,3435
67,67,baseline,Baseline,121.657265709083,384.258998914857,2572.88776075311,98,1934,490,1444
67,67,early_mover,Early Mover,124.986198788328,259.058313110903,1694.35935276499,262,4526,1003,3523
67,67,sequential,Sequential,121.832995142519,256.665282581532,1664.30971267448,266,4568,1151,3417
67,67,coordinated,Coordinated,120.838724649517,256.467572271376,1665.14071953581,267,4545,1148,3397
67,67,delayed_coordination,Delayed Coordination,123.540284202594,252.442424385809,1636.21350058687,274,4624,1104,3520
68,68,baseline,Baseline,125.141755156698,349.851810072568,2429.36553911372,119,2489,472,2017
68,68,early_mover,Early Mover,124.550739554935,251.737392550284,1611.93864025057,280,4691,1253,3438
68,68,sequential,Sequential,123.37310611145,231.247553663818,1491.55251940278,310,4861,1338,3523
68,68,coordinated,Coordinated,119.815892743283,239.289405673708,1584.27438995856,304,4616,1256,3360
68,68,delayed_coordination,Delayed Coordination,123.613712783964,237.343654320367,1519.04069564245,278,4744,1343,3401
69,69,baseline,Baseline,123.322063383934,346.62292674835,2425.4033803533,127,2439,580,1859
69,69,early_mover,Early Mover,123.165771707948,232.738996172801,1573.44981533527,278,4821,1069,3752
69,69,sequential,Sequential,122.796348876555,218.407352624846,1503.89194006146,299,4884,1250,3634
69,69,coordinated,Coordinated,120.42638004997,221.414846213524,1534.069564103,301,4708,1147,3561
69,69,delayed_coordination,Delayed Coordination,123.608216098699,213.598536683638,1476.62069725131,301,4998,1255,3743
70,70,baseline,Baseline,121.629816127759,329.995175370353,2449.60797195475,106,1972,664,1308
70,70,early_mover,Early Mover,121.04581046694,263.481277471864,1729.4828193087,246,4229,1104,3125
70,70,sequential,Sequential,122.235171113188,240.744727142788,1603.08325310321,262,4448,1109,3339
70,70,coordinated,Coordinated,120.963562270862,245.468228202482,1622.73917314519,268,4466,1168,3298
70,70,delayed_coordination,Delayed Coordination,119.675684856777,257.849252669786,1644.86249430644,265,4319,1092,3227
71,71,baseline,Baseline,124.296754707297,328.802696202771,2335.14366176455,127,2654,601,2053
71,71,early_mover,Early Mover,116.181907398361,246.5095957154,1687.66234531638,269,4562,1115,3447
71,71,sequential,Sequential,115.365927903123,240.337068098671,1629.96432080017,276,4593,1185,3408
71,71,coordinated,Coordinated,113.763160018685,251.245049140845,1672.6327370082,252,4472,1186,3286
71,71,delayed_coordination,Delayed Coordination,114.808284770339,245.609450613823,1634.65602922455,272,4548,1157,3391
72,72,baseline,Baseline,123.584797435207,376.155450647838,2535.99596996849,103,2162,582,1580
72,72,early_mover,Early Mover,124.7464772581,253.296177823579,1683.66577095334,262,4462,1167,3295
72,72,sequential,Sequential,119.65042444625,250.397145603086,1689.54491917842,239,4252,1173,3079
72,72,coordinated,Coordinated,117.093646973037,252.692206352709,1741.46230083075,247,4132,1191,2941
72,72,delayed_coordination,Delayed Coordination,125.986881611313,230.91427920271,1573.43377971516,280,4624,1238,3386
73,73,baseline,Baseline,126.024905246215,334.647935943198,2294.32508591037,132,2742,673,2069
73,73,early_mover,Early Mover,112.749160830878,297.934587352743,1832.02477474257,220,4111,1178,2933
73,73,sequential,Sequential,112.624610178558,292.988455391795,1749.80720771118,242,4191,1194,2997
73,73,coordinated,Coordinated,110.426545872173,297.440245846922,1834.57329976914,230,4144,1212,2932
73,73,delayed_coordination,Delayed Coordination,110.346533794688,294.759345044677,1784.50371026527,225,4067,1142,2925
74,74,baseline,Baseline,122.640868227524,373.05173672127,2576.33988978672,102,1937,580,1357
74,74,early_mover,Early Mover,119.159447352433,265.799304058975,1821.21410115982,239,4030,1060,2970
74,74,sequential,Sequential,114.965716987655,280.634886594922,1834.48863632053,223,3796,1078,2718
74,74,coordinated,Coordinated,115.800899960006,266.405507850961,1761.52871761929,257,4014,1101,2913
74,74,delayed_coordination,Delayed Coordination,116.894240300503,258.815196512895,1754.61690310075,265,4177,1099,3078
75,75,baseline,Baseline,122.478907474524,378.871050383297,2463.92470325732,95,2068,540,1528
75,75,early_mover,Early Mover,122.866875941142,267.903413377595,1722.26892619659,253,4250,1167,3083
75,75,sequential,Sequential,120.882023214836,257.432772153442,1673.37815843491,247,4279,1299,2980
75,75,coordinated,Coordinated,120.963264749083,250.928504971317,1636.26074038922,274,4472,1269,3203
75,75,delayed_coordination,Delayed Coordination,118.155259356992,265.834557652931,1714.46067165169,248,4161,1258,2903
76,76,baseline,Baseline,122.80043810822,369.865741078293,2514.70602048922,111,2168,538,1630
76,76,early_mover,Early Mover,124.549906188658,256.242004410355,1752.85326149394,232,4239,1081,3158
76,76,sequential,Sequential,122.12276933359,236.633642546891,1690.04990770011,274,4413,1220,3193
76,76,coordinated,Coordinated,118.340395702227,249.785935552664,1769.9383073617,242,4213,1103,3110
76,76,delayed_coordination,Delayed Coordination,121.412009791184,246.036130185737,1710.47686711679,258,4362,1170,3192
77,77,baseline,Baseline,121.901483722514,392.186387077521,2516.25620815098,103,2039,650,1389
77,77,early_mover,Early Mover,119.916474797422,272.908426884408,1754.25377147935,249,4107,1255,2852
77,77,sequential,Sequential,116.828600706909,261.121181591774,1707.34151248969,265,4225,1276,2949
77,77,coordinated,Coordinated,117.091803515801,279.792829105799,1738.48218259523,262,4128,1290,2838
77,77,delayed_coordination,Delayed Coordination,117.478660511107,267.581746096083,1688.63161427554,243,4102,1293,2809
78,78,baseline,Baseline,122.292713842599,375.176698648158,2474.89887584027,110,2309,526,1783
78,78,early_mover,Early Mover,110.298864920898,280.754298949572,1921.40229813483,211,3889,942,2947
78,78,sequential,Sequential,109.169757964341,263.891327925144,1858.80779339974,229,3927,1033,2894
78,78,coordinated,Coordinated,107.443143456723,275.015893927078,1918.29123819748,209,3849,1016,2833
78,78,delayed_coordination,Delayed Coordination,107.289498837871,270.987470092865,1903.7072343462,225,3885,966,2919
79,79,baseline,Baseline,125.260971645592,374.308676069199,2562.35197809865,100,2025,588,1437
79,79,early_mover,Early Mover,125.309451486144,248.460312169492,1706.0330333413,258,4270,1007,3263
79,79,sequential,Sequential,121.180137884685,236.435046127864,1676.14652240363,266,4120,1058,3062
79,79,coordinated,Coordinated,114.565942457785,254.578447080755,1807.120381079,236,3621,954,2667
79,79,delayed_coordination,Delayed Coordination,122.622100785428,237.754756968166,1661.18633867779,262,4264,1066,3198
80,80,baseline,Baseline,121.972860375058,382.804133630701,2522.68162372281,97,1995,453,1542
80,80,early_mover,Early Mover,122.905473660594,232.340824488814,1695.21965315084,255,4377,1141,3236
80,80,sequential,Sequential,123.844514338687,218.288763650782,1570.096301995,290,4407,1195,3212
80,80,coordinated,Coordinated,117.859334447418,247.458555426,1675.15544046987,286,4265,1109,3156
80,80,delayed_coordination,Delayed Coordination,123.30840460385,225.50102190121,1608.86515121727,282,4564,1209,3355
81,81,baseline,Baseline,124.161773878851,370.34615973172,2582.28795750304,85,1955,365,1590
81,81,early_mover,Early Mover,121.73153201101,252.687144474112,1764.42094185659,255,4283,1263,3020
81,81,sequential,Sequential,123.142398123877,227.923811916192,1621.08158893007,280,4342,1332,3010
81,81,coordinated,Coordinated,119.733439622608,250.450159947413,1755.89200617392,268,4199,1225,2974
81,81,delayed_coordination,Delayed Coordination,120.476079648951,232.919370694148,1671.65497800962,269,4341,1292,3049
82,82,baseline,Baseline,125.275086880404,360.585160139149,2446.88526520105,109,2295,395,1900
82,82,early_mover,Early Mover,125.761081021307,244.967196819033,1608.59264436694,264,4547,1343,3204
82,82,sequential,Sequential,119.615633476332,241.690484714168,1619.09073426534,261,4351,1382,2969
82,82,coordinated,Coordinated,116.757868476525,254.764155212225,1666.427240991,260,4305,1383,2922
82,82,delayed_coordination,Delayed Coordination,121.300086325233,234.351098655906,1575.84422251072,278,4574,1396,3178
83,83,baseline,Baseline,123.277085500418,374.808632819193,2489.53603342903,105,2204,451,1753
83,83,early_mover,Early Mover,119.812118959156,278.975039932141,1743.96029265127,248,4337,1023,3314
83,83,sequential,Sequential,115.401405437056,262.020886962239,1722.68667198533,230,4108,1032,3076
83,83,coordinated,Coordinated,116.965407796333,257.535853746621,1799.99960788768,229,4045,953,3092
83,83,delayed_coordination,Delayed Coordination,118.533820892917,258.811480390935,1664.89361222929,228,4232,1046,3186
84,84,baseline,Baseline,122.382220403805,384.611755633274,2494.95503142493,93,1825,511,1314
84,84,early_mover,Early Mover,117.21895041423,316.082448204883,1868.39739433735,224,3617,959,2658
84,84,sequential,Sequential,120.188427497743,250.72101037405,1644.19551378063,269,3838,1074,2764
84,84,coordinated,Coordinated,119.252591706526,234.376769025243,1726.51741873969,261,4094,1166,2928
84,84,delayed_coordination,Delayed Coordination,120.876587352197,236.476250096146,1641.63974349926,259,3890,1092,2798
85,85,baseline,Baseline,124.930595785233,337.809753779667,2437.627732152,121,2308,573,1735
85,85,early_mover,Early Mover,116.60315494339,243.743631689583,1804.5778050273,252,4046,1123,2923
85,85,sequential,Sequential,111.61653658344,242.486360254581,1796.3174471505,212,3823,1092,2731
85,85,coordinated,Coordinated,113.701984594612,247.813823363454,1788.16898622516,226,3982,1155,2827
85,85,delayed_coordination,Delayed Coordination,113.404827815671,239.753015897196,1771.40098086807,237,3969,1132,2837
86,86,baseline,Baseline,124.489326992393,413.496681892735,2632.63421941163,85,1666,416,1250
86,86,early_mover,Early Mover,120.508677469624,287.673103918755,1852.5623068583,255,3706,1018,2688
86,86,sequential,Sequential,114.378213505845,306.915276999738,1870.09412685431,236,3605,1043,2562
86,86,coordinated,Coordinated,112.953924867774,317.351337305861,1935.94525204525,211,3536,1003,2533
86,86,delayed_coordination,Delayed Coordination,117.313058208177,279.194073839854,1810.10887712686,251,3716,1024,2692
87,87,baseline,Baseline,121.418985134136,400.783435125497,2682.01457983065,67,1341,496,845
87,87,early_mover,Early Mover,116.484705234245,291.181586591661,2044.59502613979,206,3185,992,2193
87,87,sequential,Sequential,118.451980962751,264.274392986887,1852.99917589119,240,3418,1121,2297
87,87,coordinated,Coordinated,119.084427098475,252.215737383037,1826.42131367927,245,3670,1116,2554
87,87,delayed_coordination,Delayed Coordination,116.063293359614,277.580719447846,1890.79433790262,237,3339,1080,2259
88,88,baseline,Baseline,123.358877201516,368.297700493625,2524.95541174584,89,1968,619,1349
88,88,early_mover,Early Mover,114.031610897692,276.888773470224,1965.48059575698,196,3456,1073,2383
88,88,sequential,Sequential,113.983653932627,269.448411783347,1863.76629384124,224,3636,1119,2517
88,88,coordinated,Coordinated,113.444971166613,263.265372421963,1889.90702474254,218,3706,1181,2525
88,88,delayed_coordination,Delayed Coordination,111.761516751929,269.222459995245,1913.48024227011,200,3460,1058,2402
89,89,baseline,Baseline,125.161425539448,358.03341690049,2385.98506582655,116,2333,582,1751
89,89,early_mover,Early Mover,116.716458042325,274.525996139353,1746.14412742244,246,4049,1178,2871
89,89,sequential,Sequential,110.24191083062,271.766615959005,1786.59818672074,245,3915,1166,2749
89,89,coordinated,Coordinated,117.589876045476,251.509526716823,1630.2091001369,264,4465,1319,3146
89,89,delayed_coordination,Delayed Coordination,114.887495579205,261.393378953821,1658.7084070735,253,4164,1204,2960
90,90,baseline,Baseline,125.150602127758,390.122755307945,2574.01700730986,98,2086,538,1548
90,90,early_mover,Early Mover,124.239326338134,266.600517423875,1710.70362263743,259,4252,1196,3056
90,90,sequential,Sequential,119.480686348954,262.615430948095,1720.18554878778,253,4058,1213,2845
90,90,coordinated,Coordinated,117.192362506359,275.785903016914,1754.75972897463,244,4078,1111,2967
90,90,delayed_coordination,Delayed Coordination,121.35873355395,257.200875854643,1674.43084872795,257,4223,1118,3105
91,91,baseline,Baseline,124.366945692891,371.848259915583,2595.42635025199,108,2088,709,1379
91,91,early_mover,Early Mover,126.634088426912,273.859540158338,1794.83346469723,253,4387,1147,3240
91,91,sequential,Sequential,122.287923845656,269.80426376753,1776.27555815364,258,4300,1187,3113
91,91,coordinated,Coordinated,127.917300854519,249.281860590835,1674.65648671362,283,4688,1240,3448
91,91,delayed_coordination,Delayed Coordination,122.701632593721,272.535787677571,1777.25667636975,247,4270,1161,3109
92,92,baseline,Baseline,122.459361623281,345.426779138657,2383.87147088819,98,2129,432,1697
92,92,early_mover,Early Mover,117.543807657152,237.114203708288,1752.80308157758,226,3916,874,3042
92,92,sequential,Sequential,114.865131649842,228.92869311577,1704.99198742511,235,3953,930,3023
92,92,coordinated,Coordinated,111.109592143295,242.718280729803,1737.39158084432,225,3855,940,2915
92,92,delayed_coordination,Delayed Coordination,115.996701026231,225.519572343309,1689.63613832408,222,4006,909,3097
93,93,baseline,Baseline,121.822841630677,377.720201571613,2508.69696981082,104,2120,460,1660
93,93,early_mover,Early Mover,120.491839808923,256.530037037867,1745.61090690683,265,4353,1154,3199
93,93,sequential,Sequential,116.166819538629,255.732370979049,1721.68427847271,241,4138,1229,2909
93,93,coordinated,Coordinated,114.422730244053,273.399375603941,1799.30555229492,248,4003,1184,2819
93,93,delayed_coordination,Delayed Coordination,119.206515220401,244.379755670665,1679.63611028797,275,4352,1246,3106
94,94,baseline,Baseline,124.536688118596,380.440820874373,2500.32680469769,90,1852,519,1333
94,94,early_mover,Early Mover,126.631136277787,262.522175649533,1692.85510495483,255,4264,1057,3207
94,94,sequential,Sequential,122.632897040965,257.08666470933,1694.5141560015,258,4267,1159,3108
94,94,coordinated,Coordinated,124.943255449556,258.91111073492,1669.69798650561,261,4326,1198,3128
94,94,delayed_coordination,Delayed Coordination,123.819348790146,260.34267881744,1662.0205420707,260,4319,1140,3179
95,95,baseline,Baseline,127.264144576925,381.937551516144,2498.40150307596,104,2094,636,1458
95,95,early_mover,Early Mover,127.864093556112,252.603054136321,1633.13617250146,284,4514,1215,3299
95,95,sequential,Sequential,126.347526365368,247.398264267453,1581.96999756119,281,4544,1346,3198
95,95,coordinated,Coordinated,120.402533508692,258.863892999346,1718.19407423668,237,4251,1256,2995
95,95,delayed_coordination,Delayed Coordination,129.626825581916,240.019158514166,1549.24146968693,304,4719,1319,3400
96,96,baseline,Baseline,120.88222279939,363.386772031506,2509.15184939891,98,1993,528,1465
96,96,early_mover,Early Mover,119.048813666044,287.063768373575,1821.60897668037,232,3946,1114,2832
96,96,sequential,Sequential,118.115186518354,282.675550502329,1769.82164161219,231,3968,1085,2883
96,96,coordinated,Coordinated,116.645591799776,276.458311330768,1796.02283326552,230,3999,1141,2858
96,96,delayed_coordination,Delayed Coordination,116.701497647288,263.896928771889,1741.54606270961,238,3942,1081,2861
97,97,baseline,Baseline,123.443892012537,342.707249631367,2495.22599334016,117,2461,508,1953
97,97,early_mover,Early Mover,122.338053591317,212.451608119559,1664.06768628071,278,4446,1241,3205
97,97,sequential,Sequential,117.269794974868,207.291825208756,1622.97118869282,271,4365,1255,3110
97,97,coordinated,Coordinated,110.481123486135,252.589210104657,1739.34783113605,239,4008,1166,2842
97,97,delayed_coordination,Delayed Coordination,118.140261416804,207.663804309298,1618.64562374192,263,4270,1296,2974
98,98,baseline,Baseline,122.414644025495,378.254738517727,2396.08950673789,115,2255,587,1668
98,98,early_mover,Early Mover,116.789807963199,298.304924455181,1714.04300687193,250,4068,1133,2935
98,98,sequential,Sequential,115.616563782206,268.907244450951,1680.08774109177,270,4076,1163,2913
98,98,coordinated,Coordinated,115.391059001769,262.325565210558,1633.90759556603,271,4324,1175,3149
98,98,delayed_coordination,Delayed Coordination,116.523546005984,258.429811900926,1648.79392000309,264,4151,1204,2947
99,99,baseline,Baseline,124.131801211366,370.657942371323,2653.91846267098,83,1672,424,1248
99,99,early_mover,Early Mover,126.231206806591,233.105791845694,1725.70795595923,257,4170,1086,3084
99,99,sequential,Sequential,125.753419448229,226.317958415217,1660.02711802142,265,4085,1140,2945
99,99,coordinated,Coordinated,124.061407836279,241.453834521378,1747.40242997901,261,4184,1149,3035
99,99,delayed_coordination,Delayed Coordination,125.680273818408,224.847869872952,1628.05494897425,285,4171,1171,3000
100,100,baseline,Baseline,121.659077184905,364.422206982611,2459.38025859286,112,2253,627,1626
100,100,early_mover,Early Mover,118.468116015034,255.631217092207,1721.27312341213,258,4364,1222,3142
100,100,sequential,Sequential,112.881193724542,252.056162476945,1719.39133277483,238,4104,1204,2900
100,100,coordinated,Coordinated,111.346119170507,236.200134778751,1723.9478600159,242,4159,1115,3044
100,100,delayed_coordination,Delayed Coordination,116.613125981761,228.597308535232,1637.51740921582,262,4316,1187,3129
