replication,seed,scenarioID,scenarioName,finalFitness,finalRisk,finalTrade,finalRecoveringLinks,totalSwitches,localSwitches,globalSwitches
44,44,early_mover,Early Mover,118.983745353967,272.136533593999,1845.73278599103,226,3753,1078,2675
44,44,sequential,Sequential,113.516670984987,268.239825726587,1847.81934951339,233,3712,1128,2584
44,44,coordinated,Coordinated,118.68321824962,257.963832083336,1771.51369862946,249,4071,1165,2906
44,44,delayed_coordination,Delayed Coordination,114.189259623171,270.576656354259,1839.77552023401,225,3728,1106,2622
45,45,baseline,Baseline,124.759221726618,378.385170862158,2569.29021130521,98,1979,480,1499
45,45,early_mover,Early Mover,121.637058915049,256.819313959445,1800.67429178137,248,4044,1138,2906
45,45,sequential,Sequential,116.190548729353,261.871110014759,1760.39661068923,247,4039,1134,2905
45,45,coordinated,Coordinated,114.600380634453,275.149191991674,1793.78494615451,260,4121,1142,2979
45,45,delayed_coordination,Delayed Coordination,118.472213599389,256.701461859219,1716.73780777395,261,4132,1142,2990
46,46,baseline,Baseline,123.914326956905,368.616702472674,2520.61889905657,98,2038,527,1511
46,46,early_mover,Early Mover,121.010489945205,276.675703939022,1787.09841529763,246,4072,1017,3055
46,46,sequential,Sequential,121.816462086298,255.875952752415,1670.63567140728,275,4158,1129,3029
46,46,coordinated,Coordinated,114.351191599712,287.494123201867,1875.48425064708,225,3854,1084,2770
46,46,delayed_coordination,Delayed Coordination,120.144672595488,265.202443165473,1713.60005045532,263,4118,1120,2998
47,47,baseline,Baseline,123.169355189242,337.108112885398,2485.14014823711,107,2125,550,1575
47,47,early_mover,Early Mover,127.142123964936,218.884634912414,1683.11292711107,271,4553,1111,3442
47,47,sequential,Sequential,125.45050841985,220.089112319239,1591.18173558539,292,4607,1195,3412
47,47,coordinated,Coordinated,118.509253516782,238.436662813351,1693.21702918893,266,4337,1149,3188
47,47,delayed_coordination,Delayed Coordination,126.060737500913,225.125576902314,1600.05676438774,278,4560,1158,3402
48,48,baseline,Baseline,122.10791954081,374.821510868769,2590.74409504504,90,1823,612,1211
48,48,early_mover,Early Mover,117.487549335315,267.020678157038,1807.81414657243,249,3959,1119,2840
48,48,sequential,Sequential,112.795557615179,277.644850793231,1812.63944758717,229,3718,1069,2649
48,48,coordinated,Coordinated,110.66989101277,294.723081361617,1903.6391212238,167,3279,976,2303
48,48,delayed_coordination,Delayed Coordination,115.944208266786,265.556975137101,1760.26607520725,241,3889,1094,2795
49,49,baseline,Baseline,125.5455032382,315.655058958907,2404.0907749784,123,2309,647,1662
49,49,early_mover,Early Mover,118.178785206819,265.732453191793,1855.29890168288,206,3663,1056,2607
49,49,sequential,Sequential,114.307342994956,261.564893495406,1816.57155893332,196,3600,1070,2530
49,49,coordinated,Coordinated,113.965492017137,260.135717756227,1819.87194780833,220,3849,1114,2735
49,49,delayed_coordination,Delayed Coordination,113.974971560088,262.129885741438,1850.07633213151,201,3676,1076,2600
50,50,baseline,Baseline,126.293308402581,350.200206957506,2478.55805462828,111,2189,608,1581
50,50,early_mover,Early Mover,122.369788736546,239.172039261039,1808.3326537051,257,4066,1221,2845
50,50,sequential,Sequential,119.161743912052,236.019391218585,1790.88186547102,259,4015,1264,2751
50,50,coordinated,Coordinated,116.340295494206,247.015700788197,1887.65145963191,239,3854,1239,2615
50,50,delayed_coordination,Delayed Coordination,120.296298733159,229.332562238895,1761.0047411114,271,4058,1234,2824
51,51,baseline,Baseline,121.398304223386,381.822678488842,2567.41180017882,99,2018,549,1469
51,51,early_mover,Early Mover,115.664347949662,263.80541015241,1892.52175571234,230,3903,1097,2806
51,51,sequential,Sequential,114.466270368739,241.525264663135,1836.77265615292,233,3870,1118,2752
51,51,coordinated,Coordinated,123.500281056134,216.085908535556,1652.92152826777,291,4513,1215,3298
51,51,delayed_coordination,Delayed Coordination,114.856762525779,241.45308781169,1824.19115917075,249,3968,1114,2854
52,52,baseline,Baseline,127.705157333736,369.28361146561,2468.09164463911,114,2296,549,1747
52,52,early_mover,Early Mover,120.584459259205,266.316376094104,1873.87189393694,221,3904,1131,2773
52,52,sequential,Sequential,116.096765759717,276.410658426555,1873.11475983201,213,3760,1128,2632
52,52,coordinated,Coordinated,113.358121601418,283.298483816298,1894.52618187503,207,3461,1024,2437
52,52,delayed_coordination,Delayed Coordination,116.842997862579,267.227780335469,1848.08020132544,216,3800,1148,2652
53,53,baseline,Baseline,121.943142381239,346.688670172948,2387.7162702576,115,2381,575,1806
53,53,early_mover,Early Mover,116.335214380135,226.848272156861,1697.06174588647,272,4200,1098,3102
53,53,sequential,Sequential,116.744884164052,223.714161652761,1676.84573020927,267,4324,1140,3184
53,53,coordinated,Coordinated,115.721497113707,224.263263417752,1620.21595873503,282,4445,1124,3321
53,53,delayed_coordination,Delayed Coordination,114.349866929065,227.487918344182,1717.52722622941,256,4215,1102,3113
54,54,baseline,Baseline,124.588828871826,357.889736470548,2511.14128804655,113,2153,727,1426
54,54,early_mover,Early Mover,120.871824509912,254.731709865038,1747.5986111225,223,4182,1081,3101
54,54,sequential,Sequential,118.644488544794,237.566073085591,1611.62444097235,257,4345,1187,3158
54,54,coordinated,Coordinated,116.524304864817,253.116889969779,1710.49940989696,251,4093,1200,2893
54,54,delayed_coordination,Delayed Coordination,115.477175784629,245.861281822907,1696.54641224306,224,4100,1087,3013
55,55,baseline,Baseline,125.591206911265,364.572262315941,2522.15984650322,104,1997,650,1347
55,55,early_mover,Early Mover,124.731509417373,245.30085273305,1697.51207577012,255,4314,1277,3037
55,55,sequential,Sequential,123.231669913194,239.433389920727,1622.6802813665,290,4389,1321,3068
55,55,coordinated,Coordinated,121.796305420194,255.022661273267,1671.50833383638,280,4245,1252,2993
55,55,delayed_coordination,Delayed Coordination,123.831483757056,231.056643659542,1603.16694639628,279,4446,1291,3155
56,56,baseline,Baseline,124.548312553382,363.304036232974,2442.58528145174,113,2297,621,1676
56,56,early_mover,Early Mover,111.997897749039,312.372828820699,1989.04784748551,194,3344,1121,2223
56,56,sequential,Sequential,107.163134035311,307.471100420889,1959.18151551147,183,3174,1077,2097
56,56,coordinated,Coordinated,106.757970279647,311.246412713022,1999.83402191748,186,3284,1048,2236
56,56,delayed_coordination,Delayed Coordination,107.198395392882,307.758264391766,1980.6193548954,180,3159,1058,2101
57,57,baseline,Baseline,126.141976716695,381.660266349182,2474.53264964,115,2313,470,1843
57,57,early_mover,Early Mover,122.941740219548,278.534053895906,1760.65692771639,254,4208,1118,3090
