replication,seed,scenario_A,scenario_B,delta_final_fitness_A_minus_B,delta_final_risk_A_minus_B,delta_final_trade_A_minus_B,delta_switches_A_minus_B
21,21,sequential,delayed_coordination,-0.315489376030797,-0.37944679495115,3.16763891602113,-80
21,21,coordinated,delayed_coordination,1.99345366295488,-10.4816669256126,-11.8995429491642,103
22,22,early_mover,sequential,5.11914727425732,-0.897090313135834,-18.5080741212926,262
22,22,early_mover,coordinated,1.1362410293368,5.8565249554087,39.6789385275597,-199
22,22,early_mover,delayed_coordination,0.771732533924236,17.1622361037516,49.7300041668932,-55
22,22,sequential,coordinated,-3.98290624492051,6.75361526854454,58.1870126488523,-461
22,22,sequential,delayed_coordination,-4.34741474033308,18.0593264168875,68.2380782881858,-317
22,22,coordinated,delayed_coordination,-0.364508495412565,11.3057111483429,10.0510656393335,144
23,23,early_mover,sequential,-0.545039166269504,15.8388587029232,98.6156141442843,-146
23,23,early_mover,coordinated,0.702610000569763,10.4150348472873,19.5713889760289,157
23,23,early_mover,delayed_coordination,1.99865088710136,11.8398870443691,64.2221947511368,-52
23,23,sequential,coordinated,1.24764916683927,-5.42382385563593,-79.0442251682555,303
23,23,sequential,delayed_coordination,2.54369005337087,-3.9989716585541,-34.3934193931475,94
23,23,coordinated,delayed_coordination,1.2960408865316,1.42485219708183,44.650805775108,-209
24,24,early_mover,sequential,-1.27793788235054,11.2880083476286,81.4156304100038,-62
24,24,early_mover,coordinated,3.59688971424119,8.69831372402504,-26.9312573313482,113
24,24,early_mover,delayed_coordination,-1.11671224273927,13.2509302974629,90.3286385919703,-87
24,24,sequential,coordinated,4.87482759659173,-2.58969462360361,-108.346887741352,175
24,24,sequential,delayed_coordination,0.161225639611274,1.96292194983428,8.91300818196646,-25
24,24,coordinated,delayed_coordination,-4.71360195698045,4.55261657343789,117.259895923318,-200
25,25,early_mover,sequential,3.15696887570947,-10.0104281384758,24.2511936704914,-2
25,25,early_mover,coordinated,5.53736596694002,-14.3160795865891,-36.1319654378112,32
25,25,early_mover,delayed_coordination,2.52990927505081,-0.650816670563955,38.380910877589,-28
25,25,sequential,coordinated,2.38039709123055,-4.30565144811331,-60.3831591083026,34
25,25,sequential,delayed_coordination,-0.627059600658654,9.35961146791186,14.1297172070977,-26
25,25,coordinated,delayed_coordination,-3.0074566918892,13.6652629160252,74.5128763154003,-60
26,26,early_mover,sequential,-1.28035590409034,2.77194039094019,100.984883044387,-119
26,26,early_mover,coordinated,0.929958108387069,-3.21782366528544,71.7755128856093,-106
26,26,early_mover,delayed_coordination,-2.0310959414837,3.24397253125073,80.8515053473468,-178
26,26,sequential,coordinated,2.21031401247741,-5.98976405622562,-29.2093701587773,13
26,26,sequential,delayed_coordination,-0.750740037393356,0.472032140310546,-20.1333776970398,-59
26,26,coordinated,delayed_coordination,-2.96105404987077,6.46179619653617,9.07599246173754,-72
27,27,early_mover,sequential,-0.45978195282656,4.26968576539633,109.559691299894,25
27,27,early_mover,coordinated,4.19416881239346,-24.3770916751943,17.6117555857531,377
27,27,early_mover,delayed_coordination,3.73773642561339,-7.04574964442497,62.2477558758831,-15
27,27,sequential,coordinated,4.65395076522002,-28.6467774405906,-91.9479357141408,352
27,27,sequential,delayed_coordination,4.19751837843995,-11.3154354098213,-47.3119354240109,-40
