recovery_horizon,scenario_id,scenario_name,time,GroupCount,mean_delta_risk,std_delta_risk,mean_volume_effect,std_volume_effect,mean_composition_effect,std_composition_effect,mean_volume_share_of_delta_risk,std_volume_share_of_delta_risk,mean_composition_share_of_delta_risk,std_composition_share_of_delta_risk
5,sequential,Sequential,12,100,-94.2154248280264,17.9273479753163,-95.3312870923778,14.4565672964695,1.1158622643514,13.7468172965858,1.0343278074641,0.176383707169902,-0.0343278074640966,0.176383707169902
5,sequential,Sequential,13,100,-97.5429603710785,18.2067633560579,-98.9440179003424,14.69117606997,1.40105752926393,14.013077650001,1.03650409136201,0.176009815331245,-0.0365040913620077,0.176009815331245
5,sequential,Sequential,14,100,-102.567204477904,18.713291013662,-104.258969734606,15.1617419999996,1.69176525670175,14.6322829199679,1.03778988214979,0.172736690617781,-0.0377898821497907,0.172736690617781
5,sequential,Sequential,15,100,-106.78817208004,19.5410948353278,-108.240700864827,15.629647711095,1.45252878478714,15.1684830381696,1.03539797261912,0.174933380485842,-0.0353979726191244,0.174933380485842
5,sequential,Sequential,16,100,-109.580043434307,19.7701929868722,-110.847020907259,15.8967379213069,1.26697747295187,14.9603504777539,1.03239178950488,0.171029490127416,-0.0323917895048836,0.171029490127416
5,sequential,Sequential,17,100,-111.896885977238,20.173240818648,-113.068452022802,16.0585148954073,1.17156604556375,15.185020116965,1.03202428417257,0.173613302886713,-0.0320242841725728,0.173613302886713
5,sequential,Sequential,18,100,-113.034541449874,20.5371504750905,-114.287714062118,16.3079454430895,1.25317261224368,15.2245649124298,1.032947633835,0.175317246059692,-0.0329476338350015,0.175317246059692
5,sequential,Sequential,19,100,-113.826012904772,20.6862549345544,-115.201640723156,16.5300476701097,1.37562781838389,15.1913226916889,1.03369728289403,0.175236806272013,-0.0336972828940335,0.175236806272013
5,sequential,Sequential,20,100,-114.624290471025,20.7888667363198,-115.910738121478,16.6197288468139,1.28644765045276,15.1592580012476,1.03258044519015,0.174291361511453,-0.0325804451901472,0.174291361511453
7,coordinated,Coordinated,0,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,coordinated,Coordinated,1,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,coordinated,Coordinated,2,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,coordinated,Coordinated,3,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,coordinated,Coordinated,4,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,coordinated,Coordinated,5,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,coordinated,Coordinated,6,100,-21.1271908328998,5.66794218118369,-20.8177889864067,3.7469017222944,-0.3094018464931,4.23061805370534,1.0318100037597,0.232343366816478,-0.0318100037596978,0.232343366816478
7,coordinated,Coordinated,7,100,-52.1711142870672,14.2318455728093,-52.6192135188425,9.67341548023666,0.448099231775244,10.1739891961776,1.05412466898977,0.230303398424525,-0.0541246689897701,0.230303398424525
7,coordinated,Coordinated,8,100,-71.6075366248096,17.6305117096738,-72.2075247513033,12.6350374101412,0.599988126493678,13.0004504663785,1.04583686670993,0.223293665090089,-0.0458368667099271,0.223293665090089
7,coordinated,Coordinated,9,100,-82.1457515064898,17.3927438561223,-82.6662000265975,13.6029753430918,0.520448520107739,14.4102594007441,1.03774068595971,0.22290613486064,-0.0377406859597123,0.22290613486064
7,coordinated,Coordinated,10,100,-88.2938489324594,18.3570122124492,-88.9072207655671,14.8687772079177,0.61337183310777,15.2134404225567,1.03531700793844,0.214056920419814,-0.0353170079384394,0.214056920419814
7,coordinated,Coordinated,11,100,-93.2556841112499,18.4754158312272,-94.1252033961659,15.8424656230075,0.869519284915948,15.408453932119,1.03253466844738,0.194965947079882,-0.0325346684473828,0.194965947079882
7,coordinated,Coordinated,12,100,-96.9920337878289,19.1549977475054,-97.9582497064368,16.5203583557004,0.966215918607833,15.9246730580986,1.03297690944515,0.192609885995532,-0.0329769094451541,0.192609885995532
7,coordinated,Coordinated,13,100,-100.06455028381,19.7737160815268,-101.089215671274,16.9699976995069,1.02466538746454,16.2530092439842,1.03319573209685,0.190301941467567,-0.0331957320968487,0.190301941467567
7,coordinated,Coordinated,14,100,-102.63029147109,20.1460810858233,-103.76000033315,17.3987887965544,1.12970886205951,16.1756288179512,1.03207369041095,0.181465053447879,-0.0320736904109494,0.181465053447879
7,coordinated,Coordinated,15,100,-104.796050831489,20.6021005530344,-105.725971386856,17.5964232936109,0.929920555367048,16.1229267057604,1.02966288644695,0.177466800188514,-0.029662886446946,0.177466800188514
7,coordinated,Coordinated,16,100,-106.221169471421,20.66626917916,-107.273716454863,17.692725119149,1.05254698344131,16.187751146638,1.03008804284712,0.175194540600029,-0.0300880428471228,0.175194540600029
7,coordinated,Coordinated,17,100,-107.524878766336,20.8590344303335,-108.667920687081,17.7800739146392,1.14304192074542,16.2951556736167,1.03073216622919,0.174904186141469,-0.0307321662291865,0.174904186141469
7,coordinated,Coordinated,18,100,-108.541252295737,21.1519388501249,-109.68741846321,17.8874717468153,1.14616616747345,16.4096364065022,1.0309990008564,0.175249970812772,-0.0309990008563999,0.175249970812772
7,coordinated,Coordinated,19,100,-109.135212915103,21.356888774039,-110.468100774688,18.054140492748,1.33288785958521,16.6114762525745,1.03304595983317,0.178063624463982,-0.0330459598331723,0.178063624463982
7,coordinated,Coordinated,20,100,-109.644385603037,21.5331723508989,-111.113528246698,18.3007175437315,1.46914264366114,16.6925982164718,1.03397884692025,0.178243702749664,-0.0339788469202522,0.178243702749664
7,delayed_coordination,Delayed Coordination,0,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,delayed_coordination,Delayed Coordination,1,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,delayed_coordination,Delayed Coordination,2,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,delayed_coordination,Delayed Coordination,3,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,delayed_coordination,Delayed Coordination,4,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,delayed_coordination,Delayed Coordination,5,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,delayed_coordination,Delayed Coordination,6,100,-19.3468587296016,4.76671322373308,-19.6061180510993,3.37392603213979,0.259259321497703,3.79988034555971,1.05625591310031,0.24009695621573,-0.0562559131003059,0.24009695621573
7,delayed_coordination,Delayed Coordination,7,100,-49.9520944587909,12.4934655550823,-51.506338590988,9.33731517505101,1.55424413219713,9.2736329192607,1.06284144886463,0.187942524154621,-0.0628414488646342,0.187942524154621
7,delayed_coordination,Delayed Coordination,8,100,-67.5095025438148,13.37915977547,-69.4360881875147,11.3199292799341,1.92658564369988,10.6932336705048,1.04873044335289,0.167534538197199,-0.048730443352893,0.167534538197199
7,delayed_coordination,Delayed Coordination,9,100,-78.5074277476354,14.1305068894083,-79.9095399327056,12.0226319876144,1.40211218507016,11.6181250826426,1.034993721554,0.157903062711822,-0.0349937215539961,0.157903062711822
7,delayed_coordination,Delayed Coordination,10,100,-85.8936734751713,15.0518347667169,-86.8794575350646,12.1862143381705,0.985784059893283,12.3002237257177,1.02879426220095,0.153769921483959,-0.0287942622009454,0.153769921483959
7,delayed_coordination,Delayed Coordination,11,100,-91.2383390963691,15.6383518802098,-92.6539232442038,12.6074620540456,1.41558414783466,12.7064778326445,1.03254518704357,0.150998057377144,-0.0325451870435738,0.150998057377144
7,delayed_coordination,Delayed Coordination,12,100,-98.075412805665,16.6567571872168,-99.9484996122514,13.5831188853444,1.87308680658639,13.3506725470309,1.03490041198105,0.144925744389195,-0.0349004119810511,0.144925744389195
7,delayed_coordination,Delayed Coordination,13,100,-103.338000611517,17.0384008963815,-105.303930540971,14.2821491970178,1.96592992945392,13.2281305946794,1.03310384306687,0.137668995727813,-0.0331038430668667,0.137668995727813
7,delayed_coordination,Delayed Coordination,14,100,-107.515222690402,17.6021224460996,-109.342325978139,14.8662221258844,1.82710328773737,13.5355759312259,1.03055474884233,0.135329613322847,-0.0305547488423336,0.135329613322847
7,delayed_coordination,Delayed Coordination,15,100,-110.782981332337,17.9541569676595,-112.417222493652,15.1938893773417,1.63424116131506,13.6442039704717,1.02784410782654,0.132108532525231,-0.0278441078265431,0.132108532525231
7,delayed_coordination,Delayed Coordination,16,100,-112.949371457265,18.2494132409599,-114.682310930496,15.3913034265995,1.73293947323129,13.8534575676106,1.02844807584413,0.131320974367349,-0.0284480758441286,0.131320974367349
7,delayed_coordination,Delayed Coordination,17,100,-114.464197896313,18.5895730094195,-116.075745991076,15.6218754782338,1.61154809476253,14.1148543100842,1.02741596206525,0.132246807559173,-0.0274159620652489,0.132246807559173
7,delayed_coordination,Delayed Coordination,18,100,-115.373961521384,18.9564682938682,-117.054953795179,15.81399805415,1.68099227379572,14.3494939915136,1.02834902570672,0.13390388582583,-0.0283490257067185,0.13390388582583
7,delayed_coordination,Delayed Coordination,19,100,-115.967155730006,19.1558218831907,-117.823632977161,15.940373607955,1.85647724715521,14.4471052777242,1.02999673122124,0.133949788694809,-0.0299967312212352,0.133949788694809
7,delayed_coordination,Delayed Coordination,20,100,-116.492955881994,19.4155242158656,-118.41305116043,16.1380760963418,1.92009527843595,14.6391196649008,1.0308879223437,0.136657171722229,-0.0308879223437041,0.136657171722229
7,early_mover,Early Mover,0,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,early_mover,Early Mover,1,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,early_mover,Early Mover,2,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,early_mover,Early Mover,3,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,early_mover,Early Mover,4,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,early_mover,Early Mover,5,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,early_mover,Early Mover,6,100,-19.3468587296016,4.76671322373308,-19.6061180510993,3.37392603213979,0.259259321497703,3.79988034555971,1.05625591310031,0.24009695621573,-0.0562559131003059,0.24009695621573
7,early_mover,Early Mover,7,100,-49.9520944587909,12.4934655550823,-51.506338590988,9.33731517505101,1.55424413219713,9.2736329192607,1.06284144886463,0.187942524154621,-0.0628414488646342,0.187942524154621
7,early_mover,Early Mover,8,100,-67.5095025438148,13.37915977547,-69.4360881875147,11.3199292799341,1.92658564369988,10.6932336705048,1.04873044335289,0.167534538197199,-0.048730443352893,0.167534538197199
7,early_mover,Early Mover,9,100,-78.5074277476354,14.1305068894083,-79.9095399327056,12.0226319876144,1.40211218507016,11.6181250826426,1.034993721554,0.157903062711822,-0.0349937215539961,0.157903062711822
7,early_mover,Early Mover,10,100,-85.8936734751713,15.0518347667169,-86.8794575350646,12.1862143381705,0.985784059893283,12.3002237257177,1.02879426220095,0.153769921483959,-0.0287942622009454,0.153769921483959
7,early_mover,Early Mover,11,100,-91.2383390963691,15.6383518802098,-92.6539232442038,12.6074620540456,1.41558414783466,12.7064778326445,1.03254518704357,0.150998057377144,-0.0325451870435738,0.150998057377144
7,early_mover,Early Mover,12,100,-94.8819475436148,16.3368677244098,-96.6429801689423,13.1007955011853,1.76103262532752,13.2282372779863,1.03581529277975,0.151912461747709,-0.0358152927797532,0.151912461747709
7,early_mover,Early Mover,13,100,-97.9252582326001,16.8068851557812,-99.780886944442,13.5284326747722,1.85562871184188,13.3864794135662,1.03571008298993,0.149614197016164,-0.0357100829899292,0.149614197016164
7,early_mover,Early Mover,14,100,-100.481728396647,17.4336492264268,-102.443289441559,13.8747571182302,1.96156104491184,13.9263796401229,1.03722986046361,0.152633206473334,-0.0372298604636082,0.152633206473334
7,early_mover,Early Mover,15,100,-102.73280025331,17.7584440173614,-104.476160871205,14.2128015826724,1.74336061789495,14.2848824534278,1.03465579827667,0.153043139799979,-0.0346557982766656,0.153043139799979
7,early_mover,Early Mover,16,100,-104.110493513849,17.7450277226617,-105.849937381888,14.4489020068234,1.73944386803863,14.5235629119863,1.0337140965366,0.152687600717499,-0.0337140965366011,0.152687600717499
7,early_mover,Early Mover,17,100,-105.037819775657,18.033400318939,-106.879942338529,14.6473012939048,1.84212256287121,14.9490700170455,1.03518120683596,0.156834740787567,-0.0351812068359611,0.156834740787567
7,early_mover,Early Mover,18,100,-105.744405916215,18.2952224257247,-107.704673009141,14.7380408286042,1.96026709292618,15.146913121528,1.03647388931508,0.157628483247923,-0.0364738893150838,0.157628483247923
7,early_mover,Early Mover,19,100,-106.079208600545,18.4908802751849,-108.401562340497,14.8624546428817,2.32235373995202,15.2189979438917,1.04003520008121,0.158122975467293,-0.0400352000812078,0.158122975467293
7,early_mover,Early Mover,20,100,-106.519799137921,18.7200899104252,-108.9818653803,14.9974908186075,2.46206624237941,15.3630718934718,1.04153922194509,0.159144673140112,-0.0415392219450864,0.159144673140112
7,sequential,Sequential,0,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,sequential,Sequential,1,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,sequential,Sequential,2,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,sequential,Sequential,3,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,sequential,Sequential,4,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,sequential,Sequential,5,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
7,sequential,Sequential,6,100,-19.3468587296016,4.76671322373308,-19.6061180510993,3.37392603213979,0.259259321497703,3.79988034555971,1.05625591310031,0.24009695621573,-0.0562559131003059,0.24009695621573
7,sequential,Sequential,7,100,-49.9520944587909,12.4934655550823,-51.506338590988,9.33731517505101,1.55424413219713,9.2736329192607,1.06284144886463,0.187942524154621,-0.0628414488646342,0.187942524154621
7,sequential,Sequential,8,100,-67.5095025438148,13.37915977547,-69.4360881875147,11.3199292799341,1.92658564369988,10.6932336705048,1.04873044335289,0.167534538197199,-0.048730443352893,0.167534538197199
7,sequential,Sequential,9,100,-78.5074277476354,14.1305068894083,-79.9095399327056,12.0226319876144,1.40211218507016,11.6181250826426,1.034993721554,0.157903062711822,-0.0349937215539961,0.157903062711822
7,sequential,Sequential,10,100,-86.5323927333568,15.3537291353312,-87.4459045285506,12.3562841085641,0.913511795193783,12.4456569508439,1.02804947624067,0.153549934223468,-0.0280494762406712,0.153549934223468
7,sequential,Sequential,11,100,-92.3807786623345,15.7459308520156,-93.7003932628048,13.117065130629,1.31961460047025,12.4318712791809,1.02970539486541,0.143967789644271,-0.0297053948654106,0.143967789644271
7,sequential,Sequential,12,100,-96.632798101353,16.5537508144226,-97.8765302951051,13.6131576882999,1.24373219375203,13.0782476932009,1.02914760465011,0.147831333968046,-0.0291476046501101,0.147831333968046
7,sequential,Sequential,13,100,-99.2275667536811,17.1993787063598,-100.945269962133,14.0762501072343,1.71770320845179,13.4929772388806,1.0345258964176,0.15195797529558,-0.0345258964176022,0.15195797529558
7,sequential,Sequential,14,100,-103.919872820814,18.1458039450843,-105.926255526496,14.9665798080697,2.00638270568244,14.0123066800571,1.03653959862829,0.15212890661547,-0.0365395986282891,0.15212890661547
7,sequential,Sequential,15,100,-107.81311514608,18.7312089964577,-109.753642682096,15.4832819939072,1.94052753601604,14.5839118185619,1.0356017512913,0.154272814004833,-0.0356017512913021,0.154272814004833
7,sequential,Sequential,16,100,-110.090856287352,18.8422384523034,-112.310325131546,15.8571651872042,2.21946884419447,14.707651403526,1.03712928723174,0.153307488016518,-0.0371292872317382,0.153307488016518
7,sequential,Sequential,17,100,-112.013515065001,18.9547964802532,-114.045504856948,16.0581126175098,2.03198979194636,14.7720417424311,1.03471009243405,0.152472379467298,-0.0347100924340472,0.152472379467298
7,sequential,Sequential,18,100,-113.234874220365,19.1955226757626,-115.310023603537,16.3056522851228,2.07514938317205,15.0641503182093,1.03495995043456,0.154284095145404,-0.0349599504345581,0.154284095145404
7,sequential,Sequential,19,100,-114.089201620504,19.2970821529201,-116.179684287736,16.3587646118667,2.09048266723215,15.2828582427189,1.03496818115531,0.15414523427666,-0.034968181155308,0.15414523427666
7,sequential,Sequential,20,100,-114.704473148976,19.6323000302289,-116.695639373779,16.4963945820991,1.99116622480265,15.4835432796227,1.03441203674644,0.155472195710537,-0.0344120367464427,0.155472195710537
