recovery_horizon,scenario_id,scenario_name,time,GroupCount,mean_delta_risk,std_delta_risk,mean_volume_effect,std_volume_effect,mean_composition_effect,std_composition_effect,mean_volume_share_of_delta_risk,std_volume_share_of_delta_risk,mean_composition_share_of_delta_risk,std_composition_share_of_delta_risk
5,coordinated,Coordinated,7,100,-51.7587341958073,14.2892545896842,-52.3161218772306,10.4829538145179,0.557387681423274,9.98516177649431,1.05270046596225,0.221606705683649,-0.052700465962251,0.221606705683649
5,coordinated,Coordinated,8,100,-69.9067434012272,17.406326051874,-70.9408547916004,12.964820831533,1.03411139037329,12.3230548944558,1.04926629942575,0.197703715317933,-0.0492662994257469,0.197703715317933
5,coordinated,Coordinated,9,100,-80.271040134668,17.2988528507863,-81.2144299581373,13.3098549729237,0.943389823469313,13.1096631564934,1.0418629240231,0.194989619305557,-0.0418629240231014,0.194989619305557
5,coordinated,Coordinated,10,100,-85.6862862470903,18.2884882617802,-87.0182035786108,13.8885579725713,1.33191733152045,14.0873420521845,1.04758502389686,0.204589295493269,-0.0475850238968575,0.204589295493269
5,coordinated,Coordinated,11,100,-90.3430642357746,18.9397370300999,-91.8819920545918,14.1972803883456,1.5389278188172,14.8635953387716,1.04864214036743,0.207573020946393,-0.0486421403674271,0.207573020946393
5,coordinated,Coordinated,12,100,-94.3293742929001,18.9694827451763,-96.1831051303678,14.2768976139198,1.85373083746771,14.8544721998168,1.04708556691621,0.189897122906464,-0.047085566916208,0.189897122906464
5,coordinated,Coordinated,13,100,-97.5975226403465,18.989951865267,-99.8258392192344,14.4650547155944,2.22831657888792,14.8250604639834,1.04928851085416,0.188443899398471,-0.0492885108541623,0.188443899398471
5,coordinated,Coordinated,14,100,-100.435510532198,19.5731065286115,-102.760788623025,14.8251104770716,2.3252780908276,14.9783080617031,1.04892346939518,0.182857863960865,-0.0489234693951844,0.182857863960865
5,coordinated,Coordinated,15,100,-103.056594172469,20.2592223528834,-105.017618992153,15.2051347952374,1.96102481968412,15.3237054573928,1.04491857097725,0.182291190158974,-0.0449185709772539,0.182291190158974
5,coordinated,Coordinated,16,100,-104.589661012439,20.7340532176718,-106.56540602594,15.4977270654681,1.97574501350063,15.7148923866562,1.04498459534114,0.181376808220916,-0.0449845953411392,0.181376808220916
5,coordinated,Coordinated,17,100,-105.820984916348,20.9537492182028,-107.753302513772,15.6400657344273,1.93231759742404,15.7956634046949,1.04454420939672,0.183089506213537,-0.0445442093967158,0.183089506213537
5,coordinated,Coordinated,18,100,-107.038046188715,21.1443189355962,-108.779409940197,15.8248995538013,1.74136375148236,15.9219932502867,1.0421560265649,0.182291704355822,-0.0421560265648998,0.182291704355822
5,coordinated,Coordinated,19,100,-107.81763586608,21.2682457203765,-109.5186745382,16.0102923671738,1.70103867211972,15.8966580044637,1.04147378991772,0.181817508913904,-0.0414737899177154,0.181817508913904
5,coordinated,Coordinated,20,100,-108.307452495433,21.4131342964912,-110.056134200743,16.2565404622614,1.7486817053095,16.1043093362477,1.04180822741117,0.182994792039987,-0.0418082274111649,0.182994792039987
5,delayed_coordination,Delayed Coordination,0,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,delayed_coordination,Delayed Coordination,1,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,delayed_coordination,Delayed Coordination,2,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,delayed_coordination,Delayed Coordination,3,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,delayed_coordination,Delayed Coordination,4,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,delayed_coordination,Delayed Coordination,5,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,delayed_coordination,Delayed Coordination,6,100,-19.6181560773949,5.01879688739236,-19.7716256801637,3.75491744991318,0.153469602768775,3.80158752239795,1.05314703731689,0.262437765125587,-0.053147037316885,0.262437765125586
5,delayed_coordination,Delayed Coordination,7,100,-50.2847009028912,12.7804545975013,-51.1273961205569,9.58932628026232,0.842695217665769,9.60411425637343,1.04937605650269,0.196592197268791,-0.0493760565026918,0.196592197268791
5,delayed_coordination,Delayed Coordination,8,100,-68.1895378004174,14.3609105094987,-68.9503844096903,11.6719789188358,0.76084660927288,10.8486381640517,1.03256558306058,0.165220454945644,-0.0325655830605797,0.165220454945644
5,delayed_coordination,Delayed Coordination,9,100,-78.6734669183608,15.52192416472,-78.6767821680787,12.4823808915994,0.00331524971795677,11.8136455125728,1.02060745114894,0.163192838959185,-0.0206074511489436,0.163192838959185
5,delayed_coordination,Delayed Coordination,10,100,-84.4483474539436,16.3952008811748,-84.697618968641,13.2449929891678,0.249271514697455,12.6271048787365,1.02464641416836,0.170546724685044,-0.0246464141683636,0.170546724685044
5,delayed_coordination,Delayed Coordination,11,100,-89.2587074461701,17.6096976078819,-89.5787511648898,13.5356750366028,0.320043718719673,13.3860667735135,1.02869108482152,0.183768321815863,-0.0286910848215152,0.183768321815863
5,delayed_coordination,Delayed Coordination,12,100,-96.1246284541938,18.5802775699887,-97.328122248762,14.3603159512205,1.20349379456824,13.5979989236068,1.03687634562365,0.181204029717588,-0.0368763456236502,0.181204029717588
5,delayed_coordination,Delayed Coordination,13,100,-101.742294274791,19.0799589504075,-103.452386803501,15.040797097001,1.71009252871066,13.8677386337302,1.03869991760928,0.16952694030754,-0.0386999176092751,0.16952694030754
5,delayed_coordination,Delayed Coordination,14,100,-105.793041774884,19.6264364640953,-107.439861430877,15.6315380100308,1.64681965599299,14.3430032358738,1.03705565984454,0.169956614989828,-0.0370556598445419,0.169956614989828
5,delayed_coordination,Delayed Coordination,15,100,-109.369611687274,20.4754016215782,-110.684677749325,16.1543890488205,1.31506606205032,14.6834264235028,1.03419768845351,0.171590330881821,-0.0341976884535116,0.171590330881821
5,delayed_coordination,Delayed Coordination,16,100,-111.532732949431,20.9350715057947,-112.624219401664,16.5494214898028,1.09148645223262,14.8543594153506,1.03196540253092,0.171541344231646,-0.0319654025309154,0.171541344231646
5,delayed_coordination,Delayed Coordination,17,100,-112.918574494667,21.3021719127553,-114.110925065777,16.9424717831046,1.19235057110979,15.3189320006424,1.03347372989212,0.175890899986437,-0.0334737298921206,0.175890899986437
5,delayed_coordination,Delayed Coordination,18,100,-114.126370511406,21.8167474439307,-115.233002908822,17.224139111461,1.10663239741611,15.6748959289877,1.03341299854429,0.178918301923282,-0.0334129985442863,0.178918301923282
5,delayed_coordination,Delayed Coordination,19,100,-114.896608512073,21.909401154282,-116.051488503024,17.3533339577269,1.15487999095137,15.7260887787851,1.03369867799101,0.179416284144412,-0.0336986779910072,0.179416284144412
5,delayed_coordination,Delayed Coordination,20,100,-115.567313419501,22.0148097713491,-116.630665589811,17.542180878554,1.06335217030996,15.8413267149935,1.032728959847,0.179398125976664,-0.0327289598470029,0.179398125976664
5,early_mover,Early Mover,0,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,early_mover,Early Mover,1,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,early_mover,Early Mover,2,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,early_mover,Early Mover,3,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,early_mover,Early Mover,4,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,early_mover,Early Mover,5,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,early_mover,Early Mover,6,100,-19.6181560773949,5.01879688739236,-19.7716256801637,3.75491744991318,0.153469602768775,3.80158752239795,1.05314703731689,0.262437765125587,-0.053147037316885,0.262437765125586
5,early_mover,Early Mover,7,100,-50.2847009028912,12.7804545975013,-51.1273961205569,9.58932628026232,0.842695217665769,9.60411425637343,1.04937605650269,0.196592197268791,-0.0493760565026918,0.196592197268791
5,early_mover,Early Mover,8,100,-68.1895378004174,14.3609105094987,-68.9503844096903,11.6719789188358,0.76084660927288,10.8486381640517,1.03256558306058,0.165220454945644,-0.0325655830605797,0.165220454945644
5,early_mover,Early Mover,9,100,-78.6734669183608,15.52192416472,-78.6767821680787,12.4823808915994,0.00331524971795677,11.8136455125728,1.02060745114894,0.163192838959185,-0.0206074511489436,0.163192838959185
5,early_mover,Early Mover,10,100,-84.4483474539436,16.3952008811748,-84.697618968641,13.2449929891678,0.249271514697455,12.6271048787365,1.02464641416836,0.170546724685044,-0.0246464141683636,0.170546724685044
5,early_mover,Early Mover,11,100,-89.2587074461701,17.6096976078819,-89.5787511648898,13.5356750366028,0.320043718719673,13.3860667735135,1.02869108482152,0.183768321815863,-0.0286910848215152,0.183768321815863
5,early_mover,Early Mover,12,100,-92.9190851682347,18.0293060533248,-94.052042350823,13.7616397826309,1.13295718258834,13.4383715112649,1.03740376552888,0.184723009872703,-0.0374037655288814,0.184723009872703
5,early_mover,Early Mover,13,100,-96.1301145112711,18.4199748505022,-97.6446235059242,13.9076502813947,1.51450899465307,13.6474323970184,1.04048637780343,0.180580406996407,-0.0404863778034332,0.180580406996407
5,early_mover,Early Mover,14,100,-98.844355808457,18.674181295273,-100.599700868322,14.1495427325134,1.75534505986458,13.8299888237373,1.04202601333457,0.17836097507227,-0.0420260133345722,0.17836097507227
5,early_mover,Early Mover,15,100,-101.096928254457,18.7171266355536,-102.776467909783,14.3146568450903,1.67953965532545,13.944010270474,1.03997691912021,0.176094086333672,-0.0399769191202094,0.176094086333672
5,early_mover,Early Mover,16,100,-102.686698978037,19.0619353386965,-104.370620113505,14.5539738388534,1.68392113546834,14.1398580307782,1.03979139821879,0.175579530726908,-0.0397913982187903,0.175579530726908
5,early_mover,Early Mover,17,100,-104.117447689709,19.5672789579126,-105.605008410626,14.8251245938535,1.48756072091735,14.3266034696064,1.03834293558816,0.177366159418307,-0.0383429355881597,0.177366159418307
5,early_mover,Early Mover,18,100,-104.915025010748,19.8542469584619,-106.563029141704,14.9899430199153,1.64800413095624,14.6867740199904,1.04070864420234,0.181780031555658,-0.0407086442023419,0.181780031555658
5,early_mover,Early Mover,19,100,-105.47533591295,20.1084446091195,-107.221049581942,15.0817401189535,1.74571366899156,14.8957395876167,1.04229369414143,0.184532060571247,-0.0422936941414273,0.184532060571247
5,early_mover,Early Mover,20,100,-106.070414975844,20.3194791409483,-107.79142058505,15.1388941610959,1.72100560920615,14.9286777750372,1.04229966173427,0.185278115435437,-0.0422996617342722,0.185278115435437
5,sequential,Sequential,0,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,sequential,Sequential,1,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,sequential,Sequential,2,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,sequential,Sequential,3,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,sequential,Sequential,4,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,sequential,Sequential,5,100,0,0,0,0,0,0,NaN,NaN,NaN,NaN
5,sequential,Sequential,6,100,-19.6181560773949,5.01879688739236,-19.7716256801637,3.75491744991318,0.153469602768775,3.80158752239795,1.05314703731689,0.262437765125587,-0.053147037316885,0.262437765125586
5,sequential,Sequential,7,100,-50.2847009028912,12.7804545975013,-51.1273961205569,9.58932628026232,0.842695217665769,9.60411425637343,1.04937605650269,0.196592197268791,-0.0493760565026918,0.196592197268791
5,sequential,Sequential,8,100,-68.1895378004174,14.3609105094987,-68.9503844096903,11.6719789188358,0.76084660927288,10.8486381640517,1.03256558306058,0.165220454945644,-0.0325655830605797,0.165220454945644
5,sequential,Sequential,9,100,-78.6734669183608,15.52192416472,-78.6767821680787,12.4823808915994,0.00331524971795677,11.8136455125728,1.02060745114894,0.163192838959185,-0.0206074511489436,0.163192838959185
5,sequential,Sequential,10,100,-84.8074299245066,16.3010045648944,-85.170093917606,13.3801147062289,0.3626639930994,12.5008264418878,1.02510289902306,0.16857462092667,-0.0251028990230563,0.16857462092667
5,sequential,Sequential,11,100,-89.7337147200339,17.3471913890873,-90.6029037614516,14.0262093650301,0.869189041417657,13.4290036526463,1.03232801447862,0.176876348551078,-0.0323280144786191,0.176876348551078
