replication,seed,policyPenalty,scenarioID,scenarioName,finalFitness,finalRisk,finalTrade,finalRecoveringLinks,totalSwitches,localSwitches,globalSwitches
18,18,0.25,delayed_coordination,Delayed Coordination,113.996686404389,300.103686927338,2109.24154750847,175,3460,1328,2132
18,18,0.5,baseline,Baseline,126.829570709425,314.750475590682,2231.01294029534,140,3103,974,2129
18,18,0.5,early_mover,Early Mover,116.216739658461,258.331119036707,1705.10907754161,256,4839,1676,3163
18,18,0.5,sequential,Sequential,112.048191251319,255.88387038255,1690.20748702614,241,4570,1723,2847
18,18,0.5,coordinated,Coordinated,114.590741220488,235.173540922145,1642.40411546336,245,4790,1688,3102
18,18,0.5,delayed_coordination,Delayed Coordination,113.68746046848,243.155618968565,1637.56955657983,240,4700,1706,2994
18,18,0.75,baseline,Baseline,126.829570709425,314.750475590682,2231.01294029534,140,3103,974,2129
18,18,0.75,early_mover,Early Mover,116.548774987384,200.964000891767,1443.64924596428,250,4940,1271,3669
18,18,0.75,sequential,Sequential,106.951129545714,195.055865070785,1464.39269142565,198,4354,1197,3157
18,18,0.75,coordinated,Coordinated,99.5383852064889,223.277830428562,1638.25701389135,159,3875,1268,2607
18,18,0.75,delayed_coordination,Delayed Coordination,107.24761928303,197.977983934215,1454.81872103082,192,4377,1221,3156
19,19,0.25,baseline,Baseline,127.048447747615,333.092707251775,2261.35554154674,119,2814,1049,1765
19,19,0.25,early_mover,Early Mover,116.453389119248,299.224964316881,2131.78353750856,163,3107,1235,1872
19,19,0.25,sequential,Sequential,113.746641169449,299.645125011071,2145.50113139627,161,3096,1255,1841
19,19,0.25,coordinated,Coordinated,114.513437945018,301.006590177223,2114.10979631637,170,3184,1295,1889
19,19,0.25,delayed_coordination,Delayed Coordination,113.942823133474,299.962778134296,2139.79970065601,155,3097,1240,1857
19,19,0.5,baseline,Baseline,127.048447747615,333.092707251775,2261.35554154674,119,2814,1049,1765
19,19,0.5,early_mover,Early Mover,123.975411012696,226.098107800203,1695.54997707378,256,4753,1551,3202
19,19,0.5,sequential,Sequential,119.61259046548,225.265307767247,1666.64432932339,246,4765,1554,3211
19,19,0.5,coordinated,Coordinated,117.891140658324,225.112486661979,1723.40939142728,238,4492,1624,2868
19,19,0.5,delayed_coordination,Delayed Coordination,120.606786587826,221.358023582127,1664.41136601536,257,4796,1564,3232
19,19,0.75,baseline,Baseline,127.048447747615,333.092707251775,2261.35554154674,119,2814,1049,1765
19,19,0.75,early_mover,Early Mover,136.480757967985,185.716170426434,1351.56672836783,278,5635,1152,4483
19,19,0.75,sequential,Sequential,127.336626104839,173.972094393047,1307.66714292921,289,5627,1206,4421
19,19,0.75,coordinated,Coordinated,109.376185139606,207.944957509161,1564.77445079845,213,4598,1212,3386
19,19,0.75,delayed_coordination,Delayed Coordination,128.888926092777,179.932557449862,1311.28849164548,289,5643,1188,4455
20,20,0.25,baseline,Baseline,126.861910201648,310.340888496358,2262.77821406191,131,2821,1054,1767
20,20,0.25,early_mover,Early Mover,115.995803650462,291.159463459312,2158.09773530295,129,3069,1333,1736
20,20,0.25,sequential,Sequential,114.631881660891,289.493264719432,2157.28988883109,142,3171,1365,1806
20,20,0.25,coordinated,Coordinated,113.534576053358,294.213642094346,2142.07086759066,132,3022,1292,1730
20,20,0.25,delayed_coordination,Delayed Coordination,114.581347605264,290.842806982724,2148.58637156471,138,3093,1331,1762
20,20,0.5,baseline,Baseline,126.861910201648,310.340888496358,2262.77821406191,131,2821,1054,1767
20,20,0.5,early_mover,Early Mover,115.41694757565,252.998742588382,1760.42979959504,218,4230,1533,2697
20,20,0.5,sequential,Sequential,116.874152390422,242.899553646424,1694.8649928392,239,4391,1581,2810
20,20,0.5,coordinated,Coordinated,111.293629735632,247.128610362685,1829.63465769045,213,4147,1526,2621
20,20,0.5,delayed_coordination,Delayed Coordination,111.169463564367,252.633765381094,1762.88248436162,204,4231,1525,2706
20,20,0.75,baseline,Baseline,126.861910201648,310.340888496358,2262.77821406191,131,2821,1054,1767
20,20,0.75,early_mover,Early Mover,124.294674030882,202.854423583738,1493.38638990945,256,5039,1167,3872
20,20,0.75,sequential,Sequential,117.434692683196,196.444566994242,1481.46091364135,241,4897,1170,3727
20,20,0.75,coordinated,Coordinated,112.120567424796,228.063410884687,1535.75461412114,230,4777,1114,3663
20,20,0.75,delayed_coordination,Delayed Coordination,117.361961127599,202.552845354252,1465.34398964126,251,4957,1165,3792
21,21,0.25,baseline,Baseline,128.487459123983,362.53227067901,2285.12336014409,115,2694,1117,1577
21,21,0.25,early_mover,Early Mover,119.822586635875,331.924533923221,2162.70358418504,148,3103,1417,1686
21,21,0.25,sequential,Sequential,118.995070785478,330.435916596179,2112.87033681437,153,3145,1415,1730
21,21,0.25,coordinated,Coordinated,114.888959953772,356.363468751315,2199.78968466864,140,2892,1300,1592
21,21,0.25,delayed_coordination,Delayed Coordination,117.494529702867,332.809656312227,2140.25768940852,136,3032,1363,1669
21,21,0.5,baseline,Baseline,128.487459123983,362.53227067901,2285.12336014409,115,2694,1117,1577
21,21,0.5,early_mover,Early Mover,123.359407272466,250.999366464473,1718.60108181476,254,4737,1618,3119
21,21,0.5,sequential,Sequential,123.096609793362,257.66224037207,1677.33135153327,261,4757,1671,3086
21,21,0.5,coordinated,Coordinated,126.839353019573,244.690135789813,1641.59899470168,275,4914,1695,3219
21,21,0.5,delayed_coordination,Delayed Coordination,121.41591258917,259.702536546819,1684.71592154965,254,4753,1625,3128
21,21,0.75,baseline,Baseline,128.487459123983,362.53227067901,2285.12336014409,115,2694,1117,1577
21,21,0.75,early_mover,Early Mover,118.049590458129,256.96231635813,1569.66127333709,235,4837,1259,3578
21,21,0.75,sequential,Sequential,124.948842775186,195.098795731262,1342.2325519096,293,5312,1337,3975
21,21,0.75,coordinated,Coordinated,116.608693538707,233.484846060222,1488.42086178842,264,5197,1321,3876
21,21,0.75,delayed_coordination,Delayed Coordination,124.646253489432,206.218512428764,1355.56699897695,292,5256,1273,3983
22,22,0.25,baseline,Baseline,125.689183739616,343.3258849747,2304.51529165853,119,2881,1001,1880
22,22,0.25,early_mover,Early Mover,113.39287832656,314.799863468756,2136.52430769474,154,3288,1265,2023
22,22,0.25,sequential,Sequential,113.753661516425,303.743469390186,2050.99451117725,174,3436,1297,2139
22,22,0.25,coordinated,Coordinated,114.387427138783,301.20844583831,2073.06752001541,171,3495,1289,2206
22,22,0.25,delayed_coordination,Delayed Coordination,114.460570723521,309.803721793408,2045.55737859593,178,3459,1324,2135
22,22,0.5,baseline,Baseline,125.689183739616,343.3258849747,2304.51529165853,119,2881,1001,1880
22,22,0.5,early_mover,Early Mover,123.628942814499,230.676130838091,1543.73377365419,284,5189,1602,3587
22,22,0.5,sequential,Sequential,122.466499675534,232.717442960467,1519.6904032341,293,5285,1645,3640
22,22,0.5,coordinated,Coordinated,122.416971794152,227.028332575388,1510.90429480214,280,5323,1721,3602
22,22,0.5,delayed_coordination,Delayed Coordination,122.831006153996,226.127904047342,1495.7932110711,295,5277,1668,3609
22,22,0.75,baseline,Baseline,125.689183739616,343.3258849747,2304.51529165853,119,2881,1001,1880
22,22,0.75,early_mover,Early Mover,128.195286930138,205.319226045156,1357.08825347552,289,5353,1177,4176
22,22,0.75,sequential,Sequential,118.525110280163,224.542175606059,1379.22780162042,260,5096,1238,3858
22,22,0.75,coordinated,Coordinated,110.993368072435,203.402247041993,1466.53997427057,223,4602,1289,3313
22,22,0.75,delayed_coordination,Delayed Coordination,117.199204687516,226.462837595112,1363.29890563847,255,5092,1210,3882
23,23,0.25,baseline,Baseline,126.104459901276,353.827448914929,2335.50769572057,95,2571,1057,1514
23,23,0.25,early_mover,Early Mover,113.222789163513,344.840809493399,2251.814738922,106,2705,1211,1494
23,23,0.25,sequential,Sequential,112.561981855119,343.929571284259,2219.3105180917,122,2765,1240,1525
23,23,0.25,coordinated,Coordinated,112.706753064358,339.643258655055,2218.94596864652,122,2744,1238,1506
23,23,0.25,delayed_coordination,Delayed Coordination,112.949582170007,337.609543521689,2210.31490401914,119,2797,1235,1562
23,23,0.5,baseline,Baseline,126.104459901276,353.827448914929,2335.50769572057,95,2571,1057,1514
23,23,0.5,early_mover,Early Mover,121.286658852214,284.950928485509,1688.17619312633,233,4721,1652,3069
23,23,0.5,sequential,Sequential,122.398192900964,274.357155891843,1612.56003089967,247,4773,1727,3046
23,23,0.5,coordinated,Coordinated,120.392879493685,268.353567415466,1628.56594172943,234,4732,1764,2968
23,23,0.5,delayed_coordination,Delayed Coordination,121.990159362183,274.019459355991,1610.2313656607,262,4805,1728,3077
23,23,0.75,baseline,Baseline,126.104459901276,353.827448914929,2335.50769572057,95,2571,1057,1514
23,23,0.75,early_mover,Early Mover,126.514647735832,231.206424836977,1406.02229269849,270,5395,1113,4282
23,23,0.75,sequential,Sequential,123.251958726616,225.448683250109,1348.96979437138,269,5238,1136,4102
23,23,0.75,coordinated,Coordinated,118.499559639283,220.052642333466,1415.97295215732,230,4952,1223,3729
23,23,0.75,delayed_coordination,Delayed Coordination,122.432555112557,222.215023600885,1354.5435551271,258,5235,1140,4095
24,24,0.25,baseline,Baseline,126.359680396224,336.682415289483,2253.38097018101,136,3093,1127,1966
24,24,0.25,early_mover,Early Mover,113.418339403468,309.09512077418,2125.26942953627,159,3398,1395,2003
24,24,0.25,sequential,Sequential,111.192159775592,313.455929574943,2145.6478878936,143,3206,1318,1888
24,24,0.25,coordinated,Coordinated,111.042769821808,302.303483195005,2169.612862155,130,3018,1234,1784
24,24,0.25,delayed_coordination,Delayed Coordination,111.26791884243,306.5668157698,2121.60609235717,159,3317,1326,1991
24,24,0.5,baseline,Baseline,126.359680396224,336.682415289483,2253.38097018101,136,3093,1127,1966
24,24,0.5,early_mover,Early Mover,122.368893741589,236.980494461625,1613.29923121466,277,5109,1823,3286
24,24,0.5,sequential,Sequential,119.8135993694,233.744944761451,1572.78381488757,251,4917,1714,3203
24,24,0.5,coordinated,Coordinated,114.558249313657,245.95400447285,1663.86185943907,243,4639,1698,2941
24,24,0.5,delayed_coordination,Delayed Coordination,120.053199779659,226.604580379117,1554.61323419467,271,5066,1810,3256
24,24,0.75,baseline,Baseline,126.359680396224,336.682415289483,2253.38097018101,136,3093,1127,1966
24,24,0.75,early_mover,Early Mover,118.174902546896,226.714740999456,1485.98448762901,243,5142,1240,3902
24,24,0.75,sequential,Sequential,111.671873114965,212.737144230607,1461.5814518985,227,4875,1257,3618
24,24,0.75,coordinated,Coordinated,108.137919042679,235.558997063411,1548.23578633029,191,4409,1266,3143
24,24,0.75,delayed_coordination,Delayed Coordination,116.226304750784,216.127234436763,1399.59462001668,248,5063,1228,3835
25,25,0.25,baseline,Baseline,125.003551274217,358.053103657288,2274.83984381401,137,3119,1052,2067
25,25,0.25,early_mover,Early Mover,111.426233973873,356.197894881238,2221.62994625864,154,3208,1241,1967
25,25,0.25,sequential,Sequential,111.296144391184,348.374097503382,2178.27078662933,157,3166,1223,1943
25,25,0.25,coordinated,Coordinated,111.553615014454,345.825409516211,2202.46599245284,143,3089,1141,1948
25,25,0.25,delayed_coordination,Delayed Coordination,110.200688062619,350.12233921654,2181.93816297924,157,3158,1209,1949
25,25,0.5,baseline,Baseline,125.003551274217,358.053103657288,2274.83984381401,137,3119,1052,2067
25,25,0.5,early_mover,Early Mover,117.127407957176,296.561690578924,1777.19938696453,241,4558,1533,3025
25,25,0.5,sequential,Sequential,116.824001790003,287.940969156219,1689.11254899481,262,4680,1589,3091
25,25,0.5,coordinated,Coordinated,118.376375197177,298.300583314569,1712.36995155742,245,4627,1476,3151
25,25,0.5,delayed_coordination,Delayed Coordination,113.615823804865,293.730326051253,1749.07959242579,217,4466,1489,2977
25,25,0.75,baseline,Baseline,125.003551274217,358.053103657288,2274.83984381401,137,3119,1052,2067
25,25,0.75,early_mover,Early Mover,131.041630799827,240.03286764655,1410.5082937757,269,5509,1089,4420
25,25,0.75,sequential,Sequential,132.404252774883,205.766519374637,1250.18654642108,316,5788,1107,4681
25,25,0.75,coordinated,Coordinated,128.066504325605,191.30004281937,1317.20193812485,279,5620,1190,4430
25,25,0.75,delayed_coordination,Delayed Coordination,128.867897856746,231.403059944822,1316.5848665846,271,5569,1084,4485
26,26,0.25,baseline,Baseline,126.589364306853,357.457657755834,2404.22428334785,107,2616,1040,1576
26,26,0.25,early_mover,Early Mover,114.751746304412,347.776775238299,2266.20087207144,121,2821,1312,1509
26,26,0.25,sequential,Sequential,114.03732907501,340.201546138159,2223.33800439418,139,2840,1285,1555
26,26,0.25,coordinated,Coordinated,113.886588084105,342.297100655701,2243.81943279318,124,2764,1267,1497
26,26,0.25,delayed_coordination,Delayed Coordination,115.311721955509,331.188833546755,2193.21454964092,148,2986,1377,1609
26,26,0.5,baseline,Baseline,126.589364306853,357.457657755834,2404.22428334785,107,2616,1040,1576
26,26,0.5,early_mover,Early Mover,123.932669079424,254.94347426154,1711.75538128727,246,4551,1659,2892
26,26,0.5,sequential,Sequential,123.844012931589,234.614772413392,1618.11114364675,274,4735,1682,3053
26,26,0.5,coordinated,Coordinated,122.276480674746,238.223071479237,1665.90865436315,261,4606,1682,2924
26,26,0.5,delayed_coordination,Delayed Coordination,126.214547936605,239.235772188226,1615.37422035245,281,4793,1672,3121
26,26,0.75,baseline,Baseline,126.589364306853,357.457657755834,2404.22428334785,107,2616,1040,1576
26,26,0.75,early_mover,Early Mover,126.298324955153,209.43907507701,1548.42009066263,225,4623,1133,3490
26,26,0.75,sequential,Sequential,122.904142791458,209.384820217526,1523.81050915772,221,4542,1198,3344
26,26,0.75,coordinated,Coordinated,120.395028852084,210.309049796913,1483.49443129137,235,4699,1220,3479
26,26,0.75,delayed_coordination,Delayed Coordination,126.565554631632,191.370520553929,1454.78943699914,226,4710,1142,3568
27,27,0.25,baseline,Baseline,127.218542208159,337.484915938539,2260.76550796118,125,3134,1037,2097
27,27,0.25,early_mover,Early Mover,113.893823383752,314.298831608027,2133.7564341483,167,3568,1354,2214
27,27,0.25,sequential,Sequential,112.49930939707,310.417821543233,2090.83510095708,178,3612,1351,2261
27,27,0.25,coordinated,Coordinated,114.586370358267,312.668156401818,2068.7749729439,182,3741,1349,2392
27,27,0.25,delayed_coordination,Delayed Coordination,112.687191778799,313.478700010631,2095.59662693657,176,3609,1323,2286
27,27,0.5,baseline,Baseline,127.218542208159,337.484915938539,2260.76550796118,125,3134,1037,2097
27,27,0.5,early_mover,Early Mover,124.942508454319,233.079592442313,1625.23261335279,275,5202,1744,3458
27,27,0.5,sequential,Sequential,119.536976880294,229.318130369392,1599.32288858309,258,5031,1770,3261
27,27,0.5,coordinated,Coordinated,116.461788228904,245.122828206648,1626.06125054267,263,5001,1721,3280
27,27,0.5,delayed_coordination,Delayed Coordination,119.476320303329,231.309154838792,1591.45491273148,273,5155,1724,3431
27,27,0.75,baseline,Baseline,127.218542208159,337.484915938539,2260.76550796118,125,3134,1037,2097
27,27,0.75,early_mover,Early Mover,137.769443230816,192.283854813526,1291.528861643,298,5832,1160,4672
27,27,0.75,sequential,Sequential,124.47768984526,206.281788611436,1293.5767807012,276,5405,1202,4203
27,27,0.75,coordinated,Coordinated,117.961085996795,201.888697816596,1380.39765435957,264,5151,1381,3770
27,27,0.75,delayed_coordination,Delayed Coordination,128.135538707729,187.97234493439,1253.5925902402,280,5505,1182,4323
28,28,0.25,baseline,Baseline,124.742255646002,353.986643361903,2353.77302576447,104,2500,989,1511
28,28,0.25,early_mover,Early Mover,114.708620935923,326.625524954025,2201.47953142774,134,2912,1299,1613
28,28,0.25,sequential,Sequential,112.288309151792,322.694655994211,2199.78153449018,138,2909,1274,1635
28,28,0.25,coordinated,Coordinated,114.550974861076,311.828370831899,2111.67563158425,156,3175,1312,1863
28,28,0.25,delayed_coordination,Delayed Coordination,112.733842526066,318.314475862275,2190.22654828124,134,2933,1253,1680
28,28,0.5,baseline,Baseline,124.742255646002,353.986643361903,2353.77302576447,104,2500,989,1511
28,28,0.5,early_mover,Early Mover,119.361318350245,256.844619232172,1674.036246878,259,4498,1570,2928
28,28,0.5,sequential,Sequential,119.839597635881,244.924963745588,1584.72421649941,279,4698,1594,3104
28,28,0.5,coordinated,Coordinated,114.696181704681,252.35026380957,1677.90604791742,252,4499,1573,2926
28,28,0.5,delayed_coordination,Delayed Coordination,117.322186732693,250.657033646103,1640.39616520006,259,4484,1569,2915
28,28,0.75,baseline,Baseline,124.742255646002,353.986643361903,2353.77302576447,104,2500,989,1511
28,28,0.75,early_mover,Early Mover,118.36953266708,224.919413082606,1481.56767549101,229,4797,1075,3722
28,28,0.75,sequential,Sequential,113.754382906305,215.142831545266,1447.48753637587,220,4541,1097,3444
28,28,0.75,coordinated,Coordinated,108.442043249913,242.160283316021,1583.49947748245,192,4301,1122,3179
28,28,0.75,delayed_coordination,Delayed Coordination,112.299587005672,216.918401669403,1458.53815215941,223,4711,1061,3650
29,29,0.25,baseline,Baseline,129.037066993585,305.010777454786,2233.56764127595,136,3327,1044,2283
29,29,0.25,early_mover,Early Mover,116.450987992295,286.563744832971,2104.29220113755,166,3462,1330,2132
29,29,0.25,sequential,Sequential,115.758715908102,280.311318251614,2093.34511437488,170,3473,1322,2151
29,29,0.25,coordinated,Coordinated,115.599290888863,271.765193169113,2105.16520345106,164,3553,1355,2198
29,29,0.25,delayed_coordination,Delayed Coordination,116.155525098508,280.583136330341,2068.96049536215,176,3506,1312,2194
29,29,0.5,baseline,Baseline,129.037066993585,305.010777454786,2233.56764127595,136,3327,1044,2283
29,29,0.5,early_mover,Early Mover,126.45907570253,216.3795932513,1611.51876896182,274,5280,1816,3464
29,29,0.5,sequential,Sequential,125.846834172199,214.674722493752,1522.86560168508,285,5306,1862,3444
29,29,0.5,coordinated,Coordinated,123.26176108053,219.180351517578,1568.42567592571,303,5291,1851,3440
29,29,0.5,delayed_coordination,Delayed Coordination,123.006195486447,214.864852685979,1560.37550662005,284,5318,1872,3446
29,29,0.75,baseline,Baseline,129.037066993585,305.010777454786,2233.56764127595,136,3327,1044,2283
29,29,0.75,early_mover,Early Mover,145.447913114534,165.214241284842,1203.20046333462,315,6139,1211,4928
29,29,0.75,sequential,Sequential,131.020305475367,170.552541969908,1219.17414015612,281,5699,1275,4424
29,29,0.75,coordinated,Coordinated,118.835635257309,188.433896158121,1390.00012814511,251,5207,1360,3847
29,29,0.75,delayed_coordination,Delayed Coordination,135.75108375687,164.031691108178,1173.67641228827,284,5794,1260,4534
30,30,0.25,baseline,Baseline,127.372537620076,340.704187610911,2342.85360275288,110,2599,1111,1488
30,30,0.25,early_mover,Early Mover,114.6776932617,334.745051488537,2260.76245339165,118,2704,1299,1405
30,30,0.25,sequential,Sequential,114.413497041489,326.969527509109,2215.85486952751,136,2828,1328,1500
30,30,0.25,coordinated,Coordinated,112.94641857583,327.995604555484,2248.38888685428,127,2771,1258,1513
30,30,0.25,delayed_coordination,Delayed Coordination,113.435566043547,329.778126376057,2241.68242695363,125,2799,1305,1494
30,30,0.5,baseline,Baseline,127.372537620076,340.704187610911,2342.85360275288,110,2599,1111,1488
30,30,0.5,early_mover,Early Mover,120.08014978389,259.165409040523,1823.18651812331,210,4222,1584,2638
30,30,0.5,sequential,Sequential,118.227195897057,257.037926909716,1750.54922048735,240,4308,1685,2623
30,30,0.5,coordinated,Coordinated,116.010398661441,257.564145489519,1807.1542031432,236,4293,1636,2657
30,30,0.5,delayed_coordination,Delayed Coordination,121.307935273761,248.853383655047,1705.17607756443,248,4475,1676,2799
30,30,0.75,baseline,Baseline,127.372537620076,340.704187610911,2342.85360275288,110,2599,1111,1488
30,30,0.75,early_mover,Early Mover,122.969297922758,211.284996102605,1487.6270552276,246,4845,1174,3671
30,30,0.75,sequential,Sequential,112.24019906759,212.938864281415,1493.3711841371,234,4550,1201,3349
30,30,0.75,coordinated,Coordinated,110.670310168424,228.886616656239,1587.16555344724,221,4387,1297,3090
30,30,0.75,delayed_coordination,Delayed Coordination,118.337835938152,207.578549898571,1436.13590349771,233,4726,1220,3506
31,31,0.25,baseline,Baseline,129.274033450243,319.807345600082,2255.40130886923,125,2849,1019,1830
31,31,0.25,early_mover,Early Mover,117.795129334787,295.508193999545,2170.41894100118,148,3195,1279,1916
31,31,0.25,sequential,Sequential,116.263219342527,288.728982017086,2121.37379102161,165,3225,1288,1937
31,31,0.25,coordinated,Coordinated,114.13238093517,297.844406071489,2185.51811231049,131,3009,1221,1788
31,31,0.25,delayed_coordination,Delayed Coordination,115.62139130305,292.589106812511,2128.69473884493,159,3225,1275,1950
31,31,0.5,baseline,Baseline,129.274033450243,319.807345600082,2255.40130886923,125,2849,1019,1830
31,31,0.5,early_mover,Early Mover,133.426529236322,214.43814883905,1508.13925474685,282,5255,1659,3596
31,31,0.5,sequential,Sequential,126.640735755434,214.12758838419,1489.55265064281,298,5195,1675,3520
31,31,0.5,coordinated,Coordinated,119.600058473257,232.13767188199,1594.79424127432,252,4530,1669,2861
31,31,0.5,delayed_coordination,Delayed Coordination,127.654454591205,208.634795000645,1475.52878977026,288,5238,1693,3545
31,31,0.75,baseline,Baseline,129.274033450243,319.807345600082,2255.40130886923,125,2849,1019,1830
31,31,0.75,early_mover,Early Mover,136.071003886357,190.577217263689,1335.34375582162,274,5486,1166,4320
31,31,0.75,sequential,Sequential,127.15734842575,186.788145576489,1290.98884828877,268,5354,1195,4159
31,31,0.75,coordinated,Coordinated,109.075548154511,218.506318381828,1497.18516978998,190,4459,1247,3212
31,31,0.75,delayed_coordination,Delayed Coordination,125.571064718847,187.627169614943,1289.06631550137,261,5357,1213,4144
32,32,0.25,baseline,Baseline,125.88325992437,358.804389536987,2355.19276552215,116,2915,1013,1902
32,32,0.25,early_mover,Early Mover,114.415421717702,338.620800746127,2194.64280084943,147,3221,1335,1886
32,32,0.25,sequential,Sequential,112.558174483346,327.726640476228,2149.54019937648,168,3247,1387,1860
32,32,0.25,coordinated,Coordinated,109.873550109259,349.394778323605,2250.27945621408,122,2853,1211,1642
32,32,0.25,delayed_coordination,Delayed Coordination,113.391589056515,332.681750740045,2150.99065876593,169,3295,1387,1908
32,32,0.5,baseline,Baseline,125.88325992437,358.804389536987,2355.19276552215,116,2915,1013,1902
32,32,0.5,early_mover,Early Mover,121.643809072626,250.660872038788,1706.44305839995,238,4744,1729,3015
32,32,0.5,sequential,Sequential,118.670810424502,246.519429983052,1661.14983128908,253,4644,1760,2884
32,32,0.5,coordinated,Coordinated,117.788956135187,269.515290850829,1742.07828766479,241,4491,1678,2813
32,32,0.5,delayed_coordination,Delayed Coordination,119.66871798246,247.119968787285,1636.88268106409,257,4726,1742,2984
32,32,0.75,baseline,Baseline,125.88325992437,358.804389536987,2355.19276552215,116,2915,1013,1902
32,32,0.75,early_mover,Early Mover,128.244576834329,219.240821675661,1419.44201883175,272,5212,1195,4017
32,32,0.75,sequential,Sequential,124.822867239171,211.839579481631,1353.87679777677,270,5202,1194,4008
32,32,0.75,coordinated,Coordinated,115.853074892554,229.380549036589,1533.71055867863,251,4849,1316,3533
32,32,0.75,delayed_coordination,Delayed Coordination,124.975632372362,211.497706794999,1361.80888172441,276,5174,1244,3930
33,33,0.25,baseline,Baseline,127.372980772755,354.232042580359,2449.83114789368,101,2681,996,1685
33,33,0.25,early_mover,Early Mover,113.636610719724,323.224756466631,2339.45259055573,126,2897,1197,1700
33,33,0.25,sequential,Sequential,111.63570920141,316.15201018504,2326.53255375691,133,2895,1184,1711
33,33,0.25,coordinated,Coordinated,110.775697318106,323.531755222172,2338.12147650428,115,2780,1133,1647
33,33,0.25,delayed_coordination,Delayed Coordination,111.720668649271,317.33801106376,2326.96484689151,124,2855,1180,1675
33,33,0.5,baseline,Baseline,127.372980772755,354.232042580359,2449.83114789368,101,2681,996,1685
33,33,0.5,early_mover,Early Mover,117.466796358437,249.440685023684,1819.07121840606,227,4605,1502,3103
33,33,0.5,sequential,Sequential,115.772427796583,240.855900047394,1758.87184495463,232,4634,1523,3111
33,33,0.5,coordinated,Coordinated,115.107463749463,244.335280405944,1757.28541166662,243,4658,1646,3012
33,33,0.5,delayed_coordination,Delayed Coordination,114.26123821491,244.466660996108,1783.69443361322,205,4454,1511,2943
33,33,0.75,baseline,Baseline,127.372980772755,354.232042580359,2449.83114789368,101,2681,996,1685
33,33,0.75,early_mover,Early Mover,126.657013626615,206.715511431764,1438.06634099053,276,5363,1142,4221
33,33,0.75,sequential,Sequential,111.137577149015,216.55580586707,1462.78921358005,248,4948,1148,3800
33,33,0.75,coordinated,Coordinated,113.345786766418,213.190404928282,1486.15903383357,250,4866,1250,3616
33,33,0.75,delayed_coordination,Delayed Coordination,114.296228922253,212.016281374227,1447.89074970358,233,4880,1117,3763
34,34,0.25,baseline,Baseline,128.455000813718,330.466733310318,2239.28357370343,126,3067,1188,1879
34,34,0.25,early_mover,Early Mover,116.421756319424,314.72196237966,2096.98729217341,157,3361,1445,1916
34,34,0.25,sequential,Sequential,114.559010818312,306.564017267226,2096.22326840622,151,3288,1406,1882
34,34,0.25,coordinated,Coordinated,114.745594863389,304.728354242298,2085.0361011048,158,3365,1378,1987
34,34,0.25,delayed_coordination,Delayed Coordination,115.539611135898,305.793044124944,2069.14543200633,172,3412,1422,1990
34,34,0.5,baseline,Baseline,128.455000813718,330.466733310318,2239.28357370343,126,3067,1188,1879
34,34,0.5,early_mover,Early Mover,127.702953115004,245.41657940189,1613.63588159953,245,4823,1587,3236
34,34,0.5,sequential,Sequential,125.348915564008,235.535462818092,1563.81529214667,265,4898,1665,3233
34,34,0.5,coordinated,Coordinated,124.445034736034,244.307617481079,1605.21640821139,242,4810,1658,3152
34,34,0.5,delayed_coordination,Delayed Coordination,123.876875127924,240.110557864279,1584.37400583709,256,4896,1658,3238
34,34,0.75,baseline,Baseline,128.455000813718,330.466733310318,2239.28357370343,126,3067,1188,1879
34,34,0.75,early_mover,Early Mover,136.125410393559,194.042838023922,1344.71704151904,275,5445,1089,4356
34,34,0.75,sequential,Sequential,130.714473552863,186.882735108898,1302.29647886683,275,5455,1138,4317
34,34,0.75,coordinated,Coordinated,126.265402147778,197.558281904631,1403.79407543303,268,5256,1276,3980
34,34,0.75,delayed_coordination,Delayed Coordination,132.023666516919,182.343394975448,1282.39414522088,291,5514,1133,4381
35,35,0.25,baseline,Baseline,125.778059174611,331.19863295218,2198.57065018691,143,3258,1129,2129
35,35,0.25,early_mover,Early Mover,114.438301789964,316.115283735617,2083.79795813883,155,3380,1373,2007
35,35,0.25,sequential,Sequential,111.501643657026,316.167562882611,2087.57533247142,163,3311,1345,1966
35,35,0.25,coordinated,Coordinated,112.786126453945,305.643926886833,2054.49581091884,165,3364,1329,2035
35,35,0.25,delayed_coordination,Delayed Coordination,113.065629370569,297.625446076523,2048.85636620631,169,3383,1346,2037
35,35,0.5,baseline,Baseline,125.778059174611,331.19863295218,2198.57065018691,143,3258,1129,2129
35,35,0.5,early_mover,Early Mover,116.852545847133,247.373084256036,1667.33923922085,255,4786,1652,3134
35,35,0.5,sequential,Sequential,114.969615005023,244.904687210538,1636.86643504858,258,4887,1684,3203
35,35,0.5,coordinated,Coordinated,115.273987075991,235.85345618497,1583.93143346109,269,5183,1727,3456
35,35,0.5,delayed_coordination,Delayed Coordination,112.969302054186,247.891452635697,1655.93371890948,256,4859,1660,3199
35,35,0.75,baseline,Baseline,125.778059174611,331.19863295218,2198.57065018691,143,3258,1129,2129
35,35,0.75,early_mover,Early Mover,126.164179129931,216.413070685907,1335.24443436009,273,5450,1097,4353
35,35,0.75,sequential,Sequential,118.416126419967,202.83420663313,1288.73783786758,286,5420,1138,4282
35,35,0.75,coordinated,Coordinated,110.390788186448,226.43048958414,1399.89271279305,264,5264,1201,4063
