replication,seed,policy_penalty,scenario_A,scenario_B,delta_final_fitness_A_minus_B,delta_final_risk_A_minus_B,delta_final_trade_A_minus_B,delta_switches_A_minus_B
11,11,0.5,coordinated,delayed_coordination,-2.93520998473761,5.50583461444455,39.2045023045471,49
11,11,0.75,early_mover,sequential,10.7208432622721,10.0701960891688,25.7256297638271,178
11,11,0.75,early_mover,coordinated,17.0277642162542,-8.50368156978416,-68.9843030647719,536
11,11,0.75,early_mover,delayed_coordination,4.14566312928095,20.7111088441541,87.7818428215128,79
11,11,0.75,sequential,coordinated,6.30692095398209,-18.5738776589529,-94.709932828599,358
11,11,0.75,sequential,delayed_coordination,-6.57518013299115,10.6409127549853,62.0562130576857,-99
11,11,0.75,coordinated,delayed_coordination,-12.8821010869732,29.2147904139383,156.766145886285,-457
12,12,0.25,early_mover,sequential,1.22464603939096,2.68634644491073,53.1698076724397,-72
12,12,0.25,early_mover,coordinated,-1.88962610485663,3.11432078225749,53.6051425022147,-218
12,12,0.25,early_mover,delayed_coordination,0.0533442169939065,2.8731733654422,45.3478987191961,-110
12,12,0.25,sequential,coordinated,-3.11427214424759,0.427974337346768,0.435334829775002,-146
12,12,0.25,sequential,delayed_coordination,-1.17130182239706,0.186826920531473,-7.82190895324356,-38
12,12,0.25,coordinated,delayed_coordination,1.94297032185054,-0.241147416815295,-8.25724378301857,108
12,12,0.5,early_mover,sequential,-0.562666693604655,9.59992421350236,97.0316031107116,-37
12,12,0.5,early_mover,coordinated,-2.07691717403215,2.48374372080539,94.994822139457,-121
12,12,0.5,early_mover,delayed_coordination,-1.64894290727567,9.94900643998366,112.493424316598,-65
12,12,0.5,sequential,coordinated,-1.51425048042749,-7.11618049269697,-2.03678097125453,-84
12,12,0.5,sequential,delayed_coordination,-1.08627621367101,0.3490822264813,15.4618212058863,-28
12,12,0.5,coordinated,delayed_coordination,0.427974266756479,7.46526271917827,17.4986021771408,56
12,12,0.75,early_mover,sequential,8.60022590842578,5.26409373632933,7.73708578570154,153
12,12,0.75,early_mover,coordinated,18.4660892345875,-22.4898283558818,-175.791135087501,758
12,12,0.75,early_mover,delayed_coordination,9.24876742378233,5.20099765359524,-2.91812386811171,342
12,12,0.75,sequential,coordinated,9.86586332616173,-27.7539220922111,-183.528220873203,605
12,12,0.75,sequential,delayed_coordination,0.648541515356541,-0.0630960827340914,-10.6552096538132,189
12,12,0.75,coordinated,delayed_coordination,-9.21732181080519,27.690826009477,172.87301121939,-416
13,13,0.25,early_mover,sequential,1.78253377897778,-0.438361111082941,1.8855686296356,12
13,13,0.25,early_mover,coordinated,0.310847173637683,18.6591571385156,36.283373027069,-110
13,13,0.25,early_mover,delayed_coordination,2.63760641819661,9.30297571284484,13.5884856728508,16
13,13,0.25,sequential,coordinated,-1.4716866053401,19.0975182495986,34.3978043974334,-122
13,13,0.25,sequential,delayed_coordination,0.855072639218832,9.74133682392778,11.7029170432152,4
13,13,0.25,coordinated,delayed_coordination,2.32675924455893,-9.3561814256708,-22.6948873542183,126
13,13,0.5,early_mover,sequential,0.646327480238128,10.0206114189595,97.9321508242683,-104
13,13,0.5,early_mover,coordinated,4.06424693951836,-3.23500554074127,41.6116113661151,250
13,13,0.5,early_mover,delayed_coordination,1.11018820741961,7.13713985823756,61.3354235862937,-15
13,13,0.5,sequential,coordinated,3.41791945928023,-13.2556169597008,-56.3205394581532,354
13,13,0.5,sequential,delayed_coordination,0.463860727181483,-2.88347156072194,-36.5967272379746,89
13,13,0.5,coordinated,delayed_coordination,-2.95405873209874,10.3721453989788,19.7238122201786,-265
13,13,0.75,early_mover,sequential,10.5105313644666,0.824248528981855,30.6803942157567,300
13,13,0.75,early_mover,coordinated,-2.12489537002868,-6.2327984789427,102.890728069179,-268
13,13,0.75,early_mover,delayed_coordination,7.76555200641396,5.09043863885714,39.3674663603215,344
13,13,0.75,sequential,coordinated,-12.6354267344953,-7.05704700792455,72.2103338534218,-568
13,13,0.75,sequential,delayed_coordination,-2.74497935805262,4.26619010987528,8.68707214456481,44
13,13,0.75,coordinated,delayed_coordination,9.89044737644264,11.3232371177998,-63.523261708857,612
14,14,0.25,early_mover,sequential,2.01388218926843,2.73043982993346,5.74847071205158,89
14,14,0.25,early_mover,coordinated,0.261977653587493,7.58880778535803,47.1567592125157,-48
14,14,0.25,early_mover,delayed_coordination,0.865794322763918,8.38805184392737,30.6433401907871,-1
14,14,0.25,sequential,coordinated,-1.75190453568094,4.85836795542457,41.4082885004641,-137
14,14,0.25,sequential,delayed_coordination,-1.14808786650451,5.65761201399391,24.8948694787355,-90
14,14,0.25,coordinated,delayed_coordination,0.603816669176425,0.799244058569343,-16.5134190217286,47
14,14,0.5,early_mover,sequential,3.16558462160565,1.67924398653602,27.8542729469414,75
14,14,0.5,early_mover,coordinated,-0.870271100773735,15.7615273413517,126.864277999505,-137
14,14,0.5,early_mover,delayed_coordination,6.15893302759964,-26.3089006518352,-49.6084159206152,190
14,14,0.5,sequential,coordinated,-4.03585572237938,14.0822833548157,99.0100050525634,-212
14,14,0.5,sequential,delayed_coordination,2.993348405994,-27.9881446383712,-77.4626888675566,115
14,14,0.5,coordinated,delayed_coordination,7.02920412837338,-42.0704279931869,-176.47269392012,327
14,14,0.75,early_mover,sequential,7.11459166474128,5.31411461240253,42.2773203545491,12
14,14,0.75,early_mover,coordinated,14.1383134443689,-1.65610074047652,-51.0099858328222,552
14,14,0.75,early_mover,delayed_coordination,5.74459414246473,6.50020557374671,54.5943750347296,-24
14,14,0.75,sequential,coordinated,7.02372177962765,-6.97021535287905,-93.2873061873713,540
14,14,0.75,sequential,delayed_coordination,-1.36999752227655,1.18609096134418,12.3170546801805,-36
14,14,0.75,coordinated,delayed_coordination,-8.3937193019042,8.15630631422323,105.604360867552,-576
15,15,0.25,early_mover,sequential,-0.590498349963411,27.0144635267936,110.632814136625,-185
15,15,0.25,early_mover,coordinated,0.766918223475187,26.4716937695129,109.83431641179,-392
15,15,0.25,early_mover,delayed_coordination,0.289087489201407,17.8206410745705,90.2429413746208,-211
15,15,0.25,sequential,coordinated,1.3574165734386,-0.542769757280723,-0.798497724835215,-207
15,15,0.25,sequential,delayed_coordination,0.879585839164818,-9.19382245222312,-20.3898727620044,-26
15,15,0.25,coordinated,delayed_coordination,-0.47783073427378,-8.65105269494239,-19.5913750371692,181
15,15,0.5,early_mover,sequential,1.38255957957797,8.8450722284577,75.8139386394748,-117
15,15,0.5,early_mover,coordinated,0.10507367036206,17.9223621804725,141.335045636033,-244
15,15,0.5,early_mover,delayed_coordination,0.951336347014248,19.1499749261505,88.4653182627076,-96
15,15,0.5,sequential,coordinated,-1.27748590921591,9.07728995201478,65.5211069965583,-127
15,15,0.5,sequential,delayed_coordination,-0.431223232563724,10.3049026976928,12.6513796232327,21
15,15,0.5,coordinated,delayed_coordination,0.846262676652188,1.22761274567799,-52.8697273733255,148
15,15,0.75,early_mover,sequential,13.259296443387,1.39276521995134,0.961331763235194,210
15,15,0.75,early_mover,coordinated,14.4789793579387,-42.5023562708386,-48.597512769185,243
15,15,0.75,early_mover,delayed_coordination,14.9531571922746,3.76283671059161,-31.3041777498283,355
15,15,0.75,sequential,coordinated,1.21968291455173,-43.89512149079,-49.5588445324202,33
15,15,0.75,sequential,delayed_coordination,1.69386074888762,2.37007149064027,-32.2655095130635,145
15,15,0.75,coordinated,delayed_coordination,0.47417783433589,46.2651929814302,17.2933350193566,112
16,16,0.25,early_mover,sequential,0.478944779091705,8.45822910960555,8.54109099478046,-62
16,16,0.25,early_mover,coordinated,1.97018909843999,-4.90437671705905,-10.201588478209,-42
16,16,0.25,early_mover,delayed_coordination,2.52402990064684,-3.13765197493217,-31.4421431054925,2
16,16,0.25,sequential,coordinated,1.49124431934828,-13.3626058266646,-18.7426794729895,20
16,16,0.25,sequential,delayed_coordination,2.04508512155513,-11.5958810845377,-39.983234100273,64
16,16,0.25,coordinated,delayed_coordination,0.55384080220685,1.76672474212688,-21.2405546272835,44
16,16,0.5,early_mover,sequential,0.529444771317458,19.8561032336769,60.0911789219524,-129
16,16,0.5,early_mover,coordinated,5.40532679070958,14.58408886807,7.72138819700967,-97
16,16,0.5,early_mover,delayed_coordination,-0.510321096927143,20.2553647290299,75.1361116248936,-143
16,16,0.5,sequential,coordinated,4.87588201939212,-5.27201436560685,-52.3697907249427,32
16,16,0.5,sequential,delayed_coordination,-1.0397658682446,0.399261495353045,15.0449327029412,-14
16,16,0.5,coordinated,delayed_coordination,-5.91564788763672,5.67127586095989,67.4147234278839,-46
16,16,0.75,early_mover,sequential,6.04037895743463,16.3524199207866,32.705995020739,185
16,16,0.75,early_mover,coordinated,6.96349904830198,14.8441795215567,-27.4961012924059,180
16,16,0.75,early_mover,delayed_coordination,1.88036249830543,19.8522665223809,83.0058496097049,-49
16,16,0.75,sequential,coordinated,0.923120090867357,-1.50824039922983,-60.2020963131449,-5
16,16,0.75,sequential,delayed_coordination,-4.1600164591292,3.49984660159438,50.2998545889659,-234
16,16,0.75,coordinated,delayed_coordination,-5.08313654999655,5.00808700082422,110.501950902111,-229
17,17,0.25,early_mover,sequential,-1.11229967139992,6.19639643690925,78.6579862011645,-107
17,17,0.25,early_mover,coordinated,0.973158234783696,2.981519234583,45.3534295499735,-52
17,17,0.25,early_mover,delayed_coordination,-1.4357849798143,7.38858901081653,63.569001170968,-110
