replication,seed,policy_penalty,scenario_id,scenario_name,delta_final_fitness_vs_baseline,delta_final_risk_vs_baseline,delta_final_trade_vs_baseline,delta_recovering_links_vs_baseline,delta_total_switches_vs_baseline
41,41,0.5,coordinated,Coordinated,-5.13157481044999,-84.8066559223901,-649.213299529311,137,2018
41,41,0.5,delayed_coordination,Delayed Coordination,-3.64561019341895,-85.8533603753407,-718.501362230958,155,2193
41,41,0.75,baseline,Baseline,0,0,0,0,0
41,41,0.75,early_mover,Early Mover,15.254182530754,-147.478092650453,-1039.84397034784,198,3041
41,41,0.75,sequential,Sequential,7.1032435883287,-157.630589680801,-1005.05337067134,154,2677
41,41,0.75,coordinated,Coordinated,3.08200216183633,-153.845698147459,-954.62910309658,164,2668
41,41,0.75,delayed_coordination,Delayed Coordination,13.5037374704796,-158.277012855806,-1054.67521758573,180,2946
42,42,0.25,baseline,Baseline,0,0,0,0,0
42,42,0.25,early_mover,Early Mover,-8.71240479677516,-9.42754966718718,-152.815967468774,29,534
42,42,0.25,sequential,Sequential,-9.87778908169406,-13.6920834814419,-178.586933553681,35,548
42,42,0.25,coordinated,Coordinated,-10.7903480200372,-13.1763819517267,-147.203762252907,36,483
42,42,0.25,delayed_coordination,Delayed Coordination,-9.40187129521331,-18.4674465925052,-170.359652681819,38,545
42,42,0.5,baseline,Baseline,0,0,0,0,0
42,42,0.5,early_mover,Early Mover,2.02821723045662,-91.5400342505205,-693.74631011202,152,2432
42,42,0.5,sequential,Sequential,-1.13620329239197,-96.7019388079629,-715.200292565213,159,2397
42,42,0.5,coordinated,Coordinated,-1.51399971269717,-90.6208756853867,-666.240528605189,156,2308
42,42,0.5,delayed_coordination,Delayed Coordination,0.71004399409793,-111.053861492748,-744.500824516106,172,2450
42,42,0.75,baseline,Baseline,0,0,0,0,0
42,42,0.75,early_mover,Early Mover,14.5823695299191,-141.893625406684,-975.045452987774,190,3040
42,42,0.75,sequential,Sequential,7.76924893320717,-133.27995592027,-981.715683956274,155,2767
42,42,0.75,coordinated,Coordinated,-12.2055085897164,-126.039503674312,-765.616139857776,106,1720
42,42,0.75,delayed_coordination,Delayed Coordination,8.64434008823989,-148.529847151195,-998.422692977978,173,2907
43,43,0.25,baseline,Baseline,0,0,0,0,0
43,43,0.25,early_mover,Early Mover,-11.3595877326068,-28.3387901751437,-142.065482926942,26,384
43,43,0.25,sequential,Sequential,-11.3214844897509,-39.1999573638582,-202.546506990393,53,471
43,43,0.25,coordinated,Coordinated,-10.1207298817039,-36.6009173020068,-223.032371595331,51,669
43,43,0.25,delayed_coordination,Delayed Coordination,-11.2100770709706,-37.4054063207495,-185.796993125415,47,466
43,43,0.5,baseline,Baseline,0,0,0,0,0
43,43,0.5,early_mover,Early Mover,-5.89169776857187,-81.6058431994898,-653.377050320944,133,1955
43,43,0.5,sequential,Sequential,-5.42329913054721,-104.701291882044,-731.028080705785,158,2142
43,43,0.5,coordinated,Coordinated,-8.45580285024178,-93.1687305419928,-659.406132179723,137,2031
43,43,0.5,delayed_coordination,Delayed Coordination,-4.05008091719095,-100.971336487548,-742.404179129563,163,2150
43,43,0.75,baseline,Baseline,0,0,0,0,0
43,43,0.75,early_mover,Early Mover,1.71162705671281,-121.2198490323,-923.155195214276,138,2247
43,43,0.75,sequential,Sequential,-8.76202476835,-103.86054338049,-880.999270237082,107,1807
43,43,0.75,coordinated,Coordinated,-15.1618985368076,-108.047474309432,-805.63453090687,125,1760
43,43,0.75,delayed_coordination,Delayed Coordination,-11.1601622132702,-104.487994878109,-857.449924983426,122,1917
44,44,0.25,baseline,Baseline,0,0,0,0,0
44,44,0.25,early_mover,Early Mover,-12.3611396868425,-30.5984009010746,-92.2614203478679,8,114
44,44,0.25,sequential,Sequential,-13.9414965125847,-38.2394574166063,-104.504468449356,-1,36
44,44,0.25,coordinated,Coordinated,-13.3567463483207,-31.7161132754529,-109.669263474538,10,103
44,44,0.25,delayed_coordination,Delayed Coordination,-14.4417387855064,-30.9713060278913,-96.6187342142925,8,120
44,44,0.5,baseline,Baseline,0,0,0,0,0
44,44,0.5,early_mover,Early Mover,-6.29845947070771,-113.399786541662,-620.888161891455,137,1920
44,44,0.5,sequential,Sequential,-9.78144554571713,-116.103251271117,-666.075844076114,160,2010
44,44,0.5,coordinated,Coordinated,-14.9011529751634,-65.1803886636615,-445.975075376478,94,1308
44,44,0.5,delayed_coordination,Delayed Coordination,-9.713953392918,-113.429976437582,-674.995712858138,157,2020
44,44,0.75,baseline,Baseline,0,0,0,0,0
44,44,0.75,early_mover,Early Mover,2.18204447679469,-136.338236791374,-839.953978088164,132,2394
44,44,0.75,sequential,Sequential,-3.96406613472141,-149.703272734649,-937.031028583322,165,2532
44,44,0.75,coordinated,Coordinated,-6.90014206101664,-135.363744960403,-890.049884998021,129,2277
44,44,0.75,delayed_coordination,Delayed Coordination,-3.09146321424907,-148.005683306901,-941.265884137295,155,2535
45,45,0.25,baseline,Baseline,0,0,0,0,0
45,45,0.25,early_mover,Early Mover,-10.8298644088213,-12.4380146117319,-133.566044420265,27,365
45,45,0.25,sequential,Sequential,-10.7313359959119,-27.9811941535436,-193.844685532247,49,475
45,45,0.25,coordinated,Coordinated,-12.8592498640273,-21.9216219605201,-174.934428902957,47,474
45,45,0.25,delayed_coordination,Delayed Coordination,-11.5173980970736,-22.9124250630678,-189.003813410289,43,483
45,45,0.5,baseline,Baseline,0,0,0,0,0
45,45,0.5,early_mover,Early Mover,-7.84284244739425,-81.4707413520503,-670.40995011402,129,2055
45,45,0.5,sequential,Sequential,-8.91695496152535,-90.8192037156446,-732.245051932013,156,2122
45,45,0.5,coordinated,Coordinated,-9.10478396700498,-99.8499864259613,-712.112220942804,158,2138
45,45,0.5,delayed_coordination,Delayed Coordination,-10.0829027938167,-91.496855277753,-726.735452566653,146,2165
45,45,0.75,baseline,Baseline,0,0,0,0,0
45,45,0.75,early_mover,Early Mover,-6.65938695915376,-130.178713445095,-888.145262442135,115,2132
45,45,0.75,sequential,Sequential,-17.2165543618918,-134.244228993443,-894.868528512541,97,1901
45,45,0.75,coordinated,Coordinated,-25.1451815913903,-120.615749004515,-810.392402586159,71,1601
45,45,0.75,delayed_coordination,Delayed Coordination,-15.6180265258023,-134.87472083231,-933.743636269426,129,2095
46,46,0.25,baseline,Baseline,0,0,0,0,0
46,46,0.25,early_mover,Early Mover,-11.3654889172878,-23.1263927559679,-84.7346220316604,8,191
46,46,0.25,sequential,Sequential,-12.7518018080354,-27.0113634730506,-128.121556712807,25,203
46,46,0.25,coordinated,Coordinated,-11.9304844969806,-27.258809800315,-155.78667770297,30,413
46,46,0.25,delayed_coordination,Delayed Coordination,-11.6520502381464,-28.8021687586431,-129.525144797554,16,217
46,46,0.5,baseline,Baseline,0,0,0,0,0
46,46,0.5,early_mover,Early Mover,-4.72809827728504,-96.0116553168992,-564.57616373794,114,1807
46,46,0.5,sequential,Sequential,-5.19566415180125,-106.487126412301,-641.222517196788,144,1852
46,46,0.5,coordinated,Coordinated,-10.3717658860914,-90.2857010404664,-571.032083072783,99,1645
46,46,0.5,delayed_coordination,Delayed Coordination,-7.05468168884086,-104.240419026841,-635.748168142523,123,1803
46,46,0.75,baseline,Baseline,0,0,0,0,0
46,46,0.75,early_mover,Early Mover,1.44763696675082,-129.581134307904,-863.535059663673,129,2165
46,46,0.75,sequential,Sequential,-5.72478525765652,-135.732857723993,-890.350742138658,101,1834
46,46,0.75,coordinated,Coordinated,-15.9267767678602,-114.354534305019,-750.624970007635,69,1573
46,46,0.75,delayed_coordination,Delayed Coordination,-2.57862366116667,-138.126837918564,-919.386439805482,122,2100
47,47,0.25,baseline,Baseline,0,0,0,0,0
47,47,0.25,early_mover,Early Mover,-9.9100970267951,-20.5144992247622,-153.985563961256,42,371
47,47,0.25,sequential,Sequential,-13.0684254504192,-10.1002526670442,-141.359448920255,5,169
47,47,0.25,coordinated,Coordinated,-13.8586114592023,-19.4698688687126,-117.51191036498,-11,-36
47,47,0.25,delayed_coordination,Delayed Coordination,-11.4010062309521,-22.4860796032752,-154.273408590691,29,282
47,47,0.5,baseline,Baseline,0,0,0,0,0
47,47,0.5,early_mover,Early Mover,-2.16292439123944,-86.2267064781697,-679.469179205916,147,1958
47,47,0.5,sequential,Sequential,-10.3549732464971,-85.194562243229,-598.459646088527,103,1629
47,47,0.5,coordinated,Coordinated,-11.2902358716474,-78.8945172990304,-537.226488799902,93,1387
47,47,0.5,delayed_coordination,Delayed Coordination,-7.66575881702678,-85.684172747577,-620.095699455613,112,1730
47,47,0.75,baseline,Baseline,0,0,0,0,0
47,47,0.75,early_mover,Early Mover,-10.8892737328731,-112.721036558634,-710.083433279756,66,1560
47,47,0.75,sequential,Sequential,-0.280034056660398,-136.901989950444,-950.470491533062,150,2211
47,47,0.75,coordinated,Coordinated,-1.85399802234674,-130.47756808308,-922.365656699513,143,2286
47,47,0.75,delayed_coordination,Delayed Coordination,-0.297390666064786,-136.351031583086,-956.790892139624,145,2146
48,48,0.25,baseline,Baseline,0,0,0,0,0
48,48,0.25,early_mover,Early Mover,-14.7541043915916,4.40241967571802,-53.9521079796873,17,120
48,48,0.25,sequential,Sequential,-15.2826243281171,-1.8078061585021,-82.7763909691616,28,184
48,48,0.25,coordinated,Coordinated,-12.6545385804618,-5.106337600009,-126.929041381625,36,359
48,48,0.25,delayed_coordination,Delayed Coordination,-14.6600631970284,-6.65746224591214,-105.403978040601,28,238
48,48,0.5,baseline,Baseline,0,0,0,0,0
48,48,0.5,early_mover,Early Mover,-9.00342975733383,-52.9791792140877,-526.549591704252,130,1717
48,48,0.5,sequential,Sequential,-9.56608202069101,-67.8999034614744,-592.66070749665,152,1795
48,48,0.5,coordinated,Coordinated,-13.5946065316686,-63.9069539706548,-550.005801083446,138,1714
48,48,0.5,delayed_coordination,Delayed Coordination,-9.71657253838211,-73.7083535386301,-594.242691540951,150,1779
48,48,0.75,baseline,Baseline,0,0,0,0,0
48,48,0.75,early_mover,Early Mover,-7.38283563075245,-127.361176557272,-826.771510304887,142,2300
48,48,0.75,sequential,Sequential,-14.0680167058642,-137.980056999284,-840.845540976692,120,2019
48,48,0.75,coordinated,Coordinated,-20.7260242324017,-102.328124440119,-754.352854515487,93,1659
48,48,0.75,delayed_coordination,Delayed Coordination,-12.5946011679215,-137.257838863353,-851.433876012585,115,2018
49,49,0.25,baseline,Baseline,0,0,0,0,0
49,49,0.25,early_mover,Early Mover,-11.6529800339919,-11.2780371948243,-189.735408198814,13,229
49,49,0.25,sequential,Sequential,-11.7537157105473,-38.2660491933567,-237.596626613731,42,402
49,49,0.25,coordinated,Coordinated,-13.5217362976247,-27.5437760157222,-168.985838143728,12,224
49,49,0.25,delayed_coordination,Delayed Coordination,-13.8609203678852,-13.5097910084276,-171.139827111247,13,217
49,49,0.5,baseline,Baseline,0,0,0,0,0
49,49,0.5,early_mover,Early Mover,-8.81346799890704,-74.1680095045411,-534.209013799625,111,1671
49,49,0.5,sequential,Sequential,-13.2059422007198,-82.9648250209339,-576.964958024325,115,1699
49,49,0.5,coordinated,Coordinated,-8.11139925516221,-100.233667209786,-642.68978502641,136,1945
49,49,0.5,delayed_coordination,Delayed Coordination,-11.3408442362412,-81.6301777176876,-585.401398340668,115,1708
49,49,0.75,baseline,Baseline,0,0,0,0,0
49,49,0.75,early_mover,Early Mover,1.88004733407212,-124.04713857225,-895.114978973164,168,2468
49,49,0.75,sequential,Sequential,-7.37178922163517,-129.586971796662,-889.979739080274,105,1940
49,49,0.75,coordinated,Coordinated,-6.51734737858742,-127.281974538907,-891.272400110692,104,2045
49,49,0.75,delayed_coordination,Delayed Coordination,-3.26472457588051,-141.126327240966,-933.169771581144,116,2133
50,50,0.25,baseline,Baseline,0,0,0,0,0
50,50,0.25,early_mover,Early Mover,-10.1374675582584,-34.8278475359201,-146.308027598172,15,352
50,50,0.25,sequential,Sequential,-10.3381017806989,-44.3863331996788,-174.263669658112,21,425
50,50,0.25,coordinated,Coordinated,-12.0774085638439,-34.4910208098415,-175.597792053058,20,425
50,50,0.25,delayed_coordination,Delayed Coordination,-12.2567522246731,-35.6843466334994,-154.36361364847,11,344
50,50,0.5,baseline,Baseline,0,0,0,0,0
50,50,0.5,early_mover,Early Mover,-7.69638017454952,-88.1880284834696,-541.953293713175,111,1784
50,50,0.5,sequential,Sequential,-7.98403439608565,-97.2633779921895,-587.167839728683,126,1799
50,50,0.5,coordinated,Coordinated,-6.8554735609614,-106.507276377891,-657.801957694998,153,1886
50,50,0.5,delayed_coordination,Delayed Coordination,-7.21790091724893,-94.5146492094216,-613.391560910205,127,1871
50,50,0.75,baseline,Baseline,0,0,0,0,0
50,50,0.75,early_mover,Early Mover,2.68040830789391,-155.53827791495,-911.498300973208,167,2702
50,50,0.75,sequential,Sequential,-3.04325669409147,-160.271501482955,-973.770377901868,160,2505
50,50,0.75,coordinated,Coordinated,-10.0779284754353,-144.134478692337,-818.826868385882,131,2095
50,50,0.75,delayed_coordination,Delayed Coordination,-5.21040622896341,-162.776560865599,-947.549702350098,148,2466
51,51,0.25,baseline,Baseline,0,0,0,0,0
51,51,0.25,early_mover,Early Mover,-13.284846934082,-17.5595492130786,-116.408695458066,15,116
51,51,0.25,sequential,Sequential,-14.3886821153775,-27.9445437009516,-141.789561787697,5,89
51,51,0.25,coordinated,Coordinated,-14.965870566476,-29.1202736824397,-151.349208791587,11,103
51,51,0.25,delayed_coordination,Delayed Coordination,-14.3578595029145,-29.620605285324,-153.055226096958,-1,5
51,51,0.5,baseline,Baseline,0,0,0,0,0
51,51,0.5,early_mover,Early Mover,-2.31349222336152,-106.246315950454,-698.527977857358,139,2289
51,51,0.5,sequential,Sequential,-5.44432534252195,-125.794316750469,-734.83021890617,151,2211
51,51,0.5,coordinated,Coordinated,-9.4105657395816,-115.137976186188,-669.975942613949,156,2108
51,51,0.5,delayed_coordination,Delayed Coordination,-5.80324625227439,-126.676977267615,-745.211411652564,146,2233
51,51,0.75,baseline,Baseline,0,0,0,0,0
51,51,0.75,early_mover,Early Mover,-4.81272783281875,-135.647850066504,-843.453778133493,127,2032
51,51,0.75,sequential,Sequential,-11.9375245681186,-153.926632408638,-929.466021849295,140,2103
51,51,0.75,coordinated,Coordinated,-11.2938777327325,-138.104722052848,-867.587788596967,125,2060
51,51,0.75,delayed_coordination,Delayed Coordination,-12.2638610222706,-150.209115762483,-930.977898137779,136,2058
52,52,0.25,baseline,Baseline,0,0,0,0,0
52,52,0.25,early_mover,Early Mover,-13.2877594616318,-14.7189362160291,-107.763666685514,-2,216
52,52,0.25,sequential,Sequential,-13.492842643604,-21.3442046543959,-139.86101781578,25,407
52,52,0.25,coordinated,Coordinated,-13.0895741224397,-22.0617216312974,-115.890746199823,21,333
52,52,0.25,delayed_coordination,Delayed Coordination,-13.257069215399,-20.7806577791698,-133.557239636527,20,396
52,52,0.5,baseline,Baseline,0,0,0,0,0
52,52,0.5,early_mover,Early Mover,-3.07885048033238,-80.3579571368687,-523.627796126465,124,1890
52,52,0.5,sequential,Sequential,-4.40305774142021,-99.4323452511196,-574.32857922893,128,1947
52,52,0.5,coordinated,Coordinated,-1.71424418480706,-79.8319116184532,-573.562992694541,128,1947
52,52,0.5,delayed_coordination,Delayed Coordination,-4.34828152382832,-88.5014690609712,-573.635260550773,144,1998
52,52,0.75,baseline,Baseline,0,0,0,0,0
52,52,0.75,early_mover,Early Mover,8.0367476322734,-128.537671705588,-811.580176465151,135,2423
52,52,0.75,sequential,Sequential,5.87679534555616,-146.041927292712,-870.659991461562,139,2388
52,52,0.75,coordinated,Coordinated,2.24516861038489,-135.343559079272,-851.754268803599,136,2313
52,52,0.75,delayed_coordination,Delayed Coordination,3.62436628283558,-148.145871657382,-858.714263824794,131,2295
53,53,0.25,baseline,Baseline,0,0,0,0,0
53,53,0.25,early_mover,Early Mover,-13.6837226338433,-3.44122308969224,-109.56847433136,22,242
53,53,0.25,sequential,Sequential,-14.8207398586064,-5.21486329416007,-141.703513746219,26,284
53,53,0.25,coordinated,Coordinated,-13.9389657266125,-27.4739282499004,-143.975508003188,27,273
53,53,0.25,delayed_coordination,Delayed Coordination,-13.9356486369278,-7.46153946458566,-149.446944745104,34,329
53,53,0.5,baseline,Baseline,0,0,0,0,0
53,53,0.5,early_mover,Early Mover,-9.57144544771866,-94.2866307374062,-598.016968120693,116,1550
53,53,0.5,sequential,Sequential,-13.8259437474314,-106.837893104522,-623.008293243916,124,1526
53,53,0.5,coordinated,Coordinated,-11.4288288784088,-90.8333718119212,-638.384109693748,120,1636
53,53,0.5,delayed_coordination,Delayed Coordination,-13.4416410783684,-96.2559315687377,-603.169498569931,117,1576
53,53,0.75,baseline,Baseline,0,0,0,0,0
53,53,0.75,early_mover,Early Mover,-9.64929341061929,-111.491787793334,-766.817836193908,89,1621
53,53,0.75,sequential,Sequential,-19.1665430483067,-115.108316556708,-800.537080516642,67,1275
53,53,0.75,coordinated,Coordinated,-23.3945439878017,-95.6783999542897,-751.675502261854,70,1308
53,53,0.75,delayed_coordination,Delayed Coordination,-20.1306321920793,-112.737670670544,-779.145158192314,56,1262
54,54,0.25,baseline,Baseline,0,0,0,0,0
54,54,0.25,early_mover,Early Mover,-13.1014408264792,-12.5289235249463,-89.8118215176655,20,112
54,54,0.25,sequential,Sequential,-13.9140932858177,-22.1282943103342,-127.006206448666,23,176
54,54,0.25,coordinated,Coordinated,-14.5228723314821,-27.6083847759513,-133.452640087812,15,139
54,54,0.25,delayed_coordination,Delayed Coordination,-14.4768768631895,-16.7806354571027,-118.935137692874,21,174
54,54,0.5,baseline,Baseline,0,0,0,0,0
54,54,0.5,early_mover,Early Mover,-7.79122017564522,-89.6867624526212,-564.575492312506,114,1533
54,54,0.5,sequential,Sequential,-8.58509285220441,-103.300001203852,-658.791575371542,136,1630
54,54,0.5,coordinated,Coordinated,-16.5880576102916,-83.5902534665536,-523.522549172973,81,1206
54,54,0.5,delayed_coordination,Delayed Coordination,-10.812919106037,-88.5558966165223,-617.242911393058,129,1583
54,54,0.75,baseline,Baseline,0,0,0,0,0
54,54,0.75,early_mover,Early Mover,0.615278040456246,-139.042555037924,-902.752499705452,135,2460
54,54,0.75,sequential,Sequential,-8.31943550874576,-136.154592960841,-932.194981523939,138,2333
54,54,0.75,coordinated,Coordinated,-15.530475192068,-118.12308288379,-778.108652249714,107,1798
54,54,0.75,delayed_coordination,Delayed Coordination,-6.59495913397804,-145.262037882493,-934.092816049791,137,2337
55,55,0.25,baseline,Baseline,0,0,0,0,0
55,55,0.25,early_mover,Early Mover,-14.4152872984024,-9.26763586155232,-72.3551591007858,15,-40
55,55,0.25,sequential,Sequential,-13.6026305793373,-18.3123070600652,-152.513321153619,40,13
55,55,0.25,coordinated,Coordinated,-15.3456228849549,-9.85713932252634,-101.641566721742,11,45
55,55,0.25,delayed_coordination,Delayed Coordination,-14.012090453386,-21.0132587096998,-133.79176258322,25,7
55,55,0.5,baseline,Baseline,0,0,0,0,0
55,55,0.5,early_mover,Early Mover,-7.70853394283527,-60.1507642229501,-586.474502082314,123,1570
55,55,0.5,sequential,Sequential,-12.2339835478318,-71.4054653373615,-614.326131866353,136,1635
55,55,0.5,coordinated,Coordinated,-15.6810728823401,-70.2788767367031,-556.838243006549,117,1527
55,55,0.5,delayed_coordination,Delayed Coordination,-10.0389254296731,-73.8428385600934,-648.502738704619,151,1733
55,55,0.75,baseline,Baseline,0,0,0,0,0
55,55,0.75,early_mover,Early Mover,-12.1814777550388,-143.172167710805,-862.032345570964,99,1871
55,55,0.75,sequential,Sequential,-8.01021501952529,-166.743615637491,-1047.34694243183,184,2470
55,55,0.75,coordinated,Coordinated,-20.6142532535379,-143.557229324787,-880.884647901809,117,1751
55,55,0.75,delayed_coordination,Delayed Coordination,-4.43536430031202,-166.788093449663,-1061.53453820306,189,2446
56,56,0.25,baseline,Baseline,0,0,0,0,0
56,56,0.25,early_mover,Early Mover,-11.037980486648,-8.21697403018322,-169.864740451849,32,385
56,56,0.25,sequential,Sequential,-12.4517956512624,-11.0365995847225,-178.255629196251,38,417
56,56,0.25,coordinated,Coordinated,-12.4076779729378,-29.3346385428562,-170.2839301651,30,179
56,56,0.25,delayed_coordination,Delayed Coordination,-13.125270045498,-9.73475939427425,-176.499898894782,43,446
56,56,0.5,baseline,Baseline,0,0,0,0,0
56,56,0.5,early_mover,Early Mover,-6.93203102464656,-79.0406636583706,-630.887515721011,141,1828
56,56,0.5,sequential,Sequential,-5.70225091311515,-91.7031019453673,-715.208249283187,165,2051
56,56,0.5,coordinated,Coordinated,-8.42284082254248,-89.1196684942439,-654.582408321896,158,1777
56,56,0.5,delayed_coordination,Delayed Coordination,-10.1313760294169,-72.3928251768875,-637.875696707031,151,1846
56,56,0.75,baseline,Baseline,0,0,0,0,0
56,56,0.75,early_mover,Early Mover,4.97899282191842,-139.132133049796,-954.770878639018,175,2587
56,56,0.75,sequential,Sequential,-0.133740495606773,-140.941385217617,-1005.35436783815,172,2594
56,56,0.75,coordinated,Coordinated,-9.28609447152257,-121.978872906433,-879.228917223666,161,2304
56,56,0.75,delayed_coordination,Delayed Coordination,0.303724190852989,-145.57121974811,-1007.89167871341,177,2578
57,57,0.25,baseline,Baseline,0,0,0,0,0
57,57,0.25,early_mover,Early Mover,-11.9783615736147,-16.8321524686234,-104.657187658005,19,188
57,57,0.25,sequential,Sequential,-13.5076974510514,-25.3296946084188,-128.424411903748,19,245
57,57,0.25,coordinated,Coordinated,-12.6998071710721,-28.7345578219856,-138.611464411218,23,335
57,57,0.25,delayed_coordination,Delayed Coordination,-14.102677076535,-12.3223234992178,-114.109838779932,22,210
57,57,0.5,baseline,Baseline,0,0,0,0,0
57,57,0.5,early_mover,Early Mover,-8.82658975135379,-80.475003547471,-521.731212864523,88,1270
57,57,0.5,sequential,Sequential,-12.346429843421,-86.8001519983711,-556.886486204298,99,1354
57,57,0.5,coordinated,Coordinated,-11.7646939952351,-99.9649840667312,-583.97280837121,90,1383
57,57,0.5,delayed_coordination,Delayed Coordination,-10.9440614896246,-83.5824825407597,-558.078110821279,97,1386
57,57,0.75,baseline,Baseline,0,0,0,0,0
57,57,0.75,early_mover,Early Mover,-1.4503777345635,-123.560047152229,-807.903622010831,121,2027
57,57,0.75,sequential,Sequential,-8.95111754702242,-123.316219315356,-813.471565468324,115,1909
57,57,0.75,coordinated,Coordinated,-17.3647984108321,-107.26003535617,-703.023381336815,85,1394
57,57,0.75,delayed_coordination,Delayed Coordination,-13.5781421670169,-119.309911297086,-781.894151016052,104,1802
58,58,0.25,baseline,Baseline,0,0,0,0,0
58,58,0.25,early_mover,Early Mover,-13.8975430291693,1.52475633890089,-50.6363626023358,10,149
58,58,0.25,sequential,Sequential,-13.7834054234892,-9.29218771932909,-100.191186271779,14,178
58,58,0.25,coordinated,Coordinated,-12.7358080238428,-10.9153822009648,-110.709558765285,29,318
58,58,0.25,delayed_coordination,Delayed Coordination,-14.2276671535703,-9.91563122344252,-114.400484240801,29,259
58,58,0.5,baseline,Baseline,0,0,0,0,0
58,58,0.5,early_mover,Early Mover,-4.26463466006783,-98.3106311060855,-664.513292756134,144,2273
58,58,0.5,sequential,Sequential,-3.02817551355922,-110.575737502384,-728.004087114357,149,2261
58,58,0.5,coordinated,Coordinated,-3.45253635747461,-111.245975679755,-733.399492472387,174,2280
58,58,0.5,delayed_coordination,Delayed Coordination,-3.48428149743069,-109.735429344883,-730.405387836225,157,2284
58,58,0.75,baseline,Baseline,0,0,0,0,0
58,58,0.75,early_mover,Early Mover,-7.38862040299512,-129.761143372138,-866.968608251756,149,2487
58,58,0.75,sequential,Sequential,-8.8565540275186,-141.243721960308,-940.740557483474,137,2204
58,58,0.75,coordinated,Coordinated,-11.9001850296165,-127.269834695323,-816.153514997379,130,1993
58,58,0.75,delayed_coordination,Delayed Coordination,-12.2849060624276,-141.120900481206,-910.685477487014,133,2167
59,59,0.25,baseline,Baseline,0,0,0,0,0
59,59,0.25,early_mover,Early Mover,-14.7255574598273,-7.63944401139827,-60.1772180879343,3,-205
59,59,0.25,sequential,Sequential,-17.3835751124871,-16.0269166057265,-107.750762174262,15,-143
59,59,0.25,coordinated,Coordinated,-16.547518653299,-8.91311706949978,-99.9757234216772,24,-124
59,59,0.25,delayed_coordination,Delayed Coordination,-15.7155405944947,-19.3280066846596,-133.176691462356,30,-69
59,59,0.5,baseline,Baseline,0,0,0,0,0
59,59,0.5,early_mover,Early Mover,-4.08532397517695,-93.7015393989965,-666.026489540883,165,1876
59,59,0.5,sequential,Sequential,-12.1192782506036,-92.2088709732444,-575.471610325612,132,1617
59,59,0.5,coordinated,Coordinated,-18.8303826322752,-74.0034068799844,-411.765540396084,71,897
59,59,0.5,delayed_coordination,Delayed Coordination,-12.334458772877,-97.4760430062116,-612.078035447594,142,1640
59,59,0.75,baseline,Baseline,0,0,0,0,0
59,59,0.75,early_mover,Early Mover,-1.15837873616948,-121.487547748737,-870.275291180837,147,2140
59,59,0.75,sequential,Sequential,-5.31075136272952,-123.436793209141,-918.287426373352,140,2094
59,59,0.75,coordinated,Coordinated,-22.3777460568574,-97.8119172564114,-680.451580055175,58,1089
59,59,0.75,delayed_coordination,Delayed Coordination,-6.10681972606373,-126.378887002621,-909.029624509544,132,2038
60,60,0.25,baseline,Baseline,0,0,0,0,0
60,60,0.25,early_mover,Early Mover,-8.95776312796286,-32.6970687535642,-171.494059216144,20,425
60,60,0.25,sequential,Sequential,-11.5619725265909,-33.2513415245317,-170.146714383363,15,328
60,60,0.25,coordinated,Coordinated,-11.5775988518567,-48.2812089416234,-188.449387923658,37,333
60,60,0.25,delayed_coordination,Delayed Coordination,-11.4829996040535,-39.1715222456284,-183.140288315874,29,390
60,60,0.5,baseline,Baseline,0,0,0,0,0
60,60,0.5,early_mover,Early Mover,-0.379815341299476,-108.836437740626,-654.991338623129,119,1914
60,60,0.5,sequential,Sequential,-6.82138293358302,-111.806816509497,-650.445937536698,119,1822
60,60,0.5,coordinated,Coordinated,-10.1716735796762,-90.1515453881514,-604.531178804211,123,1819
60,60,0.5,delayed_coordination,Delayed Coordination,-6.1111131089754,-108.463745626086,-665.180376316622,110,1825
60,60,0.75,baseline,Baseline,0,0,0,0,0
60,60,0.75,early_mover,Early Mover,15.0596010472574,-144.123507122009,-959.636501260906,185,2877
60,60,0.75,sequential,Sequential,5.23815295576505,-147.287219095306,-972.854728560139,166,2737
60,60,0.75,coordinated,Coordinated,-8.41103161250429,-129.441883165735,-766.008324514228,97,1707
60,60,0.75,delayed_coordination,Delayed Coordination,5.83082203966411,-149.740434148004,-988.896532336997,174,2706
61,61,0.25,baseline,Baseline,0,0,0,0,0
61,61,0.25,early_mover,Early Mover,-14.1966533829883,-29.7486849112346,-166.181188665357,33,196
61,61,0.25,sequential,Sequential,-16.146388661573,-24.1988951069316,-181.86060190668,23,111
61,61,0.25,coordinated,Coordinated,-16.4589018261087,-8.3145087688265,-117.775205414659,11,83
61,61,0.25,delayed_coordination,Delayed Coordination,-16.2085079674566,-21.1274911836788,-163.159095422064,25,119
61,61,0.5,baseline,Baseline,0,0,0,0,0
61,61,0.5,early_mover,Early Mover,-6.28007867574878,-102.033068060902,-679.759886046446,137,1841
61,61,0.5,sequential,Sequential,-11.562741579719,-108.403596987541,-716.585932341673,149,1690
61,61,0.5,coordinated,Coordinated,-18.8350192094315,-86.1898953020757,-592.929999264432,113,1315
61,61,0.5,delayed_coordination,Delayed Coordination,-8.60222190457115,-101.480969191491,-736.138743463945,154,1824
61,61,0.75,baseline,Baseline,0,0,0,0,0
61,61,0.75,early_mover,Early Mover,-20.258324182598,-96.8880862146533,-718.879652607507,49,958
61,61,0.75,sequential,Sequential,-19.9865176173357,-114.163055206855,-863.350824335677,90,1316
