replication,seed,policy_penalty,scenario_id,scenario_name,delta_final_fitness_vs_baseline,delta_final_risk_vs_baseline,delta_final_trade_vs_baseline,delta_recovering_links_vs_baseline,delta_total_switches_vs_baseline
21,21,0.25,coordinated,Coordinated,-13.5984991702106,-6.16880192769446,-85.3336754754482,25,198
21,21,0.25,delayed_coordination,Delayed Coordination,-10.992929421116,-29.722614366783,-144.865670735576,21,338
21,21,0.5,baseline,Baseline,0,0,0,0,0
21,21,0.5,early_mover,Early Mover,-5.12805185151737,-111.532904214537,-566.522278329331,139,2043
21,21,0.5,sequential,Sequential,-5.39084933062125,-104.87003030694,-607.792008610822,146,2063
21,21,0.5,coordinated,Coordinated,-1.64810610441032,-117.842134889197,-643.52436544241,160,2220
21,21,0.5,delayed_coordination,Delayed Coordination,-7.07154653481309,-102.829734132191,-600.407438594441,139,2059
21,21,0.75,baseline,Baseline,0,0,0,0,0
21,21,0.75,early_mover,Early Mover,-10.437868665854,-105.56995432088,-715.462086806998,120,2143
21,21,0.75,sequential,Sequential,-3.53861634879695,-167.433474947747,-942.890808234493,178,2618
21,21,0.75,coordinated,Coordinated,-11.8787655852764,-129.047424618787,-796.702498355673,149,2503
21,21,0.75,delayed_coordination,Delayed Coordination,-3.84120563455143,-156.313758250246,-929.556361167139,177,2562
22,22,0.25,baseline,Baseline,0,0,0,0,0
22,22,0.25,early_mover,Early Mover,-12.2963054130556,-28.5260215059445,-167.990983963787,35,407
22,22,0.25,sequential,Sequential,-11.9355222231905,-39.582415584514,-253.520780481274,55,555
22,22,0.25,coordinated,Coordinated,-11.301756600833,-42.1174391363901,-231.447771643115,52,614
22,22,0.25,delayed_coordination,Delayed Coordination,-11.2286130160952,-33.5221631812922,-258.957913062597,59,578
22,22,0.5,baseline,Baseline,0,0,0,0,0
22,22,0.5,early_mover,Early Mover,-2.06024092511694,-112.64975413661,-760.781518004333,165,2308
22,22,0.5,sequential,Sequential,-3.22268406408233,-110.608442014234,-784.824888424426,174,2404
22,22,0.5,coordinated,Coordinated,-3.27221194546362,-116.297552399313,-793.610996856388,161,2442
22,22,0.5,delayed_coordination,Delayed Coordination,-2.85817758561998,-117.197980927359,-808.722080587421,176,2396
22,22,0.75,baseline,Baseline,0,0,0,0,0
22,22,0.75,early_mover,Early Mover,2.50610319052171,-138.006658929544,-947.427038183008,170,2472
22,22,0.75,sequential,Sequential,-7.16407345945308,-118.783709368641,-925.287490038108,141,2215
22,22,0.75,coordinated,Coordinated,-14.6958156671809,-139.923637932708,-837.975317387951,104,1721
22,22,0.75,delayed_coordination,Delayed Coordination,-8.48997905210041,-116.863047379588,-941.216386020058,136,2211
23,23,0.25,baseline,Baseline,0,0,0,0,0
23,23,0.25,early_mover,Early Mover,-12.8816707377631,-8.98663942152945,-83.6929567985667,11,134
23,23,0.25,sequential,Sequential,-13.5424780461576,-9.89787763066971,-116.197177628864,27,194
23,23,0.25,coordinated,Coordinated,-13.3977068369183,-14.1841902598734,-116.561727074048,27,173
23,23,0.25,delayed_coordination,Delayed Coordination,-13.1548777312694,-16.2179053932401,-125.192791701427,24,226
23,23,0.5,baseline,Baseline,0,0,0,0,0
23,23,0.5,early_mover,Early Mover,-4.81780104906261,-68.8765204294194,-647.331502594238,138,2150
23,23,0.5,sequential,Sequential,-3.70626700031281,-79.4702930230861,-722.947664820894,152,2202
23,23,0.5,coordinated,Coordinated,-5.7115804075919,-85.4738814994631,-706.941753991134,139,2161
23,23,0.5,delayed_coordination,Delayed Coordination,-4.11430053909393,-79.8079895589375,-725.276330059869,167,2234
23,23,0.75,baseline,Baseline,0,0,0,0,0
23,23,0.75,early_mover,Early Mover,0.41018783455516,-122.621024077952,-929.48540302208,175,2824
23,23,0.75,sequential,Sequential,-2.85250117466077,-128.37876566482,-986.537901349186,174,2667
23,23,0.75,coordinated,Coordinated,-7.60490026199336,-133.774806581463,-919.534743563252,135,2381
23,23,0.75,delayed_coordination,Delayed Coordination,-3.67190478871903,-131.612425314044,-980.964140593464,163,2664
24,24,0.25,baseline,Baseline,0,0,0,0,0
24,24,0.25,early_mover,Early Mover,-12.9413409927559,-27.5872945153026,-128.111540644734,23,305
24,24,0.25,sequential,Sequential,-15.1675206206319,-23.2264857145399,-107.733082287412,7,113
24,24,0.25,coordinated,Coordinated,-15.3169105744169,-34.3789320944772,-83.7681080260113,-6,-75
24,24,0.25,delayed_coordination,Delayed Coordination,-15.0917615537941,-30.1155995196829,-131.77487782384,23,224
24,24,0.5,baseline,Baseline,0,0,0,0,0
24,24,0.5,early_mover,Early Mover,-3.9907866546352,-99.7019208278578,-640.081738966343,141,2016
24,24,0.5,sequential,Sequential,-6.5460810268246,-102.937470528032,-680.59715529344,115,1824
24,24,0.5,coordinated,Coordinated,-11.8014310825671,-90.7284108166322,-589.519110741937,107,1546
24,24,0.5,delayed_coordination,Delayed Coordination,-6.30648061656495,-110.077834910366,-698.76773598634,135,1973
24,24,0.75,baseline,Baseline,0,0,0,0,0
24,24,0.75,early_mover,Early Mover,-8.18477784932796,-109.967674290027,-767.396482551992,107,2049
24,24,0.75,sequential,Sequential,-14.6878072812592,-123.945271058876,-791.799518282509,91,1782
24,24,0.75,coordinated,Coordinated,-18.2217613535456,-101.123418226072,-705.145183850719,55,1316
24,24,0.75,delayed_coordination,Delayed Coordination,-10.1333756454402,-120.55518085272,-853.786350164331,112,1970
25,25,0.25,baseline,Baseline,0,0,0,0,0
25,25,0.25,early_mover,Early Mover,-13.5773173003433,-1.85520877605018,-53.2098975553763,17,89
25,25,0.25,sequential,Sequential,-13.7074068830324,-9.67900615390528,-96.5690571846867,20,47
25,25,0.25,coordinated,Coordinated,-13.449936259763,-12.2276941410765,-72.3738513611788,6,-30
25,25,0.25,delayed_coordination,Delayed Coordination,-14.8028632115975,-7.93076444074728,-92.9016808347751,20,39
25,25,0.5,baseline,Baseline,0,0,0,0,0
25,25,0.5,early_mover,Early Mover,-7.87614331704087,-61.4914130783636,-497.640456849482,104,1439
25,25,0.5,sequential,Sequential,-8.17954948421323,-70.112134501069,-585.727294819201,125,1561
25,25,0.5,coordinated,Coordinated,-6.62717607703934,-59.7525203427187,-562.469892256589,108,1508
25,25,0.5,delayed_coordination,Delayed Coordination,-11.3877274693518,-64.3227776060345,-525.760251388225,80,1347
25,25,0.75,baseline,Baseline,0,0,0,0,0
25,25,0.75,early_mover,Early Mover,6.03807952561036,-118.020236010737,-864.331550038311,132,2390
25,25,0.75,sequential,Sequential,7.40070150066592,-152.286584282651,-1024.65329739294,179,2669
25,25,0.75,coordinated,Coordinated,3.06295305138792,-166.753060837918,-957.637905689161,142,2501
25,25,0.75,delayed_coordination,Delayed Coordination,3.86434658252969,-126.650043712466,-958.254977229411,134,2450
26,26,0.25,baseline,Baseline,0,0,0,0,0
26,26,0.25,early_mover,Early Mover,-11.8376180024409,-9.68088251753568,-138.023411276411,14,205
26,26,0.25,sequential,Sequential,-12.5520352318429,-17.2561116176755,-180.886278953673,32,224
26,26,0.25,coordinated,Coordinated,-12.7027762227475,-15.1605571001339,-160.404850554677,17,148
26,26,0.25,delayed_coordination,Delayed Coordination,-11.2776423513443,-26.2688242090791,-211.009733706931,41,370
26,26,0.5,baseline,Baseline,0,0,0,0,0
26,26,0.5,early_mover,Early Mover,-2.65669522742873,-102.514183494294,-692.468902060586,139,1935
26,26,0.5,sequential,Sequential,-2.74535137526425,-122.842885342442,-786.113139701103,167,2119
26,26,0.5,coordinated,Coordinated,-4.31288363210683,-119.234586276597,-738.315628984708,154,1990
26,26,0.5,delayed_coordination,Delayed Coordination,-0.374816370247871,-118.221885567608,-788.850062995405,174,2177
26,26,0.75,baseline,Baseline,0,0,0,0,0
26,26,0.75,early_mover,Early Mover,-0.291039351699695,-148.018582678824,-855.804192685223,118,2007
26,26,0.75,sequential,Sequential,-3.68522151539527,-148.072837538309,-880.413774190131,114,1926
26,26,0.75,coordinated,Coordinated,-6.194335454769,-147.148607958921,-920.729852056487,128,2083
26,26,0.75,delayed_coordination,Delayed Coordination,-0.0238096752212584,-166.087137201906,-949.434846348715,119,2094
27,27,0.25,baseline,Baseline,0,0,0,0,0
27,27,0.25,early_mover,Early Mover,-13.324718824407,-23.1860843305122,-127.009073812883,42,434
27,27,0.25,sequential,Sequential,-14.7192328110895,-27.0670943953056,-169.930407004105,53,478
27,27,0.25,coordinated,Coordinated,-12.632171849892,-24.8167595367206,-191.990535017278,57,607
27,27,0.25,delayed_coordination,Delayed Coordination,-14.5313504293602,-24.006215927908,-165.168881024608,51,475
27,27,0.5,baseline,Baseline,0,0,0,0,0
27,27,0.5,early_mover,Early Mover,-2.27603375383988,-104.405323496226,-635.532894608391,150,2068
27,27,0.5,sequential,Sequential,-7.68156532786527,-108.166785569147,-661.442619378088,133,1897
27,27,0.5,coordinated,Coordinated,-10.7567539792548,-92.3620877318907,-634.704257418507,138,1867
27,27,0.5,delayed_coordination,Delayed Coordination,-7.74222190483061,-106.175761099747,-669.310595229703,148,2021
27,27,0.75,baseline,Baseline,0,0,0,0,0
27,27,0.75,early_mover,Early Mover,10.5509010226564,-145.201061125013,-969.236646318181,173,2698
27,27,0.75,sequential,Sequential,-2.74085236289957,-131.203127327103,-967.188727259985,151,2271
27,27,0.75,coordinated,Coordinated,-9.2574562113642,-135.596218121943,-880.367853601612,139,2017
27,27,0.75,delayed_coordination,Delayed Coordination,0.916996499570374,-149.512571004149,-1007.17291772098,155,2371
28,28,0.25,baseline,Baseline,0,0,0,0,0
28,28,0.25,early_mover,Early Mover,-10.0336347100793,-27.3611184078777,-152.293494336723,30,412
28,28,0.25,sequential,Sequential,-12.4539464942105,-31.2919873676918,-153.99149127429,34,409
28,28,0.25,coordinated,Coordinated,-10.1912807849259,-42.1582725300036,-242.09739418022,52,675
28,28,0.25,delayed_coordination,Delayed Coordination,-12.0084131199364,-35.6721674996276,-163.54647748323,30,433
28,28,0.5,baseline,Baseline,0,0,0,0,0
28,28,0.5,early_mover,Early Mover,-5.38093729575725,-97.1420241297304,-679.736778886466,155,1998
28,28,0.5,sequential,Sequential,-4.90265801012106,-109.061679616315,-769.04880926506,175,2198
28,28,0.5,coordinated,Coordinated,-10.0460739413212,-101.636379552333,-675.866977847042,148,1999
28,28,0.5,delayed_coordination,Delayed Coordination,-7.42006891330925,-103.3296097158,-713.376860564409,155,1984
28,28,0.75,baseline,Baseline,0,0,0,0,0
28,28,0.75,early_mover,Early Mover,-6.37272297892167,-129.067230279297,-872.205350273457,125,2297
28,28,0.75,sequential,Sequential,-10.987872739697,-138.843811816637,-906.285489388599,116,2041
28,28,0.75,coordinated,Coordinated,-16.3002123960886,-111.826360045882,-770.273548282019,88,1801
28,28,0.75,delayed_coordination,Delayed Coordination,-12.4426686403305,-137.068241692499,-895.234873605055,119,2211
29,29,0.25,baseline,Baseline,0,0,0,0,0
29,29,0.25,early_mover,Early Mover,-12.5860790012898,-18.4470326218151,-129.275440138401,30,135
29,29,0.25,sequential,Sequential,-13.2783510854822,-24.6994592031721,-140.222526901076,34,146
29,29,0.25,coordinated,Coordinated,-13.4377761047215,-33.2455842856727,-128.402437824891,28,226
29,29,0.25,delayed_coordination,Delayed Coordination,-12.8815418950768,-24.4276411244452,-164.607145913808,40,179
29,29,0.5,baseline,Baseline,0,0,0,0,0
29,29,0.5,early_mover,Early Mover,-2.57799129105493,-88.6311842034859,-622.048872314138,138,1953
29,29,0.5,sequential,Sequential,-3.19023282138519,-90.3360549610338,-710.702039590871,149,1979
29,29,0.5,coordinated,Coordinated,-5.77530591305421,-85.8304259372078,-665.141965350243,167,1964
29,29,0.5,delayed_coordination,Delayed Coordination,-6.03087150713779,-90.1459247688067,-673.192134655905,148,1991
29,29,0.75,baseline,Baseline,0,0,0,0,0
29,29,0.75,early_mover,Early Mover,16.4108461209492,-139.796536169944,-1030.36717794133,179,2812
29,29,0.75,sequential,Sequential,1.98323848178271,-134.458235484878,-1014.39350111983,145,2372
29,29,0.75,coordinated,Coordinated,-10.2014317362759,-116.576881296665,-843.567513130841,115,1880
29,29,0.75,delayed_coordination,Delayed Coordination,6.71401676328557,-140.979086346608,-1059.89122898768,148,2467
30,30,0.25,baseline,Baseline,0,0,0,0,0
30,30,0.25,early_mover,Early Mover,-12.6948443583761,-5.9591361223745,-82.091149361238,8,105
30,30,0.25,sequential,Sequential,-12.9590405785871,-13.7346601018022,-126.998733225371,26,229
30,30,0.25,coordinated,Coordinated,-14.426119044246,-12.7085830554267,-94.4647158986058,17,172
30,30,0.25,delayed_coordination,Delayed Coordination,-13.9369715765292,-10.9260612348537,-101.17117579925,15,200
30,30,0.5,baseline,Baseline,0,0,0,0,0
30,30,0.5,early_mover,Early Mover,-7.29238783618629,-81.5387785703878,-519.66708462957,100,1623
30,30,0.5,sequential,Sequential,-9.14534172301924,-83.6662607011953,-592.304382265536,130,1709
30,30,0.5,coordinated,Coordinated,-11.3621389586348,-83.1400421213918,-535.699399609682,126,1694
30,30,0.5,delayed_coordination,Delayed Coordination,-6.06460234631454,-91.8508039558637,-637.67752518845,138,1876
30,30,0.75,baseline,Baseline,0,0,0,0,0
30,30,0.75,early_mover,Early Mover,-4.40323969731762,-129.419191508306,-855.226547525284,136,2246
30,30,0.75,sequential,Sequential,-15.1323385524858,-127.765323329496,-849.482418615785,124,1951
30,30,0.75,coordinated,Coordinated,-16.7022274516519,-111.817570954672,-755.688049305648,111,1788
30,30,0.75,delayed_coordination,Delayed Coordination,-9.03470168192337,-133.12563771234,-906.717699255172,123,2127
31,31,0.25,baseline,Baseline,0,0,0,0,0
31,31,0.25,early_mover,Early Mover,-11.4789041154554,-24.2991516005375,-84.9823678680505,23,346
31,31,0.25,sequential,Sequential,-13.010814107716,-31.0783635829966,-134.02751784762,40,376
31,31,0.25,coordinated,Coordinated,-15.1416525150726,-21.9629395285929,-69.8831965587451,6,160
31,31,0.25,delayed_coordination,Delayed Coordination,-13.6526421471926,-27.2182387875714,-126.706570024306,34,376
31,31,0.5,baseline,Baseline,0,0,0,0,0
31,31,0.5,early_mover,Early Mover,4.15249578607967,-105.369196761032,-747.262054122385,157,2406
31,31,0.5,sequential,Sequential,-2.63329769480873,-105.679757215893,-765.848658226423,173,2346
31,31,0.5,coordinated,Coordinated,-9.67397497698568,-87.6696737180926,-660.607067594909,127,1681
31,31,0.5,delayed_coordination,Delayed Coordination,-1.61957885903743,-111.172550599438,-779.872519098969,163,2389
31,31,0.75,baseline,Baseline,0,0,0,0,0
31,31,0.75,early_mover,Early Mover,6.79697043611409,-129.230128336393,-920.057553047608,149,2637
31,31,0.75,sequential,Sequential,-2.11668502449254,-133.019200023593,-964.412460580462,143,2505
31,31,0.75,coordinated,Coordinated,-20.1984852957317,-101.301027218254,-758.216139079251,65,1610
31,31,0.75,delayed_coordination,Delayed Coordination,-3.70296873139584,-132.18017598514,-966.334993367856,136,2508
32,32,0.25,baseline,Baseline,0,0,0,0,0
32,32,0.25,early_mover,Early Mover,-11.4678382066681,-20.1835887908599,-160.549964672723,31,306
32,32,0.25,sequential,Sequential,-13.3250854410241,-31.0777490607588,-205.652566145671,52,332
32,32,0.25,coordinated,Coordinated,-16.0097098151111,-9.40961121338154,-104.91330930807,6,-62
32,32,0.25,delayed_coordination,Delayed Coordination,-12.4916708678545,-26.1226387969418,-204.202106756222,53,380
32,32,0.5,baseline,Baseline,0,0,0,0,0
32,32,0.5,early_mover,Early Mover,-4.23945085174401,-108.143517498199,-648.749707122207,122,1829
32,32,0.5,sequential,Sequential,-7.21244949986801,-112.284959553934,-694.042934233073,137,1729
32,32,0.5,coordinated,Coordinated,-8.09430378918258,-89.2890986861579,-613.114477857367,125,1576
32,32,0.5,delayed_coordination,Delayed Coordination,-6.21454194191018,-111.684420749702,-718.310084458069,141,1811
32,32,0.75,baseline,Baseline,0,0,0,0,0
32,32,0.75,early_mover,Early Mover,2.36131690995956,-139.563567861326,-935.750746690405,156,2297
32,32,0.75,sequential,Sequential,-1.06039268519913,-146.964810055356,-1001.31596774538,154,2287
32,32,0.75,coordinated,Coordinated,-10.0301850318163,-129.423840500398,-821.482206843527,135,1934
32,32,0.75,delayed_coordination,Delayed Coordination,-0.907627552007767,-147.306682741988,-993.383883797743,160,2259
33,33,0.25,baseline,Baseline,0,0,0,0,0
33,33,0.25,early_mover,Early Mover,-13.736370053031,-31.007286113728,-110.378557337946,25,216
33,33,0.25,sequential,Sequential,-15.7372715713446,-38.0800323953192,-123.298594136766,32,214
33,33,0.25,coordinated,Coordinated,-16.5972834546488,-30.7002873581872,-111.709671389402,14,99
33,33,0.25,delayed_coordination,Delayed Coordination,-15.6523121234838,-36.8940315165991,-122.866301002172,23,174
33,33,0.5,baseline,Baseline,0,0,0,0,0
33,33,0.5,early_mover,Early Mover,-9.90618441431781,-104.791357556675,-630.759929487621,126,1924
33,33,0.5,sequential,Sequential,-11.600552976172,-113.376142532966,-690.959302939052,131,1953
33,33,0.5,coordinated,Coordinated,-12.265517023292,-109.896762174416,-692.545736227056,142,1977
33,33,0.5,delayed_coordination,Delayed Coordination,-13.1117425578445,-109.765381584251,-666.13671428046,104,1773
33,33,0.75,baseline,Baseline,0,0,0,0,0
33,33,0.75,early_mover,Early Mover,-0.715967146139761,-147.516531148595,-1011.76480690315,175,2682
33,33,0.75,sequential,Sequential,-16.2354036237404,-137.676236713289,-987.041934313627,147,2267
33,33,0.75,coordinated,Coordinated,-14.0271940063374,-141.041637652077,-963.672114060112,149,2185
33,33,0.75,delayed_coordination,Delayed Coordination,-13.0767518505021,-142.215761206132,-1001.9403981901,132,2199
34,34,0.25,baseline,Baseline,0,0,0,0,0
34,34,0.25,early_mover,Early Mover,-12.0332444942942,-15.7447709306579,-142.29628153002,31,294
34,34,0.25,sequential,Sequential,-13.8959899954058,-23.9027160430919,-143.060305297212,25,221
34,34,0.25,coordinated,Coordinated,-13.7094059503292,-25.7383790680199,-154.247472598633,32,298
34,34,0.25,delayed_coordination,Delayed Coordination,-12.9153896778203,-24.6736891853743,-170.1381416971,46,345
34,34,0.5,baseline,Baseline,0,0,0,0,0
34,34,0.5,early_mover,Early Mover,-0.752047698714023,-85.0501539084279,-625.647692103906,119,1756
34,34,0.5,sequential,Sequential,-3.10608524971059,-94.9312704922263,-675.468281556757,139,1831
34,34,0.5,coordinated,Coordinated,-4.00996607768387,-86.1591158292395,-634.067165492046,116,1743
34,34,0.5,delayed_coordination,Delayed Coordination,-4.57812568579389,-90.3561754460388,-654.909567866343,130,1829
34,34,0.75,baseline,Baseline,0,0,0,0,0
34,34,0.75,early_mover,Early Mover,7.67040957984108,-136.423895286396,-894.566532184392,149,2378
34,34,0.75,sequential,Sequential,2.25947273914463,-143.58399820142,-936.987094836607,149,2388
34,34,0.75,coordinated,Coordinated,-2.18959866593971,-132.908451405687,-835.489498270406,142,2189
34,34,0.75,delayed_coordination,Delayed Coordination,3.56866570320037,-148.12333833487,-956.889428482554,165,2447
35,35,0.25,baseline,Baseline,0,0,0,0,0
35,35,0.25,early_mover,Early Mover,-11.3397573846469,-15.0833492165625,-114.77269204808,12,122
35,35,0.25,sequential,Sequential,-14.2764155175842,-15.0310700695683,-110.995317715497,20,53
35,35,0.25,coordinated,Coordinated,-12.991932720666,-25.5547060653468,-144.074839268077,22,106
35,35,0.25,delayed_coordination,Delayed Coordination,-12.7124298040414,-33.5731868756566,-149.714283980604,26,125
35,35,0.5,baseline,Baseline,0,0,0,0,0
35,35,0.5,early_mover,Early Mover,-8.92551332747789,-83.825548696144,-531.231410966067,112,1528
35,35,0.5,sequential,Sequential,-10.8084441695874,-86.2939457416416,-561.704215138331,115,1629
35,35,0.5,coordinated,Coordinated,-10.5040720986194,-95.3451767672099,-614.639216725821,126,1925
35,35,0.5,delayed_coordination,Delayed Coordination,-12.8087571204244,-83.3071803164828,-542.636931277429,113,1601
35,35,0.75,baseline,Baseline,0,0,0,0,0
35,35,0.75,early_mover,Early Mover,0.386119955320453,-114.785562266273,-863.326215826825,130,2192
35,35,0.75,sequential,Sequential,-7.36193275464362,-128.36442631905,-909.832812319334,143,2162
35,35,0.75,coordinated,Coordinated,-15.3872709881623,-104.76814336804,-798.677937393862,121,2006
35,35,0.75,delayed_coordination,Delayed Coordination,-8.28497806520562,-127.674754041659,-883.982217530202,126,2175
36,36,0.25,baseline,Baseline,0,0,0,0,0
36,36,0.25,early_mover,Early Mover,-12.7374376458187,-18.1151144475585,-93.8300778591524,16,99
36,36,0.25,sequential,Sequential,-16.306090077385,-21.9009978074849,-106.088670917781,11,35
36,36,0.25,coordinated,Coordinated,-15.3503845728205,-31.9988129171794,-108.564303958114,13,43
36,36,0.25,delayed_coordination,Delayed Coordination,-14.5901461858235,-23.4540496802452,-126.011135224962,17,107
36,36,0.5,baseline,Baseline,0,0,0,0,0
36,36,0.5,early_mover,Early Mover,-9.4386149594668,-87.2017018685113,-553.124074060486,117,1571
36,36,0.5,sequential,Sequential,-12.3461454727495,-92.7259701040963,-569.438336524368,123,1529
36,36,0.5,coordinated,Coordinated,-13.4673238311178,-80.9221592061443,-530.077843997765,104,1571
36,36,0.5,delayed_coordination,Delayed Coordination,-11.5725426957654,-97.4576856816789,-563.459283322911,116,1509
36,36,0.75,baseline,Baseline,0,0,0,0,0
36,36,0.75,early_mover,Early Mover,-1.58270746613363,-109.555162589645,-847.999015423427,131,2158
36,36,0.75,sequential,Sequential,-10.1045107837057,-115.185830799718,-873.627060779337,115,2029
36,36,0.75,coordinated,Coordinated,-12.3989004826564,-107.454936163763,-859.877017219344,131,1896
36,36,0.75,delayed_coordination,Delayed Coordination,-9.07728277947174,-111.998641413136,-860.654081843681,111,1920
37,37,0.25,baseline,Baseline,0,0,0,0,0
37,37,0.25,early_mover,Early Mover,-8.56964870245636,-27.3409054665066,-170.353367244322,51,612
37,37,0.25,sequential,Sequential,-9.5649924439511,-32.1356933871652,-201.900012898776,68,691
37,37,0.25,coordinated,Coordinated,-8.61600868243696,-25.3808444693613,-205.832330798613,59,646
37,37,0.25,delayed_coordination,Delayed Coordination,-8.17098066589261,-33.3537795216803,-221.925346112794,68,723
37,37,0.5,baseline,Baseline,0,0,0,0,0
37,37,0.5,early_mover,Early Mover,-5.30017298931062,-90.2764781813291,-594.409394717692,146,1895
37,37,0.5,sequential,Sequential,-10.825075552203,-106.947811578002,-597.935754688997,106,1682
37,37,0.5,coordinated,Coordinated,-5.80282016957473,-116.237244459757,-684.405444594351,166,2185
37,37,0.5,delayed_coordination,Delayed Coordination,-7.83844739519341,-101.781981644705,-619.396042570349,135,1861
37,37,0.75,baseline,Baseline,0,0,0,0,0
37,37,0.75,early_mover,Early Mover,4.14066970346457,-140.075740175329,-903.676574678792,154,2626
37,37,0.75,sequential,Sequential,-0.826606680047092,-143.642841369852,-925.832729976223,143,2408
37,37,0.75,coordinated,Coordinated,-22.5825942057767,-95.0187936251776,-665.74437612072,83,1481
37,37,0.75,delayed_coordination,Delayed Coordination,1.22520965440333,-147.873978881968,-945.035300031102,144,2479
38,38,0.25,baseline,Baseline,0,0,0,0,0
38,38,0.25,early_mover,Early Mover,-12.3934797253901,-20.6602131135825,-132.667865650385,35,398
38,38,0.25,sequential,Sequential,-12.0164294057146,-22.5307646770736,-193.59870069013,50,391
38,38,0.25,coordinated,Coordinated,-13.1257623011408,-20.4959209131338,-159.240562302457,47,323
38,38,0.25,delayed_coordination,Delayed Coordination,-12.2221943074867,-24.0838928231256,-193.246640584622,43,421
38,38,0.5,baseline,Baseline,0,0,0,0,0
38,38,0.5,early_mover,Early Mover,-1.28684427866105,-103.768964802098,-704.825545676875,171,2281
38,38,0.5,sequential,Sequential,-2.99152104154906,-114.847299330723,-771.848752659904,169,2039
38,38,0.5,coordinated,Coordinated,-2.82873420745283,-109.233279378198,-733.172844713721,159,2019
38,38,0.5,delayed_coordination,Delayed Coordination,-2.95049685866833,-110.354138677914,-757.485590057804,152,2108
38,38,0.75,baseline,Baseline,0,0,0,0,0
38,38,0.75,early_mover,Early Mover,0.868327496661138,-145.06679208454,-878.602283088679,168,2595
38,38,0.75,sequential,Sequential,0.426664590747791,-156.200346586481,-962.864079591508,142,2436
38,38,0.75,coordinated,Coordinated,-10.9907322267952,-144.749102254801,-833.36630760758,116,1787
38,38,0.75,delayed_coordination,Delayed Coordination,-1.43704484213812,-158.669073653374,-959.442854153924,149,2402
39,39,0.25,baseline,Baseline,0,0,0,0,0
39,39,0.25,early_mover,Early Mover,-12.7324557931061,-25.1179808713577,-149.124603861368,37,509
39,39,0.25,sequential,Sequential,-13.7328032149087,-27.2731902095806,-177.159092971076,54,497
39,39,0.25,coordinated,Coordinated,-14.5694822859894,-21.6784739855091,-186.112540189775,33,381
39,39,0.25,delayed_coordination,Delayed Coordination,-14.7982264900009,-23.5686924180952,-170.906807939227,50,502
39,39,0.5,baseline,Baseline,0,0,0,0,0
39,39,0.5,early_mover,Early Mover,-3.53557999207806,-122.755989160627,-690.636899592655,153,2275
39,39,0.5,sequential,Sequential,-5.26692411024172,-129.174580606449,-730.048216660699,156,2226
39,39,0.5,coordinated,Coordinated,-8.85039603153513,-115.351155726041,-696.451405001835,145,2054
39,39,0.5,delayed_coordination,Delayed Coordination,-5.19440109042303,-132.846810062627,-728.432349170136,153,2215
39,39,0.75,baseline,Baseline,0,0,0,0,0
39,39,0.75,early_mover,Early Mover,-9.2953941836782,-146.920797533748,-850.727961923367,127,2007
39,39,0.75,sequential,Sequential,-23.838333005788,-138.49131838089,-774.419948541438,69,1390
39,39,0.75,coordinated,Coordinated,-21.2557990068265,-143.907538324317,-763.686184077214,86,1513
39,39,0.75,delayed_coordination,Delayed Coordination,-23.4955509897564,-134.989775384978,-781.713296978111,66,1413
40,40,0.25,baseline,Baseline,0,0,0,0,0
40,40,0.25,early_mover,Early Mover,-14.3188268721668,-16.3244706732129,-79.2109120599257,12,12
40,40,0.25,sequential,Sequential,-15.1178681444364,-22.8014388458038,-97.7065525954017,30,120
40,40,0.25,coordinated,Coordinated,-15.5406652878764,-11.830582599505,-93.7071454936622,23,147
40,40,0.25,delayed_coordination,Delayed Coordination,-15.232097692859,-21.2609967749104,-98.3804704036233,19,105
40,40,0.5,baseline,Baseline,0,0,0,0,0
40,40,0.5,early_mover,Early Mover,-0.546294730475083,-103.166029339023,-760.692982522664,156,2120
40,40,0.5,sequential,Sequential,-5.79980274648705,-105.882402136312,-749.949241985387,154,2078
40,40,0.5,coordinated,Coordinated,-7.38338286761045,-93.0264888810603,-712.908552617507,152,2108
40,40,0.5,delayed_coordination,Delayed Coordination,-5.09092091958468,-105.513789283196,-771.159592010443,173,2154
40,40,0.75,baseline,Baseline,0,0,0,0,0
40,40,0.75,early_mover,Early Mover,9.2616288144187,-126.669426500423,-1005.99568604434,171,2765
40,40,0.75,sequential,Sequential,-6.4431787276316,-122.678331196952,-974.079833729686,157,2442
40,40,0.75,coordinated,Coordinated,-23.87028567937,-100.184880170567,-721.172992484632,79,1566
40,40,0.75,delayed_coordination,Delayed Coordination,-4.95942136401548,-131.151705350797,-983.693158546324,150,2512
41,41,0.25,baseline,Baseline,0,0,0,0,0
41,41,0.25,early_mover,Early Mover,-10.5295084533893,-29.2658616173953,-158.516448300662,26,439
41,41,0.25,sequential,Sequential,-11.5399228256156,-34.8409381110565,-176.710051632035,39,411
41,41,0.25,coordinated,Coordinated,-11.2142831864419,-25.0843747477568,-166.07139484837,29,335
41,41,0.25,delayed_coordination,Delayed Coordination,-12.536411363147,-28.4669325685385,-154.392627053066,32,438
41,41,0.5,baseline,Baseline,0,0,0,0,0
41,41,0.5,early_mover,Early Mover,-0.0960983445615966,-84.7277468201191,-723.184736318533,161,2301
41,41,0.5,sequential,Sequential,-3.14688920342898,-85.2870959692504,-703.062864547135,154,2163
