replication,seed,cost_regime,eL,eG,scenario_id,delta_final_fitness_vs_baseline,delta_final_risk_vs_baseline,delta_final_trade_vs_baseline,delta_total_switches_vs_baseline
84,84,high,0.2,0.4,coordinated,-21.3323220646329,-52.9799760842366,-292.081565504657,860
84,84,high,0.2,0.4,delayed_coordination,-21.5758237541244,-62.3246476961098,-339.223078271182,936
85,85,low,0.05,0.1,baseline,0,0,0,0
85,85,low,0.05,0.1,early_mover,10.0172399476822,-145.47971229688,-784.500353208373,2351
85,85,low,0.05,0.1,sequential,4.66743758387992,-134.743576593395,-794.643178235249,2367
85,85,low,0.05,0.1,coordinated,4.79525796882754,-160.484207412243,-791.348509963315,2410
85,85,low,0.05,0.1,delayed_coordination,1.51012413354059,-142.713025218943,-771.916463097066,2233
85,85,baseline,0.1,0.2,baseline,0,0,0,0
85,85,baseline,0.1,0.2,early_mover,-1.79985787703887,-111.904444844717,-692.678158724484,2132
85,85,baseline,0.1,0.2,sequential,-5.01990224926908,-123.884962096075,-725.419864281891,2090
85,85,baseline,0.1,0.2,coordinated,-9.49119777197896,-102.001720946912,-603.624146095469,1695
85,85,baseline,0.1,0.2,delayed_coordination,-3.97110963276938,-120.77596654334,-748.388748545058,2180
85,85,high,0.2,0.4,baseline,0,0,0,0
85,85,high,0.2,0.4,early_mover,-18.1349671810003,-40.9781840945066,-257.109467494617,854
85,85,high,0.2,0.4,sequential,-20.8234109071698,-57.0381031396352,-292.652591653153,851
85,85,high,0.2,0.4,coordinated,-21.2575127611094,-52.1340260497745,-254.720236936062,820
85,85,high,0.2,0.4,delayed_coordination,-20.429206839956,-63.9241764349999,-320.88045440083,936
86,86,low,0.05,0.1,baseline,0,0,0,0
86,86,low,0.05,0.1,early_mover,9.17965013779354,-113.696359207049,-816.393126451336,2564
86,86,low,0.05,0.1,sequential,4.45216643896711,-121.717750381563,-854.891472022106,2541
86,86,low,0.05,0.1,coordinated,5.43222147224463,-130.648513379267,-859.913251193486,2599
86,86,low,0.05,0.1,delayed_coordination,4.46522084012665,-122.372947184606,-851.308757320049,2537
86,86,baseline,0.1,0.2,baseline,0,0,0,0
86,86,baseline,0.1,0.2,early_mover,-3.08432137300007,-98.9282461556872,-686.249721147088,2027
86,86,baseline,0.1,0.2,sequential,-6.91901568996541,-125.071745610587,-737.368187410231,2074
86,86,baseline,0.1,0.2,coordinated,-5.08194017287919,-125.350108245668,-738.785367067346,2341
86,86,baseline,0.1,0.2,delayed_coordination,-7.21399417972503,-94.3510849309193,-708.008241673969,2003
86,86,high,0.2,0.4,baseline,0,0,0,0
86,86,high,0.2,0.4,early_mover,-20.7660154503643,-44.0618617749925,-242.443744483565,783
86,86,high,0.2,0.4,sequential,-23.3714021231483,-45.3967717736086,-279.680449431467,866
86,86,high,0.2,0.4,coordinated,-23.6160480436914,-56.8431930933931,-242.685746078449,775
86,86,high,0.2,0.4,delayed_coordination,-23.4675084547277,-47.0530294726487,-269.044297780851,877
87,87,low,0.05,0.1,baseline,0,0,0,0
87,87,low,0.05,0.1,early_mover,-0.293367376119591,-117.905081581977,-682.930212413939,1907
87,87,low,0.05,0.1,sequential,-5.72706358353169,-122.863842356672,-705.448662177366,1824
87,87,low,0.05,0.1,coordinated,-7.85940953762861,-116.313194735017,-689.242128754232,1783
87,87,low,0.05,0.1,delayed_coordination,-7.01053997669476,-122.916237325664,-676.770269446723,1821
87,87,baseline,0.1,0.2,baseline,0,0,0,0
87,87,baseline,0.1,0.2,early_mover,-9.91689656528229,-112.197948521024,-597.728688324658,1726
87,87,baseline,0.1,0.2,sequential,-12.3386266186661,-118.218201944142,-664.799367291205,1720
87,87,baseline,0.1,0.2,coordinated,-15.106219167341,-91.4993450726867,-570.656753690707,1450
87,87,baseline,0.1,0.2,delayed_coordination,-14.2025783824073,-115.738839480328,-624.891816850484,1512
87,87,high,0.2,0.4,baseline,0,0,0,0
87,87,high,0.2,0.4,early_mover,-20.5223245873954,-51.5120723952007,-272.112757366448,777
87,87,high,0.2,0.4,sequential,-23.8931404728882,-55.3117586870787,-286.004163184095,734
87,87,high,0.2,0.4,coordinated,-25.0653071287847,-53.5045313722765,-272.009947476692,688
87,87,high,0.2,0.4,delayed_coordination,-24.5555906170937,-54.5460382129461,-288.772842111333,757
88,88,low,0.05,0.1,baseline,0,0,0,0
88,88,low,0.05,0.1,early_mover,0.992573239362741,-106.803933209316,-666.212835289321,2317
88,88,low,0.05,0.1,sequential,1.01650637400093,-103.99866774044,-689.895315299445,2280
88,88,low,0.05,0.1,coordinated,-2.39458843895909,-103.241806528516,-642.385065801465,2313
88,88,low,0.05,0.1,delayed_coordination,-1.94904539334576,-105.205242460263,-696.090456201221,2340
88,88,baseline,0.1,0.2,baseline,0,0,0,0
88,88,baseline,0.1,0.2,early_mover,-5.32379191269845,-94.3277954691955,-586.623940485516,1893
88,88,baseline,0.1,0.2,sequential,-7.62509511363889,-94.0786410143246,-620.866487809745,1968
88,88,baseline,0.1,0.2,coordinated,-13.3549198747245,-85.5853868877373,-537.392591516747,1658
88,88,baseline,0.1,0.2,delayed_coordination,-6.34504638240682,-100.478995329862,-657.872524722399,2048
88,88,high,0.2,0.4,baseline,0,0,0,0
88,88,high,0.2,0.4,early_mover,-16.7367131795536,-40.8970907591006,-268.374565585736,1011
88,88,high,0.2,0.4,sequential,-17.5458249848288,-54.6240996808306,-325.59353184201,1121
88,88,high,0.2,0.4,coordinated,-18.2430145141903,-55.5442428214889,-320.232319773326,1131
88,88,high,0.2,0.4,delayed_coordination,-17.7931788620147,-49.3514122613336,-311.879665328132,1151
89,89,low,0.05,0.1,baseline,0,0,0,0
89,89,low,0.05,0.1,early_mover,12.4606416089066,-155.775696084276,-826.394755004106,2649
89,89,low,0.05,0.1,sequential,8.17682975546472,-164.640590628213,-860.116254470147,2617
89,89,low,0.05,0.1,coordinated,2.29518360664321,-149.538772769352,-762.094770277496,2394
89,89,low,0.05,0.1,delayed_coordination,7.8988464819995,-158.953060907432,-857.628505474803,2649
89,89,baseline,0.1,0.2,baseline,0,0,0,0
89,89,baseline,0.1,0.2,early_mover,-7.58727213128272,-102.549739980616,-571.345650825273,1785
89,89,baseline,0.1,0.2,sequential,-8.60891101038028,-105.480041254338,-622.40179065713,1948
89,89,baseline,0.1,0.2,coordinated,-10.4824982821609,-107.449846381838,-627.854020225497,1967
89,89,baseline,0.1,0.2,delayed_coordination,-10.8703571609831,-107.296886174939,-613.318172220158,1854
89,89,high,0.2,0.4,baseline,0,0,0,0
89,89,high,0.2,0.4,early_mover,-21.7464186094267,-41.4541451246297,-221.488952609444,554
89,89,high,0.2,0.4,sequential,-25.5855918405307,-41.6647249789349,-249.964236788542,592
89,89,high,0.2,0.4,coordinated,-26.7624522885961,-56.2806387959468,-265.304706913503,574
89,89,high,0.2,0.4,delayed_coordination,-25.8516104773282,-45.518431940621,-252.257318552343,544
90,90,low,0.05,0.1,baseline,0,0,0,0
90,90,low,0.05,0.1,early_mover,9.82143723195759,-113.20535090238,-790.423017491276,2335
90,90,low,0.05,0.1,sequential,1.50940922986592,-85.6897992277189,-744.294782571238,2136
90,90,low,0.05,0.1,coordinated,-5.33096519174131,-90.8240483478141,-638.601050703185,1787
90,90,low,0.05,0.1,delayed_coordination,4.87584189787185,-121.745486978634,-790.01579118881,2240
90,90,baseline,0.1,0.2,baseline,0,0,0,0
90,90,baseline,0.1,0.2,early_mover,-8.48868748853434,-70.2253740969697,-537.957260812346,1704
90,90,baseline,0.1,0.2,sequential,-9.83645510635407,-79.4324437396263,-571.188073066092,1712
90,90,baseline,0.1,0.2,coordinated,-10.0011634115676,-70.2688899506994,-587.457277112112,1804
90,90,baseline,0.1,0.2,delayed_coordination,-9.27167860096679,-86.4739738639519,-620.656954697868,1795
90,90,high,0.2,0.4,baseline,0,0,0,0
90,90,high,0.2,0.4,early_mover,-18.0933260636782,-24.9957966759046,-254.324827231042,747
90,90,high,0.2,0.4,sequential,-19.8341009360459,-29.3638446966438,-288.779187727248,803
90,90,high,0.2,0.4,coordinated,-19.0459256805724,-21.7307322966957,-285.475291092651,928
90,90,high,0.2,0.4,delayed_coordination,-19.7860222289326,-29.1536085585332,-282.384450855165,808
91,91,low,0.05,0.1,baseline,0,0,0,0
91,91,low,0.05,0.1,early_mover,10.478573021044,-135.204475715161,-872.428026782606,2503
91,91,low,0.05,0.1,sequential,6.65563058539362,-129.910832184965,-884.198107134373,2461
91,91,low,0.05,0.1,coordinated,5.9723555296103,-130.581088812027,-857.341729009662,2238
91,91,low,0.05,0.1,delayed_coordination,8.89505223038185,-132.474018177457,-898.176978488559,2531
91,91,baseline,0.1,0.2,baseline,0,0,0,0
91,91,baseline,0.1,0.2,early_mover,0.506839161014994,-101.940897476166,-691.973301254611,1966
91,91,baseline,0.1,0.2,sequential,-3.22526990778388,-98.7370464632784,-707.917691345069,1774
91,91,baseline,0.1,0.2,coordinated,-13.1248861972022,-76.6295106944881,-493.936487727193,1104
91,91,baseline,0.1,0.2,delayed_coordination,-0.866889137573963,-107.561721202371,-748.398818872775,1943
91,91,high,0.2,0.4,baseline,0,0,0,0
91,91,high,0.2,0.4,early_mover,-17.8667973414383,-34.4407696223279,-306.697048636196,888
91,91,high,0.2,0.4,sequential,-22.6410114722111,-37.5697518640507,-315.385982769736,850
91,91,high,0.2,0.4,coordinated,-22.7367253866247,-31.9418847973132,-271.473997862962,796
91,91,high,0.2,0.4,delayed_coordination,-20.997984751779,-37.5143381858026,-325.856937258646,870
92,92,low,0.05,0.1,baseline,0,0,0,0
92,92,low,0.05,0.1,early_mover,-1.06455363122123,-73.7937983751934,-614.592858892924,1929
92,92,low,0.05,0.1,sequential,-0.404481737469752,-87.9395635308779,-691.741669449825,2018
92,92,low,0.05,0.1,coordinated,0.891557904304477,-73.9303445505077,-703.114494350187,2023
92,92,low,0.05,0.1,delayed_coordination,-3.55031935549945,-79.4682786378267,-660.007312184458,1877
92,92,baseline,0.1,0.2,baseline,0,0,0,0
92,92,baseline,0.1,0.2,early_mover,-9.62918164807961,-68.452899509075,-512.265807268484,1537
92,92,baseline,0.1,0.2,sequential,-11.891661767782,-63.0514240965158,-540.972751798048,1447
92,92,baseline,0.1,0.2,coordinated,-8.54031864377225,-85.7438626925011,-619.077079889085,1876
92,92,baseline,0.1,0.2,delayed_coordination,-13.9613744264101,-69.1459191749631,-528.620713273275,1468
92,92,high,0.2,0.4,baseline,0,0,0,0
92,92,high,0.2,0.4,early_mover,-15.4469824054362,-53.4453649939969,-339.03100405763,998
92,92,high,0.2,0.4,sequential,-19.1551680345323,-56.0177008621143,-340.329654488684,954
92,92,high,0.2,0.4,coordinated,-20.5703684027997,-47.2271654016441,-321.048013049202,903
92,92,high,0.2,0.4,delayed_coordination,-19.6292795602404,-54.5223668850936,-341.86019482948,989
93,93,low,0.05,0.1,baseline,0,0,0,0
93,93,low,0.05,0.1,early_mover,7.55769290799799,-103.535215757666,-709.356772224741,2278
93,93,low,0.05,0.1,sequential,1.01311988583689,-96.0173083316899,-710.712555502626,2006
93,93,low,0.05,0.1,coordinated,-1.66537308360648,-76.6930306960031,-648.564129139235,1823
93,93,low,0.05,0.1,delayed_coordination,7.4637432498341,-107.008885244155,-773.78442533931,2268
93,93,baseline,0.1,0.2,baseline,0,0,0,0
93,93,baseline,0.1,0.2,early_mover,-8.84383136755736,-75.0644303836902,-566.884661522964,1674
93,93,baseline,0.1,0.2,sequential,-12.9690375927181,-76.9442177418953,-559.607917099834,1616
93,93,baseline,0.1,0.2,coordinated,-19.0899495116329,-61.8657797191164,-397.242459050924,1135
93,93,baseline,0.1,0.2,delayed_coordination,-12.6698700717387,-76.7966774661958,-550.942953566017,1553
93,93,high,0.2,0.4,baseline,0,0,0,0
93,93,high,0.2,0.4,early_mover,-17.3391612897334,-37.2870697792455,-306.416994982729,818
93,93,high,0.2,0.4,sequential,-20.7975847286983,-38.2255050061464,-307.468214523488,832
93,93,high,0.2,0.4,coordinated,-23.9711288395704,-38.6053161168835,-276.926894328908,808
93,93,high,0.2,0.4,delayed_coordination,-21.2697688506976,-38.6945610280916,-312.079224978246,831
94,94,low,0.05,0.1,baseline,0,0,0,0
94,94,low,0.05,0.1,early_mover,10.8901670364255,-110.004272469727,-828.754724367935,2636
94,94,low,0.05,0.1,sequential,6.0209959340483,-114.851579773102,-851.424322701306,2603
94,94,low,0.05,0.1,coordinated,4.52230599271837,-114.644900617841,-828.298364816679,2394
94,94,low,0.05,0.1,delayed_coordination,3.41348325542177,-111.381009263406,-835.419914059785,2568
94,94,baseline,0.1,0.2,baseline,0,0,0,0
94,94,baseline,0.1,0.2,early_mover,-0.280200714006071,-93.1668612691676,-701.680245049199,1772
94,94,baseline,0.1,0.2,sequential,-8.50461469639941,-96.5411926971964,-683.029085119512,1589
94,94,baseline,0.1,0.2,coordinated,-9.15752461940733,-88.020918436972,-654.722018201991,1505
94,94,baseline,0.1,0.2,delayed_coordination,-6.32207444418007,-92.0558236020308,-714.334570785862,1658
94,94,high,0.2,0.4,baseline,0,0,0,0
94,94,high,0.2,0.4,early_mover,-15.4085112148439,-30.0234076998314,-269.785876374891,858
94,94,high,0.2,0.4,sequential,-18.7334660710184,-51.0814589389263,-333.894896141484,932
94,94,high,0.2,0.4,coordinated,-19.5931244049885,-34.8466130468009,-281.963357824809,882
94,94,high,0.2,0.4,delayed_coordination,-19.6420337250283,-36.8413248713224,-302.244376858327,928
95,95,low,0.05,0.1,baseline,0,0,0,0
95,95,low,0.05,0.1,early_mover,13.4910452916046,-109.667007599471,-867.32905662279,2878
95,95,low,0.05,0.1,sequential,13.5953016703619,-116.97416948047,-928.790612988331,2915
95,95,low,0.05,0.1,coordinated,7.87626231786223,-108.323018349628,-864.24835486021,2795
95,95,low,0.05,0.1,delayed_coordination,12.1587186655135,-109.183905420447,-900.007445464391,2842
95,95,baseline,0.1,0.2,baseline,0,0,0,0
95,95,baseline,0.1,0.2,early_mover,-3.77274909549294,-78.0953713001961,-629.332420508035,2033
95,95,baseline,0.1,0.2,sequential,-5.05649671678994,-92.9162574085374,-707.263645883572,2080
95,95,baseline,0.1,0.2,coordinated,-10.8730508540542,-80.0052049066957,-569.089879437856,1756
95,95,baseline,0.1,0.2,delayed_coordination,-4.69992257009514,-95.3707388538441,-718.17485718556,2135
95,95,high,0.2,0.4,baseline,0,0,0,0
95,95,high,0.2,0.4,early_mover,-22.7948216547934,-22.6954619759618,-175.223771804634,532
95,95,high,0.2,0.4,sequential,-24.3057444785219,-36.2524962278919,-235.273771254087,648
95,95,high,0.2,0.4,coordinated,-22.2789713202886,-39.1645474531361,-259.375447194455,771
95,95,high,0.2,0.4,delayed_coordination,-25.3772591757701,-31.2830425583826,-224.664194965881,634
96,96,low,0.05,0.1,baseline,0,0,0,0
96,96,low,0.05,0.1,early_mover,6.2644668896022,-109.511334328269,-789.189491451127,2414
96,96,low,0.05,0.1,sequential,4.30854475051507,-115.634826887954,-830.220236044197,2385
96,96,low,0.05,0.1,coordinated,2.74433027845774,-111.61595528867,-794.827861260662,2418
96,96,low,0.05,0.1,delayed_coordination,5.23095705493571,-115.02401983756,-829.061307695989,2407
96,96,baseline,0.1,0.2,baseline,0,0,0,0
96,96,baseline,0.1,0.2,early_mover,-4.14678869322248,-104.397308762797,-610.101909513042,1774
96,96,baseline,0.1,0.2,sequential,-7.32476843646896,-107.803516519194,-654.70588780574,1854
96,96,baseline,0.1,0.2,coordinated,-5.77581375139131,-113.490884793623,-708.838382575861,1953
96,96,baseline,0.1,0.2,delayed_coordination,-4.98469917105504,-121.374722028251,-697.449321874382,1882
96,96,high,0.2,0.4,baseline,0,0,0,0
96,96,high,0.2,0.4,early_mover,-19.6924179930009,-27.9928680377261,-244.526201354925,682
96,96,high,0.2,0.4,sequential,-22.0861342733472,-30.8828833621561,-277.065851976431,742
96,96,high,0.2,0.4,coordinated,-22.1210883779364,-31.4278573546837,-287.002519371669,781
96,96,high,0.2,0.4,delayed_coordination,-22.1705381197533,-30.063850031404,-285.478627498486,776
97,97,low,0.05,0.1,baseline,0,0,0,0
97,97,low,0.05,0.1,early_mover,0.478529736946854,-101.107552359373,-687.922490955291,2094
97,97,low,0.05,0.1,sequential,-3.50243514344257,-108.38243463085,-708.099155310849,2024
97,97,low,0.05,0.1,coordinated,-0.0880167229773008,-110.15476856085,-735.683819726989,1953
97,97,low,0.05,0.1,delayed_coordination,-1.57141187616023,-108.204368691884,-729.95608102961,2071
97,97,baseline,0.1,0.2,baseline,0,0,0,0
97,97,baseline,0.1,0.2,early_mover,-11.150805023209,-61.2067714829717,-536.49250570226,1542
97,97,baseline,0.1,0.2,sequential,-17.5396969908325,-60.4627914911365,-524.638480122146,1375
97,97,baseline,0.1,0.2,coordinated,-18.81611951447,-41.3820983779074,-444.854229714849,920
97,97,baseline,0.1,0.2,delayed_coordination,-18.4483456121427,-55.9203172096148,-498.643433940022,1378
97,97,high,0.2,0.4,baseline,0,0,0,0
97,97,high,0.2,0.4,early_mover,-23.8119702335585,-30.6114024652398,-213.772057671519,559
97,97,high,0.2,0.4,sequential,-27.8091255855256,-31.6829692330288,-232.908304396519,610
97,97,high,0.2,0.4,coordinated,-28.7143615834049,-18.7138881578918,-199.199484534258,463
97,97,high,0.2,0.4,delayed_coordination,-27.5120930360537,-32.2564618494121,-230.936293102786,620
98,98,low,0.05,0.1,baseline,0,0,0,0
98,98,low,0.05,0.1,early_mover,3.10339615766381,-116.801391147101,-782.378862100092,2217
98,98,low,0.05,0.1,sequential,2.5158316529932,-132.760994246454,-843.352228535747,2250
98,98,low,0.05,0.1,coordinated,1.46468738096314,-146.896906555384,-827.923340273783,2190
98,98,low,0.05,0.1,delayed_coordination,2.05327681139204,-119.426269036465,-816.593622762452,2129
98,98,baseline,0.1,0.2,baseline,0,0,0,0
98,98,baseline,0.1,0.2,early_mover,-5.52782894470178,-102.799694338824,-654.631694942808,1866
98,98,baseline,0.1,0.2,sequential,-10.5205285176092,-92.5020719191742,-636.205036753964,1691
98,98,baseline,0.1,0.2,coordinated,-9.07821820458071,-106.699355566272,-656.431918993094,1904
98,98,baseline,0.1,0.2,delayed_coordination,-5.95208771806017,-114.537008473196,-715.532069921928,1961
98,98,high,0.2,0.4,baseline,0,0,0,0
98,98,high,0.2,0.4,early_mover,-20.5536762197017,-41.4067590966444,-272.090006844718,757
98,98,high,0.2,0.4,sequential,-24.9396158022797,-56.1907769987119,-311.679620396632,797
98,98,high,0.2,0.4,coordinated,-26.8946623460807,-36.8923406981485,-248.385157567534,587
98,98,high,0.2,0.4,delayed_coordination,-22.8479810974354,-54.9852661058992,-353.717752929978,950
99,99,low,0.05,0.1,baseline,0,0,0,0
99,99,low,0.05,0.1,early_mover,8.16680684253225,-135.118271488334,-865.454623922558,2439
99,99,low,0.05,0.1,sequential,9.87788335846838,-144.477628844246,-976.404491535038,2495
99,99,low,0.05,0.1,coordinated,6.67964296299593,-140.129926174759,-925.603410092682,2376
99,99,low,0.05,0.1,delayed_coordination,11.5879374780356,-144.976921043098,-996.614925894391,2585
99,99,baseline,0.1,0.2,baseline,0,0,0,0
99,99,baseline,0.1,0.2,early_mover,-10.0414037998036,-95.9876792612013,-488.043184257824,1657
99,99,baseline,0.1,0.2,sequential,-9.24019789051475,-103.848180488171,-595.91624673496,1804
99,99,baseline,0.1,0.2,coordinated,-12.1053300338158,-101.034612560505,-561.364455279043,1629
99,99,baseline,0.1,0.2,delayed_coordination,-9.83803236611411,-102.540411769291,-606.125212900103,1830
99,99,high,0.2,0.4,baseline,0,0,0,0
99,99,high,0.2,0.4,early_mover,-20.4303187577302,-39.599606353844,-202.934195020255,827
99,99,high,0.2,0.4,sequential,-22.2149602979288,-44.3206008706055,-274.357910573776,922
99,99,high,0.2,0.4,coordinated,-21.2541271912848,-43.2725325528963,-253.544891485359,916
99,99,high,0.2,0.4,delayed_coordination,-23.0614548324068,-43.1513016974841,-254.618154059012,863
100,100,low,0.05,0.1,baseline,0,0,0,0
100,100,low,0.05,0.1,early_mover,3.2696999939065,-100.176340866784,-737.7537248036,2451
100,100,low,0.05,0.1,sequential,-0.977816162606445,-104.599211659714,-756.274633282341,2471
100,100,low,0.05,0.1,coordinated,-2.67110111931615,-90.2380396284092,-713.33000611334,2206
100,100,low,0.05,0.1,delayed_coordination,-0.0749896457462,-101.50907752998,-737.503307744815,2441
100,100,baseline,0.1,0.2,baseline,0,0,0,0
100,100,baseline,0.1,0.2,early_mover,-8.9824073373663,-80.0453553486661,-555.764187951233,1485
100,100,baseline,0.1,0.2,sequential,-12.3647596778986,-92.7524593254399,-580.047426520389,1583
100,100,baseline,0.1,0.2,coordinated,-8.94933067048883,-91.4860148582383,-657.70501483077,1742
100,100,baseline,0.1,0.2,delayed_coordination,-12.8139733900957,-79.7707880168106,-549.474141615222,1443
100,100,high,0.2,0.4,baseline,0,0,0,0
100,100,high,0.2,0.4,early_mover,-18.6872221617164,-56.2061530679781,-310.35874011875,779
100,100,high,0.2,0.4,sequential,-22.3004379322583,-54.0622502931783,-309.798060730118,789
100,100,high,0.2,0.4,coordinated,-24.1428926571109,-48.5415053776436,-265.439330618591,648
100,100,high,0.2,0.4,delayed_coordination,-21.8679141941647,-55.0785493090744,-330.646703081635,839
