replication,seed,cost_regime,eL,eG,scenario_id,scenario_name,final_fitness,final_risk,final_trade,final_recovering_links,total_switches,local_switches,global_switches
16,16,high,0.2,0.4,early_mover,Early Mover,92.6123846003159,395.750566409089,2626.40923796436,71,1129,525,604
16,16,high,0.2,0.4,sequential,Sequential,90.7348594649796,387.92697426083,2589.86096561452,76,1185,540,645
16,16,high,0.2,0.4,coordinated,Coordinated,89.5230276743075,389.774350171685,2606.98094648117,76,1159,506,653
16,16,high,0.2,0.4,delayed_coordination,Delayed Coordination,90.6229672967967,387.712136115109,2587.68025906035,78,1166,526,640
17,17,low,0.05,0.1,baseline,Baseline,131.224872239695,354.062243326964,2290.12789314208,143,3220,529,2691
17,17,low,0.05,0.1,early_mover,Early Mover,139.8888746718,199.193521592353,1399.01857094753,315,5756,1167,4589
17,17,low,0.05,0.1,sequential,Sequential,139.243751937927,198.545689921966,1334.38988573075,299,5696,1326,4370
17,17,low,0.05,0.1,coordinated,Coordinated,139.799356568889,200.263478284244,1329.50648333698,317,5671,1513,4158
17,17,low,0.05,0.1,delayed_coordination,Delayed Coordination,134.232840701195,203.231932156368,1385.98276916763,297,5559,1227,4332
17,17,baseline,0.1,0.2,baseline,Baseline,121.114785143167,383.40364612281,2576.56413544104,100,2086,398,1688
17,17,baseline,0.1,0.2,early_mover,Early Mover,120.640135458793,267.47349203927,1791.88962290524,248,4497,1077,3420
17,17,baseline,0.1,0.2,sequential,Sequential,118.943168618327,259.494317003325,1698.52372284901,269,4543,1191,3352
17,17,baseline,0.1,0.2,coordinated,Coordinated,116.560892408434,251.779193379,1763.27997962853,256,4362,1112,3250
17,17,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,119.909318794966,244.594672163343,1690.68649840038,270,4541,1122,3419
17,17,high,0.2,0.4,baseline,Baseline,111.028703949111,447.316486905705,2943.21275624422,26,489,179,310
17,17,high,0.2,0.4,early_mover,Early Mover,98.1604350680021,376.046980856007,2489.85347855794,121,1817,692,1125
17,17,high,0.2,0.4,sequential,Sequential,95.9853243238953,377.27076697748,2435.73483287031,137,1971,728,1243
17,17,high,0.2,0.4,coordinated,Coordinated,94.534423553779,376.333371114349,2442.47034424838,141,2021,642,1379
17,17,high,0.2,0.4,delayed_coordination,Delayed Coordination,96.2819086170392,374.879004701576,2411.79356591321,145,2006,728,1278
18,18,low,0.05,0.1,baseline,Baseline,133.323716482473,301.012351101,2111.25578168911,159,3386,673,2713
18,18,low,0.05,0.1,early_mover,Early Mover,138.813504326141,193.295772090142,1341.67216154323,324,5646,1595,4051
18,18,low,0.05,0.1,sequential,Sequential,145.289826408903,180.815890023779,1253.2471680159,331,5690,1716,3974
18,18,low,0.05,0.1,coordinated,Coordinated,142.405982404062,192.054962269952,1268.71206530441,332,5794,1746,4048
18,18,low,0.05,0.1,delayed_coordination,Delayed Coordination,136.654445814122,197.943505380022,1327.70219984375,335,5672,1703,3969
18,18,baseline,0.1,0.2,baseline,Baseline,123.383552995967,347.590988160746,2418.31657658367,106,2137,591,1546
18,18,baseline,0.1,0.2,early_mover,Early Mover,122.694925819787,251.04153264618,1625.95985753568,274,4622,1179,3443
18,18,baseline,0.1,0.2,sequential,Sequential,124.790067988986,238.408107472954,1548.10305498924,287,4786,1276,3510
18,18,baseline,0.1,0.2,coordinated,Coordinated,123.888137202173,239.713276628113,1591.67341805511,291,4710,1227,3483
18,18,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,126.092267653718,232.6263173716,1567.24390096756,302,4771,1202,3569
18,18,high,0.2,0.4,baseline,Baseline,112.339045927802,411.452361412649,2824.10602101244,31,557,234,323
18,18,high,0.2,0.4,early_mover,Early Mover,95.104227965017,374.713953509711,2490.16526818353,105,1565,551,1014
18,18,high,0.2,0.4,sequential,Sequential,95.0936383487225,357.210590544362,2362.61516427415,144,1872,558,1314
18,18,high,0.2,0.4,coordinated,Coordinated,95.0278237860063,370.298985398893,2415.24740677511,121,1839,562,1277
18,18,high,0.2,0.4,delayed_coordination,Delayed Coordination,94.0812669136827,357.529899330071,2387.94895555835,141,1796,597,1199
19,19,low,0.05,0.1,baseline,Baseline,132.500128565096,315.63009441004,2219.02055443558,154,3126,698,2428
19,19,low,0.05,0.1,early_mover,Early Mover,142.273822492615,190.105622440074,1367.07310755727,316,5617,1297,4320
19,19,low,0.05,0.1,sequential,Sequential,139.120170991603,183.720585826846,1321.56876627118,322,5668,1429,4239
19,19,low,0.05,0.1,coordinated,Coordinated,136.328049829271,185.287588202964,1346.71730429597,316,5529,1453,4076
19,19,low,0.05,0.1,delayed_coordination,Delayed Coordination,141.258884333531,183.848470533962,1305.86799251323,305,5671,1374,4297
19,19,baseline,0.1,0.2,baseline,Baseline,123.762129921536,352.624674775641,2498.6291195112,102,2007,555,1452
19,19,baseline,0.1,0.2,early_mover,Early Mover,117.849598980091,268.42598095807,1877.79458047444,207,3637,1036,2601
19,19,baseline,0.1,0.2,sequential,Sequential,117.480791502563,262.842568317618,1810.66281029064,245,3803,1116,2687
19,19,baseline,0.1,0.2,coordinated,Coordinated,116.986586807054,248.364990738939,1805.44186786609,225,3919,1089,2830
19,19,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,115.099228467207,268.975833243601,1881.61942944642,213,3695,1087,2608
19,19,high,0.2,0.4,baseline,Baseline,110.775515623117,437.765366355919,2930.45066430673,9,188,101,87
19,19,high,0.2,0.4,early_mover,Early Mover,97.399734253777,385.193883779898,2588.75496010536,71,1216,450,766
19,19,high,0.2,0.4,sequential,Sequential,95.9257883602828,379.136288415048,2516.03624344189,98,1361,478,883
19,19,high,0.2,0.4,coordinated,Coordinated,95.3506044752666,371.199459239222,2528.47055596337,89,1448,478,970
19,19,high,0.2,0.4,delayed_coordination,Delayed Coordination,94.7810540305127,381.441141467888,2543.47522904393,80,1307,463,844
20,20,low,0.05,0.1,baseline,Baseline,132.443794027551,343.748515044975,2220.22908148093,145,3158,650,2508
20,20,low,0.05,0.1,early_mover,Early Mover,142.01047511812,197.278348906409,1369.08809198812,331,5801,1227,4574
20,20,low,0.05,0.1,sequential,Sequential,136.402471267989,200.27402988558,1366.37137237794,320,5667,1248,4419
20,20,low,0.05,0.1,coordinated,Coordinated,138.248240404593,200.887861481064,1346.01548591395,331,5671,1304,4367
20,20,low,0.05,0.1,delayed_coordination,Delayed Coordination,135.332098952082,195.171653038004,1370.52701157603,316,5696,1223,4473
20,20,baseline,0.1,0.2,baseline,Baseline,124.905690147808,340.092483468099,2417.11303483285,125,2322,558,1764
20,20,baseline,0.1,0.2,early_mover,Early Mover,128.024132176978,239.588289406905,1634.8416520532,276,4550,1004,3546
20,20,baseline,0.1,0.2,sequential,Sequential,123.002720365693,239.811331460789,1627.52536763852,260,4489,1027,3462
20,20,baseline,0.1,0.2,coordinated,Coordinated,115.206110396705,259.708541397764,1843.2588076616,214,3921,911,3010
20,20,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,122.404290330145,251.341994297433,1666.10371202958,263,4466,1004,3462
20,20,high,0.2,0.4,baseline,Baseline,109.53834804952,440.275238395545,2959.48877469772,10,207,96,111
20,20,high,0.2,0.4,early_mover,Early Mover,95.4198848837983,381.198348270908,2629.11404338006,71,1168,486,682
20,20,high,0.2,0.4,sequential,Sequential,91.2914362276088,380.028424841188,2592.3666426987,81,1159,510,649
20,20,high,0.2,0.4,coordinated,Coordinated,99.4849654980941,358.751832786108,2450.44510033768,117,1758,607,1151
20,20,high,0.2,0.4,delayed_coordination,Delayed Coordination,93.4056793444605,371.958759128051,2562.49531311028,91,1281,531,750
21,21,low,0.05,0.1,baseline,Baseline,128.689127278705,373.027326924244,2356.77927599586,122,2713,533,2180
21,21,low,0.05,0.1,early_mover,Early Mover,136.435799583583,231.93942540593,1497.77330044544,300,5240,1312,3928
21,21,low,0.05,0.1,sequential,Sequential,134.092737362038,219.576929274892,1428.10597843039,293,5257,1347,3910
21,21,low,0.05,0.1,coordinated,Coordinated,132.908604427205,219.094219040605,1468.47734414526,274,5127,1425,3702
21,21,low,0.05,0.1,delayed_coordination,Delayed Coordination,133.800956106584,220.009819699418,1433.33170854966,301,5289,1374,3915
21,21,baseline,0.1,0.2,baseline,Baseline,122.069413653323,392.819814427912,2569.53673767079,89,1936,565,1371
21,21,baseline,0.1,0.2,early_mover,Early Mover,117.512501605939,298.793053907179,1904.18351828957,233,3879,1052,2827
21,21,baseline,0.1,0.2,sequential,Sequential,116.830416830135,285.28397737668,1815.80279194973,233,3942,1030,2912
21,21,baseline,0.1,0.2,coordinated,Coordinated,119.139359869121,275.181757246019,1800.73561008454,233,4125,1217,2908
21,21,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,117.145906206166,285.663424171632,1812.63515303371,245,4022,1015,3007
21,21,high,0.2,0.4,baseline,Baseline,112.526038219181,442.897253958741,2928.31732282913,27,504,223,281
21,21,high,0.2,0.4,early_mover,Early Mover,96.786909542824,409.6229524948,2580.30006596453,107,1609,558,1051
21,21,high,0.2,0.4,sequential,Sequential,94.1003304235333,397.958835129696,2504.76234915897,107,1670,553,1117
21,21,high,0.2,0.4,coordinated,Coordinated,93.4168749236951,392.404869783311,2542.10260831085,105,1610,498,1112
21,21,high,0.2,0.4,delayed_coordination,Delayed Coordination,93.3429378960946,401.766986537795,2542.6448598459,107,1615,549,1066
22,22,low,0.05,0.1,baseline,Baseline,131.607171893395,294.186047852354,2132.86590925837,160,3296,751,2545
22,22,low,0.05,0.1,early_mover,Early Mover,132.772016441595,196.261818116385,1451.84243278756,301,5156,1398,3758
22,22,low,0.05,0.1,sequential,Sequential,129.734156240664,202.455169973962,1460.35580193749,289,5136,1444,3692
22,22,low,0.05,0.1,coordinated,Coordinated,130.17693676602,195.340622259558,1410.95050236489,303,5271,1401,3870
22,22,low,0.05,0.1,delayed_coordination,Delayed Coordination,130.301074968395,199.326099732949,1449.88878243849,282,5145,1418,3727
22,22,baseline,0.1,0.2,baseline,Baseline,123.838041390419,374.045860159719,2412.9909957533,117,2313,571,1742
22,22,baseline,0.1,0.2,early_mover,Early Mover,116.472124410815,260.098263089054,1807.4775106658,218,3970,914,3056
22,22,baseline,0.1,0.2,sequential,Sequential,111.352977136558,260.99535340219,1825.9855847871,205,3708,935,2773
22,22,baseline,0.1,0.2,coordinated,Coordinated,115.335883381478,254.241738133646,1767.79857213825,222,4169,1001,3168
22,22,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,115.700391876891,242.936026985303,1757.74750649891,231,4025,921,3104
22,22,high,0.2,0.4,baseline,Baseline,109.067749525688,428.275848915971,2882.14673164052,17,307,134,173
22,22,high,0.2,0.4,early_mover,Early Mover,90.6047982113738,387.479164608282,2609.70949489235,79,1212,435,777
22,22,high,0.2,0.4,sequential,Sequential,88.0940206311197,377.405870344804,2569.62961153689,77,1262,468,794
22,22,high,0.2,0.4,coordinated,Coordinated,89.7258623329985,368.57635323321,2536.0630006314,90,1433,498,935
22,22,high,0.2,0.4,delayed_coordination,Delayed Coordination,88.2152672520306,379.474903812402,2573.92524043536,76,1240,442,798
23,23,low,0.05,0.1,baseline,Baseline,136.081573743831,328.411779093113,2174.81488970076,156,3229,611,2618
23,23,low,0.05,0.1,early_mover,Early Mover,140.148922481772,203.401447698081,1368.76693736494,309,5399,1533,3866
23,23,low,0.05,0.1,sequential,Sequential,134.651490147673,202.245450373322,1368.82259712699,291,5302,1581,3721
23,23,low,0.05,0.1,coordinated,Coordinated,137.952780267639,194.530424382339,1305.97586861071,329,5457,1657,3800
23,23,low,0.05,0.1,delayed_coordination,Delayed Coordination,136.287887928341,201.082056919248,1373.02399077054,314,5449,1673,3776
23,23,baseline,0.1,0.2,baseline,Baseline,124.430330110819,383.570648273512,2492.86880677941,98,2000,705,1295
23,23,baseline,0.1,0.2,early_mover,Early Mover,120.716132685015,264.807329242934,1705.96467808458,261,4236,1270,2966
23,23,baseline,0.1,0.2,sequential,Sequential,121.261171851284,248.968470540011,1607.34906394029,282,4382,1365,3017
23,23,baseline,0.1,0.2,coordinated,Coordinated,120.013522684445,254.392294395647,1686.39328910855,253,4079,1296,2783
23,23,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,118.717481797913,252.967442198565,1641.74248333344,260,4288,1284,3004
23,23,high,0.2,0.4,baseline,Baseline,113.865111892575,425.074211304898,2827.93018676101,25,477,191,286
23,23,high,0.2,0.4,early_mover,Early Mover,95.8248674524971,377.381551349313,2508.91795284479,90,1498,573,925
23,23,high,0.2,0.4,sequential,Sequential,94.0878825335753,367.199785049853,2425.28834680381,116,1613,605,1008
23,23,high,0.2,0.4,coordinated,Coordinated,94.6338893906512,363.896408779082,2402.47989103322,125,1648,577,1071
23,23,high,0.2,0.4,delayed_coordination,Delayed Coordination,94.996373240185,358.577294079941,2399.74776953947,116,1649,623,1026
24,24,low,0.05,0.1,baseline,Baseline,132.641175284486,264.394703273772,2083.40812015411,166,3524,559,2965
24,24,low,0.05,0.1,early_mover,Early Mover,138.050965593328,169.457407648981,1290.57301990963,323,5910,1345,4565
24,24,low,0.05,0.1,sequential,Sequential,137.502462255491,164.073371255524,1246.91009366105,322,5767,1387,4380
24,24,low,0.05,0.1,coordinated,Coordinated,137.318942464746,166.404950233035,1271.01503737272,324,5897,1371,4526
24,24,low,0.05,0.1,delayed_coordination,Delayed Coordination,137.140396994137,161.484874839334,1246.40359877127,320,5731,1305,4426
24,24,baseline,0.1,0.2,baseline,Baseline,123.234960931557,342.156953752131,2406.73077717014,114,2367,497,1870
24,24,baseline,0.1,0.2,early_mover,Early Mover,123.914065154766,233.824034288651,1617.17725683468,273,4692,1075,3617
24,24,baseline,0.1,0.2,sequential,Sequential,125.192003037116,222.536025941022,1535.76162642467,289,4754,1181,3573
24,24,baseline,0.1,0.2,coordinated,Coordinated,120.317175440524,225.125720564626,1644.10851416603,268,4579,1163,3416
24,24,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,125.030777397505,220.573103991188,1526.84861824271,299,4779,1165,3614
24,24,high,0.2,0.4,baseline,Baseline,109.507454617414,406.774203004462,2832.08333078218,23,444,190,254
24,24,high,0.2,0.4,early_mover,Early Mover,92.6851748443771,364.938394964336,2504.54706397063,87,1482,599,883
24,24,high,0.2,0.4,sequential,Sequential,91.6782966718994,341.031095100668,2406.86797340377,115,1673,593,1080
24,24,high,0.2,0.4,coordinated,Coordinated,90.5753570473461,338.904350348424,2437.6475017601,110,1678,521,1157
24,24,high,0.2,0.4,delayed_coordination,Delayed Coordination,92.2938115449637,345.415783888089,2421.26186845966,107,1672,613,1059
25,25,low,0.05,0.1,baseline,Baseline,132.459803134457,289.723434158851,2150.98259955647,165,3538,560,2978
25,25,low,0.05,0.1,early_mover,Early Mover,144.406575444394,189.596645490787,1311.01310408686,315,5793,1377,4416
25,25,low,0.05,0.1,sequential,Sequential,138.06659289917,192.560388462493,1317.10800970594,320,5773,1394,4379
25,25,low,0.05,0.1,coordinated,Coordinated,134.413759045363,187.117575575427,1352.88890599691,310,5520,1276,4244
25,25,low,0.05,0.1,delayed_coordination,Delayed Coordination,138.802400498803,190.905696152554,1301.30965562323,320,5767,1368,4399
25,25,baseline,0.1,0.2,baseline,Baseline,124.267889561608,344.914842392407,2409.57083030262,131,2539,588,1951
25,25,baseline,0.1,0.2,early_mover,Early Mover,120.666515085244,242.74650289454,1762.71765969719,242,4155,1141,3014
25,25,baseline,0.1,0.2,sequential,Sequential,117.509546209534,252.756931033016,1738.4664660267,245,4157,1152,3005
25,25,baseline,0.1,0.2,coordinated,Coordinated,115.129149118304,257.062582481129,1798.849625135,241,4123,1110,3013
25,25,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,118.136605810193,243.397319565104,1724.3367488196,245,4183,1093,3090
25,25,high,0.2,0.4,baseline,Baseline,110.922626441224,418.587304366939,2894.66814572244,24,529,243,286
25,25,high,0.2,0.4,early_mover,Early Mover,92.7662900651142,375.905406121009,2594.30766015469,81,1293,575,718
25,25,high,0.2,0.4,sequential,Sequential,89.4422028354021,369.593448850489,2568.16484751108,85,1312,549,763
25,25,high,0.2,0.4,coordinated,Coordinated,92.6161862260481,358.11016235567,2507.77951980855,108,1617,605,1012
25,25,high,0.2,0.4,delayed_coordination,Delayed Coordination,90.284940199248,367.999155459318,2555.18898730214,89,1371,564,807
26,26,low,0.05,0.1,baseline,Baseline,131.604244297889,345.481272796458,2340.96234102704,142,2835,633,2202
26,26,low,0.05,0.1,early_mover,Early Mover,143.177520563036,196.758372829559,1438.00835776624,310,5283,1366,3917
26,26,low,0.05,0.1,sequential,Sequential,143.939651442734,193.64507460575,1358.05402434548,321,5271,1410,3861
26,26,low,0.05,0.1,coordinated,Coordinated,139.020288006446,202.311233550756,1396.19211906384,319,5275,1416,3859
26,26,low,0.05,0.1,delayed_coordination,Delayed Coordination,142.66559800886,190.582967255973,1362.93009151506,322,5360,1399,3961
26,26,baseline,0.1,0.2,baseline,Baseline,122.794667434974,394.835168064089,2632.75547953005,91,1776,462,1314
26,26,baseline,0.1,0.2,early_mover,Early Mover,121.517838671557,262.378847755485,1815.70653118003,246,3896,1129,2767
26,26,baseline,0.1,0.2,sequential,Sequential,122.798194575647,259.606907364545,1714.72164813565,271,4015,1157,2858
26,26,baseline,0.1,0.2,coordinated,Coordinated,120.58788056317,265.596671420771,1743.93101829442,258,4002,1094,2908
26,26,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,123.54893461304,259.134875224235,1734.85502583269,271,4074,1142,2932
26,26,high,0.2,0.4,baseline,Baseline,113.265420766256,446.03052663716,2988.8080104346,14,277,78,199
26,26,high,0.2,0.4,early_mover,Early Mover,91.6890263456741,432.668651642935,2786.68707934814,52,798,278,520
26,26,high,0.2,0.4,sequential,Sequential,90.4933995639957,422.395958370021,2722.46448355955,67,906,321,585
26,26,high,0.2,0.4,coordinated,Coordinated,89.4892815516905,428.626889941858,2785.21890591236,48,827,282,545
26,26,high,0.2,0.4,delayed_coordination,Delayed Coordination,91.0257574433259,424.112376983352,2722.91878675903,65,928,307,621
27,27,low,0.05,0.1,baseline,Baseline,132.300138327795,319.530077858933,2232.95913120671,156,3283,515,2768
27,27,low,0.05,0.1,early_mover,Early Mover,149.038095114535,186.625172025771,1303.17748868971,323,5972,1361,4611
27,27,low,0.05,0.1,sequential,Sequential,144.714804454994,172.035940846072,1237.00578264076,315,5852,1465,4387
27,27,low,0.05,0.1,coordinated,Coordinated,139.269090654528,187.24417699569,1320.25569746865,327,5913,1642,4271
27,27,low,0.05,0.1,delayed_coordination,Delayed Coordination,148.748491573275,175.404238925722,1195.59757522679,346,6011,1503,4508
27,27,baseline,0.1,0.2,baseline,Baseline,123.484148831971,354.950461734877,2485.3260833099,106,2314,395,1919
27,27,baseline,0.1,0.2,early_mover,Early Mover,125.822505915966,226.755769144439,1643.15696288158,265,4796,1093,3703
27,27,baseline,0.1,0.2,sequential,Sequential,126.282287868792,222.486083379042,1533.59727158169,283,4771,1177,3594
27,27,baseline,0.1,0.2,coordinated,Coordinated,121.628337103572,251.132860819633,1625.54520729583,249,4419,1139,3280
27,27,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,122.084769490352,233.801518788864,1580.9092070057,284,4811,1167,3644
27,27,high,0.2,0.4,baseline,Baseline,110.191756214544,434.224428056764,2934.94696705396,20,373,152,221
27,27,high,0.2,0.4,early_mover,Early Mover,95.5072722802413,376.405602206359,2572.57744901182,96,1509,563,946
27,27,high,0.2,0.4,sequential,Sequential,92.2687516657299,371.335389816459,2493.30962307848,117,1611,591,1020
27,27,high,0.2,0.4,coordinated,Coordinated,90.4240289746407,383.550233869023,2532.98410485787,112,1544,546,998
27,27,high,0.2,0.4,delayed_coordination,Delayed Coordination,92.8018256528057,366.205250909769,2483.74562710625,116,1666,607,1059
28,28,low,0.05,0.1,baseline,Baseline,132.957049394538,315.026417241638,2239.29557533219,144,3201,585,2616
28,28,low,0.05,0.1,early_mover,Early Mover,135.28169602728,204.734697354458,1413.34266119579,303,5642,1303,4339
28,28,low,0.05,0.1,sequential,Sequential,136.727226631569,200.403787694957,1323.97447188565,311,5713,1340,4373
28,28,low,0.05,0.1,coordinated,Coordinated,133.71468401482,213.009043614678,1348.78639875172,330,5691,1315,4376
28,28,low,0.05,0.1,delayed_coordination,Delayed Coordination,135.084029366675,201.423235861949,1334.13363168129,315,5663,1302,4361
28,28,baseline,0.1,0.2,baseline,Baseline,123.934316562996,348.346477928763,2507.68635842833,103,2183,443,1740
28,28,baseline,0.1,0.2,early_mover,Early Mover,117.963015996936,248.577210867119,1786.75182866457,260,4312,1085,3227
28,28,baseline,0.1,0.2,sequential,Sequential,119.437686011607,240.785502165615,1662.06855899733,279,4483,1134,3349
28,28,baseline,0.1,0.2,coordinated,Coordinated,114.560932939789,247.461441826165,1721.14770249242,272,4190,1014,3176
28,28,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,117.179516268576,238.387391703469,1687.72083657792,282,4434,1088,3346
28,28,high,0.2,0.4,baseline,Baseline,112.419945910881,415.491290232041,2912.33553769725,24,446,182,264
28,28,high,0.2,0.4,early_mover,Early Mover,89.8765645692899,382.254871309345,2677.14475515391,60,1080,387,693
28,28,high,0.2,0.4,sequential,Sequential,87.9057804681017,379.502724644992,2603.12418606652,87,1182,396,786
28,28,high,0.2,0.4,coordinated,Coordinated,89.2677111920043,373.223916084468,2614.75032366752,76,1265,379,886
28,28,high,0.2,0.4,delayed_coordination,Delayed Coordination,86.7557562814797,379.955567245244,2637.037552676,71,1100,385,715
29,29,low,0.05,0.1,baseline,Baseline,132.905800188568,301.348670253799,2138.19198268594,143,3230,516,2714
29,29,low,0.05,0.1,early_mover,Early Mover,147.36493115137,175.405532436057,1241.47876526543,332,5734,1305,4429
29,29,low,0.05,0.1,sequential,Sequential,142.313467349405,166.524640321188,1220.93579472006,336,5676,1428,4248
29,29,low,0.05,0.1,coordinated,Coordinated,133.63334945183,189.895307344157,1386.90763377261,278,5313,1335,3978
29,29,low,0.05,0.1,delayed_coordination,Delayed Coordination,145.097694082206,164.756607178041,1203.60965899429,340,5766,1377,4389
29,29,baseline,0.1,0.2,baseline,Baseline,122.311664000477,352.660497117094,2472.58628109562,98,2055,474,1581
29,29,baseline,0.1,0.2,early_mover,Early Mover,121.926515644545,273.315203268911,1750.78190722369,240,3969,1074,2895
29,29,baseline,0.1,0.2,sequential,Sequential,120.005624472645,254.226210134687,1672.26842107193,252,3991,1148,2843
29,29,baseline,0.1,0.2,coordinated,Coordinated,116.278263180047,243.583476351812,1710.64853864346,257,3907,1194,2713
29,29,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,120.46769158865,249.058979702184,1687.22340086963,270,4057,1125,2932
29,29,high,0.2,0.4,baseline,Baseline,110.366452948459,405.300820956261,2884.83939056455,18,382,142,240
29,29,high,0.2,0.4,early_mover,Early Mover,97.0171695127338,361.047690635584,2524.43747684004,98,1429,522,907
29,29,high,0.2,0.4,sequential,Sequential,93.4359779863111,352.416403735346,2484.37840252254,99,1471,563,908
29,29,high,0.2,0.4,coordinated,Coordinated,94.9976585467259,354.716244484253,2521.46876633365,87,1449,523,926
29,29,high,0.2,0.4,delayed_coordination,Delayed Coordination,95.4466384758456,353.30477319855,2480.92583715008,108,1523,558,965
30,30,low,0.05,0.1,baseline,Baseline,134.750277242306,296.595672467022,2214.53759004484,149,3071,693,2378
30,30,low,0.05,0.1,early_mover,Early Mover,144.953546592617,186.623626136432,1349.33844258903,316,5729,1458,4271
30,30,low,0.05,0.1,sequential,Sequential,142.627710590633,174.503735392096,1273.18854273948,337,5767,1587,4180
30,30,low,0.05,0.1,coordinated,Coordinated,130.545570205434,206.439551353728,1467.85064770733,259,4943,1484,3459
30,30,low,0.05,0.1,delayed_coordination,Delayed Coordination,145.23000227591,178.372529662939,1243.79113524028,347,5804,1590,4214
30,30,baseline,0.1,0.2,baseline,Baseline,127.051171193614,343.379555524151,2442.23337820158,102,2148,613,1535
30,30,baseline,0.1,0.2,early_mover,Early Mover,122.006903811516,257.245291121238,1816.46388029038,235,3976,1088,2888
30,30,baseline,0.1,0.2,sequential,Sequential,121.07997686861,238.809366144557,1730.17580956723,257,4089,1209,2880
30,30,baseline,0.1,0.2,coordinated,Coordinated,122.792371990847,234.784855554986,1691.38527252803,262,4351,1247,3104
30,30,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,121.368591433473,241.958278976926,1732.64972213599,236,4022,1171,2851
30,30,high,0.2,0.4,baseline,Baseline,113.780593137582,410.305114732913,2870.52836845107,26,481,196,285
30,30,high,0.2,0.4,early_mover,Early Mover,94.5115601279159,370.477995018618,2618.27655948932,74,1193,488,705
30,30,high,0.2,0.4,sequential,Sequential,91.3564320851357,366.462987944985,2574.67472967107,81,1210,515,695
30,30,high,0.2,0.4,coordinated,Coordinated,90.0821025733004,366.343121023739,2584.09638956715,83,1319,461,858
30,30,high,0.2,0.4,delayed_coordination,Delayed Coordination,91.9060356752772,365.859853975749,2565.81492960593,82,1244,524,720
31,31,low,0.05,0.1,baseline,Baseline,131.611838724487,347.152348377892,2359.50810243722,138,2760,583,2177
31,31,low,0.05,0.1,early_mover,Early Mover,142.50894572391,218.336193583432,1412.24922479925,323,5598,1073,4525
31,31,low,0.05,0.1,sequential,Sequential,138.068943119194,213.60836249127,1376.05446374561,326,5644,1228,4416
31,31,low,0.05,0.1,coordinated,Coordinated,136.674132095413,230.427984147876,1398.12339668762,322,5441,1282,4159
31,31,low,0.05,0.1,delayed_coordination,Delayed Coordination,140.84785994378,217.012025860469,1366.96565960734,331,5640,1183,4457
31,31,baseline,0.1,0.2,baseline,Baseline,123.758900905518,383.774031746938,2588.60387813359,93,1801,434,1367
31,31,baseline,0.1,0.2,early_mover,Early Mover,128.125673158697,275.094887933357,1696.79425533014,285,4420,1028,3392
31,31,baseline,0.1,0.2,sequential,Sequential,123.412772301216,263.640616369215,1665.08832988836,278,4436,1077,3359
31,31,baseline,0.1,0.2,coordinated,Coordinated,122.960789650408,266.249974032033,1673.88390830761,286,4621,1141,3480
31,31,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,124.94669834021,256.996811148948,1641.12700268894,279,4411,1132,3279
31,31,high,0.2,0.4,baseline,Baseline,113.231409493933,445.724508547388,2972.96935408173,19,390,188,202
31,31,high,0.2,0.4,early_mover,Early Mover,98.2005602842421,381.883607279905,2579.59540246387,112,1532,578,954
31,31,high,0.2,0.4,sequential,Sequential,95.2527994997179,374.781307632817,2518.59534482152,123,1535,546,989
31,31,high,0.2,0.4,coordinated,Coordinated,91.8955351060935,384.608378677322,2622.13245694328,98,1448,498,950
31,31,high,0.2,0.4,delayed_coordination,Delayed Coordination,93.9874861205521,373.777660469432,2559.24687403848,114,1556,553,1003
32,32,low,0.05,0.1,baseline,Baseline,131.941658939502,322.9462833246,2245.54693774205,147,3242,449,2793
32,32,low,0.05,0.1,early_mover,Early Mover,138.498351955658,223.106647653927,1428.77409001118,311,5496,1361,4135
32,32,low,0.05,0.1,sequential,Sequential,141.81343718286,199.827191346664,1313.48746913856,320,5534,1413,4121
32,32,low,0.05,0.1,coordinated,Coordinated,145.078538759661,207.097103605144,1311.83773435106,310,5639,1427,4212
32,32,low,0.05,0.1,delayed_coordination,Delayed Coordination,137.733425984441,219.605435974002,1375.35452438726,305,5534,1454,4080
32,32,baseline,0.1,0.2,baseline,Baseline,123.918006068336,359.156379924508,2469.56518852925,106,2301,475,1826
32,32,baseline,0.1,0.2,early_mover,Early Mover,121.403012633456,267.796400823115,1711.10336178357,271,4330,1098,3232
32,32,baseline,0.1,0.2,sequential,Sequential,120.686054560295,258.315472912402,1644.09993733405,285,4416,1186,3230
32,32,baseline,0.1,0.2,coordinated,Coordinated,114.830872553886,278.02579630049,1759.1098035002,226,4068,1189,2879
