replication,seed,cost_regime,eL,eG,scenario_id,scenario_name,final_fitness,final_risk,final_trade,final_recovering_links,total_switches,local_switches,global_switches
32,32,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,121.242349522779,255.547368523813,1638.43348358277,262,4402,1206,3196
32,32,high,0.2,0.4,baseline,Baseline,111.496254457241,441.527299410367,2899.36503166547,19,420,180,240
32,32,high,0.2,0.4,early_mover,Early Mover,92.0743939727775,409.166482525036,2572.26423539961,87,1281,507,774
32,32,high,0.2,0.4,sequential,Sequential,89.8783837859574,408.477885836052,2563.57108868278,95,1320,534,786
32,32,high,0.2,0.4,coordinated,Coordinated,91.6889829236887,410.103818711388,2575.65049657928,85,1288,531,757
32,32,high,0.2,0.4,delayed_coordination,Delayed Coordination,90.267625001252,407.589706283477,2566.52944004576,93,1327,531,796
33,33,low,0.05,0.1,baseline,Baseline,130.547471398069,315.733417682167,2301.65503949978,139,2946,593,2353
33,33,low,0.05,0.1,early_mover,Early Mover,135.964154860637,198.230744895968,1474.28253603814,281,5220,1306,3914
33,33,low,0.05,0.1,sequential,Sequential,136.169874051209,191.466923554329,1398.1719830895,294,5321,1339,3982
33,33,low,0.05,0.1,coordinated,Coordinated,128.938959845769,209.630700633364,1467.6913123339,285,5135,1372,3763
33,33,low,0.05,0.1,delayed_coordination,Delayed Coordination,135.629790890782,192.814609291056,1403.66666346797,293,5287,1308,3979
33,33,baseline,0.1,0.2,baseline,Baseline,124.189427074348,357.401105600908,2517.63038189174,104,2092,607,1485
33,33,baseline,0.1,0.2,early_mover,Early Mover,119.214875188275,260.334712654563,1785.3706922904,218,3983,1134,2849
33,33,baseline,0.1,0.2,sequential,Sequential,120.490979060846,249.118615986281,1667.50857968144,282,4295,1192,3103
33,33,baseline,0.1,0.2,coordinated,Coordinated,115.740411258082,254.819287164821,1793.07348934572,252,4220,1152,3068
33,33,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,118.818173063701,250.232496948461,1715.05330712472,255,4144,1157,2987
33,33,high,0.2,0.4,baseline,Baseline,112.526152845514,441.165567350617,2953.05429531289,26,450,201,249
33,33,high,0.2,0.4,early_mover,Early Mover,98.5002523724795,375.52778143068,2557.53940633869,104,1589,624,965
33,33,high,0.2,0.4,sequential,Sequential,95.5111928597088,366.472978143186,2508.24703639196,117,1683,644,1039
33,33,high,0.2,0.4,coordinated,Coordinated,95.7967267083881,364.993649644315,2512.99783453717,109,1662,595,1067
33,33,high,0.2,0.4,delayed_coordination,Delayed Coordination,95.5968827269081,367.30627848139,2509.27727342328,118,1673,643,1030
34,34,low,0.05,0.1,baseline,Baseline,134.475110911054,339.097322661291,2234.04024434174,159,3326,693,2633
34,34,low,0.05,0.1,early_mover,Early Mover,149.990270990149,208.470331186309,1336.65892879032,320,6005,1482,4523
34,34,low,0.05,0.1,sequential,Sequential,148.079594341902,202.59705417776,1312.44875329701,317,5923,1591,4332
34,34,low,0.05,0.1,coordinated,Coordinated,143.893371100203,195.548142746655,1347.49265214922,308,5648,1521,4127
34,34,low,0.05,0.1,delayed_coordination,Delayed Coordination,148.35806518213,197.517536932551,1288.08643155768,323,5944,1628,4316
34,34,baseline,0.1,0.2,baseline,Baseline,126.037768596746,381.451362974249,2507.78705760914,112,2224,648,1576
34,34,baseline,0.1,0.2,early_mover,Early Mover,129.640703242244,245.420724218592,1694.25929063948,269,4716,1123,3593
34,34,baseline,0.1,0.2,sequential,Sequential,128.955740538696,248.502981995967,1624.44980629283,281,4782,1239,3543
34,34,baseline,0.1,0.2,coordinated,Coordinated,131.569368736889,224.294586238702,1607.17909166184,280,4778,1296,3482
34,34,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,127.901182034766,250.565852632208,1643.52912259674,281,4764,1216,3548
34,34,high,0.2,0.4,baseline,Baseline,111.912661617668,435.590483948528,2974.4482911845,17,341,166,175
34,34,high,0.2,0.4,early_mover,Early Mover,96.57494275707,395.238778307728,2619.70522995217,89,1332,549,783
34,34,high,0.2,0.4,sequential,Sequential,93.0625665287723,389.551951518951,2580.36059599922,97,1380,555,825
34,34,high,0.2,0.4,coordinated,Coordinated,88.2717349801736,405.111380663465,2687.56972471602,62,1093,403,690
34,34,high,0.2,0.4,delayed_coordination,Delayed Coordination,91.148102593059,392.47115639362,2626.58876978867,76,1261,518,743
35,35,low,0.05,0.1,baseline,Baseline,130.637687067144,290.073121806152,2168.08477939819,165,3499,517,2982
35,35,low,0.05,0.1,early_mover,Early Mover,133.087079203297,191.534897852134,1380.55460693185,309,5761,1315,4446
35,35,low,0.05,0.1,sequential,Sequential,130.970444460633,185.625982018273,1311.17322201201,316,5819,1409,4410
35,35,low,0.05,0.1,coordinated,Coordinated,123.784176280191,196.728517380363,1446.26953065978,280,5346,1316,4030
35,35,low,0.05,0.1,delayed_coordination,Delayed Coordination,131.171815823637,188.788625339967,1311.26849468338,332,5827,1339,4488
35,35,baseline,0.1,0.2,baseline,Baseline,122.203400557974,317.438713879936,2443.41639706945,125,2358,468,1890
35,35,baseline,0.1,0.2,early_mover,Early Mover,115.79921097368,239.623065940737,1772.31057094365,258,4203,1107,3096
35,35,baseline,0.1,0.2,sequential,Sequential,113.323299066658,233.785882690197,1706.23907204881,271,4334,1128,3206
35,35,baseline,0.1,0.2,coordinated,Coordinated,114.245101512383,241.18511374903,1680.26083587959,272,4443,1194,3249
35,35,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,114.250876758107,237.532714064181,1682.79136241123,258,4363,1138,3225
35,35,high,0.2,0.4,baseline,Baseline,108.763230009293,414.166112230514,2925.29162733606,20,462,200,262
35,35,high,0.2,0.4,early_mover,Early Mover,91.2426973544177,358.88325150614,2598.5267029775,87,1334,601,733
35,35,high,0.2,0.4,sequential,Sequential,87.6061855518048,357.052114268873,2567.4422374808,85,1355,597,758
35,35,high,0.2,0.4,coordinated,Coordinated,87.3056095997217,366.396038593539,2585.75093426991,87,1370,520,850
35,35,high,0.2,0.4,delayed_coordination,Delayed Coordination,87.6428557157145,354.835167332478,2543.63310861233,102,1438,612,826
36,36,low,0.05,0.1,baseline,Baseline,132.076941553005,317.018684232048,2138.39579627749,158,3549,520,3029
36,36,low,0.05,0.1,early_mover,Early Mover,136.89641397705,191.88262351866,1353.42233044063,308,5576,1286,4290
36,36,low,0.05,0.1,sequential,Sequential,135.76895308807,188.142174971935,1303.01698970728,288,5490,1353,4137
36,36,low,0.05,0.1,coordinated,Coordinated,133.080275307506,200.093191298647,1320.11625067495,308,5572,1474,4098
36,36,low,0.05,0.1,delayed_coordination,Delayed Coordination,133.467056477325,182.718226689468,1311.8583510941,315,5565,1356,4209
36,36,baseline,0.1,0.2,baseline,Baseline,123.181266346022,366.845130165577,2422.66650620485,122,2474,503,1971
36,36,baseline,0.1,0.2,early_mover,Early Mover,121.42783059204,266.670324149878,1705.73282346968,275,4406,1218,3188
36,36,baseline,0.1,0.2,sequential,Sequential,118.364351917689,249.895566546648,1651.02590492376,273,4391,1234,3157
36,36,baseline,0.1,0.2,coordinated,Coordinated,114.813338979095,255.925922826244,1689.28181872114,267,4295,1188,3107
36,36,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,118.176270428458,247.128080847031,1614.44883872328,292,4364,1287,3077
36,36,high,0.2,0.4,baseline,Baseline,108.40511208471,456.509855507632,2955.72377333269,18,368,171,197
36,36,high,0.2,0.4,early_mover,Early Mover,96.3660427604545,381.982933702981,2528.55669031049,107,1694,688,1006
36,36,high,0.2,0.4,sequential,Sequential,93.9015836806697,365.72563935839,2459.64343733797,120,1792,708,1084
36,36,high,0.2,0.4,coordinated,Coordinated,91.7707251584752,369.130274847798,2480.77491667536,114,1779,630,1149
36,36,high,0.2,0.4,delayed_coordination,Delayed Coordination,91.8676561882354,376.916639839074,2493.09128323892,106,1720,656,1064
37,37,low,0.05,0.1,baseline,Baseline,132.334778787929,317.81795863074,2263.30018991805,143,2923,468,2455
37,37,low,0.05,0.1,early_mover,Early Mover,138.585510358018,207.083298647646,1429.9465129683,312,5392,1113,4279
37,37,low,0.05,0.1,sequential,Sequential,137.218276758283,199.591215079506,1388.49568630326,315,5369,1285,4084
37,37,low,0.05,0.1,coordinated,Coordinated,141.539759970614,199.518725287655,1362.87449665172,314,5557,1374,4183
37,37,low,0.05,0.1,delayed_coordination,Delayed Coordination,135.996863976858,190.21801932646,1381.68296242375,302,5413,1276,4137
37,37,baseline,0.1,0.2,baseline,Baseline,120.995397386235,367.487287669611,2622.66849804464,73,1613,368,1245
37,37,baseline,0.1,0.2,early_mover,Early Mover,117.516855382807,275.443904869321,1946.33542987968,210,3677,968,2709
37,37,baseline,0.1,0.2,sequential,Sequential,115.410818834227,263.222249280135,1879.74183028804,231,3773,1035,2738
37,37,baseline,0.1,0.2,coordinated,Coordinated,116.744726998338,266.253992560534,1905.07836661321,228,3632,990,2642
37,37,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,115.722756959546,268.851777891778,1883.33018653267,229,3738,1021,2717
37,37,high,0.2,0.4,baseline,Baseline,112.936955389011,413.740619389218,2872.5724141949,25,504,175,329
37,37,high,0.2,0.4,early_mover,Early Mover,98.3467517002445,361.205355428436,2592.35139141643,88,1401,564,837
37,37,high,0.2,0.4,sequential,Sequential,93.9761541224501,352.235943194806,2537.47555853119,95,1433,577,856
37,37,high,0.2,0.4,coordinated,Coordinated,94.0284026608997,351.349163453305,2519.70081687754,94,1511,532,979
37,37,high,0.2,0.4,delayed_coordination,Delayed Coordination,94.3511980895323,355.290227529259,2520.21594565632,95,1477,562,915
38,38,low,0.05,0.1,baseline,Baseline,133.781720282716,351.28088534895,2285.88923383943,124,2663,722,1941
38,38,low,0.05,0.1,early_mover,Early Mover,145.0316674431,216.511194630853,1344.68505141644,300,5085,1532,3553
38,38,low,0.05,0.1,sequential,Sequential,143.252928706455,211.603999414576,1319.0216314577,322,5103,1598,3505
38,38,low,0.05,0.1,coordinated,Coordinated,136.419063694371,225.84161528826,1408.34534629089,270,4624,1528,3096
38,38,low,0.05,0.1,delayed_coordination,Delayed Coordination,142.025642816811,213.228174296924,1321.25376815167,301,5092,1562,3530
38,38,baseline,0.1,0.2,baseline,Baseline,127.577206101062,377.630307914947,2433.66280019806,106,2075,698,1377
38,38,baseline,0.1,0.2,early_mover,Early Mover,119.566694187291,304.697612588866,1836.8599741115,212,3420,1203,2217
38,38,baseline,0.1,0.2,sequential,Sequential,120.661834630137,294.007586852754,1738.23570417538,237,3523,1251,2272
38,38,baseline,0.1,0.2,coordinated,Coordinated,119.402228955766,300.463825554451,1786.95600147747,226,3557,1214,2343
38,38,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,121.793700416324,293.520116198464,1719.48065031468,229,3492,1221,2271
38,38,high,0.2,0.4,baseline,Baseline,113.158506816925,443.376999370288,2885.0849152606,2,39,19,20
38,38,high,0.2,0.4,early_mover,Early Mover,94.7681034026393,393.582692898095,2597.55530238958,70,927,335,592
38,38,high,0.2,0.4,sequential,Sequential,95.1269288407796,385.270334641987,2514.82015435547,86,1068,377,691
38,38,high,0.2,0.4,coordinated,Coordinated,94.6963786967735,391.216464532977,2518.30197994815,81,1136,386,750
38,38,high,0.2,0.4,delayed_coordination,Delayed Coordination,94.3010979187826,385.539188063004,2529.5213669222,83,1037,348,689
39,39,low,0.05,0.1,baseline,Baseline,130.157440261646,314.886094465743,2170.75224316069,158,3413,401,3012
39,39,low,0.05,0.1,early_mover,Early Mover,130.067851635563,192.604085574129,1380.49856122876,297,5482,1120,4362
39,39,low,0.05,0.1,sequential,Sequential,128.341553973958,180.146116316997,1326.88419341725,316,5601,1218,4383
39,39,low,0.05,0.1,coordinated,Coordinated,123.780649224085,188.120462839241,1363.1660433651,306,5341,1113,4228
39,39,low,0.05,0.1,delayed_coordination,Delayed Coordination,124.464461298954,184.202809551821,1378.90111304072,292,5456,1109,4347
39,39,baseline,0.1,0.2,baseline,Baseline,124.09745148445,349.706748933333,2385.84488505604,123,2552,466,2086
39,39,baseline,0.1,0.2,early_mover,Early Mover,119.909524840907,233.170911049493,1643.64385712784,272,4687,1154,3533
39,39,baseline,0.1,0.2,sequential,Sequential,116.322213704427,225.906552974351,1616.97320868304,245,4579,1166,3413
39,39,baseline,0.1,0.2,coordinated,Coordinated,110.575180390509,238.942935561754,1700.12843147033,268,4379,1142,3237
39,39,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,117.960073854653,221.598702585887,1590.82890869075,262,4631,1156,3475
39,39,high,0.2,0.4,baseline,Baseline,110.352384162932,416.668066024789,2871.00752516147,32,613,189,424
39,39,high,0.2,0.4,early_mover,Early Mover,91.4206131072526,369.551919111448,2544.42811941231,95,1490,631,859
39,39,high,0.2,0.4,sequential,Sequential,88.1944178744114,373.321097458331,2522.89186556384,99,1539,645,894
39,39,high,0.2,0.4,coordinated,Coordinated,86.5453206318455,383.122225439227,2592.58434486671,87,1457,571,886
39,39,high,0.2,0.4,delayed_coordination,Delayed Coordination,89.6389792098363,363.052233005653,2494.63640326111,106,1631,680,951
40,40,low,0.05,0.1,baseline,Baseline,133.52798434292,310.657386890951,2312.83085450258,133,2807,645,2162
40,40,low,0.05,0.1,early_mover,Early Mover,141.797760399639,200.821226171553,1429.18416476177,291,5242,1350,3892
40,40,low,0.05,0.1,sequential,Sequential,134.887992220048,198.408515317541,1432.23198256576,311,5176,1403,3773
40,40,low,0.05,0.1,coordinated,Coordinated,135.257702775115,208.190937486572,1426.13305709597,300,5310,1418,3892
40,40,low,0.05,0.1,delayed_coordination,Delayed Coordination,137.19154530181,192.205193282649,1392.40198102843,309,5232,1376,3856
40,40,baseline,0.1,0.2,baseline,Baseline,123.819788928621,360.968161058056,2572.53020639491,95,1878,426,1452
40,40,baseline,0.1,0.2,early_mover,Early Mover,123.558538954213,254.059425718854,1758.80683192076,256,4087,958,3129
40,40,baseline,0.1,0.2,sequential,Sequential,119.501888572982,246.694804838266,1723.36709662898,258,4046,1044,3002
40,40,baseline,0.1,0.2,coordinated,Coordinated,117.25397593932,255.415351632177,1749.78919766207,268,3956,1007,2949
40,40,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,118.667784344548,246.451859214319,1715.92837550753,269,4038,1009,3029
40,40,high,0.2,0.4,baseline,Baseline,112.931669756699,428.97880186305,2969.75125836659,14,268,141,127
40,40,high,0.2,0.4,early_mover,Early Mover,92.0625208499944,392.428583034446,2721.5235508644,50,844,378,466
40,40,high,0.2,0.4,sequential,Sequential,88.1343155208118,391.360015335212,2709.36331177558,48,810,359,451
40,40,high,0.2,0.4,coordinated,Coordinated,88.0747829800223,394.962127797284,2716.58530938121,54,956,340,616
40,40,high,0.2,0.4,delayed_coordination,Delayed Coordination,87.9676686314513,392.14020358374,2728.98951747034,42,808,351,457
41,41,low,0.05,0.1,baseline,Baseline,136.625613760388,340.490440253236,2347.74876204879,134,2906,497,2409
41,41,low,0.05,0.1,early_mover,Early Mover,147.712200332507,201.473465710051,1385.72053119516,310,5567,1547,4020
41,41,low,0.05,0.1,sequential,Sequential,142.570975934294,196.672140429641,1393.93134439835,310,5453,1540,3913
41,41,low,0.05,0.1,coordinated,Coordinated,146.36341634131,199.190480468511,1376.47759249409,315,5292,1576,3716
41,41,low,0.05,0.1,delayed_coordination,Delayed Coordination,146.410071068005,192.841840062142,1352.78188347672,307,5507,1603,3904
41,41,baseline,0.1,0.2,baseline,Baseline,125.096454364417,367.146473867274,2533.26219593657,102,2101,507,1594
41,41,baseline,0.1,0.2,early_mover,Early Mover,123.693398431525,271.863989755452,1804.42371158643,248,4190,1107,3083
41,41,baseline,0.1,0.2,sequential,Sequential,124.255493192566,266.847385300932,1754.61878242671,251,4140,1123,3017
41,41,baseline,0.1,0.2,coordinated,Coordinated,122.787220216572,263.213099143906,1817.09972701902,226,3994,1085,2909
41,41,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,126.620298027422,254.126049837351,1666.65172719731,237,4241,1094,3147
41,41,high,0.2,0.4,baseline,Baseline,114.176046905066,443.664523564417,2914.86006412852,25,524,197,327
41,41,high,0.2,0.4,early_mover,Early Mover,95.0285288903127,403.907118659923,2648.99224387932,83,1387,457,930
41,41,high,0.2,0.4,sequential,Sequential,94.8256208791344,386.487623847717,2565.35033344592,109,1467,486,981
41,41,high,0.2,0.4,coordinated,Coordinated,90.2131974787919,403.424377384062,2680.62235187781,68,1195,367,828
41,41,high,0.2,0.4,delayed_coordination,Delayed Coordination,94.808671887033,387.217585675787,2577.22231688977,103,1496,478,1018
42,42,low,0.05,0.1,baseline,Baseline,133.714914953458,354.280078647579,2285.56838630494,131,2833,620,2213
42,42,low,0.05,0.1,early_mover,Early Mover,145.351542495107,190.266211609802,1325.34982828978,310,5324,1478,3846
42,42,low,0.05,0.1,sequential,Sequential,138.459129777753,219.909908656411,1363.43005153013,303,5173,1575,3598
42,42,low,0.05,0.1,coordinated,Coordinated,132.616945565812,211.614987461321,1418.22515397044,295,4888,1575,3313
42,42,low,0.05,0.1,delayed_coordination,Delayed Coordination,139.46791347581,201.950430693989,1345.52209238516,311,5222,1536,3686
42,42,baseline,0.1,0.2,baseline,Baseline,127.504293027151,369.163174821464,2425.67829103309,115,2254,671,1583
42,42,baseline,0.1,0.2,early_mover,Early Mover,122.820473982711,253.376209787905,1751.76421075873,253,4137,1200,2937
42,42,baseline,0.1,0.2,sequential,Sequential,115.330968669979,263.746294467847,1816.74701582196,207,3634,1134,2500
42,42,baseline,0.1,0.2,coordinated,Coordinated,116.482259744511,276.406184943323,1870.23689866511,223,3647,1104,2543
42,42,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,115.439342254392,254.931478989715,1814.58243044983,192,3671,1148,2523
42,42,high,0.2,0.4,baseline,Baseline,113.461445869379,433.833716224301,2912.63798227387,16,325,148,177
42,42,high,0.2,0.4,early_mover,Early Mover,95.8925298156878,379.134014369376,2631.64041382006,78,1219,488,731
42,42,high,0.2,0.4,sequential,Sequential,92.2884536471949,372.92282382754,2597.55029844092,83,1269,506,763
42,42,high,0.2,0.4,coordinated,Coordinated,93.0980529390792,371.007477092223,2563.51453433955,80,1314,488,826
42,42,high,0.2,0.4,delayed_coordination,Delayed Coordination,91.3995311586908,377.905093403096,2604.4810578975,87,1252,497,755
43,43,low,0.05,0.1,baseline,Baseline,129.712254525578,315.084034823776,2182.36271985662,153,3339,461,2878
43,43,low,0.05,0.1,early_mover,Early Mover,137.580652739186,181.138958277479,1299.47547401216,330,5831,1372,4459
43,43,low,0.05,0.1,sequential,Sequential,133.955008288216,164.927316990778,1259.61658857616,334,5728,1453,4275
43,43,low,0.05,0.1,coordinated,Coordinated,135.083476665228,180.803070429378,1301.61683646484,317,5781,1406,4375
43,43,low,0.05,0.1,delayed_coordination,Delayed Coordination,136.551168543939,171.239015725779,1252.64467123479,325,5853,1472,4381
43,43,baseline,0.1,0.2,baseline,Baseline,122.103532834207,354.874177332574,2431.87942593581,114,2383,577,1806
43,43,baseline,0.1,0.2,early_mover,Early Mover,119.711034198337,247.214783002907,1649.8527003769,284,4531,1193,3338
43,43,baseline,0.1,0.2,sequential,Sequential,118.713691408208,238.421491821186,1591.78894829012,285,4582,1285,3297
43,43,baseline,0.1,0.2,coordinated,Coordinated,116.872683544186,243.023285015984,1637.37106051674,281,4467,1201,3266
43,43,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,117.154097627006,248.05779400645,1593.59500626329,283,4575,1201,3374
43,43,high,0.2,0.4,baseline,Baseline,107.234595305926,446.063383873562,2962.20033906832,9,167,77,90
43,43,high,0.2,0.4,early_mover,Early Mover,93.0181598515481,383.446462852584,2536.92708162317,93,1406,555,851
43,43,high,0.2,0.4,sequential,Sequential,90.3603837287712,377.519101098935,2446.94974553857,122,1546,575,971
43,43,high,0.2,0.4,coordinated,Coordinated,84.5345518502807,403.785482681436,2622.44094637202,72,1187,426,761
43,43,high,0.2,0.4,delayed_coordination,Delayed Coordination,89.45507467669,379.990718622697,2479.37459465777,111,1526,565,961
44,44,low,0.05,0.1,baseline,Baseline,132.339592281881,338.922216139341,2292.41101071876,134,2923,638,2285
44,44,low,0.05,0.1,early_mover,Early Mover,137.52089774522,204.163286023805,1488.97110874942,296,5360,1406,3954
44,44,low,0.05,0.1,sequential,Sequential,136.872762220583,195.999200540766,1417.3787620998,318,5497,1492,4005
44,44,low,0.05,0.1,coordinated,Coordinated,132.827290709782,201.656698810256,1493.33647449882,307,5210,1442,3768
44,44,low,0.05,0.1,delayed_coordination,Delayed Coordination,136.485092156675,199.334811124803,1432.39186734218,313,5413,1462,3951
44,44,baseline,0.1,0.2,baseline,Baseline,124.299708475963,360.445373311897,2496.21071910777,108,2074,561,1513
44,44,baseline,0.1,0.2,early_mover,Early Mover,118.983745353967,272.136533593999,1845.73278599103,226,3753,1078,2675
44,44,baseline,0.1,0.2,sequential,Sequential,113.516670984987,268.239825726587,1847.81934951339,233,3712,1128,2584
44,44,baseline,0.1,0.2,coordinated,Coordinated,118.68321824962,257.963832083336,1771.51369862946,249,4071,1165,2906
44,44,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,114.189259623171,270.576656354259,1839.77552023401,225,3728,1106,2622
44,44,high,0.2,0.4,baseline,Baseline,111.074734642064,432.963516505513,2954.81362190508,11,220,83,137
44,44,high,0.2,0.4,early_mover,Early Mover,93.6863209455387,389.902076207797,2670.94343683604,72,1150,430,720
44,44,high,0.2,0.4,sequential,Sequential,90.5471636304136,386.882181948774,2636.89256412504,73,1168,429,739
44,44,high,0.2,0.4,coordinated,Coordinated,87.5633551673162,387.465891779589,2700.99683529913,59,1069,376,693
44,44,high,0.2,0.4,delayed_coordination,Delayed Coordination,91.4039404058813,379.915388098069,2613.67038286526,85,1262,448,814
45,45,low,0.05,0.1,baseline,Baseline,136.04003392412,365.291954677722,2321.61885760684,146,3015,643,2372
45,45,low,0.05,0.1,early_mover,Early Mover,141.35405291313,234.130884735397,1365.43192968906,295,5317,1333,3984
45,45,low,0.05,0.1,sequential,Sequential,132.840351124155,241.954623414742,1386.90874272202,283,5217,1376,3841
45,45,low,0.05,0.1,coordinated,Coordinated,128.672278397464,228.813690440169,1468.90064495592,288,4988,1331,3657
45,45,low,0.05,0.1,delayed_coordination,Delayed Coordination,131.529275432655,245.986363316955,1394.69164196535,285,5198,1329,3869
45,45,baseline,0.1,0.2,baseline,Baseline,124.759221726618,378.385170862158,2569.29021130521,98,1979,480,1499
45,45,baseline,0.1,0.2,early_mover,Early Mover,121.637058915049,256.819313959445,1800.67429178137,248,4044,1138,2906
45,45,baseline,0.1,0.2,sequential,Sequential,116.190548729353,261.871110014759,1760.39661068923,247,4039,1134,2905
45,45,baseline,0.1,0.2,coordinated,Coordinated,114.600380634453,275.149191991674,1793.78494615451,260,4121,1142,2979
45,45,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,118.472213599389,256.701461859219,1716.73780777395,261,4132,1142,2990
45,45,high,0.2,0.4,baseline,Baseline,114.889631579896,427.827483486943,2917.02752464787,28,576,220,356
45,45,high,0.2,0.4,early_mover,Early Mover,93.6005909982088,400.562829215779,2645.15766600088,73,1261,552,709
45,45,high,0.2,0.4,sequential,Sequential,90.9448757538792,391.862199000564,2588.86444714784,92,1393,575,818
45,45,high,0.2,0.4,coordinated,Coordinated,89.3496349412358,386.22583559626,2629.02711902964,91,1406,498,908
45,45,high,0.2,0.4,delayed_coordination,Delayed Coordination,90.2020801039312,389.572571102702,2597.79896242316,93,1397,557,840
46,46,low,0.05,0.1,baseline,Baseline,132.548627574527,319.995499554672,2227.32067530841,138,3002,713,2289
46,46,low,0.05,0.1,early_mover,Early Mover,139.597519467785,192.378850213042,1383.54624886114,313,5399,1342,4057
46,46,low,0.05,0.1,sequential,Sequential,138.677875733266,188.285177758035,1334.17350095857,320,5409,1395,4014
46,46,low,0.05,0.1,coordinated,Coordinated,134.527340272118,190.581568742538,1418.55941671879,301,5132,1453,3679
46,46,low,0.05,0.1,delayed_coordination,Delayed Coordination,136.217785685616,193.697012279285,1362.0584584589,301,5297,1399,3898
46,46,baseline,0.1,0.2,baseline,Baseline,123.914326956905,368.616702472674,2520.61889905657,98,2038,527,1511
46,46,baseline,0.1,0.2,early_mover,Early Mover,121.010489945205,276.675703939022,1787.09841529763,246,4072,1017,3055
46,46,baseline,0.1,0.2,sequential,Sequential,121.816462086298,255.875952752415,1670.63567140728,275,4158,1129,3029
46,46,baseline,0.1,0.2,coordinated,Coordinated,114.351191599712,287.494123201867,1875.48425064708,225,3854,1084,2770
46,46,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,120.144672595488,265.202443165473,1713.60005045532,263,4118,1120,2998
46,46,high,0.2,0.4,baseline,Baseline,113.11424789084,415.754274618515,2880.9255400676,23,413,185,228
46,46,high,0.2,0.4,early_mover,Early Mover,93.559533538122,377.562170704477,2622.41258049488,69,1139,455,684
46,46,high,0.2,0.4,sequential,Sequential,92.9310801428689,367.94139722752,2544.52243780995,87,1249,466,783
46,46,high,0.2,0.4,coordinated,Coordinated,92.5566647143634,369.296366595304,2558.91690957446,90,1409,472,937
46,46,high,0.2,0.4,delayed_coordination,Delayed Coordination,93.6821263828881,365.448672804207,2535.06112306302,93,1308,487,821
47,47,low,0.05,0.1,baseline,Baseline,131.181909146549,297.18622932985,2220.12030150639,149,3175,559,2616
47,47,low,0.05,0.1,early_mover,Early Mover,146.237354363007,184.690003164549,1308.36278252487,322,5779,1330,4449
47,47,low,0.05,0.1,sequential,Sequential,140.534299797066,188.87145513037,1263.54370835621,324,5613,1409,4204
47,47,low,0.05,0.1,coordinated,Coordinated,134.092233027435,186.42282078064,1337.61667616214,315,5395,1393,4002
47,47,low,0.05,0.1,delayed_coordination,Delayed Coordination,140.770679035127,178.634217453745,1261.47324961821,309,5656,1379,4277
47,47,baseline,0.1,0.2,baseline,Baseline,123.169355189242,337.108112885398,2485.14014823711,107,2125,550,1575
47,47,baseline,0.1,0.2,early_mover,Early Mover,127.142123964936,218.884634912414,1683.11292711107,271,4553,1111,3442
47,47,baseline,0.1,0.2,sequential,Sequential,125.45050841985,220.089112319239,1591.18173558539,292,4607,1195,3412
47,47,baseline,0.1,0.2,coordinated,Coordinated,118.509253516782,238.436662813351,1693.21702918893,266,4337,1149,3188
47,47,baseline,0.1,0.2,delayed_coordination,Delayed Coordination,126.060737500913,225.125576902314,1600.05676438774,278,4560,1158,3402
47,47,high,0.2,0.4,baseline,Baseline,110.0550521404,414.230913324495,2955.13254057329,15,292,104,188
47,47,high,0.2,0.4,early_mover,Early Mover,94.1593930728421,373.517393905529,2662.45031012196,71,1155,459,696
47,47,high,0.2,0.4,sequential,Sequential,90.756488952035,366.254612187579,2605.97708464119,86,1255,478,777
47,47,high,0.2,0.4,coordinated,Coordinated,90.3747894266275,367.393694558465,2575.76469046729,94,1456,502,954
47,47,high,0.2,0.4,delayed_coordination,Delayed Coordination,91.306819804014,362.873720115942,2582.48517341388,90,1300,486,814
48,48,low,0.05,0.1,baseline,Baseline,132.166518690229,330.020940493764,2255.8045768476,144,2978,585,2393
48,48,low,0.05,0.1,early_mover,Early Mover,131.497067815916,215.548832745057,1485.85062274431,294,5109,1327,3782
48,48,low,0.05,0.1,sequential,Sequential,132.754059734479,207.738145124208,1377.14048014667,311,5192,1335,3857
48,48,low,0.05,0.1,coordinated,Coordinated,133.083652566613,240.033226414993,1479.05843306844,296,4948,1345,3603
48,48,low,0.05,0.1,delayed_coordination,Delayed Coordination,128.526721780455,216.010630732104,1443.34313940189,284,5051,1300,3751
48,48,baseline,0.1,0.2,baseline,Baseline,122.10791954081,374.821510868769,2590.74409504504,90,1823,612,1211
48,48,baseline,0.1,0.2,early_mover,Early Mover,117.487549335315,267.020678157038,1807.81414657243,249,3959,1119,2840
