replication,seed,recovery_horizon,scenario_A,scenario_B,delta_final_fitness_A_minus_B,delta_final_risk_A_minus_B,delta_final_trade_A_minus_B,delta_switches_A_minus_B
9,9,5,sequential,delayed_coordination,1.4188056249096,-7.14178153214758,-23.9562659814464,63
9,9,5,coordinated,delayed_coordination,-2.7328669263639,8.64284741619815,58.9566926176133,8
9,9,7,early_mover,sequential,0.340486627322463,13.6870545700972,90.702388222677,-2
9,9,7,early_mover,coordinated,-7.60570540086563,22.1901011468049,220.158354320321,-629
9,9,7,early_mover,delayed_coordination,2.22152227051635,4.85730307369522,44.7104546746996,47
9,9,7,sequential,coordinated,-7.94619202818809,8.50304657670773,129.455966097644,-627
9,9,7,sequential,delayed_coordination,1.88103564319388,-8.829751496402,-45.9919335479774,49
9,9,7,coordinated,delayed_coordination,9.82722767138198,-17.3327980731097,-175.447899645622,676
10,10,3,early_mover,sequential,1.75079632258284,-6.91464686551399,0.0226959686542614,25
10,10,3,early_mover,coordinated,5.35175421334628,-4.50694775669271,-71.023402929955,19
10,10,3,early_mover,delayed_coordination,0.355768127134624,3.72585437632276,27.9247064745839,-143
10,10,3,sequential,coordinated,3.60095789076344,2.40769910882128,-71.0460988986092,-6
10,10,3,sequential,delayed_coordination,-1.39502819544822,10.6405012418367,27.9020105059296,-168
10,10,3,coordinated,delayed_coordination,-4.99598608621166,8.23280213301547,98.9481094045389,-162
10,10,5,early_mover,sequential,3.70584772247241,-12.0264363197798,45.6459530691388,43
10,10,5,early_mover,coordinated,1.40341105801299,1.90336212550926,48.239136432361,-294
10,10,5,early_mover,delayed_coordination,2.1934577537433,0.734065543916671,49.2484286480017,-146
10,10,5,sequential,coordinated,-2.30243666445942,13.9297984452891,2.59318336322212,-337
