replication,seed,recovery_horizon,scenario_A,scenario_B,delta_final_fitness_A_minus_B,delta_final_risk_A_minus_B,delta_final_trade_A_minus_B,delta_switches_A_minus_B
17,17,7,coordinated,delayed_coordination,7.70037059150897,-29.6771819655714,-117.134667627642,400
18,18,3,early_mover,sequential,-0.332294419661508,14.1602920432615,67.6145191666863,48
18,18,3,early_mover,coordinated,0.135182307178553,5.5953571301612,51.7820348235155,106
18,18,3,early_mover,delayed_coordination,-1.66075609385072,22.9116085574183,82.0868642905034,-11
18,18,3,sequential,coordinated,0.467476726840061,-8.56493491310027,-15.8324843431708,58
18,18,3,sequential,delayed_coordination,-1.32846167418921,8.75131651415683,14.4723451238171,-59
18,18,3,coordinated,delayed_coordination,-1.79593840102928,17.3162514272571,30.3048294669879,-117
18,18,5,early_mover,sequential,4.1685484071418,2.44724865415648,14.9015905154768,269
18,18,5,early_mover,coordinated,1.62599843797281,23.1575781145615,62.7049620782554,49
18,18,5,early_mover,delayed_coordination,2.52927918998105,15.1755000681414,67.5395209617834,139
18,18,5,sequential,coordinated,-2.54254996916899,20.7103294604051,47.8033715627787,-220
18,18,5,sequential,delayed_coordination,-1.63926921716075,12.7282514139849,52.6379304463067,-130
18,18,5,coordinated,delayed_coordination,0.903280752008243,-7.98207804642016,4.83455888352796,90
18,18,7,early_mover,sequential,3.61077950116376,6.72965303093116,28.3284775189459,107
18,18,7,early_mover,coordinated,6.00792335851861,-13.5776958469093,-114.524778760019,500
18,18,7,early_mover,delayed_coordination,1.24326588640626,6.41805064105904,62.0912583356203,71
18,18,7,sequential,coordinated,2.39714385735485,-20.3073488778404,-142.853256278965,393
18,18,7,sequential,delayed_coordination,-2.3675136147575,-0.311602389872121,33.7627808166744,-36
18,18,7,coordinated,delayed_coordination,-4.76465747211235,19.9957464879683,176.61603709564,-429
19,19,3,early_mover,sequential,5.67695620648014,-0.406408966050037,5.81754270034685,4
19,19,3,early_mover,coordinated,1.11234494406214,12.3583846966148,51.1830364773527,-120
19,19,3,early_mover,delayed_coordination,3.57995051266685,10.7225560140569,26.7690559023065,-17
19,19,3,sequential,coordinated,-4.564611262418,12.7647936626649,45.3654937770059,-124
19,19,3,sequential,delayed_coordination,-2.09700569381329,11.128964980107,20.9515132019596,-21
19,19,3,coordinated,delayed_coordination,2.46760556860471,-1.6358286825579,-24.4139805750463,103
19,19,5,early_mover,sequential,4.3628205472161,0.832800032955987,28.9056477503959,-12
19,19,5,early_mover,coordinated,6.08427035437252,0.985621138223649,-27.8594143534954,261
19,19,5,early_mover,delayed_coordination,3.36862442487022,4.74008421807571,31.1386110584247,-43
19,19,5,sequential,coordinated,1.72144980715642,0.152821105267662,-56.7650621038913,273
19,19,5,sequential,delayed_coordination,-0.994196122345883,3.90728418511972,2.23296330802873,-31
19,19,5,coordinated,delayed_coordination,-2.7156459295023,3.75446307985206,58.99802541192,-304
19,19,7,early_mover,sequential,6.40005334298455,-3.39049031265728,-2.76819550242658,105
19,19,7,early_mover,coordinated,9.20674816003228,-4.40656053448791,-76.1013505874957,290
19,19,7,early_mover,delayed_coordination,5.53383237762247,0.693020189212461,14.3260750007807,52
19,19,7,sequential,coordinated,2.80669481704773,-1.01607022183063,-73.3331550850692,185
19,19,7,sequential,delayed_coordination,-0.866220965362075,4.08351050186974,17.0942705032073,-53
19,19,7,coordinated,delayed_coordination,-3.6729157824098,5.09958072370037,90.4274255882765,-238
20,20,3,early_mover,sequential,2.37172526776845,6.73464203319276,45.8852939785495,-80
20,20,3,early_mover,coordinated,9.77677426131402,-23.482424972581,-90.6746493039579,435
20,20,3,early_mover,delayed_coordination,-0.710582465169182,14.8464952269632,72.1283352729035,-118
20,20,3,sequential,coordinated,7.40504899354556,-30.2170670057737,-136.559943282507,515
20,20,3,sequential,delayed_coordination,-3.08230773293764,8.11185319377043,26.243041294354,-38
20,20,3,coordinated,delayed_coordination,-10.4873567264832,38.3289201995442,162.802984576861,-553
20,20,5,early_mover,sequential,-1.4572048147724,10.0991889419578,65.5648067558454,-161
20,20,5,early_mover,coordinated,4.12331784001769,5.87013222569681,-69.2048580954047,83
20,20,5,early_mover,delayed_coordination,4.24748401128262,0.364977207287836,-2.45268476657566,-1
20,20,5,sequential,coordinated,5.58052265479009,-4.229056716261,-134.76966485125,244
20,20,5,sequential,delayed_coordination,5.70468882605502,-9.73421173466997,-68.0174915224211,160
20,20,5,coordinated,delayed_coordination,0.124166171264932,-5.50515501840897,66.752173328829,-84
20,20,7,early_mover,sequential,3.54592783261775,-4.31240086974438,-6.08786497013284,154
20,20,7,early_mover,coordinated,7.35123552086938,-0.185275259905751,-75.4946498141969,277
20,20,7,early_mover,delayed_coordination,6.20573258148485,-1.33078042555798,-31.4452258747629,150
20,20,7,sequential,coordinated,3.80530768825163,4.12712560983863,-69.4067848440641,123
20,20,7,sequential,delayed_coordination,2.6598047488671,2.9816204441864,-25.35736090463,-4
20,20,7,coordinated,delayed_coordination,-1.14550293938453,-1.14550516565222,44.0494239394341,-127
21,21,3,early_mover,sequential,3.26761751260813,-5.35444171900429,-3.87345076964198,124
21,21,3,early_mover,coordinated,-0.119087995068242,0.320257614780559,72.144517670182,-173
21,21,3,early_mover,delayed_coordination,4.86696764307129,-12.9183444769006,-39.5461829968581,176
21,21,3,sequential,coordinated,-3.38670550767637,5.67469933378484,76.017968439824,-297
21,21,3,sequential,delayed_coordination,1.59935013046316,-7.5639027578963,-35.6727322272161,52
21,21,3,coordinated,delayed_coordination,4.98605563813953,-13.2386020916811,-111.69070066704,349
21,21,5,early_mover,sequential,0.262797479103881,-6.66287390759686,41.2697302814913,-20
21,21,5,early_mover,coordinated,-3.47994574710705,6.30923067465989,77.0020871130787,-177
21,21,5,early_mover,delayed_coordination,1.94349468329573,-8.70317008234582,33.8851602651098,-16
21,21,5,sequential,coordinated,-3.74274322621093,12.9721045822567,35.7323568315874,-157
21,21,5,sequential,delayed_coordination,1.68069720419184,-2.04029617474896,-7.38457001638153,4
21,21,5,coordinated,delayed_coordination,5.42344043040278,-15.0124007570057,-43.1169268479689,161
21,21,7,early_mover,sequential,2.38612184525235,0.413446571440602,36.085570168211,171
21,21,7,early_mover,coordinated,-0.470368985569905,1.45354684467605,97.5944195785069,-156
21,21,7,early_mover,delayed_coordination,2.16611104453351,-6.17770082683495,30.1084358636458,106
21,21,7,sequential,coordinated,-2.85649083082225,1.04010027323545,61.5088494102959,-327
21,21,7,sequential,delayed_coordination,-0.220010800718839,-6.59114739827555,-5.9771343045652,-65
21,21,7,coordinated,delayed_coordination,2.63648003010341,-7.63124767151101,-67.485983714861,262
22,22,3,early_mover,sequential,3.56930513759998,7.1434017782579,38.1632402780624,14
22,22,3,early_mover,coordinated,-0.69472600988496,-1.34571904981618,68.0466670688922,-176
22,22,3,early_mover,delayed_coordination,-0.0756062716110506,9.81294357903616,82.1347296582564,-108
22,22,3,sequential,coordinated,-4.26403114748494,-8.48912082807408,29.8834267908298,-190
22,22,3,sequential,delayed_coordination,-3.64491140921103,2.66954180077826,43.971489380194,-122
22,22,3,coordinated,delayed_coordination,0.619119738273909,11.1586626288523,14.0880625893642,68
22,22,5,early_mover,sequential,1.16244313896539,-2.04131212237635,24.0433704200937,-96
22,22,5,early_mover,coordinated,1.21197102034668,3.64779826270302,32.829478852055,-134
22,22,5,early_mover,delayed_coordination,0.797936660503041,4.54822679074886,47.9405625830882,-88
22,22,5,sequential,coordinated,0.0495278813812945,5.68911038507937,8.78610843196134,-38
22,22,5,sequential,delayed_coordination,-0.364506478462346,6.58953891312521,23.8971921629945,8
22,22,5,coordinated,delayed_coordination,-0.41403435984364,0.900428528045836,15.1110837310332,46
22,22,7,early_mover,sequential,-0.463906678505424,15.5340290193964,67.4196839046203,-168
22,22,7,early_mover,coordinated,2.26066345697667,16.7062319251626,59.8723283950394,-55
22,22,7,early_mover,delayed_coordination,-0.803599097206416,10.5626840788383,85.4303918440096,-198
22,22,7,sequential,coordinated,2.7245701354821,1.17220290576614,-7.54735550958094,113
22,22,7,sequential,delayed_coordination,-0.339692418700992,-4.97134494055808,18.0107079393892,-30
22,22,7,coordinated,delayed_coordination,-3.06426255418309,-6.14354784632422,25.5580634489702,-143
23,23,3,early_mover,sequential,1.04954837552607,0.647338001228434,36.6797535280559,7
23,23,3,early_mover,coordinated,3.21315068378819,1.04492002514274,15.8234000690602,83
23,23,3,early_mover,delayed_coordination,0.285701962472444,7.90867009118352,80.0867415152284,-51
23,23,3,sequential,coordinated,2.16360230826211,0.39758202391431,-20.8563534589957,76
23,23,3,sequential,delayed_coordination,-0.763846413053628,7.26133208995509,43.4069879871724,-58
23,23,3,coordinated,delayed_coordination,-2.92744872131574,6.86375006604078,64.2633414461682,-134
23,23,5,early_mover,sequential,-1.1115340487498,10.5937725936668,75.6161622266559,-52
23,23,5,early_mover,coordinated,0.893779358529287,16.5973610700437,59.6102513968954,-11
23,23,5,early_mover,delayed_coordination,-0.703500509968677,10.9314691295181,77.9448274656306,-84
23,23,5,sequential,coordinated,2.00531340727909,6.00358847637693,-16.0059108297605,41
23,23,5,sequential,delayed_coordination,0.408033538781126,0.337696535851364,2.32866523897474,-32
23,23,5,coordinated,delayed_coordination,-1.59727986849796,-5.66589194052557,18.3345760687353,-73
23,23,7,early_mover,sequential,1.19720053352569,5.77928639393869,31.5705771679861,20
23,23,7,early_mover,coordinated,2.27136294866891,-2.97197894852323,9.03194366368211,306
23,23,7,early_mover,delayed_coordination,0.54027426763426,10.0849753477157,60.0176489348689,-66
23,23,7,sequential,coordinated,1.07416241514322,-8.75126534246192,-22.538633504304,286
23,23,7,sequential,delayed_coordination,-0.656926265891428,4.30568895377704,28.4470717668828,-86
23,23,7,coordinated,delayed_coordination,-1.73108868103465,13.056954296239,50.9857052711868,-372
24,24,3,early_mover,sequential,4.11318478530811,2.4419017456286,1.10411904686794,166
24,24,3,early_mover,coordinated,8.51475792495046,-6.4340440925657,-94.1806199126966,440
24,24,3,early_mover,delayed_coordination,4.09576284014585,-2.89960854428691,-2.7257958872533,196
24,24,3,sequential,coordinated,4.40157313964235,-8.8759458381943,-95.2847389595645,274
24,24,3,sequential,delayed_coordination,-0.0174219451622548,-5.3415102899155,-3.82991493412123,30
24,24,3,coordinated,delayed_coordination,-4.41899508480461,3.53443554827879,91.4548240254433,-244
24,24,5,early_mover,sequential,2.55529437218939,3.23554970017418,40.5154163270965,192
24,24,5,early_mover,coordinated,7.81064442793186,-8.97351001122561,-50.5626282244061,470
24,24,5,early_mover,delayed_coordination,2.31569396192975,10.3759140825082,58.6859970199969,43
24,24,5,sequential,coordinated,5.25535005574247,-12.2090597113998,-91.0780445515027,278
24,24,5,sequential,delayed_coordination,-0.239600410259641,7.14036438233398,18.1705806929003,-149
24,24,5,coordinated,delayed_coordination,-5.49495046600211,19.3494240937338,109.248625244403,-427
24,24,7,early_mover,sequential,-3.1537879617847,21.563507019921,145.01495367926,-188
24,24,7,early_mover,coordinated,2.22073633459146,21.9784438114435,33.3199064609732,149
24,24,7,early_mover,delayed_coordination,0.986315246787228,13.7692447354846,74.4040701235795,-45
24,24,7,sequential,coordinated,5.37452429637617,0.41493679152245,-111.695047218286,337
24,24,7,sequential,delayed_coordination,4.14010320857193,-7.7942622844364,-70.6108835556802,143
24,24,7,coordinated,delayed_coordination,-1.23442108780424,-8.20919907595885,41.0841636626062,-194
25,25,3,early_mover,sequential,7.41301669462726,-0.552585438113113,-6.5663969191769,285
25,25,3,early_mover,coordinated,18.4346155334989,-29.1330626809626,-182.820746429987,1019
25,25,3,early_mover,delayed_coordination,2.28904012147973,7.20876377961292,30.4696907104644,56
25,25,3,sequential,coordinated,11.0215988388717,-28.5804772428494,-176.25434951081,734
25,25,3,sequential,delayed_coordination,-5.12397657314753,7.76134921772604,37.0360876296413,-229
25,25,3,coordinated,delayed_coordination,-16.1455754120192,36.3418264605755,213.290437140451,-963
25,25,5,early_mover,sequential,0.303406167172355,8.6207214227054,88.0868379697188,-122
25,25,5,early_mover,coordinated,-1.24896724000153,-1.73889273564492,64.8294354071072,-69
25,25,5,early_mover,delayed_coordination,3.5115841523109,2.83136452767087,28.1197945387428,92
25,25,5,sequential,coordinated,-1.55237340717389,-10.3596141583503,-23.2574025626116,53
25,25,5,sequential,delayed_coordination,3.20817798513855,-5.78935689503453,-59.967043430976,214
25,25,5,coordinated,delayed_coordination,4.76055139231244,4.5702572633158,-36.7096408683644,161
25,25,7,early_mover,sequential,-0.132439709696186,12.9314072169504,76.711054045476,-8
25,25,7,early_mover,coordinated,0.277800652755928,40.691028826157,138.550587228981,-269
25,25,7,early_mover,delayed_coordination,3.27134816688805,2.01837380480583,32.1959557024616,199
25,25,7,sequential,coordinated,0.410240362452114,27.7596216092065,61.8395331835054,-261
25,25,7,sequential,delayed_coordination,3.40378787658423,-10.9130334121446,-44.5150983430144,207
25,25,7,coordinated,delayed_coordination,2.99354751413212,-38.6726550213511,-106.35463152652,468
26,26,3,early_mover,sequential,-1.35560760049063,15.8158554280928,61.8645269347487,-164
26,26,3,early_mover,coordinated,3.81156510773354,2.73157052115772,-15.4620961266439,-160
26,26,3,early_mover,delayed_coordination,-4.09387204016039,21.2886645890444,108.38947326417,-199
26,26,3,sequential,coordinated,5.16717270822417,-13.0842849069351,-77.3266230613926,4
26,26,3,sequential,delayed_coordination,-2.73826443966976,5.47280916095158,46.5249463294217,-35
26,26,3,coordinated,delayed_coordination,-7.90543714789393,18.5570940678867,123.851569390814,-39
26,26,5,early_mover,sequential,0.0886561478355219,20.3287018481479,93.6442376405171,-184
26,26,5,early_mover,coordinated,1.6561884046781,16.7204027823032,45.8467269241225,-55
26,26,5,early_mover,delayed_coordination,-2.28187885718086,15.7077020733142,96.3811609348195,-242
26,26,5,sequential,coordinated,1.56753225684258,-3.6082990658447,-47.7975107163945,129
26,26,5,sequential,delayed_coordination,-2.37053500501638,-4.62099977483371,2.73692329430241,-58
26,26,5,coordinated,delayed_coordination,-3.93806726185896,-1.012700708989,50.5344340106969,-187
26,26,7,early_mover,sequential,-3.88468835983227,19.1971740995857,102.255162374843,-210
26,26,7,early_mover,coordinated,1.40830162240871,-3.53131894392232,35.4915492426653,30
26,26,7,early_mover,delayed_coordination,-4.01689914720285,23.2004176794405,134.088016780661,-257
26,26,7,sequential,coordinated,5.29298998224098,-22.728493043508,-66.7636131321781,240
26,26,7,sequential,delayed_coordination,-0.132210787370582,4.0032435798548,31.8328544058177,-47
26,26,7,coordinated,delayed_coordination,-5.42520076961156,26.7317366233628,98.5964675379957,-287
27,27,3,early_mover,sequential,7.28893947773744,-12.8215909030908,-15.2335189918133,179
27,27,3,early_mover,coordinated,4.73350123273343,-15.8339982749641,55.7733086734174,-25
27,27,3,early_mover,delayed_coordination,5.86128121694165,-5.14568212143701,25.849148824831,89
27,27,3,sequential,coordinated,-2.55543824500401,-3.01240737187331,71.0068276652307,-204
27,27,3,sequential,delayed_coordination,-1.42765826079579,7.67590878165379,41.0826678166443,-90
27,27,3,coordinated,delayed_coordination,1.12777998420822,10.6883161535271,-29.9241598485864,114
27,27,5,early_mover,sequential,5.40553157402539,3.76146207292049,25.9097247696968,171
27,27,5,early_mover,coordinated,8.48072022541487,-12.0432357643357,-0.828637189883921,201
27,27,5,early_mover,delayed_coordination,5.46618815099073,1.77043760352086,33.7777006213119,47
27,27,5,sequential,coordinated,3.07518865138948,-15.8046978372562,-26.7383619595807,30
27,27,5,sequential,delayed_coordination,0.0606565769653429,-1.99102446939963,7.86797585161503,-124
27,27,5,coordinated,delayed_coordination,-3.01453207442414,13.8136733678566,34.6063378111958,-154
27,27,7,early_mover,sequential,2.19270972028616,-3.7295327237091,52.3572476373586,55
27,27,7,early_mover,coordinated,2.14563624386913,-8.50219199377176,25.267122179511,122
27,27,7,early_mover,delayed_coordination,4.28439106568929,3.34390598127339,39.5124484042915,112
27,27,7,sequential,coordinated,-0.047073476417026,-4.77265927006266,-27.0901254578475,67
27,27,7,sequential,delayed_coordination,2.09168134540313,7.07343870498249,-12.8447992330671,57
27,27,7,coordinated,delayed_coordination,2.13875482182016,11.8460979750452,14.2453262247805,-10
28,28,3,early_mover,sequential,-1.93114407731888,11.5013601465932,89.8499743417858,-89
28,28,3,early_mover,coordinated,-0.0612899614760494,7.0686341780266,74.8458313858241,-126
28,28,3,early_mover,delayed_coordination,0.706202495146556,7.44940324593898,62.4226550534663,-78
28,28,3,sequential,coordinated,1.86985411584283,-4.43272596856659,-15.0041429559617,-37
28,28,3,sequential,delayed_coordination,2.63734657246543,-4.0519569006542,-27.4273192883195,11
28,28,3,coordinated,delayed_coordination,0.767492456622605,0.380769067912382,-12.4231763323578,48
28,28,5,early_mover,sequential,-0.478279285636191,11.9196554865844,89.3120303785938,-200
28,28,5,early_mover,coordinated,4.6651366455639,4.49435542260258,-3.86980103942415,-1
28,28,5,early_mover,delayed_coordination,2.039131617552,6.18758558606922,33.6400816779426,14
28,28,5,sequential,coordinated,5.1434159312001,-7.42530006398178,-93.181831418018,199
28,28,5,sequential,delayed_coordination,2.51741090318819,-5.73206990051514,-55.6719487006512,214
28,28,5,coordinated,delayed_coordination,-2.6260050280119,1.69323016346664,37.5098827173667,15
28,28,7,early_mover,sequential,-1.85393668896815,7.66459919676558,97.9630026233463,-232
28,28,7,early_mover,coordinated,-1.38712794128763,9.34811036475816,90.1230538050513,-172
28,28,7,early_mover,delayed_coordination,0.104407447234735,7.12344644564459,76.8612972423784,-62
28,28,7,sequential,coordinated,0.466808747680517,1.68351116799258,-7.83994881829494,60
28,28,7,sequential,delayed_coordination,1.95834413620288,-0.54115275112099,-21.1017053809678,170
28,28,7,coordinated,delayed_coordination,1.49153538852237,-2.22466391911357,-13.2617565626729,110
29,29,3,early_mover,sequential,0.23568169712523,11.0018836784663,31.7797113700592,17
29,29,3,early_mover,coordinated,1.28150834094239,8.92954955434615,69.9234855399693,-46
29,29,3,early_mover,delayed_coordination,-0.229090438511648,14.4433517676836,67.0393621284816,-19
29,29,3,sequential,coordinated,1.04582664381716,-2.07233412412012,38.1437741699101,-63
29,29,3,sequential,delayed_coordination,-0.464772135636878,3.44146808921732,35.2596507584224,-36
29,29,3,coordinated,delayed_coordination,-1.51059877945404,5.51380221333744,-2.88412341148774,27
29,29,5,early_mover,sequential,0.612241530330266,1.70487075754792,88.6531672767333,-26
29,29,5,early_mover,coordinated,3.19731462199928,-2.80075826627805,43.0930930361055,-11
29,29,5,early_mover,delayed_coordination,3.45288021608286,1.51474056532075,51.1432623417668,-38
29,29,5,sequential,coordinated,2.58507309166902,-4.50562902382597,-45.5600742406277,15
29,29,5,sequential,delayed_coordination,2.84063868575259,-0.190130192227173,-37.5099049349665,-12
29,29,5,coordinated,delayed_coordination,0.255565594083578,4.3154988315988,8.05016930566126,-27
29,29,7,early_mover,sequential,5.42492137350865,1.98023282363832,16.0372409249469,-48
29,29,7,early_mover,coordinated,0.478712087082215,2.62431086883683,35.6967144975238,25
29,29,7,early_mover,delayed_coordination,2.45979544512065,8.89605590641773,44.444928277032,-94
29,29,7,sequential,coordinated,-4.94620928642644,0.644078045198512,19.6594735725769,73
29,29,7,sequential,delayed_coordination,-2.96512592838801,6.91582308277941,28.4076873520851,-46
29,29,7,coordinated,delayed_coordination,1.98108335803843,6.2717450375809,8.74821377950821,-119
30,30,3,early_mover,sequential,3.26087571143543,2.11462886933199,35.3805140094778,-29
30,30,3,early_mover,coordinated,3.80452489736004,-9.74061302244857,-35.2393190116982,34
30,30,3,early_mover,delayed_coordination,2.78857443283295,-1.34660124180812,17.6351478202703,-17
30,30,3,sequential,coordinated,0.543649185924608,-11.8552418917806,-70.619833021176,63
30,30,3,sequential,delayed_coordination,-0.472301278602487,-3.46123011114011,-17.7453661892075,12
30,30,3,coordinated,delayed_coordination,-1.01595046452709,8.39401178064045,52.8744668319684,-51
30,30,5,early_mover,sequential,1.85295388683295,2.12748213080755,72.637297635966,-86
30,30,5,early_mover,coordinated,4.06975112244849,1.60126355100402,16.032314980112,-71
30,30,5,early_mover,delayed_coordination,-1.22778548987175,10.312025385476,118.010440558881,-253
30,30,5,sequential,coordinated,2.21679723561554,-0.526218579803526,-56.604982655854,15
30,30,5,sequential,delayed_coordination,-3.0807393767047,8.18454325466843,45.3731429229147,-167
30,30,5,coordinated,delayed_coordination,-5.29753661232024,8.71076183447195,101.978125578769,-182
30,30,7,early_mover,sequential,1.23849588640016,4.61575370425851,46.6977901129553,49
30,30,7,early_mover,coordinated,3.71397606481244,2.76856715796544,-10.6930877467346,21
30,30,7,early_mover,delayed_coordination,1.06933004026409,12.9186275995726,51.5532064451766,-98
30,30,7,sequential,coordinated,2.47548017841228,-1.84718654629307,-57.3908778596899,-28
30,30,7,sequential,delayed_coordination,-0.169165846136067,8.30287389531409,4.85541633222124,-147
30,30,7,coordinated,delayed_coordination,-2.64464602454835,10.1500604416072,62.2462941919111,-119
31,31,3,early_mover,sequential,4.98961715175685,6.6110388754534,47.8921485882852,-13
31,31,3,early_mover,coordinated,7.41247391197845,-6.62530203550352,-66.5375801245841,400
31,31,3,early_mover,delayed_coordination,3.20481854825087,6.16473966163309,47.5970486539559,7
31,31,3,sequential,coordinated,2.42285676022161,-13.2363409109569,-114.429728712869,413
31,31,3,sequential,delayed_coordination,-1.78479860350598,-0.446299213820311,-0.295099934329301,20
31,31,3,coordinated,delayed_coordination,-4.20765536372758,12.7900416971366,114.13462877854,-393
31,31,5,early_mover,sequential,6.7857934808884,0.310560454860507,18.5866041040381,60
31,31,5,early_mover,coordinated,13.8264707630653,-17.6995230429394,-86.654986527476,725
31,31,5,early_mover,delayed_coordination,5.7720746451171,5.80335383840563,32.6104649765844,17
31,31,5,sequential,coordinated,7.04067728217694,-18.0100834977999,-105.241590631514,665
31,31,5,sequential,delayed_coordination,-1.0137188357713,5.49279338354512,14.0238608725463,-43
31,31,5,coordinated,delayed_coordination,-8.05439611794824,23.5028768813451,119.26545150406,-708
31,31,7,early_mover,sequential,4.84472103704076,6.73971516494046,30.1355686887268,44
31,31,7,early_mover,coordinated,3.04540326192361,14.1423512079988,15.4018400732505,154
31,31,7,early_mover,delayed_coordination,3.99885320976449,5.90110794586761,44.6472937242199,6
31,31,7,sequential,coordinated,-1.79931777511715,7.40263604305838,-14.7337286154764,110
31,31,7,sequential,delayed_coordination,-0.845867827276265,-0.838607219072856,14.5117250354931,-38
31,31,7,coordinated,delayed_coordination,0.95344994784088,-8.24124326213123,29.2454536509695,-148
32,32,3,early_mover,sequential,2.04877239102383,5.56286077891116,54.2950469601824,0
32,32,3,early_mover,coordinated,0.294044542993149,-0.165713719405346,46.401637012897,194
32,32,3,early_mover,delayed_coordination,3.31902098412901,7.40937887211084,57.4187642497475,27
32,32,3,sequential,coordinated,-1.75472784803068,-5.7285744983165,-7.89340994728536,194
32,32,3,sequential,delayed_coordination,1.27024859310518,1.84651809319968,3.12371728956509,27
32,32,3,coordinated,delayed_coordination,3.02497644113586,7.57509259151618,11.0171272368505,-167
32,32,5,early_mover,sequential,2.972998648124,4.14144205573538,45.2932271108662,100
32,32,5,early_mover,coordinated,3.85485293743857,-18.8544188120412,-35.6352292648403,253
32,32,5,early_mover,delayed_coordination,1.97509109016617,3.54090325150293,69.5603773358621,18
32,32,5,sequential,coordinated,0.88185428931456,-22.9958608677766,-80.9284563757064,153
32,32,5,sequential,delayed_coordination,-0.997907557957831,-0.600538804232457,24.2671502249959,-82
32,32,5,coordinated,delayed_coordination,-1.87976184727239,22.3953220635441,105.195606600702,-235
32,32,7,early_mover,sequential,1.50579852120798,4.52059793881611,46.3029425645943,106
32,32,7,early_mover,coordinated,4.30712866781903,-7.82218306716413,-108.338746834137,480
32,32,7,early_mover,delayed_coordination,3.20826949801695,2.68942979737284,30.3553201948964,37
32,32,7,sequential,coordinated,2.80133014661105,-12.3427810059802,-154.641689398731,374
32,32,7,sequential,delayed_coordination,1.70247097680897,-1.83116814144327,-15.9476223696979,-69
32,32,7,coordinated,delayed_coordination,-1.09885916980208,10.511612864537,138.694067029033,-443
33,33,3,early_mover,sequential,1.79732474225008,11.8570815399212,73.2625299381557,-64
33,33,3,early_mover,coordinated,0.541793491724007,13.3696412284621,84.7052345836371,42
33,33,3,early_mover,delayed_coordination,1.88233818921186,12.7373011393425,61.1974935811311,-47
33,33,3,sequential,coordinated,-1.25553125052608,1.51255968854093,11.4427046454814,106
33,33,3,sequential,delayed_coordination,0.0850134469617814,0.880219599421252,-12.0650363570246,17
33,33,3,coordinated,delayed_coordination,1.34054469748786,-0.63234008911968,-23.507741002506,-89
33,33,5,early_mover,sequential,1.6943685618542,8.58478497629065,60.199373451431,-29
33,33,5,early_mover,coordinated,2.35933260897419,5.10540461774048,61.7858067394347,-53
33,33,5,early_mover,delayed_coordination,3.2055581435267,4.97402402757609,35.3767847928389,151
33,33,5,sequential,coordinated,0.66496404711998,-3.47938035855017,1.58643328800372,-24
33,33,5,sequential,delayed_coordination,1.5111895816725,-3.61076094871456,-24.8225886585922,180
33,33,5,coordinated,delayed_coordination,0.846225534552516,-0.131380590164383,-26.4090219465959,204
33,33,7,early_mover,sequential,4.20935153977392,3.01409729151794,26.8383489729658,47
33,33,7,early_mover,coordinated,6.99853144714403,-8.73516347988559,-32.1000283877308,359
33,33,7,early_mover,delayed_coordination,2.53440174202152,6.63064368274905,42.1732001296014,36
33,33,7,sequential,coordinated,2.78917990737011,-11.7492607714035,-58.9383773606967,312
33,33,7,sequential,delayed_coordination,-1.6749497977524,3.61654639123111,15.3348511566355,-11
33,33,7,coordinated,delayed_coordination,-4.46412970512252,15.3658071626346,74.2732285173322,-323
34,34,3,early_mover,sequential,2.4792169841775,7.20025748629854,26.6256624145724,64
34,34,3,early_mover,coordinated,11.9958756137177,-18.283797202527,-113.010092366159,540
34,34,3,early_mover,delayed_coordination,3.92747595438846,2.08900940796167,-3.66865419830128,63
34,34,3,sequential,coordinated,9.51665862954022,-25.4840546888256,-139.635754780732,476
34,34,3,sequential,delayed_coordination,1.44825897021096,-5.11124807833687,-30.2943166128737,-1
34,34,3,coordinated,delayed_coordination,-8.06839965932926,20.3728066104887,109.341438167858,-477
34,34,5,early_mover,sequential,2.35403755099657,9.88111658379844,49.8205894528505,-75
34,34,5,early_mover,coordinated,3.25791837896985,1.10896192081159,8.4194733881402,13
34,34,5,early_mover,delayed_coordination,3.82607798707987,5.30602153761097,29.2618757624364,-73
34,34,5,sequential,coordinated,0.903880827973282,-8.77215466298685,-41.4011160647103,88
34,34,5,sequential,delayed_coordination,1.4720404360833,-4.57509504618747,-20.5587136904142,2
34,34,5,coordinated,delayed_coordination,0.568159608110022,4.19705961679938,20.8424023742962,-86
34,34,7,early_mover,sequential,1.47761226904871,18.8799187383487,63.5065940001384,-16
34,34,7,early_mover,coordinated,4.7851145965156,17.0944902628528,24.9786317924165,273
34,34,7,early_mover,delayed_coordination,1.51291264819454,22.2730371066049,61.4089983626891,-65
34,34,7,sequential,coordinated,3.30750232746689,-1.78542847549585,-38.5279622077219,289
34,34,7,sequential,delayed_coordination,0.0353003791458377,3.39311836825624,-2.09759563744933,-49
34,34,7,coordinated,delayed_coordination,-3.27220194832105,5.17854684375209,36.4303665702726,-338
35,35,3,early_mover,sequential,-1.14645494716254,19.5229931349983,101.31267136174,-385
35,35,3,early_mover,coordinated,-1.17639686860977,13.9968610335182,81.6150174016379,-551
35,35,3,early_mover,delayed_coordination,4.02343984198556,11.1923207331849,22.2578549885968,31
35,35,3,sequential,coordinated,-0.0299419214472323,-5.5261321014801,-19.6976539601019,-166
35,35,3,sequential,delayed_coordination,5.1698947891481,-8.33067240181344,-79.054816373143,416
35,35,3,coordinated,delayed_coordination,5.19983671059533,-2.80454030033334,-59.3571624130411,582
